depth_A                  	phonons_eV-Aion          	ionizations_eV-Aion      	frenkelpairs_vac-Aion    	implantedIons_-cm        
1.4150100000e+03         	2.4286421500e-03         	8.8558258320e+00         	6.6955290000e-06         	8.4804500000e-01         
2.8300100000e+03         	3.5028805000e-03         	8.8788946889e+00         	1.9272946000e-05         	1.3427600000e+00         
4.2450100000e+03         	4.8242400000e-03         	8.9207489217e+00         	3.5336080000e-05         	1.7667950000e+00         
5.6600100000e+03         	5.8299310000e-03         	8.9885119503e+00         	4.8936125000e-05         	1.8374550000e+00         
7.0750100000e+03         	4.0822910000e-03         	9.0389200882e+00         	2.9174392500e-05         	1.3427550000e+00         
8.4900100000e+03         	4.7991855000e-03         	9.0875150178e+00         	3.8866595000e-05         	1.6961100000e+00         
9.9050100000e+03         	5.1251550000e-03         	9.1456534248e+00         	4.3014420000e-05         	2.1201450000e+00         
1.1320000000e+04         	5.2805935000e-03         	9.2071974921e+00         	4.4939570000e-05         	1.9081350000e+00         
1.2735000000e+04         	5.4198885000e-03         	9.2708442169e+00         	4.6816750000e-05         	1.9788000000e+00         
1.4150000000e+04         	5.3722670000e-03         	9.3337829007e+00         	4.5500060000e-05         	2.0494700000e+00         
1.5565000000e+04         	5.5884555000e-03         	9.4000123690e+00         	4.8399380000e-05         	1.5547750000e+00         
1.6980000000e+04         	5.9731460000e-03         	9.4651720216e+00         	4.9129265000e-05         	2.3321500000e+00         
1.8395000000e+04         	7.6889720000e-03         	9.5459612495e+00         	6.4846130000e-05         	1.9787950000e+00         
1.9810000000e+04         	1.0752469500e-02         	9.6498559000e+00         	9.2194190000e-05         	2.5441800000e+00         
2.1225000000e+04         	3.9526095000e-03         	7.6903599012e+00         	2.8573024500e-05         	1.8374700000e+00         
2.2640000000e+04         	1.9398318000e-03         	7.3790016062e+00         	1.6488508000e-05         	2.1908250000e+00         
2.4055000000e+04         	2.4243548000e-03         	7.3983277439e+00         	2.7456444500e-05         	3.5335750000e+00         
2.5470000000e+04         	2.9529833000e-03         	7.4250064003e+00         	4.1295475000e-05         	2.6148450000e+00         
2.6885000000e+04         	3.5694803500e-03         	7.4649073528e+00         	5.7040555000e-05         	2.8268550000e+00         
2.8300000000e+04         	3.5391130000e-03         	7.5081175918e+00         	5.5370680000e-05         	2.7562000000e+00         
2.9715000000e+04         	3.4742300000e-03         	7.5575095868e+00         	5.3474480000e-05         	2.0494750000e+00         
3.1130000000e+04         	3.6202729000e-03         	7.6083032506e+00         	5.6902790000e-05         	3.1802200000e+00         
3.2545000000e+04         	3.7019892500e-03         	7.6592832905e+00         	5.9591630000e-05         	3.2508850000e+00         
