====== pysrim run =======
        SRIM-2013.00
=====================================
       LATERAL SPREAD OF IONS        
 See SRIM Outputs\TDATA.txt for calc. details   
Ì===================================Ê===================================
  NOTE : The Projected LATERAL Spread is based on a projection on a     
  plane- just the way the XY or XZ displays look on the screen.  The    
  Lateral Projected Range is defined as the average of the absolute     
  values of the projected lateral displacements from the X-axis.        
  One use of this range: If a mask covers half of a target, the lateral 
  range is the distance under the mask where the concentration drops to 
  25% (at the mask edge the concentration= 50% of the uniform value).   
                                                                        
  The Radial Range is the mean radial displacement range from the       
  X-axis a-uming cylindrical symmetry.                                 
========================================================================
--------------------------------------------------------------------
    Recoil/Damage Calculations made with Kinchin-Pease Estimates    
--------------------------------------------------------------------
 See file: SRIM Outputs\TDATA.txt for data about the calculation
 Ion    =  H   Energy = 1200 keV
 Total Ions calculated =50000.00
============= TARGET MATERIAL ======================================
Layer  1 : None
Layer Width = 20000.E+00 AAA ;
  Layer # 1- Density = 5.846E22 atoms/cm3 = 10.47 g/cm3
  Layer # 1- Ag = 100  Atomic Percent = 100  Mass Percent
Layer  2 : None
Layer Width = 20000.E+00 AAA ;
  Layer # 2- Density = 7.403E22 atoms/cm3 = 6.3 g/cm3
  Layer # 2-  Y = 7.69 Atomic Percent = 13.3 Mass Percent
  Layer # 2- Ba = 15.3 Atomic Percent = 41.2 Mass Percent
  Layer # 2- Cu = 23.0 Atomic Percent = 28.6 Mass Percent
  Layer # 2-  O = 53.8 Atomic Percent = 16.8 Mass Percent
Layer  3 : None
Layer Width = 40000.E-02 AAA ;
  Layer # 3- Density = 8.142E22 atoms/cm3 = 6.54 g/cm3
  Layer # 3- La = 20   Atomic Percent = 57.4 Mass Percent
  Layer # 3- Mn = 20   Atomic Percent = 22.7 Mass Percent
  Layer # 3-  O = 60   Atomic Percent = 19.8 Mass Percent
Layer  4 : None
Layer Width = 50000.E-02 AAA ;
  Layer # 4- Density = 10.69E22 atoms/cm3 = 3.58 g/cm3
  Layer # 4- Mg = 50   Atomic Percent = 60.3 Mass Percent
  Layer # 4-  O = 50   Atomic Percent = 39.6 Mass Percent
Layer  5 : None
Layer Width = 10000.E-02 AAA ;
  Layer # 5- Density = 6.680E22 atoms/cm3 = 5.01 g/cm3
  Layer # 5-  Y = 40   Atomic Percent = 78.7 Mass Percent
  Layer # 5-  O = 60   Atomic Percent = 21.2 Mass Percent
Layer  6 : None
Layer Width = 50000.E-02 AAA ;
  Layer # 6- Density = 11.66E22 atoms/cm3 = 3.95 g/cm3
  Layer # 6- Al = 40   Atomic Percent = 52.9 Mass Percent
  Layer # 6-  O = 60   Atomic Percent = 47.0 Mass Percent
Layer  7 : None
Layer Width = 70000.E+00 AAA ;
  Layer # 7- Density = 7.709E22 atoms/cm3 = 8.89 g/cm3
  Layer # 7- Ni = 55.2 Atomic Percent = 46.7 Mass Percent
  Layer # 7- Mo = 17.0 Atomic Percent = 23.6 Mass Percent
  Layer # 7- Cr = 16.0 Atomic Percent = 12.0 Mass Percent
  Layer # 7- Fe = 7.03 Atomic Percent = 5.65 Mass Percent
  Layer # 7-  W = 4.52 Atomic Percent = 11.9 Mass Percent
====================================================================
 Ion Average Range = 958081.E-01 A   Straggling = 482449.E-02 A
 Ion Lateral Range = 672755.E-02 A   Straggling = 931319.E-02 A
 Ion Radial  Range = 106012.E-01 A   Straggling = 780989.E-02 A
====================================================================
                LATERAL     Projected      LATERAL        Radial    
  TARGET       PROJ.RANGE   Straggling      RADIAL      Straggling  
  DEPTH (A)   (Angstroms)   (Angstroms)   (Angstroms)   (Angstroms) 
------------ ------------- ------------- ------------- -------------
1115010.E-03 76691347.E-03 76691347.E-03 84411492.E-03 00000000.E+00 
2230010.E-03 41651582.E-03 42028697.E-03 69362815.E-03 82719844.E-04 
3345010.E-03 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
4460010.E-03 24997663.E-03 28938737.E-03 36116487.E-03 12590708.E-03 
5575010.E-03 36278641.E-03 36915738.E-03 61924103.E-03 26482345.E-03 
6690010.E-03 31297385.E-03 31297385.E-03 32635077.E-03 00000000.E+00 
7805010.E-03 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
8920010.E-03 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
1003501.E-02 44271542.E-03 51446223.E-03 45155608.E-03 27078436.E-03 
1115001.E-02 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
1226501.E-02 14221478.E-03 14221478.E-03 17015390.E-03 00000000.E+00 
1338001.E-02 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
1449501.E-02 29193569.E-03 29193569.E-03 81601588.E-03 00000000.E+00 
1561001.E-02 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
1672501.E-02 21422112.E-03 21422112.E-03 70968189.E-03 00000000.E+00 
1784001.E-02 33016983.E-03 36536346.E-03 44653574.E-03 17289739.E-03 
1895501.E-02 71617852.E-03 71618604.E-03 75115783.E-03 26048267.E-04 
2007001.E-02 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
2118501.E-02 51771829.E-03 51771829.E-03 84773935.E-03 00000000.E+00 
2230001.E-02 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
2341501.E-02 31871542.E-03 32199610.E-03 53200858.E-03 76789540.E-04 
2453001.E-02 63879025.E-03 63879025.E-03 76500112.E-03 00000000.E+00 
2564501.E-02 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
2676001.E-02 33230871.E-03 40435403.E-03 44112500.E-03 18724191.E-03 
2787501.E-02 49774006.E-03 58624224.E-03 74157031.E-03 20158307.E-03 
2899001.E-02 34363073.E-03 41292199.E-03 60953613.E-03 34712047.E-03 
3010501.E-02 46002922.E-03 50805955.E-03 64397897.E-03 17711162.E-03 
3122001.E-02 51720875.E-03 57399637.E-03 53712113.E-03 26040950.E-03 
3233501.E-02 29288497.E-03 29288497.E-03 56352360.E-03 00000000.E+00 
3345001.E-02 80840983.E-03 80840983.E-03 82020822.E-03 00000000.E+00 
3456501.E-02 93140550.E-05 93140550.E-05 10038790.E-04 00000000.E+00 
3568001.E-02 51374871.E-03 60903149.E-03 66489835.E-03 21454105.E-03 
3679501.E-02 40953693.E-03 45518105.E-03 78607920.E-03 13227595.E-03 
3791001.E-02 14477887.E-03 15252552.E-03 46407863.E-03 12300619.E-03 
3902501.E-02 34359419.E-03 34359419.E-03 39108160.E-03 00000000.E+00 
4014001.E-02 10606528.E-03 10606528.E-03 89267131.E-03 00000000.E+00 
4125501.E-02 17782713.E-03 21215604.E-03 53551757.E-03 25691697.E-03 
4237001.E-02 41156463.E-03 45165263.E-03 66853351.E-03 23799309.E-03 
4348501.E-02 75417426.E-03 75802929.E-03 77355399.E-03 72037142.E-04 
