# Ic = 26.27 A, n = 37.53 , Tavg = 22.08 K, ffj51-15e19pm2-0T-anneal300k-720min-22k
#datetime                        t_s     iHTS_A                vHTS_V                tHTS_K  tTAR_K  tHOL_K  tSPA_K
0202-03-28_18:07:40.844000      20166.56        8.24980200e-03       -1.45990000e-09  22.0318  19.3180  19.5387  0.0000
0202-03-28_18:07:41.207000      20166.92        3.09758500e-01        1.23607000e-08  22.0392  19.3226  19.5543  0.0000
0202-03-28_18:07:41.550000      20167.26        6.08065200e-01        1.75046000e-08  22.0392  19.3226  19.5543  0.0000
0202-03-28_18:07:41.910000      20167.62        9.05904500e-01        6.96880000e-09  22.0392  19.3226  19.5543  0.0000
0202-03-28_18:07:42.258000      20167.97        1.20457200e+00        2.38262000e-08  22.0354  19.3135  19.5412  0.0000
0202-03-28_18:07:42.613000      20168.32        1.50280300e+00        4.58894000e-08  22.0354  19.3135  19.5412  0.0000
0202-03-28_18:07:42.960000      20168.67        1.80108100e+00        1.17409000e-08  22.0354  19.3135  19.5412  0.0000
0202-03-28_18:07:43.310000      20169.02        2.09952000e+00       -9.64000000e-11  22.0353  19.3264  19.5488  0.0000
0202-03-28_18:07:43.656000      20169.37        2.39750900e+00        3.37420000e-09  22.0353  19.3264  19.5488  0.0000
0202-03-28_18:07:44.020000      20169.73        2.69573700e+00       -7.78140000e-09  22.0353  19.3264  19.5488  0.0000
0202-03-28_18:07:44.426000      20170.14        2.99390000e+00       -7.40950000e-09  22.0463  19.3159  19.5606  0.0000
0202-03-28_18:07:44.773000      20170.48        3.29190100e+00       -6.41800000e-09  22.0463  19.3159  19.5606  0.0000
0202-03-28_18:07:45.145000      20170.85        3.59003600e+00       -6.04620000e-09  22.0333  19.3200  19.5440  0.0000
0202-03-28_18:07:45.510000      20171.22        3.88815300e+00       -5.42640000e-09  22.0333  19.3200  19.5440  0.0000
0202-03-28_18:07:45.867000      20171.58        4.18642500e+00       -7.78150000e-09  22.0333  19.3200  19.5440  0.0000
0202-03-28_18:07:46.220000      20171.93        4.48454300e+00       -6.85190000e-09  22.0397  19.3228  19.5637  0.0000
0202-03-28_18:07:46.566000      20172.28        4.78282300e+00       -9.95060000e-09  22.0397  19.3228  19.5637  0.0000
0202-03-28_18:07:46.914000      20172.62        5.08099600e+00       -1.62102000e-08  22.0397  19.3228  19.5637  0.0000
0202-03-28_18:07:47.270000      20172.98        5.37913900e+00       -1.42889000e-08  22.0346  19.3130  19.5474  0.0000
0202-03-28_18:07:47.630000      20173.34        5.67709600e+00       -1.46608000e-08  22.0346  19.3130  19.5474  0.0000
