# Ic = 20.81 A, n = 28.56 , Tavg = 30.07 K, 30k-15e19pm2-0T-anneal300k-720min
#datetime                        t_s     iHTS_A                vHTS_V                tHTS_K  tTAR_K  tHOL_K  tSPA_K
0202-03-28_17:19:53.800000      17299.51        9.37521400e-03        1.80039000e-08  30.0650  28.1484  28.3781  0.0000
0202-03-28_17:19:54.150000      17299.86        3.11265000e-01        1.88715000e-08  30.0634  28.1476  28.3726  0.0000
0202-03-28_17:19:54.508000      17300.22        6.09049400e-01        2.83533000e-08  30.0634  28.1476  28.3726  0.0000
0202-03-28_17:19:54.855000      17300.57        9.07335500e-01        3.24433000e-08  30.0634  28.1476  28.3726  0.0000
0202-03-28_17:19:55.203000      17300.91        1.20575100e+00        8.45647000e-08  30.0596  28.1486  28.3700  0.0000
0202-03-28_17:19:55.550000      17301.26        1.50372900e+00        6.60960000e-08  30.0596  28.1486  28.3700  0.0000
0202-03-28_17:19:55.900000      17301.61        1.80202800e+00        4.53342000e-08  30.0596  28.1486  28.3700  0.0000
0202-03-28_17:19:56.258000      17301.97        2.10013200e+00        3.95705000e-08  30.0637  28.1498  28.3709  0.0000
0202-03-28_17:19:56.605000      17302.32        2.39838300e+00        4.91147000e-08  30.0637  28.1498  28.3709  0.0000
0202-03-28_17:19:56.953000      17302.66        2.69639200e+00        4.67596000e-08  30.0637  28.1498  28.3709  0.0000
0202-03-28_17:19:57.310000      17303.02        2.99477900e+00        5.72335000e-08  30.0628  28.1494  28.3734  0.0000
0202-03-28_17:19:57.668000      17303.38        3.29297700e+00        5.76673000e-08  30.0628  28.1494  28.3734  0.0000
0202-03-28_17:19:58.074000      17303.78        3.59129700e+00        6.49185000e-08  30.0628  28.1494  28.3734  0.0000
0202-03-28_17:19:58.426000      17304.13        3.88898500e+00        7.86151000e-08  30.0604  28.1503  28.3713  0.0000
0202-03-28_17:19:58.770000      17304.48        4.18703600e+00        8.84692000e-08  30.0604  28.1503  28.3713  0.0000
0202-03-28_17:19:59.130000      17304.84        4.48572400e+00        8.80973000e-08  30.0626  28.1489  28.3744  0.0000
0202-03-28_17:19:59.480000      17305.19        4.78402200e+00        8.98946000e-08  30.0626  28.1489  28.3744  0.0000
0202-03-28_17:19:59.824000      17305.54        5.08229600e+00        1.12515700e-07  30.0626  28.1489  28.3744  0.0000
0202-03-28_17:20:00.170000      17305.88        5.38032800e+00        1.18901000e-07  30.0633  28.1495  28.3742  0.0000
0202-03-28_17:20:00.520000      17306.23        5.67852700e+00        1.20330200e-07  30.0633  28.1495  28.3742  0.0000
0202-03-28_17:20:00.867000      17306.58        5.97699900e+00        1.22933800e-07  30.0633  28.1495  28.3742  0.0000
0202-03-28_17:20:01.227000      17306.94        6.27495300e+00        1.24917000e-07  30.0641  28.1504  28.3738  0.0000
0202-03-28_17:20:01.574000      17307.28        6.57320100e+00        1.39853100e-07  30.0641  28.1504  28.3738  0.0000
0202-03-28_17:20:01.920000      17307.63        6.87145300e+00        1.32478000e-07  30.0641  28.1504  28.3738  0.0000
0202-03-28_17:20:02.270000      17307.98        7.16950600e+00        1.30246900e-07  30.0602  28.1487  28.3726  0.0000
0202-03-28_17:20:02.617000      17308.33        7.46785100e+00        1.38303700e-07  30.0602  28.1487  28.3726  0.0000
0202-03-28_17:20:02.965000      17308.67        7.76582400e+00        1.59189400e-07  30.0602  28.1487  28.3726  0.0000
0202-03-28_17:20:03.312000      17309.02        8.06416500e+00        1.62660100e-07  30.0647  28.1506  28.3761  0.0000
0202-03-28_17:20:03.660000      17309.37        8.36226100e+00        1.72576100e-07  30.0647  28.1506  28.3761  0.0000
0202-03-28_17:20:04.030000      17309.74        8.66024500e+00        1.75736900e-07  30.0647  28.1506  28.3761  0.0000
0202-03-28_17:20:04.418000      17310.13        8.95866400e+00        1.82244300e-07  30.0632  28.1497  28.3747  0.0000
0202-03-28_17:20:04.766000      17310.48        9.25694500e+00        1.86644600e-07  30.0632  28.1497  28.3747  0.0000
0202-03-28_17:20:05.130000      17310.84        9.55491300e+00        1.88441900e-07  30.0632  28.1497  28.3747  0.0000
0202-03-28_17:20:05.496000      17311.21        9.85304500e+00        2.07840200e-07  30.0608  28.1501  28.3739  0.0000
0202-03-28_17:20:05.844000      17311.55        1.01511000e+01        2.10133300e-07  30.0608  28.1501  28.3739  0.0000
0202-03-28_17:20:06.200000      17311.91        1.04495500e+01        2.09692900e-07  30.0593  28.1511  28.3730  0.0000
0202-03-28_17:20:06.550000      17312.26        1.07475800e+01        2.23818900e-07  30.0593  28.1511  28.3730  0.0000
0202-03-28_17:20:06.900000      17312.61        1.10458900e+01        2.24872500e-07  30.0593  28.1511  28.3730  0.0000
0202-03-28_17:20:07.246000      17312.96        1.13442300e+01        2.38197300e-07  30.0587  28.1497  28.3704  0.0000
0202-03-28_17:20:07.594000      17313.30        1.16422100e+01        2.39498800e-07  30.0587  28.1497  28.3704  0.0000
0202-03-28_17:20:07.950000      17313.66        1.19403200e+01        2.36709900e-07  30.0587  28.1497  28.3704  0.0000
0202-03-28_17:20:08.297000      17314.01        1.22387800e+01        2.45324500e-07  30.0622  28.1512  28.3736  0.0000
0202-03-28_17:20:08.645000      17314.36        1.25370700e+01        2.41543900e-07  30.0622  28.1512  28.3736  0.0000
0202-03-28_17:20:09.043000      17314.75        1.28350100e+01        2.54558800e-07  30.0622  28.1512  28.3736  0.0000
0202-03-28_17:20:09.438000      17315.15        1.31334000e+01        2.51026200e-07  30.0611  28.1502  28.3730  0.0000
0202-03-28_17:20:09.785000      17315.50        1.34312600e+01        2.62491700e-07  30.0611  28.1502  28.3730  0.0000
0202-03-28_17:20:10.156000      17315.87        1.37295100e+01        2.68441300e-07  30.0611  28.1502  28.3730  0.0000
0202-03-28_17:20:10.516000      17316.22        1.40277200e+01        2.79968800e-07  30.0623  28.1510  28.3740  0.0000
0202-03-28_17:20:10.860000      17316.57        1.43255800e+01        2.79906800e-07  30.0623  28.1510  28.3740  0.0000
0202-03-28_17:20:11.220000      17316.93        1.46245400e+01        2.90194700e-07  30.0592  28.1519  28.3743  0.0000
0202-03-28_17:20:11.574000      17317.29        1.49224600e+01        2.92921700e-07  30.0592  28.1519  28.3743  0.0000
0202-03-28_17:20:11.920000      17317.63        1.52207300e+01        2.90069200e-07  30.0592  28.1519  28.3743  0.0000
0202-03-28_17:20:12.270000      17317.98        1.55192900e+01        2.88083500e-07  30.0611  28.1509  28.3757  0.0000
0202-03-28_17:20:12.630000      17318.34        1.58171500e+01        2.73085500e-07  30.0611  28.1509  28.3757  0.0000
0202-03-28_17:20:12.977000      17318.69        1.61152000e+01        2.89199100e-07  30.0611  28.1509  28.3757  0.0000
0202-03-28_17:20:13.330000      17319.04        1.64132800e+01        2.85790400e-07  30.0603  28.1530  28.3756  0.0000
0202-03-28_17:20:13.676000      17319.39        1.67112600e+01        2.85170700e-07  30.0603  28.1530  28.3756  0.0000
0202-03-28_17:20:14.090000      17319.80        1.70095300e+01        2.85790400e-07  30.0603  28.1530  28.3756  0.0000
0202-03-28_17:20:14.457000      17320.17        1.73079200e+01        2.93723300e-07  30.0626  28.1514  28.3762  0.0000
0202-03-28_17:20:14.812000      17320.52        1.76062100e+01        2.91492200e-07  30.0626  28.1514  28.3762  0.0000
0202-03-28_17:20:15.160000      17320.87        1.79039000e+01        2.97999600e-07  30.0591  28.1522  28.3727  0.0000
0202-03-28_17:20:15.508000      17321.22        1.82025600e+01        3.00416700e-07  30.0591  28.1522  28.3727  0.0000
0202-03-28_17:20:15.867000      17321.58        1.85003800e+01        3.10642600e-07  30.0591  28.1522  28.3727  0.0000
0202-03-28_17:20:16.215000      17321.92        1.87989100e+01        3.28429600e-07  30.0589  28.1528  28.3724  0.0000
0202-03-28_17:20:16.562000      17322.27        1.90968700e+01        3.29111300e-07  30.0589  28.1528  28.3724  0.0000
0202-03-28_17:20:16.910000      17322.62        1.93953300e+01        3.36300500e-07  30.0589  28.1528  28.3724  0.0000
0202-03-28_17:20:17.258000      17322.97        1.96935000e+01        3.54955100e-07  30.0614  28.1514  28.3750  0.0000
0202-03-28_17:20:17.617000      17323.33        1.99915100e+01        3.74414500e-07  30.0614  28.1514  28.3750  0.0000
0202-03-28_17:20:17.965000      17323.68        2.02896000e+01        4.26653800e-07  30.0614  28.1514  28.3750  0.0000
0202-03-28_17:20:18.312000      17324.02        2.05881300e+01        4.82862600e-07  30.0629  28.1533  28.3756  0.0000
0202-03-28_17:20:18.660000      17324.37        2.08864200e+01        5.73408900e-07  30.0629  28.1533  28.3756  0.0000
0202-03-28_17:20:19.105000      17324.82        2.11843400e+01        6.97484000e-07  30.0629  28.1533  28.3756  0.0000
0202-03-28_17:20:19.470000      17325.18        2.14825300e+01        9.01073800e-07  30.0637  28.1526  28.3763  0.0000
0202-03-28_17:20:19.812000      17325.53        2.17807900e+01        1.14104320e-06  30.0637  28.1526  28.3763  0.0000
0202-03-28_17:20:20.170000      17325.88        2.20790300e+01        1.48246660e-06  30.0637  28.1526  28.3763  0.0000
0202-03-28_17:20:20.520000      17326.23        2.23774000e+01        1.89621560e-06  30.0654  28.1537  28.3789  0.0000
0202-03-28_17:20:20.875000      17326.59        2.26754700e+01        2.99603410e-06  30.0654  28.1537  28.3789  0.0000
0202-03-28_17:20:21.234000      17326.94        2.29732900e+01        4.05848140e-06  30.0685  28.1546  28.3799  0.0000
0202-03-28_17:20:21.582000      17327.29        2.32715300e+01        5.52649680e-06  30.0685  28.1546  28.3799  0.0000
0202-03-28_17:20:21.926000      17327.64        2.35695900e+01        7.51901150e-06  30.0685  28.1546  28.3799  0.0000
0202-03-28_17:20:22.277000      17327.99        2.38677400e+01        1.02907451e-05  30.0654  28.1534  28.3775  0.0000
0202-03-28_17:20:22.625000      17328.33        2.41659300e+01        1.41916117e-05  30.0654  28.1534  28.3775  0.0000
0202-03-28_17:20:22.973000      17328.68        2.44644900e+01        1.96325728e-05  30.0654  28.1534  28.3775  0.0000
0202-03-28_17:20:23.320000      17329.03        2.47626400e+01        2.77209916e-05  30.0704  28.1549  28.3770  0.0000
