# Ic = 3.35 A, n = 23.93 , Tavg = 70.03 K, 70k-
#datetime                        t_s     iHTS_A                vHTS_V                tHTS_K  tTAR_K  tHOL_K  tSPA_K
0202-03-28_16:34:01.605000      14547.32        7.05590500e-03        1.29956923e-08  70.1279  68.6446  69.4590  0.0000
0202-03-28_16:34:01.953000      14547.66        4.00901500e-02       -1.25870769e-09  70.1279  68.6446  69.4590  0.0000
0202-03-28_16:34:02.312000      14548.02        6.96749700e-02       -7.82810769e-09  70.1235  68.6472  69.4551  0.0000
0202-03-28_16:34:02.656000      14548.37        9.95611800e-02        2.14989231e-09  70.1235  68.6472  69.4551  0.0000
0202-03-28_16:34:03.030000      14548.74        1.29431100e-01        7.23189231e-09  70.1235  68.6472  69.4551  0.0000
0202-03-28_16:34:03.430000      14549.14        1.58974000e-01        5.74449231e-09  70.0951  68.6487  69.4354  0.0000
0202-03-28_16:34:03.793000      14549.50        1.88981900e-01        2.14989231e-09  70.0951  68.6487  69.4354  0.0000
0202-03-28_16:34:04.160000      14549.87        2.18801600e-01       -3.73780769e-09  70.0951  68.6487  69.4354  0.0000
0202-03-28_16:34:04.520000      14550.23        2.48581000e-01       -6.21680769e-09  70.1059  68.6491  69.4280  0.0000
0202-03-28_16:34:04.880000      14550.59        2.78449400e-01        4.38109231e-09  70.1059  68.6491  69.4280  0.0000
0202-03-28_16:34:05.240000      14550.95        3.08326500e-01        9.46309231e-09  70.0937  68.6499  69.4124  0.0000
0202-03-28_16:34:05.586000      14551.30        3.38303300e-01        2.03087923e-08  70.0937  68.6499  69.4124  0.0000
0202-03-28_16:34:05.934000      14551.64        3.67808000e-01       -1.24143077e-08  70.0937  68.6499  69.4124  0.0000
0202-03-28_16:34:06.280000      14551.99        3.97762300e-01        2.08587923e-08  70.0978  68.6512  69.4208  0.0000
0202-03-28_16:34:06.630000      14552.34        4.27730200e-01        3.27462923e-08  70.0978  68.6512  69.4208  0.0000
0202-03-28_16:34:06.992000      14552.70        4.57061000e-01        1.53310923e-08  70.0978  68.6512  69.4208  0.0000
0202-03-28_16:34:07.440000      14553.15        4.87089800e-01        1.78101923e-08  70.0861  68.6532  69.4223  0.0000
0202-03-28_16:34:07.790000      14553.50        5.16634600e-01        1.81200923e-08  70.0861  68.6532  69.4223  0.0000
0202-03-28_16:34:08.150000      14553.86        5.46624800e-01        3.12588923e-08  70.0861  68.6532  69.4223  0.0000
0202-03-28_16:34:08.500000      14554.21        5.77132900e-01       -3.41255077e-08  70.0821  68.6533  69.4200  0.0000
0202-03-28_16:34:08.844000      14554.56        6.06388300e-01       -4.28021077e-08  70.0821  68.6533  69.4200  0.0000
0202-03-28_16:34:09.203000      14554.91        6.36503100e-01        3.67127923e-08  70.0886  68.6550  69.4309  0.0000
0202-03-28_16:34:09.560000      14555.27        6.66272000e-01        4.76824923e-08  70.0886  68.6550  69.4309  0.0000
0202-03-28_16:34:09.920000      14555.63        6.95856900e-01        5.05333923e-08  70.0886  68.6550  69.4309  0.0000
0202-03-28_16:34:10.277000      14555.99        7.25274100e-01        2.64247923e-08  70.0851  68.6556  69.4216  0.0000
0202-03-28_16:34:10.620000      14556.33        7.55562500e-01        5.48096923e-08  70.0851  68.6556  69.4216  0.0000
0202-03-28_16:34:10.970000      14556.68        7.85315300e-01       -1.89414077e-08  70.0851  68.6556  69.4216  0.0000
0202-03-28_16:34:11.316000      14557.03        8.15079800e-01       -2.68743077e-08  70.1021  68.6561  69.4219  0.0000
0202-03-28_16:34:11.676000      14557.39        8.44683500e-01        4.07411923e-08  70.1021  68.6561  69.4219  0.0000
0202-03-28_16:34:12.050000      14557.76        8.74606800e-01        4.61029231e-09  70.1021  68.6561  69.4219  0.0000
0202-03-28_16:34:12.438000      14558.15        9.04564200e-01        2.98998923e-08  70.0841  68.6556  69.4129  0.0000
0202-03-28_16:34:12.785000      14558.50        9.34317500e-01        3.37428923e-08  70.0841  68.6556  69.4129  0.0000
0202-03-28_16:34:13.140000      14558.85        9.64343200e-01        4.02502923e-08  70.0936  68.6563  69.4273  0.0000
0202-03-28_16:34:13.490000      14559.20        9.94135900e-01        8.45629923e-08  70.0936  68.6563  69.4273  0.0000
0202-03-28_16:34:13.836000      14559.55        1.02398200e+00        8.04725923e-08  70.0936  68.6563  69.4273  0.0000
0202-03-28_16:34:14.184000      14559.89        1.05342300e+00        4.32870923e-08  70.0846  68.6578  69.4210  0.0000
0202-03-28_16:34:14.530000      14560.24        1.08307800e+00        5.57441923e-08  70.0846  68.6578  69.4210  0.0000
0202-03-28_16:34:14.880000      14560.59        1.11284400e+00        4.75634923e-08  70.0846  68.6578  69.4210  0.0000
0202-03-28_16:34:15.227000      14560.94        1.14324700e+00       -2.24691077e-08  70.0844  68.6591  69.4186  0.0000
0202-03-28_16:34:15.574000      14561.28        1.17325900e+00        1.76339231e-09  70.0844  68.6591  69.4186  0.0000
0202-03-28_16:34:15.918000      14561.63        1.20311500e+00        4.62619923e-08  70.0844  68.6591  69.4186  0.0000
0202-03-28_16:34:16.266000      14561.98        1.23278500e+00        6.22516923e-08  70.0607  68.6602  69.4031  0.0000
0202-03-28_16:34:16.613000      14562.32        1.26242800e+00        8.17740923e-08  70.0607  68.6602  69.4031  0.0000
0202-03-28_16:34:16.970000      14562.68        1.29222300e+00        4.72535923e-08  70.0607  68.6602  69.4031  0.0000
0202-03-28_16:34:17.316000      14563.03        1.32193600e+00        4.75014923e-08  70.0765  68.6610  69.4053  0.0000
0202-03-28_16:34:17.664000      14563.37        1.35175400e+00        6.41728923e-08  70.0765  68.6610  69.4053  0.0000
0202-03-28_16:34:18.030000      14563.74        1.38162500e+00        5.33299923e-08  70.0765  68.6610  69.4053  0.0000
0202-03-28_16:34:18.420000      14564.13        1.41143500e+00        5.73006923e-08  70.0526  68.6610  69.3771  0.0000
0202-03-28_16:34:18.770000      14564.48        1.44107900e+00        6.98197923e-08  70.0526  68.6610  69.3771  0.0000
