====== pysrim run =======
        SRIM-2013.00
======================================== 
       Ion and Recoil PHONONS        
 See SRIM Outputs\TDATA.txt for calc. details
======================================== 
--------------------------------------------------------------------
    Recoil/Damage Calculations made with Kinchin-Pease Estimates    
--------------------------------------------------------------------
 See file :  SRIM Outputs\TDATA.txt calculation data
 Ion    =  H   Energy = 2400 keV
============= TARGET MATERIAL ======================================
Layer  1 : None
Layer Width =     4.E+05 AAA ;
  Layer # 1- Density = 7.403E22 atoms/cm3 = 6.3 g/cm3
  Layer # 1-  Y = 7.69 Atomic Percent = 13.3 Mass Percent
  Layer # 1- Ba = 15.3 Atomic Percent = 41.2 Mass Percent
  Layer # 1- Cu = 23.0 Atomic Percent = 28.6 Mass Percent
  Layer # 1-  O = 53.8 Atomic Percent = 16.8 Mass Percent
====================================================================
 Total Ions calculated =50000.00
========================================================
  Table Units are  >>>> Phonons /(Angstrom-Ion)  <<<<  
========================================================
  DEPTH       PHONONS     PHONONS    
  (Ang.)      by ION      by RECOILS 
-----------  -----------  -----------
400001.E-02  525609.E-09  250635.E-09
800001.E-02  477908.E-09  809103.E-09
120000.E-01  458378.E-09  140265.E-08
160000.E-01  444081.E-09  799429.E-09
200000.E-01  426096.E-09  913652.E-09
240000.E-01  424515.E-09  140733.E-08
280000.E-01  425787.E-09  128558.E-08
320000.E-01  428629.E-09  162630.E-08
360000.E-01  434474.E-09  117251.E-08
400000.E-01  435975.E-09  126746.E-08
440000.E-01  439105.E-09  115702.E-08
480000.E-01  440227.E-09  120395.E-08
520000.E-01  445156.E-09  138384.E-08
560000.E-01  447390.E-09  132060.E-08
600000.E-01  453727.E-09  114909.E-08
640000.E-01  455798.E-09  129958.E-08
680000.E-01  460567.E-09  154459.E-08
720000.E-01  461428.E-09  153733.E-08
760000.E-01  465742.E-09  115598.E-08
800000.E-01  474480.E-09  137527.E-08
840000.E-01  477628.E-09  136517.E-08
880000.E-01  482261.E-09  131917.E-08
920000.E-01  483074.E-09  143196.E-08
960000.E-01  487754.E-09  134278.E-08
100000.E+00  493952.E-09  128229.E-08
104000.E+00  501312.E-09  136157.E-08
108000.E+00  505564.E-09  142525.E-08
112000.E+00  508718.E-09  186666.E-08
116000.E+00  512251.E-09  132674.E-08
120000.E+00  517059.E-09  165760.E-08
124000.E+00  526306.E-09  143846.E-08
128000.E+00  534538.E-09  137241.E-08
132000.E+00  538534.E-09  148069.E-08
136000.E+00  542452.E-09  121079.E-08
140000.E+00  549709.E-09  151140.E-08
144000.E+00  557696.E-09  158539.E-08
148000.E+00  562775.E-09  145880.E-08
152000.E+00  566789.E-09  153311.E-08
156000.E+00  579737.E-09  174538.E-08
160000.E+00  588202.E-09  176651.E-08
164000.E+00  591033.E-09  156514.E-08
168000.E+00  601692.E-09  167239.E-08
172000.E+00  613244.E-09  181606.E-08
176000.E+00  616196.E-09  153301.E-08
180000.E+00  625767.E-09  162764.E-08
184000.E+00  640226.E-09  189456.E-08
188000.E+00  644726.E-09  161572.E-08
192000.E+00  660587.E-09  188453.E-08
196000.E+00  676421.E-09  210855.E-08
200000.E+00  687003.E-09  189051.E-08
204000.E+00  689349.E-09  171206.E-08
208000.E+00  702804.E-09  203662.E-08
212000.E+00  713760.E-09  191522.E-08
216000.E+00  731953.E-09  191718.E-08
220000.E+00  741219.E-09  215691.E-08
224000.E+00  754311.E-09  223812.E-08
228000.E+00  776045.E-09  219253.E-08
232000.E+00  797242.E-09  238335.E-08
236000.E+00  806699.E-09  234585.E-08
240000.E+00  819597.E-09  232858.E-08
244000.E+00  848624.E-09  211951.E-08
248000.E+00  863331.E-09  219953.E-08
252000.E+00  884057.E-09  230970.E-08
256000.E+00  908272.E-09  262067.E-08
260000.E+00  946582.E-09  260381.E-08
264000.E+00  967934.E-09  242560.E-08
268000.E+00  991488.E-09  279123.E-08
272000.E+00  103447.E-08  291493.E-08
276000.E+00  106609.E-08  294002.E-08
280000.E+00  110655.E-08  310387.E-08
284000.E+00  115460.E-08  299886.E-08
288000.E+00  120913.E-08  364039.E-08
292000.E+00  126486.E-08  379566.E-08
296000.E+00  131533.E-08  353471.E-08
300000.E+00  139677.E-08  399629.E-08
304000.E+00  149004.E-08  411748.E-08
308000.E+00  159541.E-08  429625.E-08
312000.E+00  173858.E-08  514663.E-08
316000.E+00  192024.E-08  528213.E-08
320000.E+00  215309.E-08  625326.E-08
324000.E+00  249717.E-08  675287.E-08
328000.E+00  309661.E-08  804859.E-08
332000.E+00  421296.E-08  110590.E-07
336000.E+00  617414.E-08  153576.E-07
340000.E+00  900701.E-08  208696.E-07
344000.E+00  114535.E-07  251520.E-07
348000.E+00  115782.E-07  243100.E-07
352000.E+00  901018.E-08  181790.E-07
356000.E+00  538722.E-08  106951.E-07
360000.E+00  244363.E-08  471074.E-08
364000.E+00  797009.E-09  147719.E-08
368000.E+00  196464.E-09  356652.E-09
372000.E+00  262209.E-10  655387.E-10
376000.E+00  274176.E-11  444714.E-11
380000.E+00  000000.E+00  000000.E+00
384000.E+00  000000.E+00  000000.E+00
388000.E+00  000000.E+00  000000.E+00
392000.E+00  000000.E+00  000000.E+00
396000.E+00  000000.E+00  000000.E+00
400000.E+00  000000.E+00  000000.E+00
