====== pysrim run =======
        SRIM-2013.00
==========================================
    Ion and Target VACANCY production     
  See SRIM Outputs\TDATA.txt for calc. details
==========================================
--------------------------------------------------------------------
    Recoil/Damage Calculations made with Kinchin-Pease Estimates    
--------------------------------------------------------------------
 See file :  SRIM Outputs\TDATA.txt for calculation data
 Ion    =  H   Energy = 2400 keV
============= TARGET MATERIAL ======================================
Layer  1 : None
Layer Width =     4.E+05 A ;
  Layer # 1- Density = 7.403E22 atoms/cm3 = 6.3 g/cm3
  Layer # 1-  Y = 7.69 Atomic Percent = 13.3 Mass Percent
  Layer # 1- Ba = 15.3 Atomic Percent = 41.2 Mass Percent
  Layer # 1- Cu = 23.0 Atomic Percent = 28.6 Mass Percent
  Layer # 1-  O = 53.8 Atomic Percent = 16.8 Mass Percent
====================================================================
 Total Ions calculated =50000.00
 Total Target Vacancies     = 27 /Ion

==========================================================
  Table Units are  >>>> Vacancies/(Angstrom-Ion)  <<<<  
==========================================================
   TARGET     VACANCIES     VACANCIES 
   DEPTH         by            by     
   (Ang.)       IONS         RECOILS  
-----------  -----------  ------------
400001.E-02  1410.00E-09  3135.89E-09  
800001.E-02  4225.00E-09  1048.09E-08  
120000.E-01  8220.00E-09  1979.69E-08  
160000.E-01  5150.00E-09  1066.49E-08  
200000.E-01  6205.00E-09  1172.80E-08  
240000.E-01  7365.00E-09  2249.27E-08  
280000.E-01  7605.00E-09  1882.89E-08  
320000.E-01  7445.00E-09  3168.48E-08  
360000.E-01  7840.00E-09  1563.25E-08  
400000.E-01  7775.00E-09  1914.50E-08  
440000.E-01  7760.00E-09  1715.86E-08  
480000.E-01  8035.00E-09  1926.17E-08  
520000.E-01  7735.00E-09  2292.23E-08  
560000.E-01  7985.00E-09  1953.85E-08  
600000.E-01  8110.00E-09  1471.49E-08  
640000.E-01  8405.00E-09  2005.31E-08  
680000.E-01  8390.00E-09  2571.73E-08  
720000.E-01  8220.00E-09  2782.81E-08  
760000.E-01  8455.00E-09  1435.57E-08  
800000.E-01  8275.00E-09  2126.47E-08  
840000.E-01  8540.00E-09  1895.14E-08  
880000.E-01  9040.00E-09  2164.07E-08  
920000.E-01  8485.00E-09  2498.63E-08  
960000.E-01  8855.00E-09  1891.66E-08  
100000.E+00  9165.00E-09  1694.07E-08  
104000.E+00  8955.00E-09  1747.94E-08  
108000.E+00  9350.00E-09  2141.10E-08  
112000.E+00  9140.00E-09  3789.55E-08  
116000.E+00  9240.00E-09  1723.48E-08  
120000.E+00  9450.00E-09  2478.72E-08  
124000.E+00  9315.00E-09  2095.62E-08  
128000.E+00  9810.00E-09  1790.10E-08  
132000.E+00  1032.50E-08  2107.79E-08  
136000.E+00  9480.00E-09  1355.64E-08  
140000.E+00  1028.50E-08  1920.42E-08  
144000.E+00  1023.00E-08  2409.02E-08  
148000.E+00  9945.00E-09  1806.18E-08  
152000.E+00  1030.00E-08  2174.42E-08  
156000.E+00  1057.00E-08  2906.92E-08  
160000.E+00  1051.50E-08  2324.83E-08  
164000.E+00  1089.00E-08  2243.97E-08  
168000.E+00  1110.00E-08  2364.53E-08  
172000.E+00  1130.00E-08  2910.50E-08  
176000.E+00  1115.50E-08  2075.82E-08  
180000.E+00  1182.50E-08  2139.81E-08  
184000.E+00  1182.00E-08  2795.91E-08  
188000.E+00  1218.00E-08  2097.73E-08  
192000.E+00  1217.50E-08  2637.84E-08  
196000.E+00  1276.00E-08  3417.03E-08  
200000.E+00  1258.00E-08  2914.91E-08  
204000.E+00  1309.00E-08  1969.31E-08  
208000.E+00  1330.50E-08  3021.67E-08  
212000.E+00  1346.50E-08  2638.86E-08  
216000.E+00  1358.00E-08  2502.75E-08  
220000.E+00  1335.50E-08  2971.96E-08  
224000.E+00  1385.00E-08  3409.81E-08  
228000.E+00  1469.00E-08  3349.57E-08  
232000.E+00  1517.50E-08  3661.77E-08  
236000.E+00  1524.50E-08  3290.94E-08  
240000.E+00  1607.50E-08  3131.19E-08  
244000.E+00  1609.00E-08  2688.55E-08  
248000.E+00  1614.00E-08  2848.65E-08  
252000.E+00  1714.00E-08  3135.22E-08  
256000.E+00  1777.00E-08  3736.16E-08  
260000.E+00  1837.00E-08  4027.63E-08  
264000.E+00  1837.00E-08  2862.74E-08  
268000.E+00  1939.00E-08  3965.98E-08  
272000.E+00  2086.50E-08  3729.88E-08  
276000.E+00  2195.50E-08  3828.87E-08  
280000.E+00  2234.00E-08  4500.34E-08  
284000.E+00  2300.50E-08  3943.08E-08  
288000.E+00  2336.00E-08  5624.06E-08  
292000.E+00  2541.50E-08  6039.01E-08  
296000.E+00  2653.50E-08  4710.53E-08  
300000.E+00  2827.00E-08  6138.00E-08  
