# Ic = 9.09 A, n = 19.79 , Tavg = 40.17 K, 40k-30p4pm2-anneal300k-720min-0T
#datetime                        t_s     iHTS_A                vHTS_V                tHTS_K  tTAR_K  tHOL_K  tSPA_K
0202-04-01_02:08:13.410000      45467.21        1.07873200e-02       -2.44037500e-10  40.1592  38.7012  38.9337  0.0000
0202-04-01_02:08:13.758000      45467.56        1.14244000e-01        2.11109250e-09  40.1592  38.7012  38.9337  0.0000
0202-04-01_02:08:14.105000      45467.91        2.12975800e-01       -3.09497750e-09  40.1565  38.7024  38.9380  0.0000
0202-04-01_02:08:14.453000      45468.25        3.12448900e-01       -2.10334750e-09  40.1565  38.7024  38.9380  0.0000
0202-04-01_02:08:14.800000      45468.60        4.11420400e-01       -4.29967500e-10  40.1565  38.7024  38.9380  0.0000
0202-04-01_02:08:15.152000      45468.96        5.11700300e-01        7.37913250e-09  40.1509  38.7025  38.9319  0.0000
0202-04-01_02:08:15.500000      45469.30        6.10863200e-01        9.30042250e-09  40.1509  38.7025  38.9319  0.0000
0202-04-01_02:08:15.910000      45469.71        7.09798700e-01       -1.53044475e-08  40.1509  38.7025  38.9319  0.0000
0202-04-01_02:08:16.273000      45470.07        8.09660700e-01       -2.53447175e-08  40.1525  38.7027  38.9325  0.0000
0202-04-01_02:08:16.620000      45470.42        9.08571300e-01        2.48295250e-09  40.1525  38.7027  38.9325  0.0000
0202-04-01_02:08:16.970000      45470.77        1.00792600e+00       -2.00760975e-08  40.1541  38.7023  38.9314  0.0000
0202-04-01_02:08:17.320000      45471.12        1.10755200e+00       -2.26154375e-08  40.1541  38.7023  38.9314  0.0000
0202-04-01_02:08:17.668000      45471.47        1.20692800e+00       -1.86483375e-08  40.1541  38.7023  38.9314  0.0000
0202-04-01_02:08:18.016000      45471.82        1.30631400e+00       -1.04673775e-08  40.1677  38.7022  38.9388  0.0000
0202-04-01_02:08:18.370000      45472.17        1.40575900e+00       -4.14572750e-09  40.1677  38.7022  38.9388  0.0000
0202-04-01_02:08:18.720000      45472.52        1.50523500e+00       -4.88944750e-09  40.1677  38.7022  38.9388  0.0000
0202-04-01_02:08:19.066000      45472.87        1.60471100e+00       -7.98829750e-09  40.1644  38.7022  38.9356  0.0000
0202-04-01_02:08:19.414000      45473.22        1.70393800e+00       -1.22027375e-08  40.1644  38.7022  38.9356  0.0000
0202-04-01_02:08:19.760000      45473.56        1.80339900e+00       -8.05027750e-09  40.1644  38.7022  38.9356  0.0000
0202-04-01_02:08:20.110000      45473.91        1.90244400e+00       -5.63317750e-09  40.1643  38.7013  38.9397  0.0000
0202-04-01_02:08:20.457000      45474.26        2.00191900e+00       -8.11225750e-09  40.1643  38.7013  38.9397  0.0000
0202-04-01_02:08:20.805000      45474.61        2.10100600e+00       -1.62932175e-08  40.1643  38.7013  38.9397  0.0000
0202-04-01_02:08:21.200000      45475.00        2.20066800e+00       -8.79399750e-09  40.1573  38.7016  38.9384  0.0000
0202-04-01_02:08:21.547000      45475.35        2.30017200e+00       -1.20787775e-08  40.1573  38.7016  38.9384  0.0000
0202-04-01_02:08:21.910000      45475.71        2.39964200e+00       -1.33802975e-08  40.1573  38.7016  38.9384  0.0000
0202-04-01_02:08:22.258000      45476.06        2.49865200e+00       -1.48057675e-08  40.1585  38.7012  38.9379  0.0000
0202-04-01_02:08:22.605000      45476.41        2.59844400e+00       -1.64171675e-08  40.1585  38.7012  38.9379  0.0000
0202-04-01_02:08:22.953000      45476.76        2.69782000e+00       -2.40412875e-08  40.1527  38.7010  38.9347  0.0000
0202-04-01_02:08:23.300000      45477.10        2.79667200e+00       -2.14396875e-08  40.1527  38.7010  38.9347  0.0000
0202-04-01_02:08:23.660000      45477.46        2.89601000e+00       -1.92704875e-08  40.1527  38.7010  38.9347  0.0000
0202-04-01_02:08:24.010000      45477.81        2.99523800e+00       -1.33826775e-08  40.1553  38.7005  38.9332  0.0000
0202-04-01_02:08:24.360000      45478.16        3.09486300e+00       -1.32587175e-08  40.1553  38.7005  38.9332  0.0000
0202-04-01_02:08:24.707000      45478.51        3.19411100e+00       -1.09655775e-08  40.1553  38.7005  38.9332  0.0000
0202-04-01_02:08:25.055000      45478.86        3.29380800e+00       -1.17712775e-08  40.1645  38.7003  38.9394  0.0000
0202-04-01_02:08:25.402000      45479.20        3.39285000e+00       -1.20191775e-08  40.1645  38.7003  38.9394  0.0000
0202-04-01_02:08:25.750000      45479.55        3.49241000e+00       -1.18332475e-08  40.1645  38.7003  38.9394  0.0000
0202-04-01_02:08:26.098000      45479.90        3.59170200e+00       -1.46841875e-08  40.1583  38.7004  38.9338  0.0000
0202-04-01_02:08:26.445000      45480.25        3.69121800e+00       -6.13136750e-09  40.1583  38.7004  38.9338  0.0000
0202-04-01_02:08:26.793000      45480.60        3.79068800e+00       -7.55683750e-09  40.1583  38.7004  38.9338  0.0000
0202-04-01_02:08:27.145000      45480.94        3.89000200e+00       -5.94543750e-09  40.1517  38.7000  38.9311  0.0000
0202-04-01_02:08:27.500000      45481.30        3.98939900e+00        1.30587250e-09  40.1517  38.7000  38.9311  0.0000
0202-04-01_02:08:27.863000      45481.67        4.08856700e+00       -7.39367500e-10  40.1517  38.7000  38.9311  0.0000
0202-04-01_02:08:28.246000      45482.05        4.18810700e+00       -3.59030750e-09  40.1536  38.7001  38.9351  0.0000
0202-04-01_02:08:28.590000      45482.39        4.28756200e+00        4.21879250e-09  40.1536  38.7001  38.9351  0.0000
0202-04-01_02:08:28.953000      45482.75        4.38700600e+00        2.55612500e-10  40.1523  38.7000  38.9344  0.0000
0202-04-01_02:08:29.300000      45483.10        4.48626400e+00       -2.46912750e-09  40.1523  38.7000  38.9344  0.0000
0202-04-01_02:08:29.650000      45483.45        4.58524800e+00       -9.22461750e-09  40.1523  38.7000  38.9344  0.0000
0202-04-01_02:08:29.996000      45483.80        4.68508300e+00       -1.42447575e-08  40.1553  38.6996  38.9289  0.0000
0202-04-01_02:08:30.344000      45484.15        4.78454000e+00       -1.89549975e-08  40.1553  38.6996  38.9289  0.0000
0202-04-01_02:08:30.703000      45484.50        4.88388900e+00       -1.95127975e-08  40.1553  38.6996  38.9289  0.0000
0202-04-01_02:08:31.050000      45484.85        4.98334400e+00       -1.38728875e-08  40.1551  38.6992  38.9295  0.0000
0202-04-01_02:08:31.400000      45485.20        5.08260900e+00       -1.74675575e-08  40.1551  38.6992  38.9295  0.0000
0202-04-01_02:08:31.754000      45485.56        5.18193100e+00       -1.55462675e-08  40.1551  38.6992  38.9295  0.0000
0202-04-01_02:08:32.113000      45485.91        5.28124900e+00       -1.32531175e-08  40.1585  38.6992  38.9317  0.0000
0202-04-01_02:08:32.470000      45486.27        5.38055900e+00       -1.92648875e-08  40.1585  38.6992  38.9317  0.0000
0202-04-01_02:08:32.883000      45486.68        5.48022100e+00       -2.02565175e-08  40.1585  38.6992  38.9317  0.0000
0202-04-01_02:08:33.234000      45487.04        5.57918800e+00       -1.94508175e-08  40.1616  38.6995  38.9331  0.0000
0202-04-01_02:08:33.582000      45487.38        5.67845300e+00       -1.65378975e-08  40.1616  38.6995  38.9331  0.0000
0202-04-01_02:08:33.945000      45487.75        5.77807000e+00       -2.13721075e-08  40.1616  38.6995  38.9331  0.0000
0202-04-01_02:08:34.293000      45488.09        5.87718700e+00       -2.51526975e-08  40.1553  38.6996  38.9343  0.0000
0202-04-01_02:08:34.640000      45488.44        5.97686800e+00       -2.91217175e-08  40.1553  38.6996  38.9343  0.0000
0202-04-01_02:08:34.990000      45488.79        6.07619900e+00       -3.03662475e-08  40.1553  38.6995  38.9376  0.0000
