# Ic =  nan A, n =  nan , Tavg = 0.00 K, after2ndRTanneal
#idx    t_s     iHTS_A                vHTS_V                tHTS_K  tTAR_K
    0   28.76       -1.24811200e-01        5.35199050e-08  0.0000  20.1163
    1   29.01        8.47306100e-01       -3.07018695e-07  0.0000  20.1163
    2   29.26        1.83599800e+00       -2.11671509e-06  0.0000  20.1163
    3   29.94        2.81388500e+00        1.38937801e-06  0.0000  20.1163
    4   30.20        3.87031100e+00       -1.46927039e-06  0.0000  20.0891
    5   30.44        4.83422200e+00        1.55598060e-06  0.0000  20.0891
    6   30.70        5.88347500e+00        1.59093741e-06  0.0000  19.7704
    7   30.96        6.89859100e+00       -5.00644695e-07  0.0000  19.7704
    8   31.22        7.86792800e+00        1.26535571e-06  0.0000  19.7704
    9   31.46        8.96187400e+00        9.95866005e-07  0.0000  19.7704
   10   31.89        9.98654300e+00       -3.68193095e-07  0.0000  19.7704
   11   32.13        1.09646600e+01       -7.20922095e-07  0.0000  20.2866
   12   32.38        1.19017100e+01        6.12270905e-07  0.0000  20.2866
   13   32.75        1.29409400e+01       -1.27874349e-06  0.0000  20.2866
   14   33.05        1.39126700e+01       -1.00571995e-07  0.0000  19.7298
   15   33.30        1.49204400e+01        1.53062131e-06  0.0000  19.7298
   16   33.55        1.59398500e+01        2.06663605e-07  0.0000  19.7298
   17   33.84        1.68966900e+01        6.02468705e-07  0.0000  20.1311
   18   34.12        1.78649800e+01        3.39727701e-06  0.0000  20.1311
   19   34.36        1.88494200e+01        6.09483050e-08  0.0000  20.1311
   20   34.88        1.98841100e+01       -4.59684895e-07  0.0000  20.1311
   21   35.14        2.09323100e+01        7.81343405e-07  0.0000  20.0696
   22   35.38        2.18852800e+01        2.13759281e-06  0.0000  20.0696
   23   35.75        2.29122100e+01       -4.37805895e-07  0.0000  19.7832
   24   36.02        2.39925100e+01       -8.03116795e-07  0.0000  19.7832
   25   36.27        2.49010700e+01        1.77612461e-06  0.0000  19.7832
   26   36.51        2.58879600e+01       -1.96889095e-07  0.0000  19.7832
   27   36.90        2.69077000e+01        5.68576050e-08  0.0000  20.2777
   28   37.15        2.79646100e+01        4.68467705e-07  0.0000  20.2777
   29   37.41        2.88932000e+01        1.82955150e-06  0.0000  20.2777
   30   37.65        2.99622000e+01       -6.76243495e-07  0.0000  20.2777
   31   37.92        3.09066000e+01        1.20045311e-06  0.0000  19.7291
   32   38.16        3.19530500e+01        1.02473941e-06  0.0000  19.7291
   33   38.41        3.29013600e+01        1.98196061e-06  0.0000  19.7291
   34   38.71        3.39454900e+01        5.50675030e-06  0.0000  20.1380
   35   38.96        3.49666700e+01        6.79159801e-06  0.0000  20.1380
   36   39.21        3.58980000e+01        9.95140600e-06  0.0000  20.1380
   37   39.46        3.69296400e+01        2.21112834e-05  0.0000  20.1380
# Ic =  nan A, n =  nan , Tavg = 0.00 K, after2ndRTanneal
#idx    t_s     iHTS_A                vHTS_V                tHTS_K  tTAR_K
    0   81.14       -1.58906600e-01        8.23746075e-07  0.0000  19.8197
    1   81.39        3.38125400e-01       -4.40957225e-07  0.0000  19.8197
    2   81.93        8.76735800e-01        2.29357275e-07  0.0000  19.8197
    3   82.17        1.38706200e+00       -1.86618893e-06  0.0000  20.2736
    4   82.42        1.82514900e+00        4.19078275e-07  0.0000  20.2736
    5   82.72        2.36650200e+00       -1.63624283e-06  0.0000  19.7125
    6   82.98        2.88284200e+00       -2.40107693e-06  0.0000  19.7125
    7   83.24        3.34119400e+00       -6.28446925e-07  0.0000  19.7125
    8   83.49        3.83115400e+00       -2.59972303e-06  0.0000  19.7125
    9   83.74        4.39106300e+00        2.32208375e-07  0.0000  20.2117
   10   84.01        4.88981700e+00       -9.77394725e-07  0.0000  20.2117
   11   84.26        5.35169200e+00       -1.79249463e-06  0.0000  20.2117
   12   84.76        5.85320500e+00       -4.39748250e-08  0.0000  20.2117
   13   85.02        6.36009400e+00       -1.96223043e-06  0.0000  19.9816
   14   85.27        6.86171600e+00       -9.20344825e-07  0.0000  19.9816
   15   85.52        7.36485500e+00       -7.17545925e-07  0.0000  19.9816
   16   85.78        7.86972000e+00        5.62219375e-07  0.0000  19.8283
   17   86.04        8.43686900e+00       -1.60770423e-06  0.0000  19.8283
   18   86.29        8.91007900e+00       -7.85971925e-07  0.0000  19.8283
   19   86.55        9.41193800e+00        9.79883750e-08  0.0000  19.8283
   20   86.85        9.95754400e+00       -2.05197763e-06  0.0000  20.2602
   21   87.13        1.04173800e+01       -4.87971525e-07  0.0000  20.2602
   22   87.38        1.09078900e+01       -7.08062925e-07  0.0000  20.2602
   23   87.67        1.14622200e+01       -1.73916403e-06  0.0000  20.2602
   24   87.94        1.19348200e+01       -1.66748250e-08  0.0000  19.7137
   25   88.18        1.24045800e+01       -1.23272453e-06  0.0000  19.7137
   26   88.44        1.28894900e+01       -2.53343913e-06  0.0000  19.7137
   27   88.75        1.34363900e+01        1.13421375e-07  0.0000  20.2000
   28   89.02        1.39436900e+01        2.91904750e-08  0.0000  20.2000
   29   89.26        1.43833300e+01       -1.46893073e-06  0.0000  20.2000
   30   89.53        1.48433100e+01        4.65096575e-07  0.0000  20.2000
   31   89.84        1.54058400e+01        4.99619475e-07  0.0000  19.9812
   32   90.10        1.58829500e+01       -4.98632125e-07  0.0000  19.9812
   33   90.34        1.63558300e+01        1.01640957e-06  0.0000  19.9812
   34   90.90        1.68946000e+01       -6.91665425e-07  0.0000  19.9812
   35   91.15        1.73985300e+01        8.57092575e-07  0.0000  19.8282
   36   91.40        1.78525800e+01       -7.79553125e-07  0.0000  19.8282
   37   91.77        1.83840800e+01       -7.90213725e-07  0.0000  20.2661
   38   92.02        1.88796600e+01        1.53472067e-06  0.0000  20.2661
   39   92.26        1.93441100e+01       -6.32536425e-07  0.0000  20.2661
   40   92.51        1.98455700e+01        1.26045887e-06  0.0000  20.2661
   41   92.92        2.04550200e+01        1.04501617e-06  0.0000  20.2661
   42   93.17        2.08965600e+01       -7.67653025e-07  0.0000  19.7106
   43   93.41        2.13877100e+01       -1.02945683e-06  0.0000  19.7106
   44   93.69        2.19218100e+01        4.33892675e-07  0.0000  20.2168
   45   93.94        2.24457600e+01       -1.29925613e-06  0.0000  20.2168
   46   94.20        2.29044900e+01        1.02419087e-06  0.0000  20.2168
   47   94.45        2.34019900e+01        6.44624875e-07  0.0000  20.2168
   48   94.91        2.39318000e+01        1.73547417e-06  0.0000  20.2168
   49   95.16        2.44344100e+01       -7.25692525e-07  0.0000  19.9693
   50   95.42        2.48931500e+01        2.02485907e-06  0.0000  19.9693
   51   95.70        2.54234700e+01        3.99989575e-07  0.0000  19.8437
   52   96.08        2.59115300e+01       -1.19903433e-06  0.0000  19.8437
   53   96.41        2.64268600e+01       -8.33599825e-07  0.0000  19.8437
   54   96.68        2.69468200e+01       -7.20184525e-07  0.0000  19.8437
   55   96.92        2.74600500e+01        4.42561375e-07  0.0000  20.2664
   56   97.18        2.79463500e+01       -3.83013025e-07  0.0000  20.2664
   57   97.43        2.83875400e+01        2.49589877e-06  0.0000  20.2664
   58   97.92        2.89292400e+01        1.28629597e-06  0.0000  20.2664
   59   98.17        2.93807700e+01        2.23523875e-07  0.0000  19.7249
   60   98.41        2.98949400e+01       -3.51155325e-07  0.0000  19.7249
   61   98.94        3.04276000e+01       -8.61437125e-07  0.0000  19.7249
   62   99.19        3.08746800e+01        1.41335507e-06  0.0000  20.2220
   63   99.44        3.13946900e+01        1.29850597e-06  0.0000  20.2220
   64   99.77        3.19691800e+01        2.26684775e-07  0.0000  19.9858
   65  100.02        3.24048000e+01        2.45387627e-06  0.0000  19.9858
   66  100.27        3.29019300e+01        1.79248707e-06  0.0000  19.9858
   67  100.93        3.33769200e+01        3.13373557e-06  0.0000  19.9858
   68  101.18        3.38953200e+01        5.76045047e-06  0.0000  19.8491
   69  101.43        3.44532500e+01        4.46475737e-06  0.0000  19.8491
   70  101.74        3.49384200e+01        4.79728037e-06  0.0000  19.8491
   71  102.00        3.54225900e+01        9.63941047e-06  0.0000  20.2797
   72  102.25        3.59586400e+01        9.67765217e-06  0.0000  20.2797
   73  102.51        3.64018000e+01        1.64631889e-05  0.0000  20.2797
   74  102.77        3.69327600e+01        2.36411015e-05  0.0000  19.7309
# Ic =  nan A, n =  nan , Tavg = 0.00 K, after2ndRTanneal
#idx    t_s     iHTS_A                vHTS_V                tHTS_K  tTAR_K
    0  146.11       -1.58075900e-01        2.60310625e-06  0.0000  19.7220
    1  146.35        3.40957500e-01       -1.00218745e-07  0.0000  19.7220
    2  146.96        8.84411600e-01       -1.03946554e-06  0.0000  19.7220
    3  147.21        1.39009600e+00       -6.22339345e-07  0.0000  20.2198
    4  147.46        1.84555900e+00        1.35513656e-06  0.0000  20.2198
    5  147.74        2.37336400e+00        6.07966155e-07  0.0000  19.9509
    6  148.01        2.90382000e+00       -1.44537334e-06  0.0000  19.9509
    7  148.26        3.34132700e+00        1.77722116e-06  0.0000  19.9509
    8  148.52        3.81975600e+00        4.58965555e-07  0.0000  19.9509
    9  148.91        4.38954200e+00       -3.76899845e-07  0.0000  20.2635
   10  149.17        4.85817300e+00        3.22235955e-07  0.0000  20.2635
   11  149.42        5.35750500e+00        1.34993955e-07  0.0000  20.2635
   12  149.74        5.89224000e+00        7.14322155e-07  0.0000  20.2672
   13  150.00        6.35777900e+00        2.13143566e-06  0.0000  20.2672
   14  150.25        6.85951600e+00        1.02756965e-06  0.0000  20.2672
   15  150.50        7.36782000e+00       -7.74750245e-07  0.0000  20.2672
   16  150.77        7.90153200e+00        3.63637496e-06  0.0000  19.7213
   17  151.04        8.42369900e+00       -4.30264745e-07  0.0000  19.7213
   18  151.28        8.91058100e+00        1.29718325e-06  0.0000  19.7213
   19  151.97        9.41950000e+00        4.40672585e-06  0.0000  19.7213
   20  152.21        9.91988900e+00        1.60987295e-06  0.0000  20.2274
   21  152.47        1.04123800e+01        2.92478115e-06  0.0000  20.2274
   22  152.92        1.09559500e+01        4.55374265e-06  0.0000  19.9425
   23  153.17        1.14170900e+01        1.85078966e-06  0.0000  19.9425
   24  153.41        1.19165000e+01        4.20164555e-07  0.0000  19.9425
   25  153.69        1.24381800e+01        4.19363826e-06  0.0000  19.8532
   26  153.97        1.29424900e+01        2.40538775e-06  0.0000  19.8532
   27  154.21        1.33983600e+01        3.61283355e-07  0.0000  19.8532
   28  154.47        1.38926800e+01        5.73434696e-06  0.0000  19.8532
   29  154.79        1.44225500e+01        1.29892506e-06  0.0000  20.2601
   30  155.10        1.48710000e+01        9.04731455e-07  0.0000  20.2601
   31  155.35        1.53660300e+01        3.15299866e-06  0.0000  20.2601
   32  155.97        1.59095100e+01        2.09251866e-06  0.0000  20.2601
   33  156.22        1.63931900e+01        2.41060066e-06  0.0000  19.7241
   34  156.47        1.68598800e+01        6.24085455e-07  0.0000  19.7241
   35  156.87        1.73925300e+01        1.81435175e-06  0.0000  19.7241
   36  157.11        1.78523900e+01        4.56119255e-07  0.0000  20.2376
   37  157.35        1.83493800e+01        3.51049995e-06  0.0000  20.2376
   38  157.85        1.88639200e+01        7.61433355e-07  0.0000  20.2376
   39  158.11        1.93446500e+01        6.19994755e-07  0.0000  19.9335
   40  158.37        1.98530100e+01        8.76964355e-07  0.0000  19.9335
   41  158.61        2.04127700e+01        4.01873706e-06  0.0000  19.9335
   42  158.89        2.09221000e+01        2.35184346e-06  0.0000  19.8615
   43  159.14        2.13703200e+01        4.64473636e-06  0.0000  19.8615
   44  159.39        2.18935100e+01        1.52230146e-06  0.0000  19.8615
   45  159.67        2.24330900e+01        7.75378955e-07  0.0000  20.2610
   46  159.92        2.29269400e+01        2.98063185e-06  0.0000  20.2610
   47  160.17        2.33774500e+01       -1.79905745e-07  0.0000  20.2610
   48  160.41        2.38906500e+01       -3.62623145e-07  0.0000  20.2610
   49  160.68        2.44302900e+01        1.01209656e-06  0.0000  19.7300
   50  160.96        2.49436200e+01        4.41817155e-07  0.0000  19.7300
   51  161.22        2.53663300e+01        3.89033056e-06  0.0000  19.7300
   52  161.47        2.58820200e+01        5.35903055e-07  0.0000  19.7300
   53  161.72        2.64166200e+01        2.10331896e-06  0.0000  20.2472
   54  161.97        2.69228200e+01        4.14023455e-06  0.0000  20.2472
   55  162.22        2.74062800e+01        2.04115286e-06  0.0000  20.2472
   56  162.47        2.78940400e+01        4.29964746e-06  0.0000  20.2472
   57  162.75        2.84396600e+01        2.09736886e-06  0.0000  19.9314
   58  163.14        2.89283100e+01        2.64310406e-06  0.0000  19.9314
   59  163.38        2.93901300e+01        1.54760495e-06  0.0000  19.9314
   60  163.69        2.99232500e+01        4.08897696e-06  0.0000  19.8820
   61  163.96        3.04261700e+01        2.70105555e-06  0.0000  19.8820
   62  164.20        3.08771700e+01        1.90275125e-06  0.0000  19.8820
   63  164.45        3.13943700e+01        3.59109046e-06  0.0000  19.8820
