====== pysrim run =======
        SRIM-2013.00
==========================================
    Ion and Target VACANCY production     
  See SRIM Outputs\TDATA.txt for calc. details
==========================================
--------------------------------------------------------------------
    Recoil/Damage Calculations made with Kinchin-Pease Estimates    
--------------------------------------------------------------------
 See file :  SRIM Outputs\TDATA.txt for calculation data
 Ion    =  H   Energy = 2400 keV
============= TARGET MATERIAL ======================================
Layer  1 : None
Layer Width =     4.E+05 A ;
  Layer # 1- Density = 7.403E22 atoms/cm3 = 6.3 g/cm3
  Layer # 1-  Y = 7.69 Atomic Percent = 13.3 Mass Percent
  Layer # 1- Ba = 15.3 Atomic Percent = 41.2 Mass Percent
  Layer # 1- Cu = 23.0 Atomic Percent = 28.6 Mass Percent
  Layer # 1-  O = 53.8 Atomic Percent = 16.8 Mass Percent
====================================================================
 Total Ions calculated =50000.00
 Total Target Vacancies     = 27 /Ion

==========================================================
  Table Units are  >>>> Vacancies/(Angstrom-Ion)  <<<<  
==========================================================
   TARGET     VACANCIES     VACANCIES 
   DEPTH         by            by     
   (Ang.)       IONS         RECOILS  
-----------  -----------  ------------
400001.E-02  1340.00E-09  3344.68E-09  
800001.E-02  4325.00E-09  1577.26E-08  
120000.E-01  8410.00E-09  2950.16E-08  
160000.E-01  5275.00E-09  2768.89E-08  
200000.E-01  6310.00E-09  1363.12E-08  
240000.E-01  7385.00E-09  2307.77E-08  
280000.E-01  7560.00E-09  2415.04E-08  
320000.E-01  7725.00E-09  1968.21E-08  
360000.E-01  7645.00E-09  1553.54E-08  
400000.E-01  7565.00E-09  1498.07E-08  
440000.E-01  7975.00E-09  2288.98E-08  
480000.E-01  8080.00E-09  1928.50E-08  
520000.E-01  8035.00E-09  1713.39E-08  
560000.E-01  8060.00E-09  1566.97E-08  
600000.E-01  7795.00E-09  1956.35E-08  
640000.E-01  8210.00E-09  1513.27E-08  
680000.E-01  8275.00E-09  3666.33E-08  
720000.E-01  8200.00E-09  1698.61E-08  
760000.E-01  8315.00E-09  1331.73E-08  
800000.E-01  8810.00E-09  2290.26E-08  
840000.E-01  8460.00E-09  1789.80E-08  
880000.E-01  8965.00E-09  2103.01E-08  
920000.E-01  8605.00E-09  1468.84E-08  
960000.E-01  8755.00E-09  2890.61E-08  
100000.E+00  8805.00E-09  2164.84E-08  
104000.E+00  9020.00E-09  1492.67E-08  
108000.E+00  8930.00E-09  2103.75E-08  
112000.E+00  9200.00E-09  1934.03E-08  
116000.E+00  9445.00E-09  3356.68E-08  
120000.E+00  9445.00E-09  1660.07E-08  
124000.E+00  9670.00E-09  2229.55E-08  
128000.E+00  9820.00E-09  1814.60E-08  
132000.E+00  9880.00E-09  1968.81E-08  
136000.E+00  9660.00E-09  2649.38E-08  
140000.E+00  1037.50E-08  2683.95E-08  
144000.E+00  1045.00E-08  2324.44E-08  
148000.E+00  1010.50E-08  2099.47E-08  
152000.E+00  1053.00E-08  2264.31E-08  
156000.E+00  1058.50E-08  2831.91E-08  
160000.E+00  1083.00E-08  3783.73E-08  
164000.E+00  1064.00E-08  2381.83E-08  
168000.E+00  1112.50E-08  2151.30E-08  
172000.E+00  1117.50E-08  3366.96E-08  
176000.E+00  1122.50E-08  2678.42E-08  
180000.E+00  1155.00E-08  2679.84E-08  
184000.E+00  1154.50E-08  1893.37E-08  
188000.E+00  1222.50E-08  1808.82E-08  
192000.E+00  1219.00E-08  3334.04E-08  
196000.E+00  1248.50E-08  2886.99E-08  
200000.E+00  1316.00E-08  3361.02E-08  
204000.E+00  1274.00E-08  2460.22E-08  
208000.E+00  1312.00E-08  3574.70E-08  
212000.E+00  1349.50E-08  3872.03E-08  
216000.E+00  1397.00E-08  5397.68E-08  
220000.E+00  1347.00E-08  2545.00E-08  
224000.E+00  1419.50E-08  3063.95E-08  
228000.E+00  1414.00E-08  3914.03E-08  
232000.E+00  1499.50E-08  3801.17E-08  
236000.E+00  1547.50E-08  3016.07E-08  
240000.E+00  1539.00E-08  2302.74E-08  
244000.E+00  1613.00E-08  3066.88E-08  
248000.E+00  1711.00E-08  4130.07E-08  
252000.E+00  1643.50E-08  3711.49E-08  
256000.E+00  1747.00E-08  3354.11E-08  
260000.E+00  1885.00E-08  4595.72E-08  
264000.E+00  1852.50E-08  4745.47E-08  
268000.E+00  1929.50E-08  4463.72E-08  
272000.E+00  2051.00E-08  4039.09E-08  
276000.E+00  2094.50E-08  5151.36E-08  
280000.E+00  2197.50E-08  4783.76E-08  
284000.E+00  2334.50E-08  4893.42E-08  
288000.E+00  2440.00E-08  5092.35E-08  
292000.E+00  2505.50E-08  4745.49E-08  
296000.E+00  2706.50E-08  5312.64E-08  
300000.E+00  2851.00E-08  5626.96E-08  
