====== pysrim run =======
        SRIM-2013.00
======================================== 
       Ion and Recoil PHONONS        
 See SRIM Outputs\TDATA.txt for calc. details
======================================== 
--------------------------------------------------------------------
    Recoil/Damage Calculations made with Kinchin-Pease Estimates    
--------------------------------------------------------------------
 See file :  SRIM Outputs\TDATA.txt calculation data
 Ion    =  H   Energy = 2400 keV
============= TARGET MATERIAL ======================================
Layer  1 : None
Layer Width =     4.E+05 AAA ;
  Layer # 1- Density = 7.403E22 atoms/cm3 = 6.3 g/cm3
  Layer # 1-  Y = 7.69 Atomic Percent = 13.3 Mass Percent
  Layer # 1- Ba = 15.3 Atomic Percent = 41.2 Mass Percent
  Layer # 1- Cu = 23.0 Atomic Percent = 28.6 Mass Percent
  Layer # 1-  O = 53.8 Atomic Percent = 16.8 Mass Percent
====================================================================
 Total Ions calculated =50000.00
========================================================
  Table Units are  >>>> Phonons /(Angstrom-Ion)  <<<<  
========================================================
  DEPTH       PHONONS     PHONONS    
  (Ang.)      by ION      by RECOILS 
-----------  -----------  -----------
400001.E-02  527769.E-09  242268.E-09
800001.E-02  479032.E-09  640531.E-09
120000.E-01  460980.E-09  163904.E-08
160000.E-01  445248.E-09  903161.E-09
200000.E-01  425838.E-09  127122.E-08
240000.E-01  423003.E-09  127189.E-08
280000.E-01  424509.E-09  106685.E-08
320000.E-01  428558.E-09  106277.E-08
360000.E-01  430855.E-09  138494.E-08
400000.E-01  434309.E-09  113835.E-08
440000.E-01  435979.E-09  112416.E-08
480000.E-01  438403.E-09  146131.E-08
520000.E-01  442777.E-09  122916.E-08
560000.E-01  445731.E-09  108700.E-08
600000.E-01  451332.E-09  104041.E-08
640000.E-01  457437.E-09  111342.E-08
680000.E-01  460270.E-09  133559.E-08
720000.E-01  462387.E-09  128079.E-08
760000.E-01  466263.E-09  136721.E-08
800000.E-01  467621.E-09  119110.E-08
840000.E-01  473662.E-09  127265.E-08
880000.E-01  480399.E-09  136215.E-08
920000.E-01  486748.E-09  146823.E-08
960000.E-01  489331.E-09  157554.E-08
100000.E+00  493752.E-09  137544.E-08
104000.E+00  499808.E-09  129487.E-08
108000.E+00  504751.E-09  138549.E-08
112000.E+00  512017.E-09  139153.E-08
116000.E+00  516857.E-09  134113.E-08
120000.E+00  520759.E-09  139413.E-08
124000.E+00  526021.E-09  138268.E-08
128000.E+00  527474.E-09  148408.E-08
132000.E+00  536490.E-09  164984.E-08
136000.E+00  541409.E-09  151419.E-08
140000.E+00  548412.E-09  183399.E-08
144000.E+00  560410.E-09  159883.E-08
148000.E+00  566005.E-09  155565.E-08
152000.E+00  574982.E-09  152322.E-08
156000.E+00  580980.E-09  161180.E-08
160000.E+00  586519.E-09  171288.E-08
164000.E+00  591226.E-09  160923.E-08
168000.E+00  602478.E-09  176771.E-08
172000.E+00  610023.E-09  164625.E-08
176000.E+00  620838.E-09  147532.E-08
180000.E+00  631329.E-09  166514.E-08
184000.E+00  642578.E-09  184125.E-08
188000.E+00  642059.E-09  180735.E-08
192000.E+00  648375.E-09  192928.E-08
196000.E+00  665177.E-09  213864.E-08
200000.E+00  678699.E-09  186429.E-08
204000.E+00  688430.E-09  194716.E-08
208000.E+00  706363.E-09  174748.E-08
212000.E+00  710356.E-09  203045.E-08
216000.E+00  724848.E-09  194560.E-08
220000.E+00  748660.E-09  197887.E-08
224000.E+00  753099.E-09  246291.E-08
228000.E+00  770623.E-09  196127.E-08
232000.E+00  790669.E-09  210526.E-08
236000.E+00  810190.E-09  215127.E-08
240000.E+00  823390.E-09  217252.E-08
244000.E+00  839448.E-09  234966.E-08
248000.E+00  865552.E-09  233690.E-08
252000.E+00  895322.E-09  259569.E-08
256000.E+00  925326.E-09  240783.E-08
260000.E+00  938378.E-09  271324.E-08
264000.E+00  966755.E-09  287947.E-08
268000.E+00  994323.E-09  264120.E-08
272000.E+00  103513.E-08  290830.E-08
276000.E+00  106197.E-08  299536.E-08
280000.E+00  111262.E-08  298865.E-08
284000.E+00  115123.E-08  332673.E-08
288000.E+00  121559.E-08  391069.E-08
292000.E+00  127087.E-08  350015.E-08
296000.E+00  132767.E-08  365382.E-08
300000.E+00  140777.E-08  394339.E-08
304000.E+00  150183.E-08  432536.E-08
308000.E+00  161341.E-08  454481.E-08
312000.E+00  173812.E-08  503523.E-08
316000.E+00  191928.E-08  509899.E-08
320000.E+00  215218.E-08  614302.E-08
324000.E+00  252137.E-08  684295.E-08
328000.E+00  308791.E-08  821202.E-08
332000.E+00  415611.E-08  113574.E-07
336000.E+00  622381.E-08  151827.E-07
340000.E+00  904163.E-08  207976.E-07
344000.E+00  113860.E-07  251880.E-07
348000.E+00  116671.E-07  245146.E-07
352000.E+00  915583.E-08  183845.E-07
356000.E+00  533064.E-08  103792.E-07
360000.E+00  236087.E-08  445836.E-08
364000.E+00  763391.E-09  138504.E-08
368000.E+00  205186.E-09  370907.E-09
372000.E+00  304617.E-10  540463.E-10
376000.E+00  305657.E-11  517765.E-11
380000.E+00  195845.E-11  226715.E-11
384000.E+00  000000.E+00  000000.E+00
388000.E+00  000000.E+00  000000.E+00
392000.E+00  000000.E+00  000000.E+00
396000.E+00  000000.E+00  000000.E+00
400000.E+00  000000.E+00  000000.E+00
