====== pysrim run =======
        SRIM-2013.00
==========================================
    Ion and Target VACANCY production     
  See SRIM Outputs\TDATA.txt for calc. details
==========================================
--------------------------------------------------------------------
    Recoil/Damage Calculations made with Kinchin-Pease Estimates    
--------------------------------------------------------------------
 See file :  SRIM Outputs\TDATA.txt for calculation data
 Ion    =  H   Energy = 2400 keV
============= TARGET MATERIAL ======================================
Layer  1 : None
Layer Width =     4.E+05 A ;
  Layer # 1- Density = 7.403E22 atoms/cm3 = 6.3 g/cm3
  Layer # 1-  Y = 7.69 Atomic Percent = 13.3 Mass Percent
  Layer # 1- Ba = 15.3 Atomic Percent = 41.2 Mass Percent
  Layer # 1- Cu = 23.0 Atomic Percent = 28.6 Mass Percent
  Layer # 1-  O = 53.8 Atomic Percent = 16.8 Mass Percent
====================================================================
 Total Ions calculated =50000.00
 Total Target Vacancies     = 27 /Ion

==========================================================
  Table Units are  >>>> Vacancies/(Angstrom-Ion)  <<<<  
==========================================================
   TARGET     VACANCIES     VACANCIES 
   DEPTH         by            by     
   (Ang.)       IONS         RECOILS  
-----------  -----------  ------------
400001.E-02  1260.00E-09  2804.10E-09  
800001.E-02  4415.00E-09  6546.43E-09  
120000.E-01  8135.00E-09  2892.16E-08  
160000.E-01  5405.00E-09  1446.38E-08  
200000.E-01  6350.00E-09  2227.00E-08  
240000.E-01  7235.00E-09  2246.19E-08  
280000.E-01  7460.00E-09  1473.49E-08  
320000.E-01  7465.00E-09  1359.00E-08  
360000.E-01  7535.00E-09  2370.97E-08  
400000.E-01  7530.00E-09  1731.69E-08  
440000.E-01  8165.00E-09  1308.84E-08  
480000.E-01  8240.00E-09  2501.10E-08  
520000.E-01  8305.00E-09  1707.82E-08  
560000.E-01  8000.00E-09  1327.82E-08  
600000.E-01  7960.00E-09  1122.24E-08  
640000.E-01  8285.00E-09  1338.60E-08  
680000.E-01  8050.00E-09  1732.20E-08  
720000.E-01  8015.00E-09  2144.88E-08  
760000.E-01  8195.00E-09  2016.87E-08  
800000.E-01  8420.00E-09  1579.57E-08  
840000.E-01  8305.00E-09  1862.80E-08  
880000.E-01  9025.00E-09  1983.37E-08  
920000.E-01  8625.00E-09  2326.78E-08  
960000.E-01  8830.00E-09  2855.01E-08  
100000.E+00  8725.00E-09  1839.61E-08  
104000.E+00  8880.00E-09  1712.24E-08  
108000.E+00  9270.00E-09  1844.59E-08  
112000.E+00  9500.00E-09  1858.67E-08  
116000.E+00  9370.00E-09  1860.53E-08  
120000.E+00  9345.00E-09  1695.46E-08  
124000.E+00  9130.00E-09  1848.56E-08  
128000.E+00  9720.00E-09  2223.93E-08  
132000.E+00  9930.00E-09  2868.92E-08  
136000.E+00  1002.00E-08  2042.46E-08  
140000.E+00  9685.00E-09  3206.93E-08  
144000.E+00  1047.50E-08  2146.95E-08  
148000.E+00  1070.50E-08  2101.70E-08  
152000.E+00  1011.00E-08  2051.66E-08  
156000.E+00  1054.50E-08  2380.27E-08  
160000.E+00  1012.50E-08  2369.56E-08  
164000.E+00  1118.00E-08  2097.51E-08  
168000.E+00  1091.50E-08  2624.60E-08  
172000.E+00  1172.00E-08  2278.26E-08  
176000.E+00  1126.00E-08  1967.61E-08  
180000.E+00  1136.50E-08  2314.72E-08  
184000.E+00  1130.50E-08  2606.60E-08  
188000.E+00  1171.50E-08  2521.69E-08  
192000.E+00  1196.00E-08  3016.22E-08  
196000.E+00  1265.00E-08  3488.64E-08  
200000.E+00  1251.50E-08  2810.62E-08  
204000.E+00  1299.50E-08  3068.80E-08  
208000.E+00  1315.00E-08  2117.71E-08  
212000.E+00  1307.00E-08  3012.21E-08  
216000.E+00  1380.50E-08  2676.31E-08  
220000.E+00  1409.00E-08  2660.16E-08  
224000.E+00  1402.50E-08  4069.18E-08  
228000.E+00  1438.50E-08  2682.50E-08  
232000.E+00  1486.00E-08  2657.67E-08  
236000.E+00  1583.00E-08  2786.75E-08  
240000.E+00  1528.00E-08  3005.61E-08  
244000.E+00  1610.00E-08  3271.33E-08  
248000.E+00  1642.50E-08  3342.33E-08  
252000.E+00  1688.50E-08  4093.12E-08  
256000.E+00  1767.50E-08  3107.02E-08  
260000.E+00  1831.00E-08  3826.45E-08  
264000.E+00  1858.50E-08  4147.12E-08  
268000.E+00  1924.00E-08  3657.96E-08  
272000.E+00  2027.50E-08  4079.80E-08  
276000.E+00  2095.00E-08  4345.56E-08  
280000.E+00  2201.50E-08  4128.72E-08  
284000.E+00  2226.50E-08  4948.37E-08  
288000.E+00  2390.00E-08  6792.67E-08  
292000.E+00  2583.00E-08  4744.80E-08  
296000.E+00  2712.00E-08  4985.64E-08  
300000.E+00  2951.00E-08  5606.33E-08  
