# Ic = 20.80 A, n = 27.24 , Tavg = 22.02 K, ffj51-15e19pm2-03T-22k-setup
#datetime                        t_s     iHTS_A                vHTS_V                tHTS_K  tTAR_K  tHOL_K  tSPA_K
0202-03-28_23:54:37.184000       29.05        6.96937100e-03        2.63748333e-09  22.0078  19.4005  19.6007  0.0000
0202-03-28_23:54:37.530000       29.40        3.08734400e-01        1.39162833e-08  22.0078  19.4005  19.6007  0.0000
0202-03-28_23:54:37.890000       29.76        6.07080900e-01        5.30849833e-08  22.0078  19.4005  19.6007  0.0000
0202-03-28_23:54:38.240000       30.11        9.05111800e-01        2.16632833e-08  21.9892  19.3957  19.5677  0.0000
0202-03-28_23:54:38.586000       30.45        1.20327800e+00       -2.50721667e-09  21.9892  19.3957  19.5677  0.0000
0202-03-28_23:54:38.938000       30.81        1.50162000e+00        1.64572833e-08  21.9892  19.3957  19.5677  0.0000
0202-03-28_23:54:39.285000       31.16        1.79953400e+00        9.02028333e-09  22.0011  19.4079  19.5993  0.0000
0202-03-28_23:54:39.633000       31.50        2.09745300e+00       -2.63121667e-09  22.0011  19.4079  19.5993  0.0000
0202-03-28_23:54:40              31.87        2.39641000e+00        2.19683333e-10  22.0011  19.4079  19.5993  0.0000
0202-03-28_23:54:40.383000       32.25        2.69465100e+00        8.58638333e-09  22.0012  19.3943  19.5850  0.0000
0202-03-28_23:54:40.730000       32.60        2.99324200e+00        5.05378333e-09  22.0012  19.3943  19.5850  0.0000
0202-03-28_23:54:41.098000       32.97        3.29135800e+00        1.73869833e-08  22.0012  19.3943  19.5850  0.0000
0202-03-28_23:54:41.460000       33.33        3.58921700e+00        2.08575833e-08  21.9949  19.4054  19.5828  0.0000
0202-03-28_23:54:41.816000       33.69        3.88790500e+00        1.52797833e-08  21.9949  19.4054  19.5828  0.0000
0202-03-28_23:54:42.168000       34.03        4.18588900e+00        1.19330833e-08  22.0124  19.4021  19.6101  0.0000
0202-03-28_23:54:42.516000       34.38        4.48350300e+00        7.03698333e-09  22.0124  19.4021  19.6101  0.0000
0202-03-28_23:54:42.870000       34.74        4.78135300e+00        5.36548333e-09  22.0124  19.4021  19.6101  0.0000
0202-03-28_23:54:43.230000       35.10        5.07958000e+00        1.06345833e-08  21.9957  19.3974  19.5754  0.0000
0202-03-28_23:54:43.580000       35.45        5.37769900e+00        1.21839833e-08  21.9957  19.3974  19.5754  0.0000
0202-03-28_23:54:43.926000       35.80        5.67651000e+00        2.36494833e-08  21.9957  19.3974  19.5754  0.0000
0202-03-28_23:54:44.273000       36.14        5.97414700e+00        2.10464833e-08  22.0087  19.4086  19.6090  0.0000
0202-03-28_23:54:44.625000       36.50        6.27267800e+00        1.67701833e-08  22.0087  19.4086  19.6090  0.0000
0202-03-28_23:54:45              36.87        6.57105600e+00        2.22859833e-08  22.0087  19.4086  19.6090  0.0000
0202-03-28_23:54:45.387000       37.25        6.86836200e+00        1.99928833e-08  22.0015  19.3938  19.5845  0.0000
0202-03-28_23:54:45.742000       37.61        7.16672800e+00        9.08518333e-09  22.0015  19.3938  19.5845  0.0000
0202-03-28_23:54:46.110000       37.98        7.46472600e+00        3.38348333e-09  22.0015  19.3938  19.5845  0.0000
0202-03-28_23:54:46.470000       38.34        7.76330400e+00        9.82888333e-09  21.9944  19.4046  19.5845  0.0000
0202-03-28_23:54:46.824000       38.69        8.06148100e+00        1.57165833e-08  21.9944  19.4046  19.5845  0.0000
0202-03-28_23:54:47.184000       39.05        8.35964000e+00        6.48228333e-09  22.0067  19.4005  19.6009  0.0000
0202-03-28_23:54:47.543000       39.41        8.65727000e+00        6.54418333e-09  22.0067  19.4005  19.6009  0.0000
0202-03-28_23:54:47.895000       39.76        8.95523900e+00        1.48489833e-08  22.0067  19.4005  19.6009  0.0000
0202-03-28_23:54:48.242000       40.11        9.25377900e+00        1.89608333e-09  21.9882  19.3958  19.5638  0.0000
0202-03-28_23:54:48.590000       40.46        9.55111800e+00       -2.50201667e-09  21.9882  19.3958  19.5638  0.0000
0202-03-28_23:54:48.938000       40.81        9.84982500e+00        2.83108333e-09  21.9882  19.3958  19.5638  0.0000
0202-03-28_23:54:49.297000       41.17        1.01481900e+01        6.48768333e-09  22.0053  19.4071  19.6037  0.0000
0202-03-28_23:54:49.645000       41.51        1.04469500e+01        3.63678333e-09  22.0053  19.4071  19.6037  0.0000
0202-03-28_23:54:50.074000       41.94        1.07443900e+01       -3.29616667e-10  22.0053  19.4071  19.6037  0.0000
0202-03-28_23:54:50.426000       42.29        1.10423500e+01        6.73558333e-09  22.0014  19.3930  19.5842  0.0000
0202-03-28_23:54:50.780000       42.65        1.13407200e+01        1.13217833e-08  22.0014  19.3930  19.5842  0.0000
0202-03-28_23:54:51.133000       43.00        1.16381700e+01        8.47883333e-10  22.0015  19.4035  19.5870  0.0000
0202-03-28_23:54:51.480000       43.35        1.19371700e+01        2.58318333e-09  22.0015  19.4035  19.5870  0.0000
0202-03-28_23:54:51.830000       43.70        1.22348900e+01        6.54968333e-09  22.0015  19.4035  19.5870  0.0000
0202-03-28_23:54:52.180000       44.05        1.25333300e+01        9.09883333e-10  22.0139  19.3993  19.6102  0.0000
0202-03-28_23:54:52.527000       44.40        1.28312900e+01       -1.48319167e-08  22.0139  19.3993  19.6102  0.0000
0202-03-28_23:54:52.880000       44.75        1.31291300e+01       -7.27091667e-09  22.0139  19.3993  19.6102  0.0000
0202-03-28_23:54:53.227000       45.10        1.34275100e+01       -3.42841667e-09  21.9930  19.3953  19.5692  0.0000
0202-03-28_23:54:53.574000       45.44        1.37254600e+01        5.80598333e-09  21.9930  19.3953  19.5692  0.0000
0202-03-28_23:54:53.926000       45.80        1.40233000e+01        9.71883333e-10  21.9930  19.3953  19.5692  0.0000
0202-03-28_23:54:54.273000       46.14        1.43215900e+01       -1.14847167e-08  22.0070  19.4068  19.6074  0.0000
0202-03-28_23:54:54.625000       46.50        1.46197900e+01       -6.77131667e-09  22.0070  19.4068  19.6074  0.0000
0202-03-28_23:54:54.980000       46.85        1.49180300e+01       -1.74971667e-09  22.0070  19.4068  19.6074  0.0000
0202-03-28_23:54:55.402000       47.27        1.52156800e+01        3.57483333e-10  22.0011  19.3923  19.5831  0.0000
0202-03-28_23:54:55.760000       47.63        1.55141100e+01       -7.57541667e-09  22.0011  19.3923  19.5831  0.0000
0202-03-28_23:54:56.120000       47.99        1.58120900e+01       -1.68098167e-08  21.9961  19.4040  19.5796  0.0000
0202-03-28_23:54:56.470000       48.34        1.61106000e+01       -1.87371667e-09  21.9961  19.4040  19.5796  0.0000
0202-03-28_23:54:56.816000       48.69        1.64090300e+01       -1.14179167e-08  21.9961  19.4040  19.5796  0.0000
0202-03-28_23:54:57.164000       49.03        1.67065600e+01       -1.34011167e-08  22.0088  19.3998  19.6009  0.0000
0202-03-28_23:54:57.510000       49.38        1.70046300e+01       -1.78014167e-08  22.0088  19.3998  19.6009  0.0000
0202-03-28_23:54:57.860000       49.73        1.73030500e+01       -1.82972167e-08  22.0088  19.3998  19.6009  0.0000
0202-03-28_23:54:58.210000       50.08        1.76010300e+01       -9.68261667e-09  21.9969  19.3964  19.5680  0.0000
0202-03-28_23:54:58.555000       50.43        1.78993600e+01       -6.21191667e-09  21.9969  19.3964  19.5680  0.0000
0202-03-28_23:54:58.902000       50.77        1.81973800e+01       -1.29673167e-08  21.9969  19.3964  19.5680  0.0000
0202-03-28_23:54:59.260000       51.13        1.84950500e+01       -1.06122167e-08  22.0144  19.4084  19.6063  0.0000
0202-03-28_23:54:59.610000       51.48        1.87945000e+01        3.89008333e-09  22.0144  19.4084  19.6063  0.0000
0202-03-28_23:54:59.957000       51.83        1.90917700e+01        4.38588333e-09  22.0144  19.4084  19.6063  0.0000
0202-03-28_23:55:00.310000       52.18        1.93897500e+01        1.08299833e-08  22.0117  19.3943  19.5881  0.0000
0202-03-28_23:55:00.656000       52.53        1.96875200e+01        3.59900833e-08  22.0117  19.3943  19.5881  0.0000
0202-03-28_23:55:01.030000       52.90        1.99862100e+01        5.34052833e-08  22.0117  19.3943  19.5881  0.0000
0202-03-28_23:55:01.410000       53.28        2.02844300e+01        1.02861783e-07  22.0093  19.4066  19.5916  0.0000
0202-03-28_23:55:01.758000       53.63        2.05820100e+01        1.47298283e-07  22.0093  19.4066  19.5916  0.0000
0202-03-28_23:55:02.113000       53.98        2.08798200e+01        2.21545083e-07  22.0093  19.4066  19.5916  0.0000
0202-03-28_23:55:02.470000       54.34        2.11780300e+01        3.32233583e-07  22.0230  19.4029  19.6104  0.0000
