====== pysrim run =======
        SRIM-2013.00
==========================================
    Ion and Target VACANCY production     
  See SRIM Outputs\TDATA.txt for calc. details
==========================================
--------------------------------------------------------------------
    Recoil/Damage Calculations made with Kinchin-Pease Estimates    
--------------------------------------------------------------------
 See file :  SRIM Outputs\TDATA.txt for calculation data
 Ion    =  H   Energy = 2400 keV
============= TARGET MATERIAL ======================================
Layer  1 : None
Layer Width =     4.E+05 A ;
  Layer # 1- Density = 7.403E22 atoms/cm3 = 6.3 g/cm3
  Layer # 1-  Y = 7.69 Atomic Percent = 13.3 Mass Percent
  Layer # 1- Ba = 15.3 Atomic Percent = 41.2 Mass Percent
  Layer # 1- Cu = 23.0 Atomic Percent = 28.6 Mass Percent
  Layer # 1-  O = 53.8 Atomic Percent = 16.8 Mass Percent
====================================================================
 Total Ions calculated =50000.00
 Total Target Vacancies     = 27 /Ion

==========================================================
  Table Units are  >>>> Vacancies/(Angstrom-Ion)  <<<<  
==========================================================
   TARGET     VACANCIES     VACANCIES 
   DEPTH         by            by     
   (Ang.)       IONS         RECOILS  
-----------  -----------  ------------
400001.E-02  1110.00E-09  1089.89E-09  
800001.E-02  4335.00E-09  5927.69E-09  
120000.E-01  8480.00E-09  1774.81E-08  
160000.E-01  5490.00E-09  1246.80E-08  
200000.E-01  6205.00E-09  1171.20E-08  
240000.E-01  7215.00E-09  1489.12E-08  
280000.E-01  7765.00E-09  1960.10E-08  
320000.E-01  7710.00E-09  1569.30E-08  
360000.E-01  7670.00E-09  2132.30E-08  
400000.E-01  7850.00E-09  1539.46E-08  
440000.E-01  7825.00E-09  1219.69E-08  
480000.E-01  8050.00E-09  1539.37E-08  
520000.E-01  7945.00E-09  2445.35E-08  
560000.E-01  8605.00E-09  1397.51E-08  
600000.E-01  7920.00E-09  2919.31E-08  
640000.E-01  8285.00E-09  1540.85E-08  
680000.E-01  8400.00E-09  2282.86E-08  
720000.E-01  8615.00E-09  1768.94E-08  
760000.E-01  8190.00E-09  1850.72E-08  
800000.E-01  8445.00E-09  2362.40E-08  
840000.E-01  8485.00E-09  1457.93E-08  
880000.E-01  8965.00E-09  1804.76E-08  
920000.E-01  8665.00E-09  2614.31E-08  
960000.E-01  8815.00E-09  1637.83E-08  
100000.E+00  8780.00E-09  1772.54E-08  
104000.E+00  8960.00E-09  2430.60E-08  
108000.E+00  9040.00E-09  1999.86E-08  
112000.E+00  9320.00E-09  1708.93E-08  
116000.E+00  9100.00E-09  1985.11E-08  
120000.E+00  9725.00E-09  2945.08E-08  
124000.E+00  9480.00E-09  1686.45E-08  
128000.E+00  9765.00E-09  1450.94E-08  
132000.E+00  9665.00E-09  3530.36E-08  
136000.E+00  9840.00E-09  2032.11E-08  
140000.E+00  1003.00E-08  1991.70E-08  
144000.E+00  9955.00E-09  1370.11E-08  
148000.E+00  1006.50E-08  1860.81E-08  
152000.E+00  1090.00E-08  3515.03E-08  
156000.E+00  1045.00E-08  1886.07E-08  
160000.E+00  1044.50E-08  2175.25E-08  
164000.E+00  1083.00E-08  2529.96E-08  
168000.E+00  1118.00E-08  2622.12E-08  
172000.E+00  1126.50E-08  2689.20E-08  
176000.E+00  1156.50E-08  1817.61E-08  
180000.E+00  1169.00E-08  2269.76E-08  
184000.E+00  1166.00E-08  2784.17E-08  
188000.E+00  1177.00E-08  2475.55E-08  
192000.E+00  1257.00E-08  2189.83E-08  
196000.E+00  1260.50E-08  3117.18E-08  
200000.E+00  1252.00E-08  2938.89E-08  
204000.E+00  1309.00E-08  3548.01E-08  
208000.E+00  1306.00E-08  2763.15E-08  
212000.E+00  1362.00E-08  3005.02E-08  
216000.E+00  1397.50E-08  2677.54E-08  
220000.E+00  1389.50E-08  2374.47E-08  
224000.E+00  1404.00E-08  2581.85E-08  
228000.E+00  1419.00E-08  3452.88E-08  
232000.E+00  1541.00E-08  2997.77E-08  
236000.E+00  1500.00E-08  3829.69E-08  
240000.E+00  1593.00E-08  3625.45E-08  
244000.E+00  1579.50E-08  2968.97E-08  
248000.E+00  1681.00E-08  3025.90E-08  
252000.E+00  1704.50E-08  3375.46E-08  
256000.E+00  1738.50E-08  4016.73E-08  
260000.E+00  1788.00E-08  3766.65E-08  
264000.E+00  1858.50E-08  4583.23E-08  
268000.E+00  1910.50E-08  4088.79E-08  
272000.E+00  2021.50E-08  4163.24E-08  
276000.E+00  2123.50E-08  4292.76E-08  
280000.E+00  2203.00E-08  6023.73E-08  
284000.E+00  2300.50E-08  5026.64E-08  
288000.E+00  2398.00E-08  4940.65E-08  
292000.E+00  2550.50E-08  5035.85E-08  
296000.E+00  2710.50E-08  5506.08E-08  
300000.E+00  2823.00E-08  4950.53E-08  
