====== pysrim run =======
        SRIM-2013.00
======================================== 
       Ion and Recoil PHONONS        
 See SRIM Outputs\TDATA.txt for calc. details
======================================== 
--------------------------------------------------------------------
    Recoil/Damage Calculations made with Kinchin-Pease Estimates    
--------------------------------------------------------------------
 See file :  SRIM Outputs\TDATA.txt calculation data
 Ion    =  H   Energy = 2400 keV
============= TARGET MATERIAL ======================================
Layer  1 : None
Layer Width =     4.E+05 AAA ;
  Layer # 1- Density = 7.403E22 atoms/cm3 = 6.3 g/cm3
  Layer # 1-  Y = 7.69 Atomic Percent = 13.3 Mass Percent
  Layer # 1- Ba = 15.3 Atomic Percent = 41.2 Mass Percent
  Layer # 1- Cu = 23.0 Atomic Percent = 28.6 Mass Percent
  Layer # 1-  O = 53.8 Atomic Percent = 16.8 Mass Percent
====================================================================
 Total Ions calculated =50000.00
========================================================
  Table Units are  >>>> Phonons /(Angstrom-Ion)  <<<<  
========================================================
  DEPTH       PHONONS     PHONONS    
  (Ang.)      by ION      by RECOILS 
-----------  -----------  -----------
400001.E-02  525110.E-09  182879.E-09
800001.E-02  476355.E-09  597918.E-09
120000.E-01  459180.E-09  133333.E-08
160000.E-01  445595.E-09  897571.E-09
200000.E-01  424915.E-09  903267.E-09
240000.E-01  423021.E-09  118195.E-08
280000.E-01  424133.E-09  118216.E-08
320000.E-01  428693.E-09  113899.E-08
360000.E-01  429822.E-09  140850.E-08
400000.E-01  431750.E-09  116019.E-08
440000.E-01  434597.E-09  100949.E-08
480000.E-01  438145.E-09  114477.E-08
520000.E-01  441154.E-09  142080.E-08
560000.E-01  445664.E-09  117616.E-08
600000.E-01  449740.E-09  153203.E-08
640000.E-01  454928.E-09  115045.E-08
680000.E-01  459386.E-09  135945.E-08
720000.E-01  464646.E-09  124745.E-08
760000.E-01  467045.E-09  129290.E-08
800000.E-01  472782.E-09  140985.E-08
840000.E-01  476145.E-09  120788.E-08
880000.E-01  482138.E-09  134388.E-08
920000.E-01  487455.E-09  156064.E-08
960000.E-01  495650.E-09  129055.E-08
100000.E+00  498779.E-09  126006.E-08
104000.E+00  499729.E-09  146490.E-08
108000.E+00  505016.E-09  133616.E-08
112000.E+00  508212.E-09  127775.E-08
116000.E+00  515105.E-09  141081.E-08
120000.E+00  516340.E-09  175261.E-08
124000.E+00  520634.E-09  138106.E-08
128000.E+00  527282.E-09  122955.E-08
132000.E+00  535689.E-09  188791.E-08
136000.E+00  545005.E-09  146656.E-08
140000.E+00  551232.E-09  150959.E-08
144000.E+00  559772.E-09  125275.E-08
148000.E+00  567217.E-09  141555.E-08
152000.E+00  571978.E-09  196573.E-08
156000.E+00  576038.E-09  138197.E-08
160000.E+00  584255.E-09  154015.E-08
164000.E+00  593293.E-09  164340.E-08
168000.E+00  601670.E-09  172756.E-08
172000.E+00  610154.E-09  175044.E-08
176000.E+00  622190.E-09  149969.E-08
180000.E+00  632211.E-09  166994.E-08
184000.E+00  638880.E-09  178059.E-08
188000.E+00  641996.E-09  169551.E-08
192000.E+00  653495.E-09  169931.E-08
196000.E+00  662144.E-09  190847.E-08
200000.E+00  673048.E-09  192120.E-08
204000.E+00  686833.E-09  212979.E-08
208000.E+00  703673.E-09  192421.E-08
212000.E+00  708733.E-09  207825.E-08
216000.E+00  721473.E-09  195893.E-08
220000.E+00  738222.E-09  188204.E-08
224000.E+00  754574.E-09  197226.E-08
228000.E+00  763553.E-09  238469.E-08
232000.E+00  785204.E-09  212071.E-08
236000.E+00  805373.E-09  241111.E-08
240000.E+00  817999.E-09  243148.E-08
244000.E+00  850301.E-09  216073.E-08
248000.E+00  871648.E-09  225458.E-08
252000.E+00  894849.E-09  242304.E-08
256000.E+00  907411.E-09  261312.E-08
260000.E+00  931382.E-09  257726.E-08
264000.E+00  957394.E-09  288154.E-08
268000.E+00  999567.E-09  281294.E-08
272000.E+00  102537.E-08  293053.E-08
276000.E+00  106137.E-08  301430.E-08
280000.E+00  110479.E-08  354710.E-08
284000.E+00  115714.E-08  333698.E-08
288000.E+00  121402.E-08  344123.E-08
292000.E+00  125775.E-08  366215.E-08
296000.E+00  132252.E-08  378928.E-08
300000.E+00  140797.E-08  372862.E-08
304000.E+00  149002.E-08  405319.E-08
308000.E+00  160195.E-08  463339.E-08
312000.E+00  174426.E-08  481363.E-08
316000.E+00  192984.E-08  516375.E-08
320000.E+00  214897.E-08  611328.E-08
324000.E+00  250395.E-08  690383.E-08
328000.E+00  312521.E-08  858530.E-08
332000.E+00  422819.E-08  110200.E-07
336000.E+00  618674.E-08  147669.E-07
340000.E+00  892653.E-08  205699.E-07
344000.E+00  114019.E-07  250263.E-07
348000.E+00  117189.E-07  246583.E-07
352000.E+00  917898.E-08  186374.E-07
356000.E+00  538365.E-08  108587.E-07
360000.E+00  234639.E-08  452459.E-08
364000.E+00  786245.E-09  147073.E-08
368000.E+00  191000.E-09  332323.E-09
372000.E+00  274067.E-10  459536.E-10
376000.E+00  225094.E-11  282858.E-11
380000.E+00  691862.E-12  108996.E-11
384000.E+00  000000.E+00  000000.E+00
388000.E+00  000000.E+00  000000.E+00
392000.E+00  000000.E+00  000000.E+00
396000.E+00  000000.E+00  000000.E+00
400000.E+00  000000.E+00  000000.E+00
