====== pysrim run =======
        SRIM-2013.00
==========================================
    Ion and Target VACANCY production     
  See SRIM Outputs\TDATA.txt for calc. details
==========================================
--------------------------------------------------------------------
    Recoil/Damage Calculations made with Kinchin-Pease Estimates    
--------------------------------------------------------------------
 See file :  SRIM Outputs\TDATA.txt for calculation data
 Ion    =  H   Energy = 150 keV
============= TARGET MATERIAL ======================================
Layer  1 : None
Layer Width =     2.E+04 A ;
  Layer # 1- Density = 5.846E22 atoms/cm3 = 10.47 g/cm3
  Layer # 1- Ag = 100  Atomic Percent = 100  Mass Percent
====================================================================
 Total Ions calculated =50000.00
 Total Target Vacancies     = 5 /Ion

==========================================================
  Table Units are  >>>> Vacancies/(Angstrom-Ion)  <<<<  
==========================================================
   TARGET     VACANCIES     VACANCIES 
   DEPTH         by            by     
   (Ang.)       IONS         RECOILS  
-----------  -----------  ------------
200010.E-03  1410.00E-08  1355.60E-08  
400010.E-03  3560.00E-08  4117.41E-08  
600010.E-03  6280.00E-08  7733.45E-08  
800010.E-03  9250.00E-08  1273.20E-07  
100001.E-02  1346.00E-07  1686.48E-07  
120001.E-02  1521.00E-07  1776.28E-07  
140001.E-02  8880.00E-08  1015.21E-07  
160001.E-02  1183.00E-07  1336.05E-07  
180001.E-02  1357.00E-07  1451.71E-07  
200001.E-02  1489.00E-07  1714.67E-07  
220001.E-02  1568.00E-07  1760.27E-07  
240001.E-02  1725.00E-07  2090.31E-07  
260001.E-02  1816.00E-07  1717.15E-07  
280001.E-02  1926.00E-07  1962.68E-07  
300001.E-02  2029.00E-07  2132.79E-07  
320001.E-02  2042.00E-07  1774.96E-07  
340001.E-02  2300.00E-07  2172.12E-07  
360001.E-02  2484.00E-07  2484.59E-07  
380001.E-02  2631.00E-07  2550.06E-07  
400001.E-02  2775.00E-07  2494.31E-07  
420001.E-02  2940.00E-07  2539.07E-07  
440001.E-02  3233.00E-07  2650.55E-07  
460001.E-02  3507.00E-07  2441.02E-07  
480001.E-02  3879.00E-07  2889.40E-07  
500001.E-02  4428.00E-07  3021.99E-07  
520001.E-02  4739.00E-07  2940.57E-07  
540001.E-02  5185.00E-07  3153.31E-07  
560001.E-02  5883.00E-07  3292.91E-07  
580001.E-02  6585.00E-07  3139.27E-07  
600001.E-02  7346.00E-07  3422.36E-07  
620001.E-02  8379.00E-07  3381.09E-07  
640001.E-02  8888.00E-07  3079.46E-07  
660001.E-02  9471.00E-07  2945.91E-07  
680001.E-02  9712.00E-07  2666.70E-07  
700001.E-02  9531.00E-07  2234.77E-07  
720001.E-02  9190.00E-07  1854.07E-07  
740001.E-02  8136.00E-07  1265.41E-07  
760001.E-02  6699.00E-07  8856.74E-08  
780001.E-02  4894.00E-07  5127.61E-08  
800001.E-02  3413.00E-07  2877.50E-08  
820001.E-02  2004.00E-07  1540.39E-08  
840001.E-02  1202.00E-07  7057.89E-09  
860001.E-02  5840.00E-08  2172.65E-09  
880001.E-02  2590.00E-08  1082.28E-09  
900001.E-02  1080.00E-08  2880.54E-10  
920001.E-02  3900.00E-09  1654.25E-10  
940001.E-02  1400.00E-09  4022.44E-12  
960001.E-02  1000.00E-10  0000.00E+00  
980001.E-02  2000.00E-10  0000.00E+00  
100000.E-01  0000.00E+00  0000.00E+00  
102000.E-01  0000.00E+00  0000.00E+00  
