# Ic = 0.79 A, n = 9.02 , Tavg = 60.02 K, 45e19pm2-anneal300-720min-0nA-03T-60k-
#datetime                        t_s     iHTS_A                vHTS_V                tHTS_K  tTAR_K  tHOL_K  tSPA_K
0202-04-03_15:21:42.207000      193021.33        8.75523000e-03        4.25927778e-09  60.0432  58.8373  59.2644  0.0000
0202-04-03_15:21:42.555000      193021.68        2.30968600e-02        1.54153778e-08  60.0211  58.8386  59.2452  0.0000
0202-04-03_15:21:42.910000      193022.04        3.30903800e-02        1.28742778e-08  60.0211  58.8386  59.2452  0.0000
0202-04-03_15:21:43.258000      193022.38        4.29527600e-02        1.41137778e-08  60.0211  58.8386  59.2452  0.0000
0202-04-03_15:21:43.610000      193022.73        5.30136600e-02        1.56632778e-08  60.0702  58.8379  59.2644  0.0000
0202-04-03_15:21:43.957000      193023.08        6.30185200e-02        3.40088778e-08  60.0702  58.8379  59.2644  0.0000
0202-04-03_15:21:44.305000      193023.43        7.28556700e-02        3.87191778e-08  60.0702  58.8379  59.2644  0.0000
0202-04-03_15:21:44.664000      193023.79        8.28765000e-02        3.71697778e-08  60.0579  58.8384  59.2593  0.0000
0202-04-03_15:21:45.008000      193024.14        9.27463000e-02        4.60949778e-08  60.0579  58.8384  59.2593  0.0000
0202-04-03_15:21:45.410000      193024.53        1.02473600e-01        5.35335778e-08  60.0579  58.8384  59.2593  0.0000
0202-04-03_15:21:45.766000      193024.89        1.12515000e-01        6.12192778e-08  60.0206  58.8371  59.2644  0.0000
0202-04-03_15:21:46.120000      193025.24        1.22439700e-01        5.58891778e-08  60.0206  58.8371  59.2644  0.0000
0202-04-03_15:21:46.470000      193025.59        1.32407400e-01        4.86996778e-08  60.0288  58.8375  59.2524  0.0000
0202-04-03_15:21:46.816000      193025.94        1.42370700e-01        5.29142778e-08  60.0288  58.8375  59.2524  0.0000
0202-04-03_15:21:47.164000      193026.29        1.51933300e-01        4.98152778e-08  60.0288  58.8375  59.2524  0.0000
0202-04-03_15:21:47.510000      193026.64        1.62410700e-01        5.99177778e-08  60.0007  58.8365  59.2341  0.0000
0202-04-03_15:21:47.860000      193026.99        1.72400700e-01        5.14887778e-08  60.0007  58.8365  59.2341  0.0000
0202-04-03_15:21:48.207000      193027.33        1.81929200e-01        5.71907778e-08  60.0007  58.8365  59.2341  0.0000
0202-04-03_15:21:48.560000      193027.68        1.91836200e-01        5.87401778e-08  60.0042  58.8357  59.2148  0.0000
0202-04-03_15:21:48.906000      193028.03        2.02296700e-01        5.71287778e-08  60.0042  58.8357  59.2148  0.0000
0202-04-03_15:21:49.254000      193028.38        2.11927100e-01        4.25018778e-08  60.0042  58.8357  59.2148  0.0000
0202-04-03_15:21:49.600000      193028.73        2.21878500e-01        4.60965778e-08  59.9997  58.8351  59.2643  0.0000
0202-04-03_15:21:49.960000      193029.09        2.31852200e-01        4.07664778e-08  59.9997  58.8351  59.2643  0.0000
0202-04-03_15:21:50.310000      193029.44        2.41507000e-01        4.03326778e-08  59.9997  58.8351  59.2643  0.0000
0202-04-03_15:21:50.660000      193029.79        2.51678100e-01        3.18415778e-08  60.0257  58.8351  59.2291  0.0000
0202-04-03_15:21:51.008000      193030.13        2.61344500e-01        4.04535778e-08  60.0257  58.8351  59.2291  0.0000
0202-04-03_15:21:51.390000      193030.51        2.71630400e-01        3.38173778e-08  60.0257  58.8351  59.2291  0.0000
0202-04-03_15:21:51.766000      193030.89        2.81868200e-01        2.65039778e-08  60.0375  58.8355  59.2404  0.0000
0202-04-03_15:21:52.113000      193031.24        2.91707200e-01        3.12762778e-08  60.0375  58.8355  59.2404  0.0000
0202-04-03_15:21:52.465000      193031.59        3.01306900e-01        3.68542778e-08  60.0348  58.8351  59.2428  0.0000
0202-04-03_15:21:52.812000      193031.94        3.11930700e-01        4.39817778e-08  60.0348  58.8351  59.2428  0.0000
0202-04-03_15:21:53.168000      193032.29        3.21427100e-01        3.97672778e-08  60.0348  58.8351  59.2428  0.0000
0202-04-03_15:21:53.516000      193032.64        3.31109900e-01        7.78647778e-09  60.0237  58.8364  59.2633  0.0000
0202-04-03_15:21:53.870000      193033.00        3.41229000e-01        9.58387778e-09  60.0237  58.8364  59.2633  0.0000
0202-04-03_15:21:54.230000      193033.36        3.50894500e-01       -2.15292222e-08  60.0237  58.8364  59.2633  0.0000
0202-04-03_15:21:54.580000      193033.70        3.60991400e-01       -5.72472222e-09  60.0020  58.8353  59.2306  0.0000
0202-04-03_15:21:54.938000      193034.06        3.71113600e-01        1.45421778e-08  60.0020  58.8353  59.2306  0.0000
0202-04-03_15:21:55.285000      193034.41        3.81131800e-01        6.05107778e-09  60.0020  58.8353  59.2306  0.0000
0202-04-03_15:21:55.633000      193034.76        3.90799800e-01        8.84017778e-09  59.9758  58.8351  59.2449  0.0000
0202-04-03_15:21:55.980000      193035.11        4.01125200e-01        2.15456778e-08  59.9758  58.8351  59.2449  0.0000
0202-04-03_15:21:56.348000      193035.47        4.11149300e-01        2.11118778e-08  59.9758  58.8351  59.2449  0.0000
0202-04-03_15:21:56.740000      193035.86        4.20593200e-01        1.42934778e-08  59.9952  58.8341  59.2492  0.0000
0202-04-03_15:21:57.086000      193036.21        4.30537400e-01       -3.06292222e-09  59.9952  58.8341  59.2492  0.0000
0202-04-03_15:21:57.438000      193036.56        4.40193500e-01       -1.26083222e-08  59.9952  58.8341  59.2492  0.0000
0202-04-03_15:21:57.790000      193036.91        4.50487600e-01        2.14247778e-09  60.0272  58.8340  59.2203  0.0000
0202-04-03_15:21:58.140000      193037.27        4.59977500e-01       -8.76572222e-09  60.0272  58.8340  59.2203  0.0000
0202-04-03_15:21:58.490000      193037.61        4.70141100e-01       -1.49015222e-08  60.0050  58.8333  59.2460  0.0000
0202-04-03_15:21:58.836000      193037.96        4.80434300e-01        8.34037778e-09  60.0050  58.8333  59.2460  0.0000
0202-04-03_15:21:59.184000      193038.31        4.89824700e-01        6.54297778e-09  60.0050  58.8333  59.2460  0.0000
0202-04-03_15:21:59.543000      193038.67        5.00129400e-01        2.63837778e-09  60.0275  58.8331  59.2511  0.0000
0202-04-03_15:21:59.890000      193039.02        5.09735700e-01        7.84447778e-09  60.0275  58.8331  59.2511  0.0000
0202-04-03_15:22:00.250000      193039.37        5.19476400e-01        9.14607778e-09  60.0275  58.8331  59.2511  0.0000
0202-04-03_15:22:00.605000      193039.73        5.29800400e-01        1.18730778e-08  60.0268  58.8348  59.2638  0.0000
0202-04-03_15:22:00.953000      193040.08        5.39460900e-01        1.68313778e-08  60.0268  58.8348  59.2638  0.0000
0202-04-03_15:22:01.300000      193040.43        5.49704800e-01        5.50719778e-08  60.0268  58.8348  59.2638  0.0000
0202-04-03_15:22:01.660000      193040.79        5.59729800e-01        5.19110778e-08  60.0080  58.8339  59.2464  0.0000
0202-04-03_15:22:02.008000      193041.13        5.69250800e-01        3.32555778e-08  60.0080  58.8339  59.2464  0.0000
0202-04-03_15:22:02.383000      193041.51        5.79706800e-01        1.47240778e-08  60.0080  58.8339  59.2464  0.0000
0202-04-03_15:22:02.754000      193041.88        5.89012900e-01        3.37448778e-08  60.0051  58.8349  59.2219  0.0000
0202-04-03_15:22:03.113000      193042.24        5.99422900e-01        5.05964778e-08  60.0051  58.8349  59.2219  0.0000
0202-04-03_15:22:03.460000      193042.59        6.08933000e-01        4.72496778e-08  59.9725  58.8337  59.2231  0.0000
0202-04-03_15:22:03.810000      193042.93        6.19605700e-01        5.76000778e-08  59.9725  58.8337  59.2231  0.0000
0202-04-03_15:22:04.156000      193043.28        6.29385000e-01        5.25797778e-08  59.9725  58.8337  59.2231  0.0000
0202-04-03_15:22:04.504000      193043.63        6.39885400e-01        1.22318778e-08  59.9944  58.8342  59.2232  0.0000
0202-04-03_15:22:04.863000      193043.99        6.48686600e-01        2.41316778e-08  59.9944  58.8342  59.2232  0.0000
0202-04-03_15:22:05.210000      193044.34        6.59299900e-01        5.00386778e-08  59.9944  58.8342  59.2232  0.0000
0202-04-03_15:22:05.562000      193044.69        6.68866800e-01        6.46035778e-08  60.0256  58.8352  59.2423  0.0000
0202-04-03_15:22:05.906000      193045.03        6.78757400e-01        5.70422778e-08  60.0256  58.8352  59.2423  0.0000
0202-04-03_15:22:06.258000      193045.38        6.89285300e-01        1.99171778e-08  60.0256  58.8352  59.2423  0.0000
0202-04-03_15:22:06.605000      193045.73        6.98341800e-01        7.26607778e-08  60.0287  58.8355  59.2480  0.0000
0202-04-03_15:22:06.957000      193046.08        7.09214900e-01        5.99551778e-08  60.0287  58.8355  59.2480  0.0000
0202-04-03_15:22:07.310000      193046.43        7.18878200e-01        8.53043778e-08  60.0287  58.8355  59.2480  0.0000
0202-04-03_15:22:07.656000      193046.78        7.28751000e-01        1.00984878e-07  60.0089  58.8344  59.2376  0.0000
0202-04-03_15:22:08.004000      193047.13        7.38329900e-01        1.27635578e-07  60.0089  58.8344  59.2376  0.0000
0202-04-03_15:22:08.400000      193047.53        7.48181800e-01        1.43997878e-07  60.0089  58.8344  59.2376  0.0000
0202-04-03_15:22:08.766000      193047.89        7.58395900e-01        1.61847678e-07  60.0189  58.8349  59.2428  0.0000
0202-04-03_15:22:09.117000      193048.24        7.68525300e-01        1.81866778e-07  60.0189  58.8349  59.2428  0.0000
0202-04-03_15:22:09.473000      193048.60        7.78401000e-01        2.00026378e-07  59.9909  58.8344  59.2363  0.0000
0202-04-03_15:22:09.820000      193048.95        7.88394100e-01        2.23206278e-07  59.9909  58.8344  59.2363  0.0000
0202-04-03_15:22:10.168000      193049.30        7.98210900e-01        2.64669878e-07  59.9909  58.8344  59.2363  0.0000
0202-04-03_15:22:10.520000      193049.64        8.08367100e-01        2.88221578e-07  59.9967  58.8340  59.2392  0.0000
0202-04-03_15:22:10.867000      193049.99        8.17788700e-01        3.26462278e-07  59.9967  58.8340  59.2392  0.0000
0202-04-03_15:22:11.215000      193050.34        8.28585700e-01        3.49518178e-07  59.9967  58.8340  59.2392  0.0000
0202-04-03_15:22:11.570000      193050.70        8.38324900e-01        3.75177278e-07  60.0171  58.8343  59.2413  0.0000
0202-04-03_15:22:11.918000      193051.04        8.47764400e-01        4.15215278e-07  60.0171  58.8343  59.2413  0.0000
0202-04-03_15:22:12.277000      193051.40        8.58346600e-01        4.86304378e-07  60.0171  58.8343  59.2413  0.0000
0202-04-03_15:22:12.633000      193051.76        8.68295100e-01        5.60492478e-07  59.9986  58.8340  59.2265  0.0000
0202-04-03_15:22:12.984000      193052.11        8.77726000e-01        5.98051378e-07  59.9986  58.8340  59.2265  0.0000
0202-04-03_15:22:13.340000      193052.46        8.87760500e-01        6.81598178e-07  59.9986  58.8340  59.2265  0.0000
0202-04-03_15:22:13.750000      193052.88        8.97532400e-01        7.16182178e-07  60.0081  58.8346  59.2314  0.0000
0202-04-03_15:22:14.098000      193053.22        9.07378500e-01        7.66508578e-07  60.0081  58.8346  59.2314  0.0000
0202-04-03_15:22:14.457000      193053.58        9.17079100e-01        8.65738978e-07  60.0342  58.8335  59.2412  0.0000
0202-04-03_15:22:14.805000      193053.93        9.27457900e-01        9.50096178e-07  60.0342  58.8335  59.2412  0.0000
0202-04-03_15:22:15.152000      193054.28        9.37501400e-01        1.01889208e-06  60.0342  58.8335  59.2412  0.0000
0202-04-03_15:22:15.500000      193054.63        9.47604200e-01        1.12190008e-06  59.9874  58.8347  59.2405  0.0000
