====== pysrim run =======
        SRIM-2013.00
=====================================
       LATERAL SPREAD OF IONS        
 See SRIM Outputs\TDATA.txt for calc. details   
Ì===================================Ê===================================
  NOTE : The Projected LATERAL Spread is based on a projection on a     
  plane- just the way the XY or XZ displays look on the screen.  The    
  Lateral Projected Range is defined as the average of the absolute     
  values of the projected lateral displacements from the X-axis.        
  One use of this range: If a mask covers half of a target, the lateral 
  range is the distance under the mask where the concentration drops to 
  25% (at the mask edge the concentration= 50% of the uniform value).   
                                                                        
  The Radial Range is the mean radial displacement range from the       
  X-axis a-uming cylindrical symmetry.                                 
========================================================================
--------------------------------------------------------------------
    Recoil/Damage Calculations made with Kinchin-Pease Estimates    
--------------------------------------------------------------------
 See file: SRIM Outputs\TDATA.txt for data about the calculation
 Ion    =  H   Energy = 150 keV
 Total Ions calculated =50000.00
============= TARGET MATERIAL ======================================
Layer  1 : None
Layer Width = 20000.E+00 AAA ;
  Layer # 1- Density = 5.846E22 atoms/cm3 = 10.47 g/cm3
  Layer # 1- Ag = 100  Atomic Percent = 100  Mass Percent
====================================================================
 Ion Average Range = 685797.E-02 A   Straggling = 116642.E-02 A
 Ion Lateral Range = 128623.E-02 A   Straggling = 162038.E-02 A
 Ion Radial  Range = 202198.E-02 A   Straggling = 108684.E-02 A
====================================================================
                LATERAL     Projected      LATERAL        Radial    
  TARGET       PROJ.RANGE   Straggling      RADIAL      Straggling  
  DEPTH (A)   (Angstroms)   (Angstroms)   (Angstroms)   (Angstroms) 
------------ ------------- ------------- ------------- -------------
2000100.E-04 27032287.E-04 27848199.E-04 43626480.E-04 13253655.E-04 
4000100.E-04 30215564.E-04 34539594.E-04 42351907.E-04 17574494.E-04 
6000100.E-04 26945845.E-04 32156284.E-04 37758347.E-04 17021362.E-04 
8000100.E-04 33149383.E-04 37853542.E-04 47387415.E-04 15823046.E-04 
1000010.E-03 29878021.E-04 35140757.E-04 45626835.E-04 15719216.E-04 
1200010.E-03 25439490.E-04 30588124.E-04 36566757.E-04 17524216.E-04 
1400010.E-03 30493997.E-04 36608450.E-04 43304874.E-04 17308265.E-04 
1600010.E-03 22852789.E-04 27442649.E-04 38507067.E-04 14411795.E-04 
1800010.E-03 24034891.E-04 30429437.E-04 40335456.E-04 18952354.E-04 
2000010.E-03 23979078.E-04 28433469.E-04 36666263.E-04 13645797.E-04 
2200010.E-03 28091523.E-04 32809201.E-04 40559994.E-04 14784698.E-04 
2400010.E-03 25623968.E-04 30075892.E-04 40417906.E-04 16871267.E-04 
2600010.E-03 23415140.E-04 28117321.E-04 39192442.E-04 16556569.E-04 
2800010.E-03 22692789.E-04 28943445.E-04 37597080.E-04 17352158.E-04 
3000010.E-03 22450550.E-04 26825875.E-04 35695473.E-04 14708835.E-04 
3200010.E-03 22937155.E-04 26903804.E-04 35104505.E-04 13568358.E-04 
3400010.E-03 23136714.E-04 27852275.E-04 36243199.E-04 15084390.E-04 
3600010.E-03 23812646.E-04 27906135.E-04 35623920.E-04 15150624.E-04 
3800010.E-03 22030567.E-04 26581023.E-04 34750060.E-04 14914903.E-04 
4000010.E-03 22197727.E-04 26646418.E-04 34267814.E-04 14702706.E-04 
4200010.E-03 20351129.E-04 24967485.E-04 32666435.E-04 13432325.E-04 
4400010.E-03 20431245.E-04 24685166.E-04 33476828.E-04 13262099.E-04 
4600010.E-03 20217023.E-04 24141071.E-04 32585739.E-04 12526395.E-04 
