====== pysrim run =======
        SRIM-2013.00
==========================================
    Ion and Target VACANCY production     
  See SRIM Outputs\TDATA.txt for calc. details
==========================================
--------------------------------------------------------------------
    Recoil/Damage Calculations made with Kinchin-Pease Estimates    
--------------------------------------------------------------------
 See file :  SRIM Outputs\TDATA.txt for calculation data
 Ion    =  H   Energy = 150 keV
============= TARGET MATERIAL ======================================
Layer  1 : None
Layer Width =     2.E+04 A ;
  Layer # 1- Density = 5.846E22 atoms/cm3 = 10.47 g/cm3
  Layer # 1- Ag = 100  Atomic Percent = 100  Mass Percent
====================================================================
 Total Ions calculated =50000.00
 Total Target Vacancies     = 5 /Ion

==========================================================
  Table Units are  >>>> Vacancies/(Angstrom-Ion)  <<<<  
==========================================================
   TARGET     VACANCIES     VACANCIES 
   DEPTH         by            by     
   (Ang.)       IONS         RECOILS  
-----------  -----------  ------------
200010.E-03  1440.00E-08  1051.52E-08  
400010.E-03  3880.00E-08  4648.41E-08  
600010.E-03  6620.00E-08  7989.46E-08  
800010.E-03  9190.00E-08  1066.64E-07  
100001.E-02  1263.00E-07  1559.99E-07  
120001.E-02  1370.00E-07  1670.48E-07  
140001.E-02  8980.00E-08  1135.31E-07  
160001.E-02  1152.00E-07  1374.44E-07  
180001.E-02  1353.00E-07  1294.69E-07  
200001.E-02  1421.00E-07  1646.18E-07  
220001.E-02  1574.00E-07  1592.30E-07  
240001.E-02  1665.00E-07  1693.48E-07  
260001.E-02  1846.00E-07  1938.41E-07  
280001.E-02  1899.00E-07  2042.98E-07  
300001.E-02  2026.00E-07  2040.34E-07  
320001.E-02  2047.00E-07  1992.62E-07  
340001.E-02  2227.00E-07  2089.02E-07  
360001.E-02  2448.00E-07  2318.84E-07  
380001.E-02  2504.00E-07  2094.43E-07  
400001.E-02  2808.00E-07  2227.09E-07  
420001.E-02  3063.00E-07  2475.01E-07  
440001.E-02  3221.00E-07  2464.71E-07  
460001.E-02  3627.00E-07  2547.68E-07  
480001.E-02  3880.00E-07  2853.09E-07  
500001.E-02  4445.00E-07  3025.89E-07  
520001.E-02  4855.00E-07  3142.91E-07  
540001.E-02  5436.00E-07  3228.59E-07  
560001.E-02  5929.00E-07  3095.45E-07  
580001.E-02  6746.00E-07  3446.99E-07  
600001.E-02  7314.00E-07  3264.72E-07  
620001.E-02  8083.00E-07  3244.85E-07  
640001.E-02  8821.00E-07  3100.89E-07  
660001.E-02  9379.00E-07  3111.12E-07  
680001.E-02  9796.00E-07  2658.60E-07  
700001.E-02  9355.00E-07  2113.28E-07  
720001.E-02  9013.00E-07  1716.80E-07  
740001.E-02  7996.00E-07  1289.45E-07  
760001.E-02  6669.00E-07  8721.08E-08  
780001.E-02  4997.00E-07  5176.59E-08  
800001.E-02  3497.00E-07  3103.27E-08  
820001.E-02  2146.00E-07  1515.77E-08  
840001.E-02  1138.00E-07  5838.08E-09  
860001.E-02  5710.00E-08  2830.42E-09  
880001.E-02  2350.00E-08  6669.67E-10  
900001.E-02  1000.00E-08  3128.99E-10  
920001.E-02  4600.00E-09  4233.69E-11  
940001.E-02  1000.00E-09  4338.17E-11  
960001.E-02  6000.00E-10  1248.28E-11  
980001.E-02  0000.00E+00  0000.00E+00  
100000.E-01  0000.00E+00  0000.00E+00  
102000.E-01  0000.00E+00  0000.00E+00  
