====== pysrim run =======
        SRIM-2013.00
======================================== 
       Ion and Recoil PHONONS        
 See SRIM Outputs\TDATA.txt for calc. details
======================================== 
--------------------------------------------------------------------
    Recoil/Damage Calculations made with Kinchin-Pease Estimates    
--------------------------------------------------------------------
 See file :  SRIM Outputs\TDATA.txt calculation data
 Ion    =  H   Energy = 2400 keV
============= TARGET MATERIAL ======================================
Layer  1 : None
Layer Width =     4.E+05 AAA ;
  Layer # 1- Density = 7.403E22 atoms/cm3 = 6.3 g/cm3
  Layer # 1-  Y = 7.69 Atomic Percent = 13.3 Mass Percent
  Layer # 1- Ba = 15.3 Atomic Percent = 41.2 Mass Percent
  Layer # 1- Cu = 23.0 Atomic Percent = 28.6 Mass Percent
  Layer # 1-  O = 53.8 Atomic Percent = 16.8 Mass Percent
====================================================================
 Total Ions calculated =50000.00
========================================================
  Table Units are  >>>> Phonons /(Angstrom-Ion)  <<<<  
========================================================
  DEPTH       PHONONS     PHONONS    
  (Ang.)      by ION      by RECOILS 
-----------  -----------  -----------
400001.E-02  526349.E-09  205791.E-09
800001.E-02  480825.E-09  709020.E-09
120000.E-01  463917.E-09  131845.E-08
160000.E-01  450261.E-09  904862.E-09
200000.E-01  428538.E-09  115757.E-08
240000.E-01  424739.E-09  110905.E-08
280000.E-01  423786.E-09  125681.E-08
320000.E-01  427124.E-09  126193.E-08
360000.E-01  429625.E-09  999580.E-09
400000.E-01  432750.E-09  118275.E-08
440000.E-01  436950.E-09  111700.E-08
480000.E-01  440832.E-09  119903.E-08
520000.E-01  447096.E-09  127968.E-08
560000.E-01  448876.E-09  114738.E-08
600000.E-01  452608.E-09  133242.E-08
640000.E-01  455117.E-09  135433.E-08
680000.E-01  460937.E-09  110361.E-08
720000.E-01  466135.E-09  176753.E-08
760000.E-01  473103.E-09  124782.E-08
800000.E-01  475117.E-09  122085.E-08
840000.E-01  477611.E-09  136485.E-08
880000.E-01  477743.E-09  121303.E-08
920000.E-01  482393.E-09  121920.E-08
960000.E-01  488286.E-09  137272.E-08
100000.E+00  496917.E-09  148334.E-08
104000.E+00  501790.E-09  136722.E-08
108000.E+00  509862.E-09  134872.E-08
112000.E+00  510525.E-09  120353.E-08
116000.E+00  516746.E-09  125443.E-08
120000.E+00  521531.E-09  152969.E-08
124000.E+00  524185.E-09  137243.E-08
128000.E+00  529412.E-09  141213.E-08
132000.E+00  536968.E-09  137487.E-08
136000.E+00  545356.E-09  144014.E-08
140000.E+00  552491.E-09  132181.E-08
144000.E+00  561124.E-09  133713.E-08
148000.E+00  565659.E-09  147023.E-08
152000.E+00  574467.E-09  152309.E-08
156000.E+00  580079.E-09  156839.E-08
160000.E+00  588438.E-09  171901.E-08
164000.E+00  592728.E-09  180791.E-08
168000.E+00  598415.E-09  158549.E-08
172000.E+00  611177.E-09  151718.E-08
176000.E+00  613580.E-09  173370.E-08
180000.E+00  624194.E-09  161149.E-08
184000.E+00  636558.E-09  165737.E-08
188000.E+00  645813.E-09  169832.E-08
192000.E+00  654391.E-09  180074.E-08
196000.E+00  663897.E-09  196742.E-08
200000.E+00  672502.E-09  187050.E-08
204000.E+00  695776.E-09  210027.E-08
208000.E+00  707115.E-09  210243.E-08
212000.E+00  713845.E-09  185532.E-08
216000.E+00  730643.E-09  217219.E-08
220000.E+00  746952.E-09  215579.E-08
224000.E+00  757831.E-09  224643.E-08
228000.E+00  770286.E-09  220081.E-08
232000.E+00  791802.E-09  199569.E-08
236000.E+00  805978.E-09  225239.E-08
240000.E+00  828779.E-09  243975.E-08
244000.E+00  843186.E-09  233834.E-08
248000.E+00  867986.E-09  243296.E-08
252000.E+00  891747.E-09  310892.E-08
256000.E+00  917705.E-09  247056.E-08
260000.E+00  940838.E-09  252264.E-08
264000.E+00  965425.E-09  289800.E-08
268000.E+00  100027.E-08  281276.E-08
272000.E+00  102758.E-08  287827.E-08
276000.E+00  107284.E-08  301211.E-08
280000.E+00  111616.E-08  305451.E-08
284000.E+00  114828.E-08  297163.E-08
288000.E+00  119989.E-08  302373.E-08
292000.E+00  125783.E-08  362644.E-08
296000.E+00  132783.E-08  368012.E-08
300000.E+00  140745.E-08  436031.E-08
304000.E+00  149400.E-08  431731.E-08
308000.E+00  161990.E-08  472544.E-08
312000.E+00  173565.E-08  518892.E-08
316000.E+00  191113.E-08  558458.E-08
320000.E+00  214793.E-08  590164.E-08
324000.E+00  251674.E-08  688048.E-08
328000.E+00  307604.E-08  837048.E-08
332000.E+00  425801.E-08  109723.E-07
336000.E+00  607539.E-08  153535.E-07
340000.E+00  893180.E-08  210030.E-07
344000.E+00  113510.E-07  250329.E-07
348000.E+00  116152.E-07  244351.E-07
352000.E+00  912643.E-08  185871.E-07
356000.E+00  547693.E-08  109036.E-07
360000.E+00  247394.E-08  481065.E-08
364000.E+00  762479.E-09  144004.E-08
368000.E+00  195197.E-09  358335.E-09
372000.E+00  314372.E-10  586118.E-10
376000.E+00  218779.E-11  359014.E-11
380000.E+00  000000.E+00  000000.E+00
384000.E+00  000000.E+00  000000.E+00
388000.E+00  000000.E+00  000000.E+00
392000.E+00  000000.E+00  000000.E+00
396000.E+00  000000.E+00  000000.E+00
400000.E+00  000000.E+00  000000.E+00
