# Ic =  nan A, n =  nan , Tavg = 29.97 K, 0nA-30k-ffj51-0e19pm2-0nA
#datetime                        t_s     iHTS_A                vHTS_V                tHTS_K  tTAR_K  tHOL_K  tSPA_K
0202-03-07_13:43:09.190000      14749.76        9.83631200e-03        7.63629231e-09  29.9265  29.1674  29.3795  0.0000
0202-03-07_13:43:09.540000      14750.11        3.11396500e-01       -6.12485769e-09  29.9227  29.1657  29.3792  0.0000
0202-03-07_13:43:09.887000      14750.45        6.09571400e-01        5.15452231e-09  29.9227  29.1657  29.3792  0.0000
0202-03-07_13:43:10.242000      14750.81        9.07722300e-01        1.85415023e-08  29.9227  29.1657  29.3792  0.0000
0202-03-07_13:43:10.590000      14751.16        1.20666200e+00        4.78266231e-09  29.9129  29.1674  29.3721  0.0000
0202-03-07_13:43:10.938000      14751.50        1.50412100e+00       -2.39745477e-08  29.9129  29.1674  29.3721  0.0000
0202-03-07_13:43:11.285000      14751.85        1.80205200e+00        3.41917231e-09  29.9129  29.1674  29.3721  0.0000
0202-03-07_13:43:11.633000      14752.20        2.10022000e+00        1.55666123e-08  29.9163  29.1667  29.3726  0.0000
0202-03-07_13:43:11.980000      14752.55        2.39859000e+00        1.42651023e-08  29.9163  29.1667  29.3726  0.0000
0202-03-07_13:43:12.360000      14752.93        2.69668500e+00        1.98430123e-08  29.9163  29.1667  29.3726  0.0000
0202-03-07_13:43:12.720000      14753.29        2.99478900e+00        1.11662623e-08  29.9135  29.1675  29.3712  0.0000
0202-03-07_13:43:13.066000      14753.63        3.29269800e+00        1.19099923e-08  29.9135  29.1675  29.3712  0.0000
0202-03-07_13:43:13.418000      14753.99        3.59114400e+00        1.49468523e-08  29.9232  29.1689  29.3775  0.0000
0202-03-07_13:43:13.777000      14754.34        3.88884100e+00        1.82316123e-08  29.9232  29.1689  29.3775  0.0000
0202-03-07_13:43:14.125000      14754.69        4.18729900e+00        1.26537123e-08  29.9232  29.1689  29.3775  0.0000
0202-03-07_13:43:14.473000      14755.04        4.48509000e+00        2.10825423e-08  29.9200  29.1685  29.3753  0.0000
0202-03-07_13:43:14.820000      14755.39        4.78317800e+00        2.75281223e-08  29.9200  29.1685  29.3753  0.0000
0202-03-07_13:43:15.168000      14755.74        5.08155000e+00        2.45527523e-08  29.9200  29.1685  29.3753  0.0000
0202-03-07_13:43:15.527000      14756.09        5.37950300e+00        2.34366923e-08  29.9242  29.1705  29.3858  0.0000
0202-03-07_13:43:15.875000      14756.44        5.67776400e+00        1.09173823e-08  29.9242  29.1705  29.3858  0.0000
0202-03-07_13:43:16.223000      14756.79        5.97568300e+00        2.21351723e-08  29.9242  29.1705  29.3858  0.0000
0202-03-07_13:43:16.570000      14757.14        6.27393900e+00        3.16795923e-08  29.9112  29.1708  29.3731  0.0000
0202-03-07_13:43:16.918000      14757.48        6.57201000e+00        2.96963423e-08  29.9112  29.1708  29.3731  0.0000
0202-03-07_13:43:17.277000      14757.84        6.87001900e+00        3.58940123e-08  29.9112  29.1708  29.3731  0.0000
0202-03-07_13:43:17.625000      14758.19        7.16802800e+00        1.93462223e-08  29.9185  29.1700  29.3768  0.0000
0202-03-07_13:43:17.973000      14758.54        7.46609100e+00        2.34366923e-08  29.9185  29.1700  29.3768  0.0000
0202-03-07_13:43:18.395000      14758.96        7.76428100e+00        3.05640123e-08  29.9185  29.1700  29.3768  0.0000
0202-03-07_13:43:18.750000      14759.32        8.06256100e+00        2.70933123e-08  29.9169  29.1716  29.3755  0.0000
0202-03-07_13:43:19.105000      14759.67        8.36075800e+00        1.77968023e-08  29.9169  29.1716  29.3755  0.0000
0202-03-07_13:43:19.465000      14760.03        8.65860200e+00        2.48001723e-08  29.9233  29.1704  29.3799  0.0000
0202-03-07_13:43:19.812000      14760.38        8.95662800e+00        2.37465723e-08  29.9233  29.1704  29.3799  0.0000
0202-03-07_13:43:20.160000      14760.72        9.25493100e+00        2.51720323e-08  29.9233  29.1704  29.3799  0.0000
0202-03-07_13:43:20.516000      14761.08        9.55277600e+00        3.07499423e-08  29.9283  29.1734  29.3880  0.0000
0202-03-07_13:43:20.863000      14761.43        9.85092400e+00        2.84567323e-08  29.9283  29.1734  29.3880  0.0000
0202-03-07_13:43:21.210000      14761.78        1.01491500e+01        2.68451023e-08  29.9283  29.1734  29.3880  0.0000
0202-03-07_13:43:21.560000      14762.13        1.04467600e+01        3.87445623e-08  29.9281  29.1734  29.3829  0.0000
0202-03-07_13:43:21.906000      14762.47        1.07449400e+01        3.83727023e-08  29.9281  29.1734  29.3829  0.0000
0202-03-07_13:43:22.266000      14762.83        1.10434500e+01        3.90544523e-08  29.9281  29.1734  29.3829  0.0000
0202-03-07_13:43:22.613000      14763.18        1.13414300e+01        3.49639823e-08  29.9171  29.1738  29.3780  0.0000
0202-03-07_13:43:22.960000      14763.53        1.16394100e+01        4.44464223e-08  29.9171  29.1738  29.3780  0.0000
0202-03-07_13:43:23.310000      14763.88        1.19376200e+01        4.10377023e-08  29.9171  29.1738  29.3780  0.0000
0202-03-07_13:43:23.703000      14764.27        1.22356500e+01        3.14932823e-08  29.9251  29.1745  29.3826  0.0000
