# Ic = 1.26 A, n = 1.96 , Tavg = 59.94 K, 0nA-60k-ffj51-0e19pm2-0nA
#datetime                        t_s     iHTS_A                vHTS_V                tHTS_K  tTAR_K  tHOL_K  tSPA_K
0202-03-07_13:14:16.305000      13016.87        7.76600100e-03       -1.64282986e-08  59.9467  59.0112  59.4589  0.0000
0202-03-07_13:14:16.700000      13017.27        1.11126800e-01       -1.94031886e-08  59.9669  59.0119  59.4641  0.0000
0202-03-07_13:14:17.047000      13017.61        2.10515800e-01       -1.22758486e-08  59.9669  59.0119  59.4641  0.0000
0202-03-07_13:14:17.406000      13017.97        3.09715400e-01       -5.76827857e-09  59.9669  59.0119  59.4641  0.0000
0202-03-07_13:14:17.766000      13018.33        4.09456100e-01       -5.33443857e-09  59.9996  59.0163  59.4977  0.0000
0202-03-07_13:14:18.113000      13018.68        5.08874800e-01       -9.96058571e-10  59.9996  59.0163  59.4977  0.0000
0202-03-07_13:14:18.465000      13019.03        6.08153300e-01        3.78014714e-08  59.9373  59.0157  59.4579  0.0000
0202-03-07_13:14:18.810000      13019.38        7.07076300e-01        5.25519614e-08  59.9373  59.0157  59.4579  0.0000
0202-03-07_13:14:19.168000      13019.73        8.07051500e-01        1.49940414e-08  59.9373  59.0157  59.4579  0.0000
0202-03-07_13:14:19.516000      13020.08        9.06072100e-01        1.74734714e-08  59.9553  59.0168  59.4755  0.0000
0202-03-07_13:14:19.863000      13020.43        1.00501100e+00        1.97048214e-08  59.9553  59.0168  59.4755  0.0000
0202-03-07_13:14:20.210000      13020.78        1.10438300e+00        7.86724143e-09  59.9553  59.0168  59.4755  0.0000
0202-03-07_13:14:20.560000      13021.13        1.20413400e+00       -1.28950186e-08  59.9282  59.0170  59.4618  0.0000
0202-03-07_13:14:20.918000      13021.48        1.30355800e+00        1.42164143e-09  59.9282  59.0170  59.4618  0.0000
0202-03-07_13:14:21.266000      13021.83        1.40277900e+00       -2.42092857e-09  59.9282  59.0170  59.4618  0.0000
0202-03-07_13:14:21.613000      13022.18        1.50150800e+00       -1.86312857e-09  59.9465  59.0164  59.4578  0.0000
0202-03-07_13:14:21.960000      13022.53        1.60139000e+00       -1.57459586e-08  59.9465  59.0164  59.4578  0.0000
0202-03-07_13:14:22.330000      13022.90        1.70085100e+00       -1.69854886e-08  59.9465  59.0164  59.4578  0.0000
0202-03-07_13:14:22.720000      13023.28        1.80032800e+00        6.75165143e-09  59.9751  59.0167  59.4655  0.0000
0202-03-07_13:14:23.074000      13023.64        1.89964700e+00        8.30107143e-09  59.9751  59.0167  59.4655  0.0000
0202-03-07_13:14:23.434000      13024.00        1.99912800e+00        1.46227214e-08  59.9811  59.0202  59.4834  0.0000
0202-03-07_13:14:23.777000      13024.35        2.09852700e+00        6.50374143e-09  59.9811  59.0202  59.4834  0.0000
0202-03-07_13:14:24.137000      13024.70        2.19780000e+00       -2.35894857e-09  59.9811  59.0202  59.4834  0.0000
0202-03-07_13:14:24.484000      13025.05        2.29722000e+00        7.39891429e-10  59.9711  59.0186  59.4816  0.0000
0202-03-07_13:14:24.832000      13025.40        2.39648600e+00        9.35468143e-09  59.9711  59.0186  59.4816  0.0000
0202-03-07_13:14:25.180000      13025.75        2.49585200e+00        1.49333014e-08  59.9711  59.0186  59.4816  0.0000
0202-03-07_13:14:25.527000      13026.09        2.59550100e+00        2.28673814e-08  59.9563  59.0199  59.4663  0.0000
0202-03-07_13:14:25.887000      13026.45        2.69477600e+00        2.04502814e-08  59.9563  59.0199  59.4663  0.0000
0202-03-07_13:14:26.234000      13026.80        2.79410800e+00        2.01404014e-08  59.9563  59.0199  59.4663  0.0000
0202-03-07_13:14:26.582000      13027.15        2.89324400e+00        2.73297214e-08  59.9305  59.0199  59.4578  0.0000
0202-03-07_13:14:26.930000      13027.50        2.99252800e+00        2.21236614e-08  59.9305  59.0199  59.4578  0.0000
0202-03-07_13:14:27.277000      13027.84        3.09196900e+00        1.58639914e-08  59.9305  59.0199  59.4578  0.0000
0202-03-07_13:14:27.630000      13028.19        3.19107300e+00        7.37315143e-09  59.9787  59.0201  59.4730  0.0000
0202-03-07_13:14:27.977000      13028.54        3.29067600e+00        9.79025143e-09  59.9787  59.0201  59.4730  0.0000
0202-03-07_13:14:28.348000      13028.92        3.38994900e+00        1.50582914e-08  59.9787  59.0201  59.4730  0.0000
0202-03-07_13:14:28.727000      13029.29        3.48924500e+00        1.38807314e-08  59.9516  59.0209  59.4581  0.0000
0202-03-07_13:14:29.070000      13029.64        3.58863400e+00        1.55541014e-08  59.9516  59.0209  59.4581  0.0000
0202-03-07_13:14:29.430000      13030.00        3.68804600e+00        1.41906114e-08  59.9610  59.0235  59.4738  0.0000
0202-03-07_13:14:29.777000      13030.34        3.78736300e+00        1.23313114e-08  59.9610  59.0235  59.4738  0.0000
0202-03-07_13:14:30.125000      13030.69        3.88671200e+00        1.39427114e-08  59.9610  59.0235  59.4738  0.0000
0202-03-07_13:14:30.473000      13031.04        3.98585700e+00        5.32792143e-09  59.9696  59.0231  59.4751  0.0000
0202-03-07_13:14:30.820000      13031.39        4.08544200e+00        6.87734143e-09  59.9696  59.0231  59.4751  0.0000
0202-03-07_13:14:31.180000      13031.75        4.18492900e+00        1.69184914e-08  59.9696  59.0231  59.4751  0.0000
0202-03-07_13:14:31.527000      13032.09        4.28417100e+00        1.71050214e-08  59.9536  59.0252  59.4780  0.0000
0202-03-07_13:14:31.875000      13032.44        4.38345700e+00        9.97767143e-09  59.9536  59.0252  59.4780  0.0000
0202-03-07_13:14:32.223000      13032.79        4.48281500e+00       -4.71085857e-09  59.9536  59.0252  59.4780  0.0000
0202-03-07_13:14:32.570000      13033.14        4.58279600e+00       -2.20024186e-08  59.9264  59.0239  59.4472  0.0000
0202-03-07_13:14:32.930000      13033.49        4.68136900e+00       -5.11315686e-08  59.9264  59.0239  59.4472  0.0000
0202-03-07_13:14:33.277000      13033.84        4.78049500e+00       -9.93496186e-08  59.9264  59.0239  59.4472  0.0000
0202-03-07_13:14:33.625000      13034.19        4.88010000e+00       -1.54880939e-07  59.9827  59.0236  59.4789  0.0000
0202-03-07_13:14:33.980000      13034.55        4.97953500e+00       -2.56709019e-07  59.9827  59.0236  59.4789  0.0000
0202-03-07_13:14:34.340000      13034.91        5.07884100e+00       -4.14564239e-07  59.9827  59.0236  59.4789  0.0000
0202-03-07_13:14:34.707000      13035.27        5.17836200e+00       -6.33900569e-07  59.9630  59.0247  59.4665  0.0000
0202-03-07_13:14:35.055000      13035.62        5.27745200e+00       -9.65415129e-07  59.9630  59.0247  59.4665  0.0000
0202-03-07_13:14:35.406000      13035.97        5.37691900e+00       -1.42962227e-06  59.9630  59.0247  59.4665  0.0000
0202-03-07_13:14:35.777000      13036.34        5.47624900e+00       -2.07715715e-06  59.9653  59.0266  59.4769  0.0000
0202-03-07_13:14:36.120000      13036.69        5.57586200e+00       -3.53256121e-06  59.9653  59.0266  59.4769  0.0000
