# Ic = 19.03 A, n = 22.53 , Tavg = 30.03 K, 30k-ffj51-0e19pm2-03T-
#datetime                        t_s     iHTS_A                vHTS_V                tHTS_K  tTAR_K  tHOL_K  tSPA_K
0202-03-26_21:48:44.695000      6311.76        9.49039800e-03        4.65341667e-09  30.0310  28.5512  28.7553  0.0000
0202-03-26_21:48:45.055000      6312.12        3.11233600e-01        2.70268167e-08  30.0310  28.5512  28.7553  0.0000
0202-03-26_21:48:45.402000      6312.46        6.09297900e-01        2.33082167e-08  30.0329  28.5498  28.7531  0.0000
0202-03-26_21:48:45.750000      6312.81        9.07590300e-01        2.05041667e-09  30.0329  28.5498  28.7531  0.0000
0202-03-26_21:48:46.098000      6313.16        1.20571100e+00        1.99615167e-08  30.0329  28.5498  28.7531  0.0000
0202-03-26_21:48:46.445000      6313.51        1.50409200e+00        1.25243167e-08  30.0245  28.5520  28.7462  0.0000
0202-03-26_21:48:46.800000      6313.86        1.80214400e+00        1.62429167e-08  30.0245  28.5520  28.7462  0.0000
0202-03-26_21:48:47.152000      6314.21        2.10034700e+00        2.87001167e-08  30.0245  28.5520  28.7462  0.0000
0202-03-26_21:48:47.500000      6314.56        2.39848700e+00        2.47956167e-08  30.0198  28.5513  28.7400  0.0000
0202-03-26_21:48:47.848000      6314.91        2.69686600e+00        2.28124167e-08  30.0198  28.5513  28.7400  0.0000
0202-03-26_21:48:48.258000      6315.32        2.99507200e+00        2.00854167e-08  30.0198  28.5513  28.7400  0.0000
0202-03-26_21:48:48.610000      6315.67        3.29294600e+00        2.74053167e-08  30.0211  28.5506  28.7411  0.0000
0202-03-26_21:48:48.957000      6316.02        3.59154800e+00        3.57129167e-08  30.0211  28.5506  28.7411  0.0000
0202-03-26_21:48:49.305000      6316.37        3.88942200e+00        2.69123167e-08  30.0200  28.5515  28.7451  0.0000
0202-03-26_21:48:49.652000      6316.72        4.18766100e+00        2.94533167e-08  30.0200  28.5515  28.7451  0.0000
0202-03-26_21:48:50.010000      6317.07        4.48595100e+00        2.75940167e-08  30.0200  28.5515  28.7451  0.0000
0202-03-26_21:48:50.360000      6317.42        4.78409400e+00        2.88955167e-08  30.0283  28.5492  28.7498  0.0000
0202-03-26_21:48:50.707000      6317.77        5.08236600e+00        1.84216167e-08  30.0283  28.5492  28.7498  0.0000
0202-03-26_21:48:51.055000      6318.12        5.38040900e+00        1.20380167e-08  30.0283  28.5492  28.7498  0.0000
0202-03-26_21:48:51.414000      6318.47        5.67895500e+00        2.04668167e-08  30.0317  28.5509  28.7536  0.0000
0202-03-26_21:48:51.758000      6318.82        5.97660100e+00        1.81201667e-09  30.0317  28.5509  28.7536  0.0000
0202-03-26_21:48:52.117000      6319.18        6.27513200e+00        1.25958167e-08  30.0317  28.5509  28.7536  0.0000
0202-03-26_21:48:52.473000      6319.54        6.57290700e+00        4.91081667e-09  30.0221  28.5499  28.7449  0.0000
0202-03-26_21:48:52.820000      6319.88        6.87148300e+00        1.16042167e-08  30.0221  28.5499  28.7449  0.0000
0202-03-26_21:48:53.170000      6320.23        7.16962300e+00        6.52221667e-09  30.0221  28.5499  28.7449  0.0000
0202-03-26_21:48:53.594000      6320.66        7.46758100e+00        1.15422167e-08  30.0232  28.5495  28.7440  0.0000
0202-03-26_21:48:53.940000      6321.01        7.76555300e+00       -4.07578333e-09  30.0232  28.5495  28.7440  0.0000
0202-03-26_21:48:54.293000      6321.35        8.06400000e+00       -9.09768333e-09  30.0232  28.5495  28.7440  0.0000
0202-03-26_21:48:54.640000      6321.70        8.36210000e+00       -3.15068333e-09  30.0151  28.5507  28.7368  0.0000
0202-03-26_21:48:54.996000      6322.06        8.66012100e+00       -1.21371833e-08  30.0151  28.5507  28.7368  0.0000
0202-03-26_21:48:55.344000      6322.41        8.95861000e+00       -9.03838333e-09  30.0210  28.5481  28.7467  0.0000
0202-03-26_21:48:55.690000      6322.75        9.25650800e+00       -1.50500833e-08  30.0210  28.5481  28.7467  0.0000
0202-03-26_21:48:56.040000      6323.10        9.55464700e+00       -1.53599833e-08  30.0210  28.5481  28.7467  0.0000
0202-03-26_21:48:56.387000      6323.45        9.85278400e+00       -1.74671833e-08  30.0267  28.5503  28.7500  0.0000
0202-03-26_21:48:56.734000      6323.80        1.01510700e+01       -1.11455833e-08  30.0267  28.5503  28.7500  0.0000
0202-03-26_21:48:57.082000      6324.14        1.04490600e+01       -6.37338333e-09  30.0267  28.5503  28.7500  0.0000
0202-03-26_21:48:57.430000      6324.49        1.07471500e+01       -4.01828333e-09  30.0263  28.5489  28.7487  0.0000
0202-03-26_21:48:57.777000      6324.84        1.10452500e+01       -1.09596833e-08  30.0263  28.5489  28.7487  0.0000
0202-03-26_21:48:58.125000      6325.19        1.13438700e+01       -8.66658333e-09  30.0263  28.5489  28.7487  0.0000
0202-03-26_21:48:58.473000      6325.54        1.16415800e+01       -1.20132833e-08  30.0263  28.5486  28.7494  0.0000
0202-03-26_21:48:58.832000      6325.89        1.19398300e+01       -9.78208333e-09  30.0263  28.5486  28.7494  0.0000
0202-03-26_21:48:59.188000      6326.25        1.22383100e+01        5.77391667e-09  30.0263  28.5486  28.7494  0.0000
0202-03-26_21:48:59.605000      6326.67        1.25365300e+01        8.56281667e-09  30.0180  28.5501  28.7396  0.0000
0202-03-26_21:48:59.950000      6327.01        1.28346400e+01        3.91461667e-09  30.0180  28.5501  28.7396  0.0000
0202-03-26_21:49:00.310000      6327.37        1.31328500e+01        1.10532167e-08  30.0096  28.5480  28.7353  0.0000
0202-03-26_21:49:00.664000      6327.73        1.34308400e+01        7.52811667e-09  30.0096  28.5480  28.7353  0.0000
0202-03-26_21:49:01.010000      6328.07        1.37292600e+01        1.64527167e-08  30.0096  28.5480  28.7353  0.0000
0202-03-26_21:49:01.360000      6328.42        1.40272400e+01        2.08530167e-08  30.0160  28.5497  28.7380  0.0000
0202-03-26_21:49:01.720000      6328.78        1.43255400e+01        1.50892167e-08  30.0160  28.5497  28.7380  0.0000
0202-03-26_21:49:02.062000      6329.13        1.46239400e+01        2.64928167e-08  30.0160  28.5497  28.7380  0.0000
0202-03-26_21:49:02.414000      6329.48        1.49219700e+01        3.10171167e-08  30.0211  28.5484  28.7492  0.0000
0202-03-26_21:49:02.760000      6329.82        1.52200000e+01        2.17207167e-08  30.0211  28.5484  28.7492  0.0000
0202-03-26_21:49:03.117000      6330.18        1.55181100e+01        3.35581167e-08  30.0211  28.5484  28.7492  0.0000
0202-03-26_21:49:03.465000      6330.53        1.58160300e+01        3.04593167e-08  30.0245  28.5482  28.7469  0.0000
0202-03-26_21:49:03.820000      6330.88        1.61145900e+01        3.89500167e-08  30.0245  28.5482  28.7469  0.0000
0202-03-26_21:49:04.184000      6331.25        1.64125300e+01        3.39919167e-08  30.0245  28.5482  28.7469  0.0000
0202-03-26_21:49:04.586000      6331.65        1.67105800e+01        4.47138167e-08  30.0307  28.5500  28.7514  0.0000
0202-03-26_21:49:04.940000      6332.01        1.70089400e+01        4.04375167e-08  30.0307  28.5500  28.7514  0.0000
0202-03-26_21:49:05.297000      6332.36        1.73070400e+01        5.71090167e-08  30.0200  28.5480  28.7429  0.0000
0202-03-26_21:49:05.645000      6332.71        1.76058700e+01        6.08896167e-08  30.0200  28.5480  28.7429  0.0000
0202-03-26_21:49:05.992000      6333.05        1.79033200e+01        7.86779167e-08  30.0200  28.5480  28.7429  0.0000
0202-03-26_21:49:06.340000      6333.40        1.82021000e+01        1.06816817e-07  30.0161  28.5492  28.7354  0.0000
0202-03-26_21:49:06.700000      6333.76        1.85000500e+01        1.39044417e-07  30.0161  28.5492  28.7354  0.0000
0202-03-26_21:49:07.043000      6334.11        1.87984600e+01        1.99285117e-07  30.0161  28.5492  28.7354  0.0000
0202-03-26_21:49:07.395000      6334.46        1.90968600e+01        2.58906117e-07  30.0229  28.5486  28.7433  0.0000
0202-03-26_21:49:07.742000      6334.80        1.93946700e+01        3.41954117e-07  30.0229  28.5486  28.7433  0.0000
0202-03-26_21:49:08.090000      6335.15        1.96928500e+01        4.70244617e-07  30.0229  28.5486  28.7433  0.0000
0202-03-26_21:49:08.438000      6335.50        1.99907200e+01        6.17251917e-07  30.0198  28.5487  28.7456  0.0000
0202-03-26_21:49:08.785000      6335.85        2.02894300e+01        8.63173017e-07  30.0198  28.5487  28.7456  0.0000
0202-03-26_21:49:09.130000      6336.19        2.05878000e+01        1.17993282e-06  30.0198  28.5487  28.7456  0.0000
0202-03-26_21:49:09.480000      6336.54        2.08857000e+01        1.60093642e-06  30.0273  28.5502  28.7505  0.0000
0202-03-26_21:49:09.824000      6336.89        2.11838500e+01        2.15023052e-06  30.0273  28.5502  28.7505  0.0000
0202-03-26_21:49:10.190000      6337.25        2.14822500e+01        3.30682832e-06  30.0273  28.5502  28.7505  0.0000
0202-03-26_21:49:10.570000      6337.63        2.17795200e+01        4.38589412e-06  30.0325  28.5493  28.7493  0.0000
0202-03-26_21:49:10.926000      6337.99        2.20784500e+01        5.89953612e-06  30.0325  28.5493  28.7493  0.0000
0202-03-26_21:49:11.280000      6338.34        2.23768200e+01        7.84713482e-06  30.0325  28.5493  28.7493  0.0000
0202-03-26_21:49:11.630000      6338.69        2.26750300e+01        1.03524564e-05  30.0227  28.5512  28.7399  0.0000
0202-03-26_21:49:11.977000      6339.04        2.29734200e+01        1.39512803e-05  30.0227  28.5512  28.7399  0.0000
0202-03-26_21:49:12.324000      6339.39        2.32708400e+01        1.86102124e-05  30.0306  28.5496  28.7364  0.0000
0202-03-26_21:49:12.670000      6339.74        2.35701300e+01        2.52830957e-05  30.0306  28.5496  28.7364  0.0000
