# Ic = 6.83 A, n = 24.32 , Tavg = 81.03 K, step1_77k
#idx    t_s     iHTS_A                vHTS_V                tHTS_K  tTAR_K
    0   35.09       -1.82265200e-01        7.37557700e-08  81.0341  76.9929
    1   35.62       -8.05698900e-02        5.51617000e-09  81.0341  76.9929
    2   35.86        5.91717100e-02        6.01202700e-08  81.0287  76.9924
    3   36.12        1.16777700e-01        8.90647700e-08  81.0287  76.9924
    4   36.76        2.63735000e-01        2.94403700e-08  81.0287  76.9924
    5   37.02        3.77449800e-01       -1.17947330e-07  81.0281  76.9878
    6   37.27        4.71401300e-01       -1.02142530e-07  81.0281  76.9878
    7   37.71        5.66282100e-01       -7.35079300e-08  81.0281  76.9878
    8   37.97        6.66007300e-01        9.73077000e-09  81.0301  76.9897
    9   38.21        7.24776700e-01        4.51211700e-08  81.0301  76.9897
   10   38.79        9.07292100e-01        6.68760700e-08  81.0301  76.9897
   11   39.04        9.93931100e-01       -6.07403000e-09  81.0346  76.9997
   12   39.30        1.04861100e+00        6.35820700e-08  81.0346  76.9997
   13   39.76        1.19076000e+00        1.91928370e-07  81.0346  76.9997
   14   40.01        1.25946700e+00        2.03642470e-07  81.0284  76.9930
   15   40.25        1.33878200e+00        2.49321470e-07  81.0284  76.9930
   16   40.52        1.46440600e+00        1.91990270e-07  81.0144  76.9759
   17   40.79        1.56494900e+00        9.41863700e-08  81.0144  76.9759
   18   41.04        1.68384700e+00        1.17552670e-07  81.0144  76.9759
   19   41.29        1.72143600e+00        1.40051370e-07  81.0144  76.9759
   20   41.60        1.85712900e+00        2.49445470e-07  81.0258  76.9911
   21   41.85        1.95952900e+00        2.31471370e-07  81.0258  76.9911
   22   42.10        2.02164300e+00        1.06768270e-07  81.0258  76.9911
   23   42.41        2.12534800e+00        1.31560070e-07  81.0258  76.9911
   24   42.72        2.25617300e+00        1.89820970e-07  81.0268  76.9925
   25   42.97        2.36730700e+00        1.39865370e-07  81.0268  76.9925
   26   43.21        2.41585600e+00        1.18296470e-07  81.0268  76.9925
   27   43.69        2.55773100e+00        1.04660970e-07  81.0268  76.9925
   28   43.99        2.61903200e+00        9.66035700e-08  81.0459  77.0128
   29   44.23        2.71795400e+00        7.62742700e-08  81.0459  77.0128
   30   44.67        2.85888900e+00        9.72853700e-08  81.0459  77.0128
   31   44.92        2.96252800e+00        5.19781700e-08  81.0364  77.0002
   32   45.16        3.06476800e+00        1.06752570e-07  81.0364  77.0002
   33   45.59        3.16520100e+00        2.25358270e-07  81.0364  77.0002
   34   45.84        3.27766600e+00        2.33477570e-07  81.0311  76.9924
   35   46.09        3.31792900e+00        2.12776370e-07  81.0311  76.9924
   36   46.33        3.42138900e+00        1.82716170e-07  81.0311  76.9924
   37   46.70        3.55615300e+00        1.16583870e-07  81.0239  76.9888
   38   46.96        3.63774000e+00        1.09456170e-07  81.0239  76.9888
   39   47.20        3.70588600e+00        1.43854870e-07  81.0239  76.9888
   40   47.68        3.85439500e+00        1.68460870e-07  81.0239  76.9888
   41   47.94        3.96654300e+00        1.63068670e-07  81.0325  76.9990
   42   48.18        4.02062500e+00        2.26535870e-07  81.0325  76.9990
   43   48.70        4.12870700e+00        1.38648570e-07  81.0325  76.9990
   44   48.99        4.22637000e+00        6.96031700e-08  81.0344  76.9963
   45   49.23        4.32741900e+00        9.45190700e-08  81.0344  76.9963
   46   49.48        4.48930100e+00        2.15937370e-07  81.0528  77.0191
   47   49.73        4.56128600e+00        2.76987370e-07  81.0528  77.0191
   48   49.99        4.63381600e+00        2.07755970e-07  81.0528  77.0191
   49   50.23        4.72852800e+00        2.00504370e-07  81.0528  77.0191
   50   50.52        4.86749600e+00        1.62200870e-07  81.0398  77.0040
   51   50.82        4.98236400e+00        2.00070570e-07  81.0398  77.0040
   52   51.07        5.05910100e+00        3.06401170e-07  81.0398  77.0040
   53   51.72        5.13119700e+00        1.68586870e-07  81.0398  77.0040
   54   51.97        5.22871200e+00        4.70378700e-08  81.0203  76.9860
   55   52.21        5.32924600e+00        1.49738370e-07  81.0203  76.9860
   56   52.50        5.47294600e+00        2.72458370e-07  81.0328  76.9987
   57   52.75        5.58383300e+00        3.20802570e-07  81.0328  76.9987
   58   53.00        5.61796700e+00        2.53058670e-07  81.0328  76.9987
   59   53.26        5.73255600e+00        2.26407370e-07  81.0328  76.9987
   60   53.55        5.86826300e+00        2.68367670e-07  81.0361  77.0005
   61   53.82        5.97305200e+00        2.38803270e-07  81.0361  77.0005
   62   54.07        6.03716300e+00        2.42026270e-07  81.0361  77.0005
   63   54.32        6.13235800e+00        2.10416570e-07  81.0361  77.0005
   64   54.58        6.26679200e+00        2.10850370e-07  81.0274  76.9862
   65   54.87        6.38831500e+00        2.95700770e-07  81.0274  76.9862
   66   55.11        6.43167600e+00        2.74379670e-07  81.0274  76.9862
   67   55.53        6.58289300e+00        2.31551670e-07  81.0274  76.9862
   68   55.79        6.67389400e+00        1.91574670e-07  81.0204  76.9835
   69   56.04        6.73753800e+00        2.60806170e-07  81.0204  76.9835
   70   56.28        6.82130400e+00        2.93841370e-07  81.0204  76.9835
   71   56.71        7.01050600e+00        5.36616170e-07  81.0204  76.9835
   72   56.96        7.05238200e+00        6.68153670e-07  81.0157  76.9792
   73   57.21        7.12150800e+00        8.23178270e-07  81.0157  76.9792
   74   57.54        7.28382100e+00        1.09676017e-06  81.0157  76.9792
   75   57.85        7.40258300e+00        2.22696097e-06  81.0259  76.9906
   76   58.09        7.44267300e+00        2.27859007e-06  81.0259  76.9906
   77   58.46        7.54944400e+00        2.54206597e-06  81.0259  76.9906
   78   58.72        7.68136400e+00        4.96813947e-06  81.0379  77.0027
   79   58.97        7.75172800e+00        5.97134377e-06  81.0379  77.0027
   80   59.22        7.84578700e+00        7.28661607e-06  81.0379  77.0027
   81   59.64        7.99269100e+00        9.40942257e-06  81.0379  77.0027
   82   59.91        8.08518100e+00        1.24132713e-05  81.0328  76.9992
   83   60.16        8.16213500e+00        1.36556555e-05  81.0328  76.9992
   84   60.72        8.26184100e+00        1.92475927e-05  81.0328  76.9992
   85   60.97        8.43670600e+00        2.57061928e-05  81.0299  76.9958
