# Ic = 64.84 A, n = 13.67 , Tavg = 27.55 K, step1-20k
#idx    t_s     iHTS_A                vHTS_V                tHTS_K  tTAR_K
    0   42.10       -1.82695400e-01       -5.30240000e-09  27.4969  19.8026
    1   42.34        8.24099900e-01        3.27523000e-08  27.4969  19.8026
    2   42.74        1.86248600e+00        3.23149000e-08  27.4969  19.8026
    3   43.08        2.84470100e+00       -2.64425000e-08  27.4655  19.9137
    4   43.33        3.81749900e+00       -1.88190000e-08  27.4655  19.9137
    5   43.90        4.85428700e+00       -3.07191000e-08  27.4655  19.9137
    6   44.15        5.83153400e+00       -7.61503000e-08  27.5179  20.1706
    7   44.39        6.83432300e+00        3.74170000e-09  27.5179  20.1706
    8   44.86        7.89397000e+00        4.48963000e-08  27.5179  20.1706
    9   45.11        8.92857000e+00        5.26438000e-08  27.4769  19.6841
   10   45.35        9.89387300e+00        8.02248000e-08  27.4769  19.6841
   11   45.93        1.09274700e+01        1.05140700e-07  27.4769  19.6841
   12   46.17        1.18742100e+01        7.27872000e-08  27.4915  20.2442
   13   46.42        1.28724400e+01        2.18398000e-08  27.4915  20.2442
   14   46.73        1.39043200e+01       -9.15833000e-08  27.5193  19.8121
   15   46.99        1.48911000e+01       -4.39208000e-08  27.5193  19.8121
   16   47.23        1.58407800e+01       -3.32400000e-09  27.5193  19.8121
   17   47.67        1.68121900e+01       -6.12132000e-08  27.5193  19.8121
   18   47.94        1.78611900e+01       -5.21641000e-08  27.4504  19.9121
   19   48.18        1.88411600e+01       -7.47360000e-09  27.4504  19.9121
   20   48.43        1.98079700e+01       -5.61156000e-08  27.4504  19.9121
   21   48.71        2.09014100e+01       -3.29200000e-08  27.5104  20.1628
   22   48.97        2.19198600e+01       -1.74250000e-08  27.5104  20.1628
   23   49.21        2.28636300e+01       -1.69771400e-07  27.5104  20.1628
   24   49.45        2.38431400e+01       -1.78820500e-07  27.5104  20.1628
   25   49.79        2.49405900e+01       -9.11190000e-08  27.4780  19.6895
   26   50.03        2.58945000e+01       -1.70701100e-07  27.4780  19.6895
   27   50.28        2.68568300e+01       -1.72250600e-07  27.4780  19.6895
   28   50.60        2.79055400e+01       -1.87807600e-07  27.4780  19.6895
