# Ic =  nan A, n =  nan , Tavg = 81.03 K, step1_77k
#idx    t_s     iHTS_A                vHTS_V                tHTS_K  tTAR_K
    0   87.00       -1.81562900e-01       -1.88820435e-07  81.0069  76.9689
    1   87.25       -1.10759600e-01       -1.27584435e-07  81.0069  76.9689
    2   87.74        6.50103200e-02       -1.37749135e-07  81.0069  76.9689
    3   87.99        1.19099600e-01       -1.66197835e-07  81.0184  76.9835
    4   88.24        2.04655400e-01       -1.27646435e-07  81.0184  76.9835
    5   88.52        3.57655100e-01        1.54026650e-08  81.0290  76.9921
    6   88.79        4.73244500e-01        1.06388865e-07  81.0290  76.9921
    7   89.03        5.28348700e-01        1.37006865e-07  81.0290  76.9921
    8   89.27        6.27926900e-01        2.29642650e-08  81.0290  76.9921
    9   89.52        7.67103100e-01       -1.00871235e-07  81.0290  76.9921
   10   89.78        8.71799300e-01       -1.36509535e-07  81.0215  76.9864
   11   90.03        9.26458400e-01       -2.33073935e-07  81.0215  76.9864
   12   90.27        1.02242500e+00       -2.72369035e-07  81.0215  76.9864
   13   90.56        1.16298000e+00       -2.46027735e-07  81.0215  76.9864
   14   90.81        1.25531400e+00       -2.06050735e-07  81.0319  77.0011
   15   91.05        1.32429900e+00       -1.46736235e-07  81.0319  77.0011
   16   91.29        1.42053700e+00       -2.62514335e-07  81.0319  77.0011
   17   91.65        1.56198400e+00       -2.86686335e-07  81.0078  76.9727
   18   91.92        1.62560000e+00       -2.88357535e-07  81.0078  76.9727
   19   92.17        1.71391500e+00       -2.66350235e-07  81.0078  76.9727
   20   92.75        1.85713100e+00       -1.60298535e-07  81.0078  76.9727
   21   92.99        1.92071000e+00       -1.51435435e-07  81.0006  76.9669
   22   93.24        2.00415500e+00       -1.63893335e-07  81.0006  76.9669
   23   93.75        2.15872100e+00       -1.72942335e-07  81.0006  76.9669
   24   94.01        2.21464000e+00       -5.78460350e-08  81.0069  76.9710
   25   94.25        2.30262800e+00       -7.86712350e-08  81.0069  76.9710
   26   94.53        2.45581200e+00       -9.59016350e-08  81.0235  76.9874
   27   94.78        2.57451700e+00       -5.80320350e-08  81.0235  76.9874
   28   95.03        2.61979500e+00       -5.25778350e-08  81.0235  76.9874
   29   95.28        2.70053200e+00       -3.71448350e-08  81.0235  76.9874
   30   95.65        2.86233100e+00       -7.14673500e-09  81.0378  77.0040
   31   95.94        2.92021300e+00       -9.98683350e-08  81.0378  77.0040
   32   96.19        3.02103200e+00       -2.30893335e-07  81.0378  77.0040
   33   96.72        3.16195400e+00       -1.35692535e-07  81.0378  77.0040
   34   96.96        3.22317900e+00       -1.11210635e-07  81.0141  76.9785
   35   97.21        3.30868000e+00       -8.62947350e-08  81.0141  76.9785
   36   97.70        3.46702800e+00       -1.19205935e-07  81.0141  76.9785
   37   97.95        3.52570000e+00       -1.47366435e-07  81.0213  76.9888
   38   98.20        3.61052100e+00       -1.44036935e-07  81.0213  76.9888
   39   98.46        3.76347200e+00       -1.81229035e-07  81.0215  76.9865
   40   98.73        3.86394100e+00       -1.97777635e-07  81.0215  76.9865
   41   98.97        3.93108500e+00       -6.04925350e-08  81.0215  76.9865
   42   99.22        4.01411900e+00       -1.21976435e-07  81.0215  76.9865
   43   99.61        4.17482700e+00       -1.47450135e-07  81.0215  76.9865
   44   99.86        4.23092500e+00       -1.07721135e-07  81.0101  76.9776
   45  100.12        4.32964300e+00       -1.23959735e-07  81.0101  76.9776
   46  100.48        4.41324000e+00       -7.88385350e-08  81.0101  76.9776
   47  100.74        4.56554100e+00       -4.10928350e-08  81.0279  76.9951
   48  100.98        4.62931600e+00       -9.94158350e-08  81.0279  76.9951
   49  101.23        4.71611500e+00       -1.86001535e-07  81.0279  76.9951
   50  101.78        4.86926400e+00       -8.86933350e-08  81.0279  76.9951
   51  102.02        4.93221800e+00       -1.48131835e-07  81.0088  76.9766
   52  102.26        5.00650400e+00       -4.06590350e-08  81.0088  76.9766
   53  102.71        5.18056000e+00       -5.14463500e-09  81.0088  76.9766
   54  102.98        5.23858300e+00        3.32207650e-08  81.0028  76.9674
