====== pysrim run =======
        SRIM-2013.00
==========================================
    Ion and Target VACANCY production     
  See SRIM Outputs\TDATA.txt for calc. details
==========================================
--------------------------------------------------------------------
    Recoil/Damage Calculations made with Kinchin-Pease Estimates    
--------------------------------------------------------------------
 See file :  SRIM Outputs\TDATA.txt for calculation data
 Ion    =  H   Energy = 150 keV
============= TARGET MATERIAL ======================================
Layer  1 : None
Layer Width =     2.E+04 A ;
  Layer # 1- Density = 5.846E22 atoms/cm3 = 10.47 g/cm3
  Layer # 1- Ag = 100  Atomic Percent = 100  Mass Percent
====================================================================
 Total Ions calculated =50000.00
 Total Target Vacancies     = 5 /Ion

==========================================================
  Table Units are  >>>> Vacancies/(Angstrom-Ion)  <<<<  
==========================================================
   TARGET     VACANCIES     VACANCIES 
   DEPTH         by            by     
   (Ang.)       IONS         RECOILS  
-----------  -----------  ------------
200010.E-03  1150.00E-08  1149.83E-08  
400010.E-03  3280.00E-08  4105.90E-08  
600010.E-03  6260.00E-08  5886.29E-08  
800010.E-03  9860.00E-08  1240.48E-07  
100001.E-02  1345.00E-07  1579.82E-07  
120001.E-02  1433.00E-07  1689.69E-07  
140001.E-02  9210.00E-08  1020.19E-07  
160001.E-02  1113.00E-07  1135.00E-07  
180001.E-02  1339.00E-07  1393.81E-07  
200001.E-02  1508.00E-07  1800.76E-07  
220001.E-02  1642.00E-07  1656.05E-07  
240001.E-02  1654.00E-07  1727.33E-07  
260001.E-02  1769.00E-07  1728.61E-07  
280001.E-02  1905.00E-07  1821.85E-07  
300001.E-02  1995.00E-07  1941.75E-07  
320001.E-02  2081.00E-07  2147.28E-07  
340001.E-02  2246.00E-07  2118.67E-07  
360001.E-02  2444.00E-07  2353.83E-07  
380001.E-02  2574.00E-07  2176.18E-07  
400001.E-02  2732.00E-07  2648.49E-07  
420001.E-02  3028.00E-07  2559.30E-07  
440001.E-02  3251.00E-07  2759.04E-07  
460001.E-02  3479.00E-07  2677.72E-07  
480001.E-02  3755.00E-07  2703.60E-07  
500001.E-02  4286.00E-07  2709.18E-07  
520001.E-02  4739.00E-07  3135.17E-07  
540001.E-02  5276.00E-07  3021.74E-07  
560001.E-02  6004.00E-07  3276.37E-07  
580001.E-02  6719.00E-07  3169.36E-07  
600001.E-02  7342.00E-07  3372.38E-07  
620001.E-02  8036.00E-07  3304.56E-07  
640001.E-02  8708.00E-07  3110.53E-07  
660001.E-02  9508.00E-07  2967.86E-07  
680001.E-02  9715.00E-07  2594.84E-07  
700001.E-02  9625.00E-07  2211.33E-07  
720001.E-02  9102.00E-07  1785.85E-07  
740001.E-02  8132.00E-07  1247.72E-07  
760001.E-02  6675.00E-07  8540.09E-08  
780001.E-02  5068.00E-07  5563.25E-08  
800001.E-02  3382.00E-07  3093.47E-08  
820001.E-02  2134.00E-07  1586.55E-08  
840001.E-02  1157.00E-07  6569.88E-09  
860001.E-02  5690.00E-08  2811.87E-09  
880001.E-02  2280.00E-08  1269.26E-09  
900001.E-02  1060.00E-08  3848.39E-10  
920001.E-02  4300.00E-09  4774.64E-11  
940001.E-02  1900.00E-09  2850.92E-11  
960001.E-02  3000.00E-10  0000.00E+00  
980001.E-02  4000.00E-10  0000.00E+00  
100000.E-01  0000.00E+00  0000.00E+00  
102000.E-01  0000.00E+00  0000.00E+00  
