# Ic = 6.11 A, n = 19.45 , Tavg = 22.00 K, ffj51-45e19pm2-0nA-03T-22k
#datetime                        t_s     iHTS_A                vHTS_V                tHTS_K  tTAR_K  tHOL_K  tSPA_K
0202-04-02_05:10:52.594000      69971.72        8.37066300e-03       -4.18588462e-09  21.9791  19.0931  19.2705  0.0000
0202-04-02_05:10:52.953000      69972.08        2.11192300e-01        9.57321538e-09  21.9791  19.0931  19.2705  0.0000
0202-04-02_05:10:53.300000      69972.43        4.09393200e-01       -6.85098462e-09  21.9791  19.0931  19.2705  0.0000
0202-04-02_05:10:53.652000      69972.78        6.08497000e-01       -2.32751846e-08  21.9816  19.1087  19.2852  0.0000
0202-04-02_05:10:54             69973.12        8.07064800e-01       -4.80568462e-09  21.9816  19.1087  19.2852  0.0000
0202-04-02_05:10:54.363000      69973.49        1.00580500e+00        3.12751538e-09  21.9816  19.1087  19.2852  0.0000
0202-04-02_05:10:54.723000      69973.85        1.20437200e+00       -7.84228462e-09  21.9897  19.0983  19.2969  0.0000
0202-04-02_05:10:55.070000      69974.20        1.40326100e+00       -1.21788846e-08  21.9897  19.0983  19.2969  0.0000
0202-04-02_05:10:55.420000      69974.55        1.60186700e+00       -1.83757846e-08  21.9897  19.0983  19.2969  0.0000
0202-04-02_05:10:55.785000      69974.91        1.80093300e+00       -1.37273846e-08  21.9714  19.0994  19.2634  0.0000
0202-04-02_05:10:56.133000      69975.26        1.99955600e+00       -1.33554846e-08  21.9714  19.0994  19.2634  0.0000
0202-04-02_05:10:56.492000      69975.62        2.19848300e+00       -8.35984615e-10  21.9914  19.1060  19.3059  0.0000
0202-04-02_05:10:56.850000      69975.98        2.39702000e+00       -3.31508462e-09  21.9914  19.1060  19.3059  0.0000
0202-04-02_05:10:57.195000      69976.32        2.59598600e+00       -4.55458462e-09  21.9914  19.1060  19.3059  0.0000
0202-04-02_05:10:57.547000      69976.67        2.79475700e+00       -5.29838462e-09  21.9785  19.0922  19.2645  0.0000
0202-04-02_05:10:57.890000      69977.02        2.99366400e+00       -4.18278462e-09  21.9785  19.0922  19.2645  0.0000
0202-04-02_05:10:58.242000      69977.37        3.19197600e+00       -4.98848462e-09  21.9785  19.0922  19.2645  0.0000
0202-04-02_05:10:58.590000      69977.71        3.39099400e+00       -8.33528462e-09  21.9797  19.1069  19.2908  0.0000
0202-04-02_05:10:58.938000      69978.06        3.58989500e+00       -9.82278462e-09  21.9797  19.1069  19.2908  0.0000
0202-04-02_05:10:59.285000      69978.41        3.78840000e+00       -1.28596846e-08  21.9797  19.1069  19.2908  0.0000
0202-04-02_05:10:59.633000      69978.76        3.98750800e+00       -1.91194846e-08  21.9916  19.0963  19.2945  0.0000
0202-04-02_05:10:59.992000      69979.12        4.18577200e+00       -1.60825846e-08  21.9916  19.0963  19.2945  0.0000
0202-04-02_05:11:00.400000      69979.52        4.38424200e+00       -1.12482846e-08  21.9916  19.0963  19.2945  0.0000
0202-04-02_05:11:00.750000      69979.88        4.58320000e+00       -8.89828462e-09  21.9710  19.0982  19.2619  0.0000
0202-04-02_05:11:01.098000      69980.22        4.78185700e+00       -3.38998462e-09  21.9710  19.0982  19.2619  0.0000
0202-04-02_05:11:01.453000      69980.58        4.98107500e+00       -1.04554846e-08  21.9710  19.0982  19.2619  0.0000
0202-04-02_05:11:01.800000      69980.92        5.17919200e+00       -3.08008462e-09  21.9874  19.1053  19.3051  0.0000
0202-04-02_05:11:02.145000      69981.27        5.37821800e+00        6.96031538e-09  21.9874  19.1053  19.3051  0.0000
0202-04-02_05:11:02.492000      69981.62        5.57678600e+00        2.36325154e-08  21.9736  19.0920  19.2601  0.0000
0202-04-02_05:11:02.840000      69981.97        5.77553700e+00        5.91460154e-08  21.9736  19.0920  19.2601  0.0000
0202-04-02_05:11:03.188000      69982.31        5.97380500e+00        1.22487715e-07  21.9736  19.0920  19.2601  0.0000
0202-04-02_05:11:03.535000      69982.66        6.17315600e+00        2.44584715e-07  21.9845  19.1074  19.2905  0.0000
0202-04-02_05:11:03.883000      69983.01        6.37179500e+00        4.37336815e-07  21.9845  19.1074  19.2905  0.0000
0202-04-02_05:11:04.230000      69983.36        6.57015900e+00        7.84290715e-07  21.9845  19.1074  19.2905  0.0000
0202-04-02_05:11:04.582000      69983.71        6.76906500e+00        1.36713362e-06  21.9931  19.0973  19.2919  0.0000
0202-04-02_05:11:04.930000      69984.05        6.96759300e+00        2.88411172e-06  21.9931  19.0973  19.2919  0.0000
0202-04-02_05:11:05.280000      69984.41        7.16622500e+00        4.82464869e-06  21.9931  19.0973  19.2919  0.0000
0202-04-02_05:11:05.633000      69984.76        7.36485300e+00        7.76941823e-06  21.9702  19.0993  19.2674  0.0000
0202-04-02_05:11:05.977000      69985.10        7.56383300e+00        1.24344543e-05  21.9702  19.0993  19.2674  0.0000
0202-04-02_05:11:06.355000      69985.48        7.76222500e+00        1.96475084e-05  21.9702  19.0993  19.2674  0.0000
0202-04-02_05:11:06.734000      69985.86        7.96117000e+00        3.23505741e-05  21.9977  19.1059  19.3109  0.0000
