====== pysrim run =======
        SRIM-2013.00
==========================================
    Ion and Target VACANCY production     
  See SRIM Outputs\TDATA.txt for calc. details
==========================================
--------------------------------------------------------------------
    Recoil/Damage Calculations made with Kinchin-Pease Estimates    
--------------------------------------------------------------------
 See file :  SRIM Outputs\TDATA.txt for calculation data
 Ion    =  H   Energy = 1200 keV
============= TARGET MATERIAL ======================================
Layer  1 : None
Layer Width =     1.E+05 A ;
  Layer # 1- Density = 7.403E22 atoms/cm3 = 6.3 g/cm3
  Layer # 1-  Y = 7.69 Atomic Percent = 13.3 Mass Percent
  Layer # 1- Ba = 15.3 Atomic Percent = 41.2 Mass Percent
  Layer # 1- Cu = 23.0 Atomic Percent = 28.6 Mass Percent
  Layer # 1-  O = 53.8 Atomic Percent = 16.8 Mass Percent
====================================================================
 Total Ions calculated =50000.00
 Total Target Vacancies     = 19 /Ion

==========================================================
  Table Units are  >>>> Vacancies/(Angstrom-Ion)  <<<<  
==========================================================
   TARGET     VACANCIES     VACANCIES 
   DEPTH         by            by     
   (Ang.)       IONS         RECOILS  
-----------  -----------  ------------
140001.E-02  1500.00E-09  2728.94E-09  
280001.E-02  5171.43E-09  1198.87E-08  
420001.E-02  9142.86E-09  1655.51E-08  
560001.E-02  1431.43E-08  2681.64E-08  
700001.E-02  1930.00E-08  4326.62E-08  
840001.E-02  9242.86E-09  2053.71E-08  
980001.E-02  1122.86E-08  1666.80E-08  
112000.E-01  1324.29E-08  2224.46E-08  
126000.E-01  1491.43E-08  2428.63E-08  
140000.E-01  1565.71E-08  2186.23E-08  
154000.E-01  1481.43E-08  2898.66E-08  
168000.E-01  1612.86E-08  3411.17E-08  
182000.E-01  1645.71E-08  2889.85E-08  
196000.E-01  1598.57E-08  3146.66E-08  
210000.E-01  1587.14E-08  3178.75E-08  
224000.E-01  1512.86E-08  2360.74E-08  
238000.E-01  1694.29E-08  3522.67E-08  
252000.E-01  1660.00E-08  2486.69E-08  
266000.E-01  1754.29E-08  3184.96E-08  
280000.E-01  1774.29E-08  3134.63E-08  
294000.E-01  1738.57E-08  3518.34E-08  
308000.E-01  1705.71E-08  2604.96E-08  
322000.E-01  1758.57E-08  2997.16E-08  
336000.E-01  1834.29E-08  4158.99E-08  
350000.E-01  1721.43E-08  2482.08E-08  
364000.E-01  1804.29E-08  4527.88E-08  
378000.E-01  1830.00E-08  4684.35E-08  
392000.E-01  1955.71E-08  3360.76E-08  
406000.E-01  1938.57E-08  3290.11E-08  
420000.E-01  1951.43E-08  4232.83E-08  
434000.E-01  1974.29E-08  3017.94E-08  
448000.E-01  1934.29E-08  3236.20E-08  
462000.E-01  1917.14E-08  3831.38E-08  
476000.E-01  2077.14E-08  3757.31E-08  
490000.E-01  2018.57E-08  3916.03E-08  
504000.E-01  2092.86E-08  3696.39E-08  
518000.E-01  2060.00E-08  5503.06E-08  
532000.E-01  2172.86E-08  3741.45E-08  
546000.E-01  2154.29E-08  4375.93E-08  
560000.E-01  2175.71E-08  6402.23E-08  
574000.E-01  2214.29E-08  4973.71E-08  
588000.E-01  2331.43E-08  4648.38E-08  
602000.E-01  2298.57E-08  3224.41E-08  
616000.E-01  2237.14E-08  5459.66E-08  
630000.E-01  2441.43E-08  4001.57E-08  
644000.E-01  2428.57E-08  5726.33E-08  
658000.E-01  2540.00E-08  6594.75E-08  
672000.E-01  2461.43E-08  7532.27E-08  
686000.E-01  2555.71E-08  5875.19E-08  
700000.E-01  2601.43E-08  5056.54E-08  
714000.E-01  2765.71E-08  7204.87E-08  
728000.E-01  2734.29E-08  6397.47E-08  
742000.E-01  2791.43E-08  5214.26E-08  
756000.E-01  2780.00E-08  5387.67E-08  
770000.E-01  2904.29E-08  5947.17E-08  
784000.E-01  2928.57E-08  6717.46E-08  
798000.E-01  3052.86E-08  5754.50E-08  
812000.E-01  3025.71E-08  8152.33E-08  
826000.E-01  3235.71E-08  5244.62E-08  
840000.E-01  3244.29E-08  5577.99E-08  
854000.E-01  3254.29E-08  6413.19E-08  
868000.E-01  3558.57E-08  6208.57E-08  
882000.E-01  3734.29E-08  6388.40E-08  
896000.E-01  3791.43E-08  8731.00E-08  
910000.E-01  3867.14E-08  7338.91E-08  
924000.E-01  4181.43E-08  8064.06E-08  
938000.E-01  4145.71E-08  7447.53E-08  
952000.E-01  4402.86E-08  8143.72E-08  
966000.E-01  4550.00E-08  8897.60E-08  
980000.E-01  5054.29E-08  8251.80E-08  
994000.E-01  5188.57E-08  1010.83E-07  
100800.E+00  5731.43E-08  1102.02E-07  
102200.E+00  5890.00E-08  1132.39E-07  
103600.E+00  6361.43E-08  1144.25E-07  
105000.E+00  6892.86E-08  1344.05E-07  
