====== pysrim run =======
        SRIM-2013.00
==========================================
    Ion and Target VACANCY production     
  See SRIM Outputs\TDATA.txt for calc. details
==========================================
--------------------------------------------------------------------
    Recoil/Damage Calculations made with Kinchin-Pease Estimates    
--------------------------------------------------------------------
 See file :  SRIM Outputs\TDATA.txt for calculation data
 Ion    =  H   Energy = 1200 keV
============= TARGET MATERIAL ======================================
Layer  1 : None
Layer Width =     1.E+05 A ;
  Layer # 1- Density = 7.403E22 atoms/cm3 = 6.3 g/cm3
  Layer # 1-  Y = 7.69 Atomic Percent = 13.3 Mass Percent
  Layer # 1- Ba = 15.3 Atomic Percent = 41.2 Mass Percent
  Layer # 1- Cu = 23.0 Atomic Percent = 28.6 Mass Percent
  Layer # 1-  O = 53.8 Atomic Percent = 16.8 Mass Percent
====================================================================
 Total Ions calculated =50000.00
 Total Target Vacancies     = 20 /Ion

==========================================================
  Table Units are  >>>> Vacancies/(Angstrom-Ion)  <<<<  
==========================================================
   TARGET     VACANCIES     VACANCIES 
   DEPTH         by            by     
   (Ang.)       IONS         RECOILS  
-----------  -----------  ------------
140001.E-02  1485.71E-09  2023.06E-09  
280001.E-02  5685.71E-09  6619.33E-09  
420001.E-02  8485.71E-09  1854.90E-08  
560001.E-02  1381.43E-08  3179.52E-08  
700001.E-02  1902.86E-08  4992.84E-08  
840001.E-02  8471.43E-09  2305.97E-08  
980001.E-02  1098.57E-08  1843.32E-08  
112000.E-01  1331.43E-08  1772.09E-08  
126000.E-01  1338.57E-08  3310.80E-08  
140000.E-01  1550.00E-08  6561.16E-08  
154000.E-01  1574.29E-08  5782.74E-08  
168000.E-01  1610.00E-08  3998.14E-08  
182000.E-01  1511.43E-08  3658.86E-08  
196000.E-01  1571.43E-08  2850.71E-08  
210000.E-01  1632.86E-08  4497.86E-08  
224000.E-01  1602.86E-08  3195.86E-08  
238000.E-01  1694.29E-08  5231.49E-08  
252000.E-01  1712.86E-08  2212.50E-08  
266000.E-01  1678.57E-08  3949.27E-08  
280000.E-01  1645.71E-08  4639.61E-08  
294000.E-01  1675.71E-08  3598.43E-08  
308000.E-01  1812.86E-08  4761.89E-08  
322000.E-01  1838.57E-08  2853.37E-08  
336000.E-01  1822.86E-08  3549.08E-08  
350000.E-01  1777.14E-08  3647.37E-08  
364000.E-01  1818.57E-08  6951.89E-08  
378000.E-01  1804.29E-08  3799.36E-08  
392000.E-01  1897.14E-08  3859.86E-08  
406000.E-01  1867.14E-08  3586.23E-08  
420000.E-01  1867.14E-08  4005.52E-08  
434000.E-01  1911.43E-08  3293.06E-08  
448000.E-01  1992.86E-08  4194.24E-08  
462000.E-01  1855.71E-08  4617.10E-08  
476000.E-01  1974.29E-08  3410.89E-08  
490000.E-01  2051.43E-08  3613.01E-08  
504000.E-01  1990.00E-08  3562.50E-08  
518000.E-01  2065.71E-08  4967.44E-08  
532000.E-01  2147.14E-08  5850.19E-08  
546000.E-01  2110.00E-08  5889.55E-08  
560000.E-01  2131.43E-08  3578.38E-08  
574000.E-01  2192.86E-08  3354.12E-08  
588000.E-01  2274.29E-08  3837.72E-08  
602000.E-01  2321.43E-08  6447.40E-08  
616000.E-01  2320.00E-08  4272.30E-08  
630000.E-01  2477.14E-08  5299.34E-08  
644000.E-01  2501.43E-08  5409.13E-08  
658000.E-01  2542.86E-08  5293.47E-08  
672000.E-01  2601.43E-08  4196.86E-08  
686000.E-01  2581.43E-08  5137.39E-08  
700000.E-01  2522.86E-08  6840.85E-08  
714000.E-01  2644.29E-08  3788.41E-08  
728000.E-01  2811.43E-08  6125.46E-08  
742000.E-01  2910.00E-08  6939.98E-08  
756000.E-01  2765.71E-08  4892.58E-08  
770000.E-01  2802.86E-08  5424.26E-08  
784000.E-01  3048.57E-08  7071.35E-08  
798000.E-01  3151.43E-08  6985.16E-08  
812000.E-01  3221.43E-08  7827.52E-08  
826000.E-01  3350.00E-08  6075.91E-08  
840000.E-01  3270.00E-08  6610.14E-08  
854000.E-01  3555.71E-08  4852.31E-08  
868000.E-01  3715.71E-08  5745.52E-08  
882000.E-01  3650.00E-08  7007.22E-08  
896000.E-01  3827.14E-08  7364.73E-08  
910000.E-01  3934.29E-08  7220.54E-08  
924000.E-01  4094.29E-08  6881.32E-08  
938000.E-01  4192.86E-08  7232.06E-08  
952000.E-01  4558.57E-08  1205.74E-07  
966000.E-01  4750.00E-08  1001.45E-07  
980000.E-01  4964.29E-08  1044.93E-07  
994000.E-01  5220.00E-08  1006.34E-07  
100800.E+00  5677.14E-08  8539.68E-08  
102200.E+00  5844.29E-08  1023.77E-07  
103600.E+00  6357.14E-08  1153.59E-07  
105000.E+00  7031.43E-08  1384.81E-07  
