# Ic = 2.13 A, n = 13.32 , Tavg = 50.08 K, 45e19pm2-anneal300-720min-0nA-03T-50k-
#datetime                        t_s     iHTS_A                vHTS_V                tHTS_K  tTAR_K  tHOL_K  tSPA_K
0202-04-03_15:00:00.920000      191720.05        9.21770300e-03       -4.03384615e-09  50.0794  48.8194  49.1204  0.0000
0202-04-03_15:00:01.270000      191720.40        4.32662900e-02       -1.17811462e-08  50.0794  48.8194  49.1204  0.0000
0202-04-03_15:00:01.630000      191720.75        7.33953800e-02       -1.24009462e-08  50.0548  48.8201  49.0985  0.0000
0202-04-03_15:00:01.977000      191721.10        1.03169500e-01       -1.63055462e-08  50.0548  48.8201  49.0985  0.0000
0202-04-03_15:00:02.332000      191721.46        1.32676500e-01       -2.04581462e-08  50.0548  48.8201  49.0985  0.0000
0202-04-03_15:00:02.758000      191721.88        1.62627100e-01       -2.37429462e-08  50.0453  48.8205  49.0991  0.0000
0202-04-03_15:00:03.117000      191722.24        1.92546700e-01       -3.16142462e-08  50.0453  48.8205  49.0991  0.0000
0202-04-03_15:00:03.473000      191722.60        2.22522700e-01       -3.35355462e-08  50.0521  48.8202  49.1231  0.0000
0202-04-03_15:00:03.820000      191722.95        2.51817400e-01       -2.01482462e-08  50.0521  48.8202  49.1231  0.0000
0202-04-03_15:00:04.168000      191723.29        2.81539600e-01       -1.10994462e-08  50.0521  48.8202  49.1231  0.0000
0202-04-03_15:00:04.516000      191723.64        3.11380700e-01       -3.29014615e-09  50.0642  48.8198  49.1015  0.0000
0202-04-03_15:00:04.875000      191724.00        3.41506600e-01       -1.91566462e-08  50.0642  48.8198  49.1015  0.0000
0202-04-03_15:00:05.223000      191724.35        3.71380200e-01       -2.60361462e-08  50.0642  48.8198  49.1015  0.0000
0202-04-03_15:00:05.570000      191724.70        4.00895800e-01       -1.03556462e-08  50.0621  48.8208  49.1115  0.0000
0202-04-03_15:00:05.918000      191725.04        4.31012800e-01        1.60615385e-09  50.0621  48.8208  49.1115  0.0000
0202-04-03_15:00:06.266000      191725.39        4.60654900e-01       -3.72554615e-09  50.0621  48.8208  49.1115  0.0000
0202-04-03_15:00:06.625000      191725.75        4.90033400e-01        8.60655385e-09  50.0657  48.8197  49.1186  0.0000
0202-04-03_15:00:06.973000      191726.10        5.19985700e-01       -2.26304462e-08  50.0657  48.8197  49.1186  0.0000
0202-04-03_15:00:07.340000      191726.46        5.49858000e-01       -1.84159462e-08  50.0657  48.8197  49.1186  0.0000
0202-04-03_15:00:07.734000      191726.86        5.79497100e-01       -3.23124615e-09  50.0937  48.8203  49.1257  0.0000
0202-04-03_15:00:08.082000      191727.21        6.09624500e-01        3.06708538e-08  50.0937  48.8203  49.1257  0.0000
0202-04-03_15:00:08.438000      191727.56        6.39719800e-01        1.69116538e-08  50.0937  48.8203  49.1257  0.0000
0202-04-03_15:00:08.805000      191727.93        6.69743300e-01       -1.94695462e-08  50.0446  48.8197  49.1157  0.0000
0202-04-03_15:00:09.152000      191728.28        6.99174600e-01       -5.38055462e-08  50.0446  48.8197  49.1157  0.0000
0202-04-03_15:00:09.504000      191728.63        7.28688400e-01       -1.46972462e-08  50.0283  48.8190  49.0980  0.0000
0202-04-03_15:00:09.860000      191728.99        7.58401700e-01       -1.12264462e-08  50.0283  48.8190  49.0980  0.0000
0202-04-03_15:00:10.207000      191729.33        7.89302400e-01       -2.92134615e-09  50.0283  48.8190  49.0980  0.0000
0202-04-03_15:00:10.560000      191729.68        8.18129600e-01        5.25492538e-08  50.0335  48.8190  49.0997  0.0000
0202-04-03_15:00:10.906000      191730.03        8.47883000e-01        4.03395538e-08  50.0335  48.8190  49.0997  0.0000
0202-04-03_15:00:11.254000      191730.38        8.77691300e-01       -1.21561462e-08  50.0335  48.8190  49.0997  0.0000
0202-04-03_15:00:11.613000      191730.74        9.07668800e-01       -2.16388462e-08  50.0429  48.8192  49.1122  0.0000
0202-04-03_15:00:11.960000      191731.08        9.37879300e-01       -3.03781462e-08  50.0429  48.8192  49.1122  0.0000
0202-04-03_15:00:12.310000      191731.43        9.67299400e-01       -2.21980462e-08  50.0429  48.8192  49.1122  0.0000
0202-04-03_15:00:12.656000      191731.78        9.96810800e-01       -2.88921462e-08  50.0681  48.8200  49.1155  0.0000
0202-04-03_15:00:13.004000      191732.13        1.02681900e+00       -2.38718462e-08  50.0681  48.8200  49.1155  0.0000
0202-04-03_15:00:13.426000      191732.55        1.05632600e+00        6.93135385e-09  50.0681  48.8200  49.1155  0.0000
0202-04-03_15:00:13.793000      191732.92        1.08640400e+00       -2.39338462e-08  50.0537  48.8206  49.1057  0.0000
0202-04-03_15:00:14.152000      191733.28        1.11618000e+00       -3.03795462e-08  50.0537  48.8206  49.1057  0.0000
0202-04-03_15:00:14.504000      191733.63        1.14626400e+00       -2.54833462e-08  50.0531  48.8197  49.1087  0.0000
0202-04-03_15:00:14.850000      191733.98        1.17596700e+00       -1.61245462e-08  50.0531  48.8197  49.1087  0.0000
0202-04-03_15:00:15.200000      191734.32        1.20563700e+00       -2.17026462e-08  50.0531  48.8197  49.1087  0.0000
0202-04-03_15:00:15.547000      191734.67        1.23573600e+00       -1.95953462e-08  50.0691  48.8204  49.1102  0.0000
0202-04-03_15:00:15.900000      191735.02        1.26552300e+00       -2.51114462e-08  50.0691  48.8204  49.1102  0.0000
0202-04-03_15:00:16.246000      191735.37        1.29519000e+00       -2.56692462e-08  50.0691  48.8204  49.1102  0.0000
0202-04-03_15:00:16.605000      191735.73        1.32511300e+00       -2.95738462e-08  50.0518  48.8196  49.1079  0.0000
0202-04-03_15:00:16.953000      191736.08        1.35494100e+00       -2.69707462e-08  50.0518  48.8196  49.1079  0.0000
0202-04-03_15:00:17.300000      191736.43        1.38467700e+00       -2.62270462e-08  50.0518  48.8196  49.1079  0.0000
0202-04-03_15:00:17.650000      191736.77        1.41467400e+00       -1.73021462e-08  50.0749  48.8194  49.1130  0.0000
0202-04-03_15:00:17.996000      191737.12        1.44437500e+00       -2.13289462e-08  50.0749  48.8194  49.1130  0.0000
0202-04-03_15:00:18.400000      191737.52        1.47430200e+00       -3.26072462e-08  50.0749  48.8194  49.1130  0.0000
0202-04-03_15:00:18.766000      191737.89        1.50379400e+00       -2.26287462e-08  50.0921  48.8199  49.1372  0.0000
0202-04-03_15:00:19.113000      191738.24        1.53379300e+00       -2.39303462e-08  50.0921  48.8199  49.1372  0.0000
0202-04-03_15:00:19.470000      191738.59        1.56326000e+00       -1.93439462e-08  50.0590  48.8194  49.1241  0.0000
0202-04-03_15:00:19.812000      191738.94        1.59326200e+00       -1.19684462e-08  50.0590  48.8194  49.1241  0.0000
0202-04-03_15:00:20.160000      191739.29        1.62336200e+00       -1.25882462e-08  50.0590  48.8194  49.1241  0.0000
0202-04-03_15:00:20.508000      191739.63        1.65300300e+00       -1.27742462e-08  50.0525  48.8202  49.0968  0.0000
0202-04-03_15:00:20.867000      191739.99        1.68290800e+00       -4.34514615e-09  50.0525  48.8202  49.0968  0.0000
0202-04-03_15:00:21.227000      191740.35        1.71262500e+00       -1.01091462e-08  50.0525  48.8202  49.0968  0.0000
0202-04-03_15:00:21.586000      191740.71        1.74228700e+00       -1.25262462e-08  50.0607  48.8190  49.1091  0.0000
0202-04-03_15:00:21.934000      191741.06        1.77236200e+00       -7.32014615e-09  50.0607  48.8190  49.1091  0.0000
0202-04-03_15:00:22.280000      191741.41        1.80204400e+00       -3.41544615e-09  50.0607  48.8190  49.1091  0.0000
0202-04-03_15:00:22.630000      191741.75        1.83173800e+00       -2.85764615e-09  50.0505  48.8194  49.0996  0.0000
0202-04-03_15:00:22.977000      191742.10        1.86178000e+00       -4.46914615e-09  50.0505  48.8194  49.0996  0.0000
0202-04-03_15:00:23.363000      191742.49        1.89147100e+00        1.25129538e-08  50.0505  48.8194  49.0996  0.0000
0202-04-03_15:00:23.758000      191742.88        1.92147600e+00        2.79482538e-08  50.0616  48.8195  49.1177  0.0000
0202-04-03_15:00:24.113000      191743.24        1.95096900e+00        3.72504538e-08  50.0616  48.8195  49.1177  0.0000
0202-04-03_15:00:24.465000      191743.59        1.98109900e+00        4.27054538e-08  50.0675  48.8199  49.1107  0.0000
0202-04-03_15:00:24.820000      191743.95        2.01088800e+00        6.17327538e-08  50.0675  48.8199  49.1107  0.0000
0202-04-03_15:00:25.180000      191744.31        2.04031400e+00        8.15038538e-08  50.0675  48.8199  49.1107  0.0000
0202-04-03_15:00:25.527000      191744.65        2.07040200e+00        9.75562538e-08  50.0624  48.8187  49.1187  0.0000
0202-04-03_15:00:25.875000      191745.00        2.10019700e+00        1.26128254e-07  50.0624  48.8187  49.1187  0.0000
0202-04-03_15:00:26.223000      191745.35        2.13008600e+00        1.60526254e-07  50.0624  48.8187  49.1187  0.0000
