====== pysrim run =======
        SRIM-2013.00
======================================== 
       Ion and Recoil PHONONS        
 See SRIM Outputs\TDATA.txt for calc. details
======================================== 
--------------------------------------------------------------------
    Recoil/Damage Calculations made with Kinchin-Pease Estimates    
--------------------------------------------------------------------
 See file :  SRIM Outputs\TDATA.txt calculation data
 Ion    =  H   Energy = 2400 keV
============= TARGET MATERIAL ======================================
Layer  1 : None
Layer Width =     4.E+05 AAA ;
  Layer # 1- Density = 7.403E22 atoms/cm3 = 6.3 g/cm3
  Layer # 1-  Y = 7.69 Atomic Percent = 13.3 Mass Percent
  Layer # 1- Ba = 15.3 Atomic Percent = 41.2 Mass Percent
  Layer # 1- Cu = 23.0 Atomic Percent = 28.6 Mass Percent
  Layer # 1-  O = 53.8 Atomic Percent = 16.8 Mass Percent
====================================================================
 Total Ions calculated =50000.00
========================================================
  Table Units are  >>>> Phonons /(Angstrom-Ion)  <<<<  
========================================================
  DEPTH       PHONONS     PHONONS    
  (Ang.)      by ION      by RECOILS 
-----------  -----------  -----------
400001.E-02  522608.E-09  200643.E-09
800001.E-02  475230.E-09  724101.E-09
120000.E-01  461536.E-09  162426.E-08
160000.E-01  447861.E-09  954170.E-09
200000.E-01  428200.E-09  105597.E-08
240000.E-01  427331.E-09  921535.E-09
280000.E-01  426222.E-09  128883.E-08
320000.E-01  427877.E-09  122391.E-08
360000.E-01  429671.E-09  116216.E-08
400000.E-01  435790.E-09  142705.E-08
440000.E-01  438077.E-09  115637.E-08
480000.E-01  440757.E-09  123635.E-08
520000.E-01  445496.E-09  128779.E-08
560000.E-01  450846.E-09  160226.E-08
600000.E-01  455701.E-09  131464.E-08
640000.E-01  457148.E-09  116261.E-08
680000.E-01  461013.E-09  116441.E-08
720000.E-01  467359.E-09  119134.E-08
760000.E-01  466709.E-09  147538.E-08
800000.E-01  467491.E-09  111307.E-08
840000.E-01  472581.E-09  127724.E-08
880000.E-01  478968.E-09  152053.E-08
920000.E-01  481397.E-09  164486.E-08
960000.E-01  487777.E-09  131712.E-08
100000.E+00  492029.E-09  127358.E-08
104000.E+00  495399.E-09  207438.E-08
108000.E+00  504025.E-09  117784.E-08
112000.E+00  509853.E-09  160298.E-08
116000.E+00  516727.E-09  131309.E-08
120000.E+00  520435.E-09  152286.E-08
124000.E+00  526955.E-09  189159.E-08
128000.E+00  532615.E-09  131401.E-08
132000.E+00  537070.E-09  129982.E-08
136000.E+00  544606.E-09  148773.E-08
140000.E+00  553220.E-09  157420.E-08
144000.E+00  558464.E-09  147508.E-08
148000.E+00  566313.E-09  168406.E-08
152000.E+00  571501.E-09  175477.E-08
156000.E+00  579423.E-09  142811.E-08
160000.E+00  588652.E-09  156320.E-08
164000.E+00  598534.E-09  162922.E-08
168000.E+00  600207.E-09  155548.E-08
172000.E+00  608404.E-09  191203.E-08
176000.E+00  616653.E-09  205879.E-08
180000.E+00  626703.E-09  200336.E-08
184000.E+00  631726.E-09  194332.E-08
188000.E+00  641674.E-09  161537.E-08
192000.E+00  656927.E-09  195121.E-08
196000.E+00  673793.E-09  195784.E-08
200000.E+00  685553.E-09  210522.E-08
204000.E+00  689738.E-09  181383.E-08
208000.E+00  695016.E-09  224195.E-08
212000.E+00  706542.E-09  214987.E-08
216000.E+00  723224.E-09  267154.E-08
220000.E+00  742027.E-09  204058.E-08
224000.E+00  756397.E-09  211722.E-08
228000.E+00  767260.E-09  210580.E-08
232000.E+00  789861.E-09  238493.E-08
236000.E+00  806595.E-09  219042.E-08
240000.E+00  823085.E-09  241412.E-08
244000.E+00  834498.E-09  216912.E-08
248000.E+00  862685.E-09  265055.E-08
252000.E+00  898773.E-09  245388.E-08
256000.E+00  920313.E-09  251864.E-08
260000.E+00  944001.E-09  272525.E-08
264000.E+00  963322.E-09  296250.E-08
268000.E+00  992849.E-09  309409.E-08
272000.E+00  103218.E-08  286287.E-08
276000.E+00  107415.E-08  280578.E-08
280000.E+00  110450.E-08  323183.E-08
284000.E+00  116228.E-08  327436.E-08
288000.E+00  120694.E-08  326417.E-08
292000.E+00  125572.E-08  367691.E-08
296000.E+00  132618.E-08  376440.E-08
300000.E+00  139427.E-08  406376.E-08
304000.E+00  150046.E-08  399607.E-08
308000.E+00  160912.E-08  482934.E-08
312000.E+00  174095.E-08  519819.E-08
316000.E+00  191805.E-08  513251.E-08
320000.E+00  216509.E-08  599564.E-08
324000.E+00  249863.E-08  687665.E-08
328000.E+00  311554.E-08  845718.E-08
332000.E+00  420129.E-08  108595.E-07
336000.E+00  615729.E-08  153797.E-07
340000.E+00  893630.E-08  205573.E-07
344000.E+00  115152.E-07  253748.E-07
348000.E+00  115814.E-07  242503.E-07
352000.E+00  912235.E-08  185432.E-07
356000.E+00  539620.E-08  105788.E-07
360000.E+00  237230.E-08  455526.E-08
364000.E+00  754631.E-09  141670.E-08
368000.E+00  182039.E-09  365509.E-09
372000.E+00  251966.E-10  481190.E-10
376000.E+00  216672.E-11  376427.E-11
380000.E+00  801749.E-12  110182.E-11
384000.E+00  000000.E+00  000000.E+00
388000.E+00  000000.E+00  000000.E+00
392000.E+00  000000.E+00  000000.E+00
396000.E+00  000000.E+00  000000.E+00
400000.E+00  000000.E+00  000000.E+00
