====== pysrim run =======
        SRIM-2013.00
==========================================
    Ion and Target VACANCY production     
  See SRIM Outputs\TDATA.txt for calc. details
==========================================
--------------------------------------------------------------------
    Recoil/Damage Calculations made with Kinchin-Pease Estimates    
--------------------------------------------------------------------
 See file :  SRIM Outputs\TDATA.txt for calculation data
 Ion    =  H   Energy = 2400 keV
============= TARGET MATERIAL ======================================
Layer  1 : None
Layer Width =     4.E+05 A ;
  Layer # 1- Density = 7.403E22 atoms/cm3 = 6.3 g/cm3
  Layer # 1-  Y = 7.69 Atomic Percent = 13.3 Mass Percent
  Layer # 1- Ba = 15.3 Atomic Percent = 41.2 Mass Percent
  Layer # 1- Cu = 23.0 Atomic Percent = 28.6 Mass Percent
  Layer # 1-  O = 53.8 Atomic Percent = 16.8 Mass Percent
====================================================================
 Total Ions calculated =50000.00
 Total Target Vacancies     = 27 /Ion

==========================================================
  Table Units are  >>>> Vacancies/(Angstrom-Ion)  <<<<  
==========================================================
   TARGET     VACANCIES     VACANCIES 
   DEPTH         by            by     
   (Ang.)       IONS         RECOILS  
-----------  -----------  ------------
400001.E-02  1325.00E-09  1582.68E-09  
800001.E-02  4495.00E-09  9054.21E-09  
120000.E-01  8040.00E-09  2587.85E-08  
160000.E-01  5210.00E-09  1431.34E-08  
200000.E-01  6375.00E-09  1649.77E-08  
240000.E-01  7210.00E-09  9501.86E-09  
280000.E-01  7670.00E-09  2352.52E-08  
320000.E-01  7500.00E-09  1812.59E-08  
360000.E-01  7440.00E-09  1752.75E-08  
400000.E-01  7600.00E-09  2066.85E-08  
440000.E-01  8370.00E-09  1734.39E-08  
480000.E-01  7805.00E-09  1766.94E-08  
520000.E-01  7990.00E-09  1708.43E-08  
560000.E-01  8660.00E-09  2473.56E-08  
600000.E-01  8200.00E-09  2058.39E-08  
640000.E-01  8265.00E-09  1359.36E-08  
680000.E-01  8430.00E-09  1572.67E-08  
720000.E-01  8070.00E-09  1621.87E-08  
760000.E-01  8475.00E-09  2437.60E-08  
800000.E-01  8490.00E-09  1278.25E-08  
840000.E-01  8925.00E-09  1784.70E-08  
880000.E-01  9005.00E-09  2482.69E-08  
920000.E-01  8575.00E-09  2945.68E-08  
960000.E-01  8935.00E-09  1756.79E-08  
100000.E+00  8855.00E-09  1919.56E-08  
104000.E+00  9175.00E-09  4503.46E-08  
108000.E+00  9355.00E-09  1346.07E-08  
112000.E+00  9220.00E-09  2449.27E-08  
116000.E+00  9305.00E-09  1693.06E-08  
120000.E+00  9620.00E-09  2598.02E-08  
124000.E+00  9160.00E-09  3533.45E-08  
128000.E+00  9715.00E-09  1743.60E-08  
132000.E+00  1000.50E-08  1480.20E-08  
136000.E+00  1023.50E-08  2376.62E-08  
140000.E+00  1007.00E-08  2441.52E-08  
144000.E+00  9860.00E-09  1822.51E-08  
148000.E+00  1031.50E-08  2596.41E-08  
152000.E+00  1038.00E-08  2986.94E-08  
156000.E+00  1060.00E-08  1652.79E-08  
160000.E+00  1085.50E-08  2079.83E-08  
164000.E+00  1101.50E-08  1966.24E-08  
168000.E+00  1075.00E-08  1911.81E-08  
172000.E+00  1109.50E-08  2946.09E-08  
176000.E+00  1169.50E-08  3319.36E-08  
180000.E+00  1130.50E-08  3117.01E-08  
184000.E+00  1138.00E-08  3390.86E-08  
188000.E+00  1225.00E-08  2071.30E-08  
192000.E+00  1235.00E-08  2942.41E-08  
196000.E+00  1241.50E-08  2832.03E-08  
200000.E+00  1282.00E-08  3516.37E-08  
204000.E+00  1265.00E-08  2566.40E-08  
208000.E+00  1303.50E-08  3799.68E-08  
212000.E+00  1373.50E-08  3434.67E-08  
216000.E+00  1376.50E-08  5202.75E-08  
220000.E+00  1409.00E-08  2817.82E-08  
224000.E+00  1480.50E-08  3085.77E-08  
228000.E+00  1476.00E-08  2886.93E-08  
232000.E+00  1468.50E-08  4046.62E-08  
236000.E+00  1591.50E-08  3048.20E-08  
240000.E+00  1609.50E-08  3452.64E-08  
244000.E+00  1630.00E-08  2959.41E-08  
248000.E+00  1688.00E-08  4133.11E-08  
252000.E+00  1711.00E-08  3489.00E-08  
256000.E+00  1753.00E-08  3612.61E-08  
260000.E+00  1841.00E-08  4038.05E-08  
264000.E+00  1925.00E-08  4728.90E-08  
268000.E+00  1993.00E-08  4914.94E-08  
272000.E+00  2020.00E-08  3789.36E-08  
276000.E+00  2122.00E-08  3539.67E-08  
280000.E+00  2196.00E-08  4870.76E-08  
284000.E+00  2381.50E-08  4673.19E-08  
288000.E+00  2439.50E-08  4308.13E-08  
292000.E+00  2523.50E-08  5739.29E-08  
296000.E+00  2741.00E-08  5422.32E-08  
300000.E+00  2896.00E-08  5732.93E-08  
