====== pysrim run =======
        SRIM-2013.00
==========================================
    Ion and Target VACANCY production     
  See SRIM Outputs\TDATA.txt for calc. details
==========================================
--------------------------------------------------------------------
    Recoil/Damage Calculations made with Kinchin-Pease Estimates    
--------------------------------------------------------------------
 See file :  SRIM Outputs\TDATA.txt for calculation data
 Ion    =  H   Energy = 150 keV
============= TARGET MATERIAL ======================================
Layer  1 : None
Layer Width =     2.E+04 A ;
  Layer # 1- Density = 5.846E22 atoms/cm3 = 10.47 g/cm3
  Layer # 1- Ag = 100  Atomic Percent = 100  Mass Percent
====================================================================
 Total Ions calculated =50000.00
 Total Target Vacancies     = 5 /Ion

==========================================================
  Table Units are  >>>> Vacancies/(Angstrom-Ion)  <<<<  
==========================================================
   TARGET     VACANCIES     VACANCIES 
   DEPTH         by            by     
   (Ang.)       IONS         RECOILS  
-----------  -----------  ------------
200010.E-03  1530.00E-08  1741.87E-08  
400010.E-03  3660.00E-08  4003.03E-08  
600010.E-03  5810.00E-08  5819.17E-08  
800010.E-03  9200.00E-08  1068.84E-07  
100001.E-02  1293.00E-07  1710.42E-07  
120001.E-02  1357.00E-07  1460.55E-07  
140001.E-02  8910.00E-08  8672.81E-08  
160001.E-02  1182.00E-07  1439.47E-07  
180001.E-02  1317.00E-07  1447.47E-07  
200001.E-02  1511.00E-07  1374.85E-07  
220001.E-02  1642.00E-07  1802.96E-07  
240001.E-02  1650.00E-07  1664.34E-07  
260001.E-02  1797.00E-07  1961.73E-07  
280001.E-02  1931.00E-07  1981.39E-07  
300001.E-02  1921.00E-07  2054.81E-07  
320001.E-02  2063.00E-07  2067.71E-07  
340001.E-02  2204.00E-07  1844.75E-07  
360001.E-02  2374.00E-07  2115.74E-07  
380001.E-02  2584.00E-07  2218.01E-07  
400001.E-02  2779.00E-07  2246.11E-07  
420001.E-02  2924.00E-07  2354.67E-07  
440001.E-02  3307.00E-07  2693.75E-07  
460001.E-02  3555.00E-07  2748.19E-07  
480001.E-02  3790.00E-07  2788.54E-07  
500001.E-02  4286.00E-07  2881.47E-07  
520001.E-02  4671.00E-07  3034.58E-07  
540001.E-02  5403.00E-07  3122.13E-07  
560001.E-02  5952.00E-07  3153.25E-07  
580001.E-02  6624.00E-07  3278.38E-07  
600001.E-02  7424.00E-07  3416.42E-07  
620001.E-02  8219.00E-07  3247.73E-07  
640001.E-02  8909.00E-07  3230.85E-07  
660001.E-02  9397.00E-07  3018.94E-07  
680001.E-02  9842.00E-07  2769.40E-07  
700001.E-02  9667.00E-07  2285.05E-07  
720001.E-02  9016.00E-07  1706.74E-07  
740001.E-02  8114.00E-07  1252.47E-07  
760001.E-02  6629.00E-07  8409.49E-08  
780001.E-02  4893.00E-07  5044.76E-08  
800001.E-02  3372.00E-07  2793.49E-08  
820001.E-02  2012.00E-07  1305.69E-08  
840001.E-02  1198.00E-07  5204.71E-09  
860001.E-02  5870.00E-08  2340.64E-09  
880001.E-02  3130.00E-08  1129.65E-09  
900001.E-02  1470.00E-08  3603.20E-10  
920001.E-02  4800.00E-09  5949.88E-11  
940001.E-02  2000.00E-09  4173.08E-11  
960001.E-02  2000.00E-10  0000.00E+00  
980001.E-02  2000.00E-10  0000.00E+00  
100000.E-01  0000.00E+00  0000.00E+00  
102000.E-01  0000.00E+00  0000.00E+00  
