====== pysrim run =======
        SRIM-2013.00
==========================================
    Ion and Target VACANCY production     
  See SRIM Outputs\TDATA.txt for calc. details
==========================================
--------------------------------------------------------------------
    Recoil/Damage Calculations made with Kinchin-Pease Estimates    
--------------------------------------------------------------------
 See file :  SRIM Outputs\TDATA.txt for calculation data
 Ion    =  H   Energy = 1200 keV
============= TARGET MATERIAL ======================================
Layer  1 : None
Layer Width =     1.E+05 A ;
  Layer # 1- Density = 7.403E22 atoms/cm3 = 6.3 g/cm3
  Layer # 1-  Y = 7.69 Atomic Percent = 13.3 Mass Percent
  Layer # 1- Ba = 15.3 Atomic Percent = 41.2 Mass Percent
  Layer # 1- Cu = 23.0 Atomic Percent = 28.6 Mass Percent
  Layer # 1-  O = 53.8 Atomic Percent = 16.8 Mass Percent
====================================================================
 Total Ions calculated =50000.00
 Total Target Vacancies     = 19 /Ion

==========================================================
  Table Units are  >>>> Vacancies/(Angstrom-Ion)  <<<<  
==========================================================
   TARGET     VACANCIES     VACANCIES 
   DEPTH         by            by     
   (Ang.)       IONS         RECOILS  
-----------  -----------  ------------
140001.E-02  1457.14E-09  1987.62E-09  
280001.E-02  4428.57E-09  1919.54E-08  
420001.E-02  8471.43E-09  2363.06E-08  
560001.E-02  1354.29E-08  3752.97E-08  
700001.E-02  2010.00E-08  4315.23E-08  
840001.E-02  9057.14E-09  1317.82E-08  
980001.E-02  1191.43E-08  2142.23E-08  
112000.E-01  1365.71E-08  3226.60E-08  
126000.E-01  1478.57E-08  2499.31E-08  
140000.E-01  1512.86E-08  2675.72E-08  
154000.E-01  1504.29E-08  2645.37E-08  
168000.E-01  1582.86E-08  2925.17E-08  
182000.E-01  1505.71E-08  4598.10E-08  
196000.E-01  1550.00E-08  3040.99E-08  
210000.E-01  1672.86E-08  3121.29E-08  
224000.E-01  1620.00E-08  2947.88E-08  
238000.E-01  1600.00E-08  3012.82E-08  
252000.E-01  1620.00E-08  2455.08E-08  
266000.E-01  1685.71E-08  3135.77E-08  
280000.E-01  1731.43E-08  3568.93E-08  
294000.E-01  1762.86E-08  4734.16E-08  
308000.E-01  1712.86E-08  3210.70E-08  
322000.E-01  1677.14E-08  3105.37E-08  
336000.E-01  1761.43E-08  2818.97E-08  
350000.E-01  1887.14E-08  2557.85E-08  
364000.E-01  1724.29E-08  3526.61E-08  
378000.E-01  1837.14E-08  3573.94E-08  
392000.E-01  1827.14E-08  2715.48E-08  
406000.E-01  1791.43E-08  3417.24E-08  
420000.E-01  1885.71E-08  3451.54E-08  
434000.E-01  1897.14E-08  3978.52E-08  
448000.E-01  2035.71E-08  6103.83E-08  
462000.E-01  2012.86E-08  3171.63E-08  
476000.E-01  1922.86E-08  3985.25E-08  
490000.E-01  2005.71E-08  3211.28E-08  
504000.E-01  2038.57E-08  5001.07E-08  
518000.E-01  2164.29E-08  4502.20E-08  
532000.E-01  2130.00E-08  3417.64E-08  
546000.E-01  2115.71E-08  3805.35E-08  
560000.E-01  2270.00E-08  5061.87E-08  
574000.E-01  2298.57E-08  4669.00E-08  
588000.E-01  2257.14E-08  3913.72E-08  
602000.E-01  2244.29E-08  4357.09E-08  
616000.E-01  2262.86E-08  6085.08E-08  
630000.E-01  2367.14E-08  4966.83E-08  
644000.E-01  2371.43E-08  5142.98E-08  
658000.E-01  2424.29E-08  6093.59E-08  
672000.E-01  2457.14E-08  4663.67E-08  
686000.E-01  2480.00E-08  6392.12E-08  
700000.E-01  2620.00E-08  6579.20E-08  
714000.E-01  2712.86E-08  6100.60E-08  
728000.E-01  2722.86E-08  6189.69E-08  
742000.E-01  2741.43E-08  5897.47E-08  
756000.E-01  2914.29E-08  6369.52E-08  
770000.E-01  2937.14E-08  5717.49E-08  
784000.E-01  3044.29E-08  4937.76E-08  
798000.E-01  3055.71E-08  5792.98E-08  
812000.E-01  3205.71E-08  5528.24E-08  
826000.E-01  3218.57E-08  7249.17E-08  
840000.E-01  3302.86E-08  5478.19E-08  
854000.E-01  3237.14E-08  6384.21E-08  
868000.E-01  3505.71E-08  7588.16E-08  
882000.E-01  3610.00E-08  7194.49E-08  
896000.E-01  3750.00E-08  6222.12E-08  
910000.E-01  3881.43E-08  7507.33E-08  
924000.E-01  4130.00E-08  6679.68E-08  
938000.E-01  4140.00E-08  7676.99E-08  
952000.E-01  4415.71E-08  6925.08E-08  
966000.E-01  4661.43E-08  7443.86E-08  
980000.E-01  4972.86E-08  8615.05E-08  
994000.E-01  5360.00E-08  9457.98E-08  
100800.E+00  5524.29E-08  1000.93E-07  
102200.E+00  5858.57E-08  9930.23E-08  
103600.E+00  6178.57E-08  1012.62E-07  
105000.E+00  6868.57E-08  1363.89E-07  
