depth_A                  	phonons_eV-Aion          	ionizations_eV-Aion      	frenkelpairs_vac-Aion    	implantedIons_-cm        
3.0415000000e+04         	8.8937100000e-04         	2.5203821960e+00         	6.2968100000e-06         	0.0000000000e+00         
6.0830000000e+04         	6.9836800000e-04         	2.4775732340e+00         	6.5242700000e-06         	0.0000000000e+00         
9.1245000000e+04         	1.0439090000e-03         	2.7927976820e+00         	9.2777600000e-06         	0.0000000000e+00         
1.2166000000e+05         	1.0366900000e-03         	2.8162583360e+00         	1.0152420000e-05         	0.0000000000e+00         
1.5207500000e+05         	9.9785400000e-04         	2.8390922960e+00         	8.8769200000e-06         	0.0000000000e+00         
1.8249000000e+05         	8.6884300000e-04         	2.8617251540e+00         	6.6363600000e-06         	0.0000000000e+00         
2.1290500000e+05         	1.1011520000e-03         	2.8853462860e+00         	1.1283050000e-05         	0.0000000000e+00         
2.4332000000e+05         	8.4930400000e-04         	2.9047549970e+00         	6.0237100000e-06         	0.0000000000e+00         
2.7373500000e+05         	8.8818100000e-04         	2.9357642100e+00         	6.7438100000e-06         	0.0000000000e+00         
3.0415000000e+05         	8.9261000000e-04         	2.9603647590e+00         	6.4646300000e-06         	0.0000000000e+00         
3.3456500000e+05         	8.0503600000e-04         	2.9867496510e+00         	5.0575800000e-06         	0.0000000000e+00         
3.6498000000e+05         	1.0185430000e-03         	3.0249456810e+00         	8.1959500000e-06         	1.6439000000e-01         
3.9539500000e+05         	1.0737240000e-03         	3.0437249820e+00         	9.9332200000e-06         	0.0000000000e+00         
4.2581000000e+05         	9.9778500000e-04         	3.0754149690e+00         	7.6733100000e-06         	1.6439000000e-01         
4.5622500000e+05         	1.0243420000e-03         	3.1025518630e+00         	7.5658500000e-06         	0.0000000000e+00         
4.8664000000e+05         	1.2727370000e-03         	3.1365548790e+00         	1.2508280000e-05         	1.6439000000e-01         
5.1705500000e+05         	9.6735300000e-04         	3.1674025390e+00         	7.0450700000e-06         	1.6439000000e-01         
5.4747000000e+05         	1.0708100000e-03         	3.1994318630e+00         	8.5698600000e-06         	0.0000000000e+00         
5.7788500000e+05         	1.0763180000e-03         	3.2296392000e+00         	8.4554500000e-06         	1.6439000000e-01         
6.0830000000e+05         	1.1630640000e-03         	3.2772159720e+00         	1.0805930000e-05         	0.0000000000e+00         
6.3871500000e+05         	1.1854660000e-03         	3.3135363020e+00         	1.0548390000e-05         	1.6439000000e-01         
6.6913000000e+05         	1.0585440000e-03         	3.3525564280e+00         	8.0934400000e-06         	0.0000000000e+00         
6.9954500000e+05         	1.0326860000e-03         	3.3912249560e+00         	7.1964900000e-06         	0.0000000000e+00         
7.2996000000e+05         	1.2105330000e-03         	3.4291329420e+00         	1.0085080000e-05         	1.6439000000e-01         
7.6037500000e+05         	1.3469810000e-03         	3.4757513760e+00         	1.1856390000e-05         	0.0000000000e+00         
7.9079000000e+05         	1.2028390000e-03         	3.5296178040e+00         	8.9081500000e-06         	0.0000000000e+00         
8.2120500000e+05         	1.0850660000e-03         	3.5790878320e+00         	7.3358800000e-06         	3.2879000000e-01         
8.5162000000e+05         	1.0764510000e-03         	3.6280582400e+00         	7.1280500000e-06         	0.0000000000e+00         
8.8203500000e+05         	1.2476200000e-03         	3.6735772270e+00         	9.0010300000e-06         	4.9318000000e-01         
9.1245000000e+05         	1.1642400000e-03         	3.7202526560e+00         	8.3189100000e-06         	0.0000000000e+00         
9.4286500000e+05         	1.1692620000e-03         	3.7794368140e+00         	7.7293300000e-06         	3.2879000000e-01         
9.7328000000e+05         	1.2253860000e-03         	3.8412238950e+00         	8.8741100000e-06         	0.0000000000e+00         
1.0037000000e+06         	1.3622140000e-03         	3.9129540120e+00         	1.0435720000e-05         	1.6439000000e-01         
1.0341100000e+06         	1.5693970000e-03         	3.9733814530e+00         	1.3437800000e-05         	3.2879000000e-01         
1.0645300000e+06         	1.3763980000e-03         	4.0509790600e+00         	1.0656250000e-05         	0.0000000000e+00         
1.0949400000e+06         	1.3726360000e-03         	4.1274774790e+00         	1.0387050000e-05         	8.2196000000e-01         
1.1253600000e+06         	1.4236180000e-03         	4.2046922700e+00         	1.0662600000e-05         	3.2879000000e-01         
1.1557700000e+06         	1.5224640000e-03         	4.2921961550e+00         	1.1309800000e-05         	0.0000000000e+00         
1.1861900000e+06         	1.6544680000e-03         	4.3903005880e+00         	1.2578660000e-05         	3.2879000000e-01         
1.2166000000e+06         	1.6430300000e-03         	4.4904456760e+00         	1.2140800000e-05         	3.2879000000e-01         
1.2470200000e+06         	1.6996320000e-03         	4.6021779650e+00         	1.2805030000e-05         	4.9318000000e-01         
1.2774300000e+06         	1.9545690000e-03         	4.7166591990e+00         	1.6764570000e-05         	3.2879000000e-01         
1.3078500000e+06         	1.8921950000e-03         	4.8461275850e+00         	1.5374910000e-05         	1.3151000000e+00         
1.3382600000e+06         	2.0319860000e-03         	4.9924375180e+00         	1.6201860000e-05         	1.4795000000e+00         
1.3686800000e+06         	2.0640570000e-03         	5.1511335610e+00         	1.6646770000e-05         	1.1507000000e+00         
1.3990900000e+06         	2.0977230000e-03         	5.3098036360e+00         	1.6184840000e-05         	2.4659000000e+00         
1.4295100000e+06         	2.3464280000e-03         	5.5040284770e+00         	1.9240950000e-05         	9.8636000000e-01         
1.4599200000e+06         	2.3840040000e-03         	5.7351130520e+00         	1.8639970000e-05         	3.1235000000e+00         
1.4903400000e+06         	2.6937180000e-03         	5.9673511550e+00         	2.2513040000e-05         	2.1371000000e+00         
1.5207500000e+06         	2.5700980000e-03         	6.2528422570e+00         	1.8957160000e-05         	2.6303000000e+00         
1.5511700000e+06         	2.9256270000e-03         	6.5942837040e+00         	2.3034800000e-05         	3.6166000000e+00         
1.5815800000e+06         	3.3733350000e-03         	7.0175021160e+00         	2.9011910000e-05         	4.2742000000e+00         
1.6120000000e+06         	3.4733400000e-03         	7.5494313220e+00         	2.6352020000e-05         	7.0689000000e+00         
1.6424100000e+06         	4.3572600000e-03         	8.2444724030e+00         	3.4461100000e-05         	1.3973000000e+01         
1.6728300000e+06         	5.3663700000e-03         	9.2293789100e+00         	4.1519100000e-05         	4.3235000000e+01         
1.7032400000e+06         	7.8429400000e-03         	1.0560566210e+01         	6.0297300000e-05         	1.5831000000e+02         
1.7336600000e+06         	1.3483340000e-02         	1.1511186460e+01         	9.7812600000e-05         	6.2239000000e+02         
1.7640700000e+06         	1.7345980000e-02         	9.0570819700e+00         	1.1799870000e-04         	1.2191000000e+03         
1.7944900000e+06         	1.0641610000e-02         	3.8333084200e+00         	7.0706300000e-05         	9.0301000000e+02         
1.8249000000e+06         	2.7209600000e-03         	7.4015030500e-01         	1.6846070000e-05         	2.6451000000e+02         
