depth_A                  	phonons_eV-Aion          	ionizations_eV-Aion      	frenkelpairs_vac-Aion    	implantedIons_-cm        
1.2150100000e+03         	4.5653410000e-01         	4.1392558000e+02         	6.5956000000e-03         	4.1152000000e+00         
2.4300100000e+03         	4.1025390000e-01         	4.1321809100e+02         	5.7729600000e-03         	0.0000000000e+00         
3.6450100000e+03         	4.5312200000e-01         	4.1285720700e+02         	6.4672900000e-03         	8.2305000000e+00         
4.8600100000e+03         	4.7687670000e-01         	4.1152513500e+02         	6.8138000000e-03         	0.0000000000e+00         
6.0750100000e+03         	5.3027460000e-01         	4.1019332100e+02         	7.6845500000e-03         	1.2346000000e+01         
7.2900100000e+03         	5.4677110000e-01         	4.0688792300e+02         	7.9001000000e-03         	8.2305000000e+00         
8.5050100000e+03         	6.0627170000e-01         	4.0365800000e+02         	8.8594300000e-03         	1.6461000000e+01         
9.7200100000e+03         	6.7597630000e-01         	3.9942005000e+02         	9.9784200000e-03         	8.2305000000e+00         
1.0935000000e+04         	7.6317410000e-01         	3.9359677800e+02         	1.1409950000e-02         	4.1152000000e+00         
1.2150000000e+04         	7.4910150000e-01         	3.8626573700e+02         	1.1076070000e-02         	1.6461000000e+01         
1.3365000000e+04         	7.3512410000e-01         	3.7749399000e+02         	1.0735170000e-02         	1.6461000000e+01         
1.4580000000e+04         	8.3012110000e-01         	3.6730451000e+02         	1.2237070000e-02         	2.8807000000e+01         
1.5795000000e+04         	1.0835532000e+00         	3.5543799500e+02         	1.6432710000e-02         	2.8807000000e+01         
1.7010000000e+04         	1.0367265000e+00         	3.4044073000e+02         	1.5481720000e-02         	3.2922000000e+01         
1.8225000000e+04         	1.1552049000e+00         	3.2329199500e+02         	1.7342100000e-02         	4.1152000000e+01         
1.9440000000e+04         	1.3564310000e+00         	3.0346889200e+02         	2.0572240000e-02         	5.7613000000e+01         
2.0655000000e+04         	1.2509297000e+00         	2.5628974200e+02         	2.3961790000e-02         	1.0288000000e+02         
2.1870000000e+04         	1.0952030000e+00         	2.1581371400e+02         	2.8217240000e-02         	1.1111000000e+02         
2.3085000000e+04         	1.2181015000e+00         	1.9743877200e+02         	3.0973230000e-02         	1.5226000000e+02         
2.4300000000e+04         	1.4805680000e+00         	1.7857372400e+02         	3.8017990000e-02         	2.0165000000e+02         
2.5515000000e+04         	1.7877120000e+00         	1.5970425000e+02         	4.6297990000e-02         	3.3745000000e+02         
2.6730000000e+04         	2.1390260000e+00         	1.4098358000e+02         	5.6597510000e-02         	5.6379000000e+02         
2.7945000000e+04         	2.5724630000e+00         	1.2311113000e+02         	6.8979370000e-02         	8.5597000000e+02         
2.9160000000e+04         	3.1494450000e+00         	1.0668064000e+02         	8.4331160000e-02         	1.5556000000e+03         
3.0375000000e+04         	4.0749980000e+00         	9.1946170000e+01         	1.1057190000e-01         	2.8560000000e+03         
3.1590000000e+04         	5.3137860000e+00         	7.8158730000e+01         	1.4629130000e-01         	5.4650000000e+03         
3.2805000000e+04         	6.5860670000e+00         	6.2930120000e+01         	1.8287190000e-01         	1.0103000000e+04         
3.4020000000e+04         	7.2772930000e+00         	4.4849250000e+01         	2.0511850000e-01         	1.6519000000e+04         
3.5235000000e+04         	6.1810880000e+00         	2.4602890000e+01         	1.7628670000e-01         	2.2506000000e+04         
3.6450000000e+04         	2.7932790000e+00         	7.6673300000e+00         	8.0259100000e-02         	1.6210000000e+04         
3.7665000000e+04         	4.7550430000e-01         	9.4882100000e-01         	1.3746930000e-02         	4.2881000000e+03         
3.8880000000e+04         	1.1710498000e-02         	1.7069990000e-02         	3.3336450000e-04         	1.6872000000e+02         
4.0095000000e+04         	0.0000000000e+00         	0.0000000000e+00         	0.0000000000e+00         	0.0000000000e+00         
4.1310000000e+04         	0.0000000000e+00         	0.0000000000e+00         	0.0000000000e+00         	0.0000000000e+00         
4.2525000000e+04         	0.0000000000e+00         	0.0000000000e+00         	0.0000000000e+00         	0.0000000000e+00         
4.3740000000e+04         	0.0000000000e+00         	0.0000000000e+00         	0.0000000000e+00         	0.0000000000e+00         
4.4955000000e+04         	0.0000000000e+00         	0.0000000000e+00         	0.0000000000e+00         	0.0000000000e+00         
4.6170000000e+04         	0.0000000000e+00         	0.0000000000e+00         	0.0000000000e+00         	0.0000000000e+00         
4.7385000000e+04         	0.0000000000e+00         	0.0000000000e+00         	0.0000000000e+00         	0.0000000000e+00         
4.8600000000e+04         	0.0000000000e+00         	0.0000000000e+00         	0.0000000000e+00         	0.0000000000e+00         
4.9815000000e+04         	0.0000000000e+00         	0.0000000000e+00         	0.0000000000e+00         	0.0000000000e+00         
5.1030000000e+04         	0.0000000000e+00         	0.0000000000e+00         	0.0000000000e+00         	0.0000000000e+00         
5.2245000000e+04         	0.0000000000e+00         	0.0000000000e+00         	0.0000000000e+00         	0.0000000000e+00         
5.3460000000e+04         	0.0000000000e+00         	0.0000000000e+00         	0.0000000000e+00         	0.0000000000e+00         
5.4675000000e+04         	0.0000000000e+00         	0.0000000000e+00         	0.0000000000e+00         	0.0000000000e+00         
5.5890000000e+04         	0.0000000000e+00         	0.0000000000e+00         	0.0000000000e+00         	0.0000000000e+00         
5.7105000000e+04         	0.0000000000e+00         	0.0000000000e+00         	0.0000000000e+00         	0.0000000000e+00         
5.8320000000e+04         	0.0000000000e+00         	0.0000000000e+00         	0.0000000000e+00         	0.0000000000e+00         
5.9535000000e+04         	0.0000000000e+00         	0.0000000000e+00         	0.0000000000e+00         	0.0000000000e+00         
6.0750000000e+04         	0.0000000000e+00         	0.0000000000e+00         	0.0000000000e+00         	0.0000000000e+00         
6.1965000000e+04         	0.0000000000e+00         	0.0000000000e+00         	0.0000000000e+00         	0.0000000000e+00         
6.3180000000e+04         	0.0000000000e+00         	0.0000000000e+00         	0.0000000000e+00         	0.0000000000e+00         
6.4395000000e+04         	0.0000000000e+00         	0.0000000000e+00         	0.0000000000e+00         	0.0000000000e+00         
6.5610000000e+04         	0.0000000000e+00         	0.0000000000e+00         	0.0000000000e+00         	0.0000000000e+00         
6.6825000000e+04         	0.0000000000e+00         	0.0000000000e+00         	0.0000000000e+00         	0.0000000000e+00         
6.8040000000e+04         	0.0000000000e+00         	0.0000000000e+00         	0.0000000000e+00         	0.0000000000e+00         
6.9255000000e+04         	0.0000000000e+00         	0.0000000000e+00         	0.0000000000e+00         	0.0000000000e+00         
7.0470000000e+04         	0.0000000000e+00         	0.0000000000e+00         	0.0000000000e+00         	0.0000000000e+00         
7.1685000000e+04         	0.0000000000e+00         	0.0000000000e+00         	0.0000000000e+00         	0.0000000000e+00         
7.2900000000e+04         	0.0000000000e+00         	0.0000000000e+00         	0.0000000000e+00         	0.0000000000e+00         
7.4115000000e+04         	0.0000000000e+00         	0.0000000000e+00         	0.0000000000e+00         	0.0000000000e+00         
7.5330000000e+04         	0.0000000000e+00         	0.0000000000e+00         	0.0000000000e+00         	0.0000000000e+00         
7.6545000000e+04         	0.0000000000e+00         	0.0000000000e+00         	0.0000000000e+00         	0.0000000000e+00         
7.7760000000e+04         	0.0000000000e+00         	0.0000000000e+00         	0.0000000000e+00         	0.0000000000e+00         
7.8975000000e+04         	0.0000000000e+00         	0.0000000000e+00         	0.0000000000e+00         	0.0000000000e+00         
8.0190000000e+04         	0.0000000000e+00         	0.0000000000e+00         	0.0000000000e+00         	0.0000000000e+00         
8.1405000000e+04         	0.0000000000e+00         	0.0000000000e+00         	0.0000000000e+00         	0.0000000000e+00         
8.2620000000e+04         	0.0000000000e+00         	0.0000000000e+00         	0.0000000000e+00         	0.0000000000e+00         
8.3835000000e+04         	0.0000000000e+00         	0.0000000000e+00         	0.0000000000e+00         	0.0000000000e+00         
8.5050000000e+04         	0.0000000000e+00         	0.0000000000e+00         	0.0000000000e+00         	0.0000000000e+00         
8.6265000000e+04         	0.0000000000e+00         	0.0000000000e+00         	0.0000000000e+00         	0.0000000000e+00         
8.7480000000e+04         	0.0000000000e+00         	0.0000000000e+00         	0.0000000000e+00         	0.0000000000e+00         
8.8695000000e+04         	0.0000000000e+00         	0.0000000000e+00         	0.0000000000e+00         	0.0000000000e+00         
8.9910000000e+04         	0.0000000000e+00         	0.0000000000e+00         	0.0000000000e+00         	0.0000000000e+00         
9.1125000000e+04         	0.0000000000e+00         	0.0000000000e+00         	0.0000000000e+00         	0.0000000000e+00         
9.2340000000e+04         	0.0000000000e+00         	0.0000000000e+00         	0.0000000000e+00         	0.0000000000e+00         
9.3555000000e+04         	0.0000000000e+00         	0.0000000000e+00         	0.0000000000e+00         	0.0000000000e+00         
9.4770000000e+04         	0.0000000000e+00         	0.0000000000e+00         	0.0000000000e+00         	0.0000000000e+00         
9.5985000000e+04         	0.0000000000e+00         	0.0000000000e+00         	0.0000000000e+00         	0.0000000000e+00         
9.7200000000e+04         	0.0000000000e+00         	0.0000000000e+00         	0.0000000000e+00         	0.0000000000e+00         
9.8415000000e+04         	0.0000000000e+00         	0.0000000000e+00         	0.0000000000e+00         	0.0000000000e+00         
9.9630000000e+04         	0.0000000000e+00         	0.0000000000e+00         	0.0000000000e+00         	0.0000000000e+00         
1.0084500000e+05         	0.0000000000e+00         	0.0000000000e+00         	0.0000000000e+00         	0.0000000000e+00         
