====== pysrim run =======
        SRIM-2013.00
======================================== 
       Ion and Recoil PHONONS        
 See SRIM Outputs\TDATA.txt for calc. details
======================================== 
--------------------------------------------------------------------
    Recoil/Damage Calculations made with Kinchin-Pease Estimates    
--------------------------------------------------------------------
 See file :  SRIM Outputs\TDATA.txt calculation data
 Ion    =  H   Energy = 2400 keV
============= TARGET MATERIAL ======================================
Layer  1 : None
Layer Width =     4.E+05 AAA ;
  Layer # 1- Density = 7.403E22 atoms/cm3 = 6.3 g/cm3
  Layer # 1-  Y = 7.69 Atomic Percent = 13.3 Mass Percent
  Layer # 1- Ba = 15.3 Atomic Percent = 41.2 Mass Percent
  Layer # 1- Cu = 23.0 Atomic Percent = 28.6 Mass Percent
  Layer # 1-  O = 53.8 Atomic Percent = 16.8 Mass Percent
====================================================================
 Total Ions calculated =50000.00
========================================================
  Table Units are  >>>> Phonons /(Angstrom-Ion)  <<<<  
========================================================
  DEPTH       PHONONS     PHONONS    
  (Ang.)      by ION      by RECOILS 
-----------  -----------  -----------
400001.E-02  526660.E-09  203770.E-09
800001.E-02  481315.E-09  755073.E-09
120000.E-01  458604.E-09  111432.E-08
160000.E-01  441678.E-09  987917.E-09
200000.E-01  423399.E-09  976561.E-09
240000.E-01  418535.E-09  133592.E-08
280000.E-01  422078.E-09  995611.E-09
320000.E-01  425552.E-09  993514.E-09
360000.E-01  429071.E-09  122555.E-08
400000.E-01  431250.E-09  124708.E-08
440000.E-01  436609.E-09  132911.E-08
480000.E-01  439354.E-09  139259.E-08
520000.E-01  444471.E-09  119189.E-08
560000.E-01  448299.E-09  145523.E-08
600000.E-01  456800.E-09  135038.E-08
640000.E-01  454743.E-09  123343.E-08
680000.E-01  456370.E-09  126645.E-08
720000.E-01  463681.E-09  131106.E-08
760000.E-01  470764.E-09  132424.E-08
800000.E-01  477414.E-09  108651.E-08
840000.E-01  479677.E-09  126174.E-08
880000.E-01  482752.E-09  127294.E-08
920000.E-01  486413.E-09  131807.E-08
960000.E-01  493038.E-09  192417.E-08
100000.E+00  494428.E-09  131228.E-08
104000.E+00  499115.E-09  133355.E-08
108000.E+00  502628.E-09  119444.E-08
112000.E+00  511166.E-09  142391.E-08
116000.E+00  515023.E-09  145477.E-08
120000.E+00  521132.E-09  186978.E-08
124000.E+00  525298.E-09  135361.E-08
128000.E+00  532996.E-09  138546.E-08
132000.E+00  540416.E-09  135772.E-08
136000.E+00  544195.E-09  171542.E-08
140000.E+00  549188.E-09  172577.E-08
144000.E+00  555341.E-09  158051.E-08
148000.E+00  561540.E-09  145532.E-08
152000.E+00  570830.E-09  160198.E-08
156000.E+00  574864.E-09  162747.E-08
160000.E+00  582102.E-09  178208.E-08
164000.E+00  592564.E-09  148771.E-08
168000.E+00  606126.E-09  166996.E-08
172000.E+00  611611.E-09  166541.E-08
176000.E+00  618718.E-09  175587.E-08
180000.E+00  621407.E-09  171937.E-08
184000.E+00  634792.E-09  153635.E-08
188000.E+00  650222.E-09  182409.E-08
192000.E+00  664795.E-09  172575.E-08
196000.E+00  668588.E-09  288867.E-08
200000.E+00  678677.E-09  187562.E-08
204000.E+00  686131.E-09  174641.E-08
208000.E+00  703496.E-09  240736.E-08
212000.E+00  720442.E-09  196838.E-08
216000.E+00  727777.E-09  197371.E-08
220000.E+00  740491.E-09  216358.E-08
224000.E+00  755704.E-09  199822.E-08
228000.E+00  770738.E-09  221993.E-08
232000.E+00  787639.E-09  213207.E-08
236000.E+00  806710.E-09  222730.E-08
240000.E+00  817091.E-09  241998.E-08
244000.E+00  842302.E-09  216957.E-08
248000.E+00  858594.E-09  233208.E-08
252000.E+00  885820.E-09  279790.E-08
256000.E+00  914310.E-09  263187.E-08
260000.E+00  932349.E-09  240959.E-08
264000.E+00  964178.E-09  261037.E-08
268000.E+00  995963.E-09  281451.E-08
272000.E+00  103061.E-08  272644.E-08
276000.E+00  106323.E-08  283042.E-08
280000.E+00  109736.E-08  296552.E-08
284000.E+00  115097.E-08  334479.E-08
288000.E+00  121047.E-08  369312.E-08
292000.E+00  125156.E-08  344495.E-08
296000.E+00  133420.E-08  354032.E-08
300000.E+00  140415.E-08  415650.E-08
304000.E+00  150667.E-08  418765.E-08
308000.E+00  162371.E-08  429543.E-08
312000.E+00  175283.E-08  517365.E-08
316000.E+00  190677.E-08  535620.E-08
320000.E+00  214761.E-08  588361.E-08
324000.E+00  246437.E-08  661464.E-08
328000.E+00  308540.E-08  849829.E-08
332000.E+00  424188.E-08  112579.E-07
336000.E+00  616448.E-08  155818.E-07
340000.E+00  902973.E-08  210351.E-07
344000.E+00  113186.E-07  250230.E-07
348000.E+00  115994.E-07  242459.E-07
352000.E+00  920970.E-08  186538.E-07
356000.E+00  544095.E-08  108363.E-07
360000.E+00  236114.E-08  451413.E-08
364000.E+00  807650.E-09  150314.E-08
368000.E+00  183769.E-09  330809.E-09
372000.E+00  236409.E-10  469185.E-10
376000.E+00  338235.E-11  560858.E-11
380000.E+00  000000.E+00  000000.E+00
384000.E+00  000000.E+00  000000.E+00
388000.E+00  000000.E+00  000000.E+00
392000.E+00  000000.E+00  000000.E+00
396000.E+00  000000.E+00  000000.E+00
400000.E+00  000000.E+00  000000.E+00
