====== pysrim run =======
        SRIM-2013.00
==========================================
    Ion and Target VACANCY production     
  See SRIM Outputs\TDATA.txt for calc. details
==========================================
--------------------------------------------------------------------
    Recoil/Damage Calculations made with Kinchin-Pease Estimates    
--------------------------------------------------------------------
 See file :  SRIM Outputs\TDATA.txt for calculation data
 Ion    =  H   Energy = 2400 keV
============= TARGET MATERIAL ======================================
Layer  1 : None
Layer Width =     4.E+05 A ;
  Layer # 1- Density = 7.403E22 atoms/cm3 = 6.3 g/cm3
  Layer # 1-  Y = 7.69 Atomic Percent = 13.3 Mass Percent
  Layer # 1- Ba = 15.3 Atomic Percent = 41.2 Mass Percent
  Layer # 1- Cu = 23.0 Atomic Percent = 28.6 Mass Percent
  Layer # 1-  O = 53.8 Atomic Percent = 16.8 Mass Percent
====================================================================
 Total Ions calculated =50000.00
 Total Target Vacancies     = 27 /Ion

==========================================================
  Table Units are  >>>> Vacancies/(Angstrom-Ion)  <<<<  
==========================================================
   TARGET     VACANCIES     VACANCIES 
   DEPTH         by            by     
   (Ang.)       IONS         RECOILS  
-----------  -----------  ------------
400001.E-02  1425.00E-09  1905.11E-09  
800001.E-02  4380.00E-09  1011.31E-08  
120000.E-01  7675.00E-09  1194.59E-08  
160000.E-01  5250.00E-09  1477.28E-08  
200000.E-01  6270.00E-09  1208.78E-08  
240000.E-01  7290.00E-09  2590.30E-08  
280000.E-01  7480.00E-09  1300.30E-08  
320000.E-01  7480.00E-09  1306.89E-08  
360000.E-01  7540.00E-09  1615.72E-08  
400000.E-01  7880.00E-09  1677.65E-08  
440000.E-01  7745.00E-09  2172.42E-08  
480000.E-01  7845.00E-09  2465.54E-08  
520000.E-01  7875.00E-09  1612.02E-08  
560000.E-01  7910.00E-09  2502.44E-08  
600000.E-01  8230.00E-09  1979.43E-08  
640000.E-01  8265.00E-09  1515.74E-08  
680000.E-01  8275.00E-09  2002.51E-08  
720000.E-01  8390.00E-09  1561.63E-08  
760000.E-01  8670.00E-09  1828.48E-08  
800000.E-01  8095.00E-09  1232.48E-08  
840000.E-01  8435.00E-09  1561.24E-08  
880000.E-01  8665.00E-09  1541.26E-08  
920000.E-01  8805.00E-09  1621.97E-08  
960000.E-01  9105.00E-09  3815.17E-08  
100000.E+00  8785.00E-09  1966.78E-08  
104000.E+00  8970.00E-09  1961.87E-08  
108000.E+00  9230.00E-09  1434.81E-08  
112000.E+00  9090.00E-09  2187.63E-08  
116000.E+00  9410.00E-09  2293.60E-08  
120000.E+00  9490.00E-09  2954.10E-08  
124000.E+00  9145.00E-09  1740.01E-08  
128000.E+00  9730.00E-09  1729.22E-08  
132000.E+00  9715.00E-09  1602.96E-08  
136000.E+00  9900.00E-09  2675.63E-08  
140000.E+00  9695.00E-09  2691.54E-08  
144000.E+00  1026.00E-08  2105.97E-08  
148000.E+00  1036.00E-08  2038.99E-08  
152000.E+00  1057.00E-08  2421.87E-08  
156000.E+00  1034.50E-08  2155.68E-08  
160000.E+00  1111.00E-08  2626.72E-08  
164000.E+00  1046.50E-08  2040.00E-08  
168000.E+00  1123.00E-08  2270.02E-08  
172000.E+00  1083.50E-08  2415.07E-08  
176000.E+00  1142.50E-08  2297.72E-08  
180000.E+00  1148.00E-08  2683.64E-08  
184000.E+00  1188.00E-08  1891.08E-08  
188000.E+00  1186.00E-08  2425.40E-08  
192000.E+00  1260.00E-08  2288.01E-08  
196000.E+00  1248.00E-08  5720.63E-08  
200000.E+00  1269.00E-08  2847.90E-08  
204000.E+00  1287.50E-08  2283.45E-08  
208000.E+00  1349.00E-08  4082.75E-08  
212000.E+00  1336.50E-08  2649.70E-08  
216000.E+00  1356.00E-08  2985.06E-08  
220000.E+00  1358.00E-08  3435.07E-08  
224000.E+00  1385.50E-08  2590.60E-08  
228000.E+00  1438.50E-08  3381.72E-08  
232000.E+00  1498.00E-08  3126.47E-08  
236000.E+00  1472.50E-08  3302.07E-08  
240000.E+00  1603.00E-08  3759.72E-08  
244000.E+00  1615.50E-08  2711.28E-08  
248000.E+00  1664.50E-08  3411.70E-08  
252000.E+00  1693.50E-08  4729.25E-08  
256000.E+00  1734.00E-08  4222.84E-08  
260000.E+00  1818.00E-08  3233.77E-08  
264000.E+00  1850.50E-08  3734.05E-08  
268000.E+00  1959.50E-08  4292.12E-08  
272000.E+00  1997.50E-08  4052.60E-08  
276000.E+00  2066.50E-08  3923.48E-08  
280000.E+00  2173.00E-08  4288.41E-08  
284000.E+00  2336.50E-08  5173.90E-08  
288000.E+00  2483.50E-08  5478.36E-08  
292000.E+00  2552.50E-08  5085.86E-08  
296000.E+00  2707.00E-08  4766.79E-08  
300000.E+00  2890.50E-08  6347.46E-08  
