# Ic = 15.35 A, n = 21.15 , Tavg = 30.07 K, 30k-15e19pm2-03T-anneal300k-720min
#datetime                        t_s     iHTS_A                vHTS_V                tHTS_K  tTAR_K  tHOL_K  tSPA_K
0202-03-28_22:02:12.918000      13676.78        8.82703000e-03        1.82703800e-08  30.0584  27.9520  28.1385  0.0000
0202-03-28_22:02:13.277000      13677.14        3.11026000e-01        4.15112800e-08  30.0584  27.9520  28.1385  0.0000
0202-03-28_22:02:13.637000      13677.50        6.08696700e-01        3.22145800e-08  30.0628  27.9552  28.1445  0.0000
0202-03-28_22:02:13.984000      13677.85        9.06645800e-01        1.05842800e-08  30.0628  27.9552  28.1445  0.0000
0202-03-28_22:02:14.336000      13678.19        1.20518200e+00        4.21297800e-08  30.0628  27.9552  28.1445  0.0000
0202-03-28_22:02:14.690000      13678.55        1.50304100e+00        4.53524800e-08  30.0613  27.9544  28.1467  0.0000
0202-03-28_22:02:15.040000      13678.90        1.80153700e+00        5.44628800e-08  30.0613  27.9544  28.1467  0.0000
0202-03-28_22:02:15.387000      13679.25        2.09984200e+00        5.21077800e-08  30.0613  27.9544  28.1467  0.0000
0202-03-28_22:02:15.740000      13679.60        2.39808500e+00        6.11562800e-08  30.0617  27.9563  28.1441  0.0000
0202-03-28_22:02:16.086000      13679.94        2.69574800e+00        5.99167800e-08  30.0617  27.9563  28.1441  0.0000
0202-03-28_22:02:16.430000      13680.29        2.99419000e+00        5.47727800e-08  30.0617  27.9563  28.1441  0.0000
0202-03-28_22:02:16.780000      13680.64        3.29266800e+00        6.15280800e-08  30.0625  27.9578  28.1506  0.0000
0202-03-28_22:02:17.130000      13680.99        3.59054700e+00        6.35112800e-08  30.0625  27.9578  28.1506  0.0000
0202-03-28_22:02:17.477000      13681.34        3.88864500e+00        6.14661800e-08  30.0625  27.9578  28.1506  0.0000
0202-03-28_22:02:17.867000      13681.73        4.18701800e+00        7.23738800e-08  30.0621  27.9571  28.1472  0.0000
0202-03-28_22:02:18.227000      13682.09        4.48504100e+00        7.34893800e-08  30.0621  27.9571  28.1472  0.0000
0202-03-28_22:02:18.590000      13682.45        4.78307600e+00        8.30336800e-08  30.0621  27.9571  28.1472  0.0000
0202-03-28_22:02:18.960000      13682.82        5.08165800e+00        9.33215800e-08  30.0594  27.9598  28.1497  0.0000
0202-03-28_22:02:19.316000      13683.18        5.37956500e+00        9.80936800e-08  30.0594  27.9598  28.1497  0.0000
0202-03-28_22:02:19.680000      13683.54        5.67793000e+00        1.01805680e-07  30.0636  27.9583  28.1524  0.0000
0202-03-28_22:02:20.027000      13683.89        5.97648700e+00        1.05271880e-07  30.0636  27.9583  28.1524  0.0000
0202-03-28_22:02:20.375000      13684.23        6.27469000e+00        1.10663780e-07  30.0636  27.9583  28.1524  0.0000
0202-03-28_22:02:20.723000      13684.58        6.57238900e+00        1.20517880e-07  30.0586  27.9597  28.1477  0.0000
0202-03-28_22:02:21.070000      13684.93        6.87069600e+00        1.17295180e-07  30.0586  27.9597  28.1477  0.0000
0202-03-28_22:02:21.430000      13685.29        7.16890900e+00        1.11221580e-07  30.0586  27.9597  28.1477  0.0000
0202-03-28_22:02:21.777000      13685.64        7.46673200e+00        1.26033680e-07  30.0615  27.9613  28.1529  0.0000
0202-03-28_22:02:22.120000      13685.98        7.76504000e+00        1.29628280e-07  30.0615  27.9613  28.1529  0.0000
0202-03-28_22:02:22.470000      13686.33        8.06309600e+00        1.30433980e-07  30.0615  27.9613  28.1529  0.0000
0202-03-28_22:02:22.816000      13686.68        8.36150000e+00        1.37561180e-07  30.0612  27.9600  28.1498  0.0000
