# Ic = 18.72 A, n = 24.27 , Tavg = 24.99 K, ffj51-15e19pm2-03T-anneal300k-720min-25k
#datetime                        t_s     iHTS_A                vHTS_V                tHTS_K  tTAR_K  tHOL_K  tSPA_K
0202-03-28_22:18:16.355000      14640.21        9.18233500e-03        2.18249308e-08  24.9815  22.3907  22.5552  0.0000
0202-03-28_22:18:16.710000      14640.57        3.11355200e-01        1.14750308e-08  24.9828  22.3979  22.5633  0.0000
0202-03-28_22:18:17.060000      14640.92        6.09799900e-01        1.41400308e-08  24.9828  22.3979  22.5633  0.0000
0202-03-28_22:18:17.410000      14641.27        9.07214600e-01        9.80173077e-09  24.9828  22.3979  22.5633  0.0000
0202-03-28_22:18:17.758000      14641.62        1.20573200e+00        1.28385308e-08  24.9891  22.3909  22.5673  0.0000
0202-03-28_22:18:18.113000      14641.97        1.50377500e+00        1.35202308e-08  24.9891  22.3909  22.5673  0.0000
0202-03-28_22:18:18.457000      14642.32        1.80222400e+00        2.17630308e-08  24.9891  22.3909  22.5673  0.0000
0202-03-28_22:18:18.812000      14642.67        2.10076800e+00        2.74027308e-08  24.9819  22.3958  22.5697  0.0000
0202-03-28_22:18:19.160000      14643.02        2.39890600e+00        3.05015308e-08  24.9819  22.3958  22.5697  0.0000
0202-03-28_22:18:19.530000      14643.39        2.69703300e+00        2.83324308e-08  24.9819  22.3958  22.5697  0.0000
0202-03-28_22:18:19.945000      14643.80        2.99493600e+00        3.03156308e-08  24.9930  22.3940  22.5829  0.0000
0202-03-28_22:18:20.312000      14644.17        3.29322900e+00        1.58722308e-08  24.9930  22.3940  22.5829  0.0000
0202-03-28_22:18:20.660000      14644.52        3.59185700e+00        1.51264308e-08  24.9786  22.3900  22.5625  0.0000
0202-03-28_22:18:21.010000      14644.87        3.88978800e+00        2.66933077e-09  24.9786  22.3900  22.5625  0.0000
0202-03-28_22:18:21.360000      14645.22        4.18808600e+00       -1.11116923e-09  24.9786  22.3900  22.5625  0.0000
0202-03-28_22:18:21.720000      14645.58        4.48607600e+00        3.53703077e-09  24.9852  22.3960  22.5717  0.0000
0202-03-28_22:18:22.066000      14645.93        4.78430200e+00       -4.33386923e-09  24.9852  22.3960  22.5717  0.0000
0202-03-28_22:18:22.414000      14646.27        5.08249600e+00        1.27714308e-08  24.9852  22.3960  22.5717  0.0000
0202-03-28_22:18:22.760000      14646.62        5.38068800e+00        2.08282308e-08  24.9832  22.3887  22.5643  0.0000
0202-03-28_22:18:23.117000      14646.98        5.67849200e+00        1.46926308e-08  24.9832  22.3887  22.5643  0.0000
0202-03-28_22:18:23.477000      14647.34        5.97664700e+00        1.48785308e-08  24.9832  22.3887  22.5643  0.0000
0202-03-28_22:18:23.850000      14647.71        6.27522900e+00        7.37953077e-09  24.9814  22.3940  22.5600  0.0000
0202-03-28_22:18:24.215000      14648.08        6.57327900e+00        2.23553077e-09  24.9814  22.3940  22.5600  0.0000
0202-03-28_22:18:24.580000      14648.44        6.87144700e+00        1.85351308e-08  24.9844  22.3925  22.5695  0.0000
0202-03-28_22:18:24.940000      14648.80        7.16992600e+00        2.20057308e-08  24.9844  22.3925  22.5695  0.0000
0202-03-28_22:18:25.316000      14649.18        7.46780000e+00        2.06423308e-08  24.9844  22.3925  22.5695  0.0000
0202-03-28_22:18:25.680000      14649.54        7.76601900e+00        3.03105308e-08  24.9733  22.3888  22.5549  0.0000
