====== pysrim run =======
        SRIM-2013.00
==========================================
    Ion and Target VACANCY production     
  See SRIM Outputs\TDATA.txt for calc. details
==========================================
--------------------------------------------------------------------
    Recoil/Damage Calculations made with Kinchin-Pease Estimates    
--------------------------------------------------------------------
 See file :  SRIM Outputs\TDATA.txt for calculation data
 Ion    =  H   Energy = 2400 keV
============= TARGET MATERIAL ======================================
Layer  1 : None
Layer Width =     4.E+05 A ;
  Layer # 1- Density = 7.403E22 atoms/cm3 = 6.3 g/cm3
  Layer # 1-  Y = 7.69 Atomic Percent = 13.3 Mass Percent
  Layer # 1- Ba = 15.3 Atomic Percent = 41.2 Mass Percent
  Layer # 1- Cu = 23.0 Atomic Percent = 28.6 Mass Percent
  Layer # 1-  O = 53.8 Atomic Percent = 16.8 Mass Percent
====================================================================
 Total Ions calculated =50000.00
 Total Target Vacancies     = 27 /Ion

==========================================================
  Table Units are  >>>> Vacancies/(Angstrom-Ion)  <<<<  
==========================================================
   TARGET     VACANCIES     VACANCIES 
   DEPTH         by            by     
   (Ang.)       IONS         RECOILS  
-----------  -----------  ------------
400001.E-02  1285.00E-09  6154.11E-09  
800001.E-02  4305.00E-09  5775.81E-09  
120000.E-01  8015.00E-09  2056.48E-08  
160000.E-01  5530.00E-09  1991.69E-08  
200000.E-01  6400.00E-09  1444.18E-08  
240000.E-01  7010.00E-09  1194.84E-08  
280000.E-01  7480.00E-09  1398.61E-08  
320000.E-01  7705.00E-09  1380.39E-08  
360000.E-01  7755.00E-09  1808.55E-08  
400000.E-01  7640.00E-09  1676.26E-08  
440000.E-01  7760.00E-09  1694.08E-08  
480000.E-01  8020.00E-09  1792.99E-08  
520000.E-01  8030.00E-09  1600.95E-08  
560000.E-01  8115.00E-09  1992.65E-08  
600000.E-01  8240.00E-09  2271.73E-08  
640000.E-01  7915.00E-09  1742.27E-08  
680000.E-01  8125.00E-09  2280.38E-08  
720000.E-01  8370.00E-09  1625.44E-08  
760000.E-01  8165.00E-09  1806.66E-08  
800000.E-01  8345.00E-09  2232.01E-08  
840000.E-01  8295.00E-09  1802.31E-08  
880000.E-01  8590.00E-09  1805.05E-08  
920000.E-01  9015.00E-09  1868.90E-08  
960000.E-01  8660.00E-09  1533.96E-08  
100000.E+00  8980.00E-09  2014.59E-08  
104000.E+00  8645.00E-09  1640.06E-08  
108000.E+00  9255.00E-09  1427.02E-08  
112000.E+00  9080.00E-09  2685.91E-08  
116000.E+00  8735.00E-09  1392.12E-08  
120000.E+00  9660.00E-09  4788.71E-08  
124000.E+00  9155.00E-09  2013.34E-08  
128000.E+00  9155.00E-09  2338.26E-08  
132000.E+00  9710.00E-09  2288.91E-08  
136000.E+00  9765.00E-09  2659.79E-08  
140000.E+00  9855.00E-09  2730.68E-08  
144000.E+00  1007.50E-08  2768.78E-08  
148000.E+00  9945.00E-09  3171.65E-08  
152000.E+00  1025.00E-08  2307.45E-08  
156000.E+00  1048.50E-08  2154.40E-08  
160000.E+00  1064.50E-08  1779.02E-08  
164000.E+00  1125.00E-08  3562.89E-08  
168000.E+00  1104.50E-08  3075.18E-08  
172000.E+00  1099.50E-08  3624.05E-08  
176000.E+00  1116.50E-08  2836.71E-08  
180000.E+00  1175.50E-08  2801.29E-08  
184000.E+00  1168.50E-08  1936.31E-08  
188000.E+00  1178.50E-08  2311.85E-08  
192000.E+00  1222.00E-08  2697.02E-08  
196000.E+00  1317.50E-08  2224.46E-08  
200000.E+00  1227.00E-08  2530.12E-08  
204000.E+00  1275.00E-08  2444.06E-08  
208000.E+00  1306.50E-08  3636.05E-08  
212000.E+00  1395.50E-08  3320.55E-08  
216000.E+00  1348.50E-08  4093.10E-08  
220000.E+00  1395.50E-08  2935.78E-08  
224000.E+00  1440.50E-08  2412.75E-08  
228000.E+00  1436.00E-08  3280.32E-08  
232000.E+00  1495.50E-08  2761.23E-08  
236000.E+00  1573.50E-08  4733.21E-08  
240000.E+00  1601.00E-08  3045.86E-08  
244000.E+00  1593.00E-08  2801.25E-08  
248000.E+00  1671.50E-08  3213.95E-08  
252000.E+00  1727.00E-08  3931.69E-08  
256000.E+00  1749.00E-08  4649.09E-08  
260000.E+00  1757.50E-08  5537.12E-08  
264000.E+00  1828.50E-08  3040.85E-08  
268000.E+00  1918.50E-08  4044.23E-08  
272000.E+00  2061.00E-08  4214.65E-08  
276000.E+00  2046.00E-08  4510.59E-08  
280000.E+00  2199.00E-08  4360.27E-08  
284000.E+00  2335.50E-08  4544.06E-08  
288000.E+00  2445.50E-08  4864.70E-08  
292000.E+00  2594.50E-08  4614.77E-08  
296000.E+00  2711.50E-08  6244.35E-08  
300000.E+00  2858.00E-08  5942.24E-08  
