# Ic = 12.36 A, n = 23.37 , Tavg = 21.99 K, ffj51-ffj51-30p4pm2-03T-afterTc-0nA-anneal300k-6min-22k
#datetime                        t_s     iHTS_A                vHTS_V                tHTS_K  tTAR_K  tHOL_K  tSPA_K
0202-03-30_21:40:52.070000      7011.67        1.48952600e-02        3.01624000e-10  21.9797  18.8485  19.0091  0.0000
0202-03-30_21:40:52.450000      7012.05        3.17754200e-01        2.03696400e-09  21.9797  18.8485  19.0091  0.0000
0202-03-30_21:40:52.797000      7012.40        6.15695900e-01        4.82591400e-09  21.9797  18.8485  19.0091  0.0000
0202-03-30_21:40:53.170000      7012.77        9.14066900e-01        4.91391640e-08  21.9959  18.8537  19.0474  0.0000
0202-03-30_21:40:53.547000      7013.14        1.21224600e+00        2.98024740e-08  21.9959  18.8537  19.0474  0.0000
0202-03-30_21:40:53.934000      7013.53        1.51068100e+00        2.19307140e-08  21.9959  18.8537  19.0474  0.0000
0202-03-30_21:40:54.293000      7013.89        1.80857500e+00        1.28198540e-08  21.9841  18.8418  19.0050  0.0000
0202-03-30_21:40:54.652000      7014.25        2.10678500e+00        9.10125400e-09  21.9841  18.8418  19.0050  0.0000
0202-03-30_21:40:55.016000      7014.61        2.40509200e+00        3.70929400e-09  21.9879  18.8566  19.0333  0.0000
0202-03-30_21:40:55.370000      7014.97        2.70349000e+00        1.20141540e-08  21.9879  18.8566  19.0333  0.0000
0202-03-30_21:40:55.746000      7015.35        3.00165400e+00        3.07310840e-08  21.9879  18.8566  19.0333  0.0000
0202-03-30_21:40:56.098000      7015.69        3.30009400e+00        3.02352740e-08  21.9949  18.8459  19.0301  0.0000
0202-03-30_21:40:56.465000      7016.06        3.59821300e+00        2.99873640e-08  21.9949  18.8459  19.0301  0.0000
0202-03-30_21:40:56.836000      7016.43        3.89656100e+00        4.08332640e-08  21.9949  18.8459  19.0301  0.0000
0202-03-30_21:40:57.246000      7016.85        4.19498100e+00        2.73223740e-08  21.9810  18.8494  19.0120  0.0000
0202-03-30_21:40:57.594000      7017.19        4.49296100e+00        2.47193540e-08  21.9810  18.8494  19.0120  0.0000
0202-03-30_21:40:57.960000      7017.56        4.79167200e+00        2.74463240e-08  21.9998  18.8544  19.0515  0.0000
0202-03-30_21:40:58.324000      7017.92        5.08980000e+00        2.03190140e-08  21.9998  18.8544  19.0515  0.0000
0202-03-30_21:40:58.688000      7018.29        5.38807100e+00        2.52771440e-08  21.9998  18.8544  19.0515  0.0000
0202-03-30_21:40:59.047000      7018.65        5.68683000e+00        2.42235440e-08  21.9815  18.8426  19.0073  0.0000
0202-03-30_21:40:59.426000      7019.02        5.98472000e+00        3.77966940e-08  21.9815  18.8426  19.0073  0.0000
0202-03-30_21:40:59.777000      7019.38        6.28271700e+00        4.16409040e-08  21.9815  18.8426  19.0073  0.0000
0202-03-30_21:41:00.140000      7019.74        6.58120500e+00        3.74893040e-08  21.9881  18.8576  19.0368  0.0000
0202-03-30_21:41:00.496000      7020.09        6.87924200e+00        4.02162740e-08  21.9881  18.8576  19.0368  0.0000
0202-03-30_21:41:00.906000      7020.50        7.17724100e+00        3.82330240e-08  21.9881  18.8576  19.0368  0.0000
0202-03-30_21:41:01.273000      7020.87        7.47547900e+00        4.61040440e-08  21.9932  18.8468  19.0301  0.0000
0202-03-30_21:41:01.650000      7021.25        7.77420000e+00        5.41609940e-08  21.9932  18.8468  19.0301  0.0000
0202-03-30_21:41:02.010000      7021.61        8.07265700e+00        5.21777440e-08  21.9784  18.8501  19.0102  0.0000
0202-03-30_21:41:02.375000      7021.97        8.37070200e+00        5.70119140e-08  21.9784  18.8501  19.0102  0.0000
0202-03-30_21:41:02.746000      7022.35        8.66870100e+00        5.66400640e-08  21.9784  18.8501  19.0102  0.0000
0202-03-30_21:41:03.098000      7022.69        8.96687000e+00        5.60822740e-08  21.9992  18.8553  19.0498  0.0000
0202-03-30_21:41:03.465000      7023.06        9.26493200e+00        5.62682040e-08  21.9992  18.8553  19.0498  0.0000
0202-03-30_21:41:03.832000      7023.43        9.56415900e+00        5.81894740e-08  21.9992  18.8553  19.0498  0.0000
0202-03-30_21:41:04.250000      7023.85        9.86125600e+00        5.85613340e-08  21.9852  18.8439  19.0111  0.0000
0202-03-30_21:41:04.598000      7024.19        1.01591200e+01        6.77958440e-08  21.9852  18.8439  19.0111  0.0000
0202-03-30_21:41:04.960000      7024.56        1.04576600e+01        6.50688740e-08  21.9903  18.8581  19.0372  0.0000
0202-03-30_21:41:05.340000      7024.94        1.07567400e+01        7.72786440e-08  21.9903  18.8581  19.0372  0.0000
0202-03-30_21:41:05.690000      7025.29        1.10544900e+01        7.52348040e-08  21.9903  18.8581  19.0372  0.0000
0202-03-30_21:41:06.040000      7025.64        1.13523700e+01        1.00335504e-07  21.9939  18.8463  19.0289  0.0000
