====== pysrim run =======
        SRIM-2013.00
==========================================
    Ion and Target VACANCY production     
  See SRIM Outputs\TDATA.txt for calc. details
==========================================
--------------------------------------------------------------------
    Recoil/Damage Calculations made with Kinchin-Pease Estimates    
--------------------------------------------------------------------
 See file :  SRIM Outputs\TDATA.txt for calculation data
 Ion    =  H   Energy = 2400 keV
============= TARGET MATERIAL ======================================
Layer  1 : None
Layer Width =     4.E+05 A ;
  Layer # 1- Density = 7.403E22 atoms/cm3 = 6.3 g/cm3
  Layer # 1-  Y = 7.69 Atomic Percent = 13.3 Mass Percent
  Layer # 1- Ba = 15.3 Atomic Percent = 41.2 Mass Percent
  Layer # 1- Cu = 23.0 Atomic Percent = 28.6 Mass Percent
  Layer # 1-  O = 53.8 Atomic Percent = 16.8 Mass Percent
====================================================================
 Total Ions calculated =50000.00
 Total Target Vacancies     = 27 /Ion

==========================================================
  Table Units are  >>>> Vacancies/(Angstrom-Ion)  <<<<  
==========================================================
   TARGET     VACANCIES     VACANCIES 
   DEPTH         by            by     
   (Ang.)       IONS         RECOILS  
-----------  -----------  ------------
400001.E-02  1265.00E-09  4047.33E-09  
800001.E-02  4310.00E-09  7654.81E-09  
120000.E-01  8350.00E-09  1715.52E-08  
160000.E-01  5435.00E-09  1370.58E-08  
200000.E-01  5955.00E-09  2752.98E-08  
240000.E-01  7545.00E-09  2263.34E-08  
280000.E-01  7160.00E-09  1544.20E-08  
320000.E-01  7770.00E-09  1330.74E-08  
360000.E-01  7680.00E-09  1329.82E-08  
400000.E-01  7855.00E-09  1351.75E-08  
440000.E-01  8125.00E-09  1667.07E-08  
480000.E-01  7760.00E-09  2213.55E-08  
520000.E-01  8050.00E-09  1663.44E-08  
560000.E-01  8120.00E-09  1478.48E-08  
600000.E-01  7920.00E-09  1736.74E-08  
640000.E-01  8180.00E-09  1605.31E-08  
680000.E-01  8170.00E-09  4088.62E-08  
720000.E-01  8085.00E-09  2564.53E-08  
760000.E-01  8290.00E-09  2283.49E-08  
800000.E-01  8645.00E-09  1784.39E-08  
840000.E-01  8495.00E-09  1650.34E-08  
880000.E-01  8710.00E-09  1668.06E-08  
920000.E-01  8810.00E-09  2097.96E-08  
960000.E-01  8780.00E-09  1504.29E-08  
100000.E+00  8875.00E-09  2048.71E-08  
104000.E+00  8960.00E-09  1828.69E-08  
108000.E+00  8845.00E-09  2136.36E-08  
112000.E+00  9085.00E-09  1946.88E-08  
116000.E+00  8950.00E-09  1241.14E-08  
120000.E+00  9360.00E-09  2529.55E-08  
124000.E+00  9145.00E-09  1524.33E-08  
128000.E+00  9910.00E-09  2125.20E-08  
132000.E+00  9615.00E-09  2134.55E-08  
136000.E+00  1003.50E-08  2322.17E-08  
140000.E+00  9835.00E-09  1862.32E-08  
144000.E+00  1011.00E-08  1893.78E-08  
148000.E+00  1049.50E-08  1690.21E-08  
152000.E+00  1049.00E-08  2261.71E-08  
156000.E+00  1086.50E-08  2125.58E-08  
160000.E+00  1055.00E-08  2016.93E-08  
164000.E+00  1088.00E-08  2082.77E-08  
168000.E+00  1112.00E-08  2309.30E-08  
172000.E+00  1139.00E-08  1900.40E-08  
176000.E+00  1142.00E-08  3313.08E-08  
180000.E+00  1158.00E-08  3289.42E-08  
184000.E+00  1175.50E-08  1932.91E-08  
188000.E+00  1220.00E-08  2068.81E-08  
192000.E+00  1212.00E-08  2449.32E-08  
196000.E+00  1261.50E-08  3581.86E-08  
200000.E+00  1266.00E-08  2410.69E-08  
204000.E+00  1266.00E-08  2226.43E-08  
208000.E+00  1338.50E-08  2976.86E-08  
212000.E+00  1330.00E-08  2696.01E-08  
216000.E+00  1363.00E-08  3968.30E-08  
220000.E+00  1389.50E-08  2804.30E-08  
224000.E+00  1406.50E-08  3489.25E-08  
228000.E+00  1412.50E-08  3424.37E-08  
232000.E+00  1531.00E-08  3688.82E-08  
236000.E+00  1536.50E-08  3737.43E-08  
240000.E+00  1582.00E-08  3079.13E-08  
244000.E+00  1638.00E-08  3981.61E-08  
248000.E+00  1696.50E-08  3820.55E-08  
252000.E+00  1713.00E-08  3484.89E-08  
256000.E+00  1809.50E-08  4319.13E-08  
260000.E+00  1797.50E-08  3793.28E-08  
264000.E+00  1891.00E-08  4682.24E-08  
268000.E+00  1984.50E-08  3680.80E-08  
272000.E+00  1983.50E-08  3967.96E-08  
276000.E+00  2104.00E-08  4571.87E-08  
280000.E+00  2244.50E-08  5114.12E-08  
284000.E+00  2249.50E-08  3944.19E-08  
288000.E+00  2389.50E-08  5069.11E-08  
292000.E+00  2582.00E-08  4976.41E-08  
296000.E+00  2661.00E-08  5387.72E-08  
300000.E+00  2818.50E-08  5395.82E-08  
