====== pysrim run =======
        SRIM-2013.00
========================================
      Ion and Recoil IONIZATION     
 See SRIM Outputs\TDATA.txt for details   
========================================
--------------------------------------------------------------------
    Recoil/Damage Calculations made with Kinchin-Pease Estimates    
--------------------------------------------------------------------
 See file :  SRIM Outputs\TDATA.txt   for calculation data
 Ion    =  H   Energy = 2400 keV
============= TARGET MATERIAL ======================================
Layer 1 : None
Layer Width = 40000.E+01 A ;
  Layer # 1- Density = 7.403E22 atoms/cm3 = 6.3 g/cm3
  Layer # 1-  Y = 7.69 Atomic Percent = 13.3 Mass Percent
  Layer # 1- Ba = 15.3 Atomic Percent = 41.2 Mass Percent
  Layer # 1- Cu = 23.0 Atomic Percent = 28.6 Mass Percent
  Layer # 1-  O = 53.8 Atomic Percent = 16.8 Mass Percent
====================================================================
 Total Ions calculated =050000.00
===============================================================
  Ionization Energy Units are  >>>>  eV /(Angstrom-Ion)  <<<<  
===============================================================

  TARGET       IONIZ.       IONIZ.  
  DEPTH         by           by     
  (Ang)        IONS         RECOILS 
-----------  -----------  -----------
400001.E-02  4451.28E-03  1289.99E-07
800001.E-02  4459.24E-03  1869.85E-07
120000.E-01  4475.44E-03  5111.55E-07
160000.E-01  4503.55E-03  3518.35E-07
200000.E-01  4516.26E-03  9448.51E-07
240000.E-01  4531.14E-03  6416.32E-07
280000.E-01  4552.56E-03  3543.54E-07
320000.E-01  4574.07E-03  2948.39E-07
360000.E-01  4599.45E-03  2982.57E-07
400000.E-01  4628.41E-03  3024.78E-07
440000.E-01  4653.97E-03  3732.33E-07
480000.E-01  4679.93E-03  5201.48E-07
520000.E-01  4705.23E-03  3753.39E-07
560000.E-01  4737.80E-03  3852.93E-07
600000.E-01  4758.07E-03  4355.79E-07
640000.E-01  4782.67E-03  3679.10E-07
680000.E-01  4810.25E-03  1426.92E-06
720000.E-01  4841.14E-03  6121.97E-07
760000.E-01  4866.93E-03  5649.15E-07
800000.E-01  4895.73E-03  4501.70E-07
840000.E-01  4926.56E-03  3968.62E-07
880000.E-01  4961.78E-03  3740.00E-07
920000.E-01  5002.29E-03  4944.00E-07
960000.E-01  5026.74E-03  3981.37E-07
100000.E+00  5062.14E-03  4786.54E-07
104000.E+00  5090.89E-03  5241.57E-07
108000.E+00  5128.40E-03  4816.54E-07
112000.E+00  5166.68E-03  4213.49E-07
116000.E+00  5199.76E-03  2921.16E-07
120000.E+00  5231.87E-03  6071.31E-07
124000.E+00  5267.21E-03  3395.98E-07
128000.E+00  5303.83E-03  4985.30E-07
132000.E+00  5345.96E-03  4585.17E-07
136000.E+00  5391.44E-03  5232.93E-07
140000.E+00  5436.04E-03  4026.68E-07
144000.E+00  5476.87E-03  4772.54E-07
148000.E+00  5518.11E-03  4419.86E-07
152000.E+00  5560.60E-03  5173.25E-07
156000.E+00  5608.73E-03  4979.08E-07
160000.E+00  5657.91E-03  4190.18E-07
164000.E+00  5706.01E-03  4475.84E-07
168000.E+00  5763.75E-03  5074.16E-07
172000.E+00  5812.31E-03  4502.43E-07
176000.E+00  5861.77E-03  7841.45E-07
180000.E+00  5915.34E-03  8862.99E-07
184000.E+00  5971.53E-03  4239.63E-07
188000.E+00  6034.28E-03  5142.02E-07
192000.E+00  6095.71E-03  5873.19E-07
196000.E+00  6151.07E-03  8563.79E-07
200000.E+00  6206.61E-03  5677.04E-07
204000.E+00  6274.73E-03  5451.74E-07
208000.E+00  6350.85E-03  7198.30E-07
212000.E+00  6415.20E-03  5944.48E-07
216000.E+00  6486.69E-03  8890.18E-07
220000.E+00  6568.24E-03  6219.20E-07
224000.E+00  6653.10E-03  9567.50E-07
228000.E+00  6736.12E-03  7616.49E-07
232000.E+00  6824.34E-03  8159.71E-07
236000.E+00  6926.32E-03  9400.63E-07
240000.E+00  7014.98E-03  6906.89E-07
244000.E+00  7113.22E-03  9259.81E-07
248000.E+00  7209.16E-03  8092.19E-07
252000.E+00  7311.14E-03  8014.36E-07
256000.E+00  7423.60E-03  1002.21E-06
260000.E+00  7543.66E-03  8668.07E-07
264000.E+00  7682.53E-03  1049.26E-06
268000.E+00  7826.10E-03  8373.84E-07
272000.E+00  7991.29E-03  1012.43E-06
276000.E+00  8166.52E-03  1020.88E-06
280000.E+00  8341.35E-03  1181.45E-06
284000.E+00  8544.51E-03  9220.24E-07
288000.E+00  8776.54E-03  1168.68E-06
292000.E+00  9022.71E-03  1140.89E-06
296000.E+00  9297.46E-03  1248.04E-06
300000.E+00  9589.45E-03  1186.33E-06
304000.E+00  9936.53E-03  2008.27E-06
308000.E+00  1033.78E-02  1227.90E-06
312000.E+00  1078.99E-02  1782.12E-06
316000.E+00  1133.25E-02  1617.25E-06
320000.E+00  1195.78E-02  1916.70E-06
324000.E+00  1268.45E-02  2084.67E-06
328000.E+00  1351.83E-02  2509.10E-06
332000.E+00  1437.99E-02  3004.63E-06
336000.E+00  1484.71E-02  3817.25E-06
340000.E+00  1425.57E-02  4920.97E-06
344000.E+00  1213.20E-02  5697.43E-06
348000.E+00  8735.21E-03  5507.01E-06
352000.E+00  5077.42E-03  4051.20E-06
356000.E+00  2309.02E-03  2252.73E-06
360000.E+00  8229.29E-04  9058.68E-07
364000.E+00  2241.21E-04  3153.04E-07
368000.E+00  4433.65E-05  6499.87E-08
372000.E+00  7604.94E-06  1093.01E-08
376000.E+00  5924.34E-07  1671.87E-09
380000.E+00  0000.00E+00  0000.00E+00
384000.E+00  0000.00E+00  0000.00E+00
388000.E+00  0000.00E+00  0000.00E+00
392000.E+00  0000.00E+00  0000.00E+00
396000.E+00  0000.00E+00  0000.00E+00
400000.E+00  0000.00E+00  0000.00E+00
