====== pysrim run =======
        SRIM-2013.00
=====================================
       LATERAL SPREAD OF IONS        
 See SRIM Outputs\TDATA.txt for calc. details   
Ì===================================Ê===================================
  NOTE : The Projected LATERAL Spread is based on a projection on a     
  plane- just the way the XY or XZ displays look on the screen.  The    
  Lateral Projected Range is defined as the average of the absolute     
  values of the projected lateral displacements from the X-axis.        
  One use of this range: If a mask covers half of a target, the lateral 
  range is the distance under the mask where the concentration drops to 
  25% (at the mask edge the concentration= 50% of the uniform value).   
                                                                        
  The Radial Range is the mean radial displacement range from the       
  X-axis a-uming cylindrical symmetry.                                 
========================================================================
--------------------------------------------------------------------
    Recoil/Damage Calculations made with Kinchin-Pease Estimates    
--------------------------------------------------------------------
 See file: SRIM Outputs\TDATA.txt for data about the calculation
 Ion    = He   Energy = 1600 keV
 Total Ions calculated =20000.00
============= TARGET MATERIAL ======================================
Layer  1 : None
Layer Width = 20000.E+00 AAA ;
  Layer # 1- Density = 5.846E22 atoms/cm3 = 10.47 g/cm3
  Layer # 1- Ag = 100  Atomic Percent = 100  Mass Percent
Layer  2 : None
Layer Width = 20000.E+00 AAA ;
  Layer # 2- Density = 7.403E22 atoms/cm3 = 6.3 g/cm3
  Layer # 2-  Y = 7.69 Atomic Percent = 13.3 Mass Percent
  Layer # 2- Ba = 15.3 Atomic Percent = 41.2 Mass Percent
  Layer # 2- Cu = 23.0 Atomic Percent = 28.6 Mass Percent
  Layer # 2-  O = 53.8 Atomic Percent = 16.8 Mass Percent
Layer  3 : None
Layer Width = 40000.E-02 AAA ;
  Layer # 3- Density = 8.142E22 atoms/cm3 = 6.54 g/cm3
  Layer # 3- La = 20   Atomic Percent = 57.4 Mass Percent
  Layer # 3- Mn = 20   Atomic Percent = 22.7 Mass Percent
  Layer # 3-  O = 60   Atomic Percent = 19.8 Mass Percent
Layer  4 : None
Layer Width = 50000.E-02 AAA ;
  Layer # 4- Density = 10.69E22 atoms/cm3 = 3.58 g/cm3
  Layer # 4- Mg = 50   Atomic Percent = 60.3 Mass Percent
  Layer # 4-  O = 50   Atomic Percent = 39.6 Mass Percent
Layer  5 : None
Layer Width = 10000.E-02 AAA ;
  Layer # 5- Density = 6.680E22 atoms/cm3 = 5.01 g/cm3
  Layer # 5-  Y = 40   Atomic Percent = 78.7 Mass Percent
  Layer # 5-  O = 60   Atomic Percent = 21.2 Mass Percent
Layer  6 : None
Layer Width = 50000.E-02 AAA ;
  Layer # 6- Density = 11.66E22 atoms/cm3 = 3.95 g/cm3
  Layer # 6- Al = 40   Atomic Percent = 52.9 Mass Percent
  Layer # 6-  O = 60   Atomic Percent = 47.0 Mass Percent
Layer  7 : None
Layer Width = 80000.E+00 AAA ;
  Layer # 7- Density = 7.709E22 atoms/cm3 = 8.89 g/cm3
  Layer # 7- Ni = 55.2 Atomic Percent = 46.7 Mass Percent
  Layer # 7- Mo = 17.0 Atomic Percent = 23.6 Mass Percent
  Layer # 7- Cr = 16.0 Atomic Percent = 12.0 Mass Percent
  Layer # 7- Fe = 7.03 Atomic Percent = 5.65 Mass Percent
  Layer # 7-  W = 4.52 Atomic Percent = 11.9 Mass Percent
====================================================================
 Ion Average Range = 289931.E-01 A   Straggling = 236235.E-02 A
 Ion Lateral Range = 292533.E-02 A   Straggling = 377685.E-02 A
 Ion Radial  Range = 459066.E-02 A   Straggling = 270155.E-02 A
====================================================================
                LATERAL     Projected      LATERAL        Radial    
  TARGET       PROJ.RANGE   Straggling      RADIAL      Straggling  
  DEPTH (A)   (Angstroms)   (Angstroms)   (Angstroms)   (Angstroms) 
------------ ------------- ------------- ------------- -------------
1215010.E-03 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
2430010.E-03 13995467.E-03 16029585.E-03 16633819.E-03 67740524.E-04 
3645010.E-03 86173442.E-04 86173442.E-04 10822236.E-03 00000000.E+00 
4860010.E-03 99917805.E-04 11494280.E-03 12985845.E-03 52347364.E-04 
6075010.E-03 78740752.E-04 82826292.E-04 16753410.E-03 47484863.E-04 
7290010.E-03 18948905.E-03 18968132.E-03 22114310.E-03 13617459.E-04 
8505010.E-03 93132815.E-04 10881161.E-03 15358124.E-03 44043903.E-04 
9720010.E-03 93826846.E-04 10431987.E-03 13114627.E-03 42651664.E-04 
1093501.E-02 59342647.E-04 67935759.E-04 12193643.E-03 42615203.E-04 
1215001.E-02 97361973.E-04 11171140.E-03 16922310.E-03 60850875.E-04 
1336501.E-02 82746305.E-04 99589312.E-04 11289539.E-03 53190020.E-04 
1458001.E-02 72893135.E-04 81928849.E-04 10897648.E-03 39303306.E-04 
1579501.E-02 86682961.E-04 10421740.E-03 13693571.E-03 59169119.E-04 
1701001.E-02 71251508.E-04 86551583.E-04 10939398.E-03 39606218.E-04 
1822501.E-02 74956996.E-04 90278175.E-04 11936296.E-03 49657248.E-04 
1944001.E-02 63119868.E-04 79254378.E-04 11406353.E-03 51098076.E-04 
2065501.E-02 68793760.E-04 79155117.E-04 10627601.E-03 38471200.E-04 
2187001.E-02 65043064.E-04 79462625.E-04 10137353.E-03 44309670.E-04 
2308501.E-02 59808536.E-04 73679905.E-04 90974401.E-04 41714632.E-04 
2430001.E-02 55121339.E-04 66216720.E-04 86178015.E-04 35055378.E-04 
2551501.E-02 46557330.E-04 56873383.E-04 75152987.E-04 33710523.E-04 
2673001.E-02 43043076.E-04 51539642.E-04 67266214.E-04 28514383.E-04 
2794501.E-02 37318754.E-04 45333611.E-04 57303798.E-04 25127024.E-04 
2916001.E-02 31355558.E-04 38320703.E-04 48968784.E-04 22494611.E-04 
3037501.E-02 25373974.E-04 31469447.E-04 40100254.E-04 19203919.E-04 
3159001.E-02 20268733.E-04 25262619.E-04 32118007.E-04 16386783.E-04 
3280501.E-02 17667175.E-04 22412688.E-04 27368718.E-04 14522475.E-04 
3402001.E-02 12454458.E-04 15767791.E-04 19420789.E-04 97859426.E-05 
3523501.E-02 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
3645001.E-02 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
3766501.E-02 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
3888001.E-02 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
4009501.E-02 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
4131001.E-02 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
4252501.E-02 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
4374001.E-02 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
4495501.E-02 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
4617001.E-02 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
4738501.E-02 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
