====== pysrim run =======
        SRIM-2013.00
==========================================
    Ion and Target VACANCY production     
  See SRIM Outputs\TDATA.txt for calc. details
==========================================
--------------------------------------------------------------------
    Recoil/Damage Calculations made with Kinchin-Pease Estimates    
--------------------------------------------------------------------
 See file :  SRIM Outputs\TDATA.txt for calculation data
 Ion    =  H   Energy = 2400 keV
============= TARGET MATERIAL ======================================
Layer  1 : None
Layer Width =     4.E+05 A ;
  Layer # 1- Density = 7.403E22 atoms/cm3 = 6.3 g/cm3
  Layer # 1-  Y = 7.69 Atomic Percent = 13.3 Mass Percent
  Layer # 1- Ba = 15.3 Atomic Percent = 41.2 Mass Percent
  Layer # 1- Cu = 23.0 Atomic Percent = 28.6 Mass Percent
  Layer # 1-  O = 53.8 Atomic Percent = 16.8 Mass Percent
====================================================================
 Total Ions calculated =50000.00
 Total Target Vacancies     = 27 /Ion

==========================================================
  Table Units are  >>>> Vacancies/(Angstrom-Ion)  <<<<  
==========================================================
   TARGET     VACANCIES     VACANCIES 
   DEPTH         by            by     
   (Ang.)       IONS         RECOILS  
-----------  -----------  ------------
400001.E-02  1360.00E-09  1743.58E-09  
800001.E-02  4510.00E-09  7313.34E-09  
120000.E-01  8300.00E-09  2861.63E-08  
160000.E-01  5405.00E-09  1005.20E-08  
200000.E-01  6215.00E-09  2759.22E-08  
240000.E-01  7190.00E-09  1039.00E-08  
280000.E-01  7330.00E-09  2160.27E-08  
320000.E-01  7575.00E-09  2249.60E-08  
360000.E-01  7590.00E-09  2132.11E-08  
400000.E-01  7600.00E-09  1955.55E-08  
440000.E-01  8140.00E-09  2920.71E-08  
480000.E-01  7560.00E-09  1410.46E-08  
520000.E-01  7940.00E-09  1784.54E-08  
560000.E-01  7965.00E-09  2442.84E-08  
600000.E-01  8075.00E-09  5804.16E-08  
640000.E-01  8240.00E-09  1236.84E-08  
680000.E-01  8235.00E-09  1257.37E-08  
720000.E-01  8270.00E-09  1940.24E-08  
760000.E-01  8420.00E-09  1402.26E-08  
800000.E-01  8685.00E-09  2369.14E-08  
840000.E-01  8725.00E-09  1975.54E-08  
880000.E-01  8675.00E-09  1763.92E-08  
920000.E-01  8640.00E-09  2552.83E-08  
960000.E-01  9035.00E-09  4236.36E-08  
100000.E+00  9130.00E-09  1622.45E-08  
104000.E+00  9040.00E-09  1687.98E-08  
108000.E+00  9320.00E-09  2620.09E-08  
112000.E+00  8850.00E-09  2213.57E-08  
116000.E+00  9495.00E-09  1581.01E-08  
120000.E+00  9635.00E-09  1807.83E-08  
124000.E+00  9780.00E-09  3435.83E-08  
128000.E+00  9675.00E-09  2456.92E-08  
132000.E+00  9610.00E-09  2056.02E-08  
136000.E+00  9785.00E-09  1682.52E-08  
140000.E+00  9780.00E-09  2350.75E-08  
144000.E+00  9815.00E-09  2581.75E-08  
148000.E+00  1064.50E-08  2043.41E-08  
152000.E+00  1035.00E-08  2622.01E-08  
156000.E+00  1097.00E-08  2528.55E-08  
160000.E+00  1070.50E-08  2418.91E-08  
164000.E+00  1108.00E-08  2556.24E-08  
168000.E+00  1077.00E-08  3079.48E-08  
172000.E+00  1108.50E-08  2353.64E-08  
176000.E+00  1138.00E-08  2180.36E-08  
180000.E+00  1163.00E-08  3132.60E-08  
184000.E+00  1156.50E-08  1819.56E-08  
188000.E+00  1192.00E-08  2839.65E-08  
192000.E+00  1239.50E-08  2507.78E-08  
196000.E+00  1243.00E-08  3320.27E-08  
200000.E+00  1270.50E-08  2784.83E-08  
204000.E+00  1271.50E-08  2370.62E-08  
208000.E+00  1347.50E-08  2413.00E-08  
212000.E+00  1317.00E-08  2755.41E-08  
216000.E+00  1339.50E-08  2986.45E-08  
220000.E+00  1375.50E-08  2503.26E-08  
224000.E+00  1460.00E-08  2600.11E-08  
228000.E+00  1518.50E-08  2964.73E-08  
232000.E+00  1444.50E-08  4754.20E-08  
236000.E+00  1529.00E-08  2698.66E-08  
240000.E+00  1563.00E-08  3020.17E-08  
244000.E+00  1635.00E-08  4141.40E-08  
248000.E+00  1679.50E-08  3401.41E-08  
252000.E+00  1754.50E-08  3165.64E-08  
256000.E+00  1814.50E-08  3505.59E-08  
260000.E+00  1849.50E-08  3677.29E-08  
264000.E+00  1888.00E-08  3163.99E-08  
268000.E+00  1960.00E-08  4242.51E-08  
272000.E+00  1995.50E-08  3974.57E-08  
276000.E+00  2093.50E-08  3312.69E-08  
280000.E+00  2213.00E-08  5213.05E-08  
284000.E+00  2280.50E-08  5433.23E-08  
288000.E+00  2408.50E-08  5460.45E-08  
292000.E+00  2524.00E-08  5024.73E-08  
296000.E+00  2708.50E-08  5534.84E-08  
300000.E+00  2838.00E-08  6312.11E-08  
