depth_A                  	phonons_eV-Aion          	ionizations_eV-Aion      	frenkelpairs_vac-Aion    	implantedIons_-cm        
4.0150100000e+03         	9.6435400000e-03         	2.5696781010e+01         	8.6436700000e-05         	0.0000000000e+00         
8.0300100000e+03         	1.2614150000e-02         	2.5870880890e+01         	1.3565370000e-04         	1.2453000000e+00         
1.2045000000e+04         	9.7379100000e-03         	2.6034394990e+01         	8.4890300000e-05         	0.0000000000e+00         
1.6060000000e+04         	1.5383360000e-02         	2.6242041170e+01         	1.8220090000e-04         	0.0000000000e+00         
2.0075000000e+04         	2.0830640000e-02         	2.6297720100e+01         	2.4850080000e-04         	0.0000000000e+00         
2.4090000000e+04         	4.7256500000e-03         	1.9729801700e+01         	6.6287700000e-05         	0.0000000000e+00         
2.8105000000e+04         	6.7052300000e-03         	1.9825346730e+01         	1.1020050000e-04         	0.0000000000e+00         
3.2120000000e+04         	7.5420200000e-03         	1.9927791000e+01         	1.4612550000e-04         	0.0000000000e+00         
3.6135000000e+04         	6.7067200000e-03         	2.0024939710e+01         	1.1347830000e-04         	0.0000000000e+00         
4.0150000000e+04         	1.1851800000e-02         	2.0214041210e+01         	2.2796630000e-04         	0.0000000000e+00         
4.4165000000e+04         	8.2663100000e-03         	2.4979471360e+01         	6.7388300000e-05         	0.0000000000e+00         
4.8180000000e+04         	1.2623790000e-02         	2.8139747850e+01         	1.2354740000e-04         	0.0000000000e+00         
5.2195000000e+04         	1.1101210000e-02         	2.8388977830e+01         	9.7998800000e-05         	0.0000000000e+00         
5.6210000000e+04         	1.1293650000e-02         	2.8679848000e+01         	9.5374800000e-05         	0.0000000000e+00         
6.0225000000e+04         	1.2020280000e-02         	2.8972895050e+01         	1.0299600000e-04         	0.0000000000e+00         
6.4240000000e+04         	1.2693540000e-02         	2.9268903190e+01         	1.2024630000e-04         	0.0000000000e+00         
6.8255000000e+04         	1.2518260000e-02         	2.9564981130e+01         	1.1489890000e-04         	0.0000000000e+00         
7.2270000000e+04         	1.7169770000e-02         	2.9924330400e+01         	1.9662210000e-04         	0.0000000000e+00         
7.6285000000e+04         	1.8118680000e-02         	3.0261146200e+01         	1.7800990000e-04         	0.0000000000e+00         
8.0300000000e+04         	1.5323880000e-02         	3.0617253460e+01         	1.5923360000e-04         	0.0000000000e+00         
8.4315000000e+04         	1.1901030000e-02         	3.0951518650e+01         	9.7593100000e-05         	0.0000000000e+00         
8.8330000000e+04         	1.3376870000e-02         	3.1308560650e+01         	1.2139030000e-04         	1.2453000000e+00         
9.2345000000e+04         	1.3266740000e-02         	3.1678680650e+01         	1.2355650000e-04         	0.0000000000e+00         
9.6360000000e+04         	1.4133210000e-02         	3.2071467590e+01         	1.2520490000e-04         	0.0000000000e+00         
1.0037500000e+05         	1.3305080000e-02         	3.2496055840e+01         	1.1075420000e-04         	0.0000000000e+00         
1.0439000000e+05         	1.5064980000e-02         	3.2942680370e+01         	1.5283320000e-04         	0.0000000000e+00         
1.0840500000e+05         	1.5035370000e-02         	3.3439271720e+01         	1.3882680000e-04         	0.0000000000e+00         
1.1242000000e+05         	1.8228870000e-02         	3.3884033380e+01         	1.9713360000e-04         	0.0000000000e+00         
1.1643500000e+05         	1.3936920000e-02         	3.4370973300e+01         	1.1644980000e-04         	0.0000000000e+00         
1.2045000000e+05         	1.3881750000e-02         	3.4920253150e+01         	1.1087190000e-04         	0.0000000000e+00         
1.2446500000e+05         	1.8302950000e-02         	3.5491639850e+01         	1.8196020000e-04         	0.0000000000e+00         
1.2848000000e+05         	1.4580780000e-02         	3.6076410290e+01         	1.2046210000e-04         	0.0000000000e+00         
1.3249500000e+05         	1.6652950000e-02         	3.6677333870e+01         	1.4420820000e-04         	0.0000000000e+00         
1.3651000000e+05         	1.8789840000e-02         	3.7319923670e+01         	1.7432620000e-04         	1.2453000000e+00         
1.4052500000e+05         	1.7042560000e-02         	3.8027272140e+01         	1.4642900000e-04         	1.2453000000e+00         
1.4454000000e+05         	1.7833610000e-02         	3.8749924030e+01         	1.6415150000e-04         	3.7360000000e+00         
1.4855500000e+05         	1.9210900000e-02         	3.9518439260e+01         	1.7930240000e-04         	1.2453000000e+00         
1.5257000000e+05         	1.9220180000e-02         	4.0387063750e+01         	1.8256560000e-04         	0.0000000000e+00         
1.5658500000e+05         	2.0634020000e-02         	4.1216227680e+01         	2.0155260000e-04         	2.4907000000e+00         
1.6060000000e+05         	2.4879620000e-02         	4.2186445100e+01         	2.7280690000e-04         	1.2453000000e+00         
1.6461500000e+05         	2.3422140000e-02         	4.3226504190e+01         	2.2435130000e-04         	2.4907000000e+00         
1.6863000000e+05         	2.2200770000e-02         	4.4325500010e+01         	1.9902690000e-04         	2.4907000000e+00         
1.7264500000e+05         	2.3585140000e-02         	4.5492049250e+01         	2.2191010000e-04         	2.4907000000e+00         
1.7666000000e+05         	3.2915300000e-02         	4.6820516600e+01         	3.6207830000e-04         	3.7360000000e+00         
1.8067500000e+05         	2.8658750000e-02         	4.8235273890e+01         	2.8031600000e-04         	1.2453000000e+00         
1.8469000000e+05         	3.3436250000e-02         	4.9846907300e+01         	3.5310070000e-04         	1.2453000000e+00         
1.8870500000e+05         	3.0340390000e-02         	5.1525296050e+01         	2.9265820000e-04         	1.1208000000e+01         
1.9272000000e+05         	3.5183990000e-02         	5.3399302800e+01         	3.3148560000e-04         	4.9813000000e+00         
1.9673500000e+05         	3.8114670000e-02         	5.5476803500e+01         	3.7645900000e-04         	1.3699000000e+01         
2.0075000000e+05         	4.4940510000e-02         	5.7730124400e+01         	4.7327400000e-04         	1.4944000000e+01         
2.0476500000e+05         	4.7785900000e-02         	6.0228999500e+01         	4.8586700000e-04         	2.1171000000e+01         
2.0878000000e+05         	5.4894900000e-02         	6.2770244800e+01         	5.7318300000e-04         	2.4907000000e+01         
2.1279500000e+05         	6.6302800000e-02         	6.5270499500e+01         	7.1469200000e-04         	4.7323000000e+01         
2.1681000000e+05         	8.0915500000e-02         	6.7055608400e+01         	8.6650900000e-04         	7.8456000000e+01         
2.2082500000e+05         	1.1153340000e-01         	6.6841171900e+01         	1.2467870000e-03         	1.3200000000e+02         
2.2484000000e+05         	1.8307040000e-01         	6.1956024100e+01         	2.0567140000e-03         	4.9938000000e+02         
2.2885500000e+05         	4.1660340000e-01         	4.8159777000e+01         	4.7081300000e-03         	3.6812000000e+03         
2.3287000000e+05         	7.3145100000e-01         	2.3495601000e+01         	8.0547100000e-03         	1.2941000000e+04         
2.3688500000e+05         	2.7751820000e-01         	3.8383537000e+00         	2.9298200000e-03         	6.9664000000e+03         
2.4090000000e+05         	1.4257470000e-02         	1.1054521000e-01         	1.4763180000e-04         	4.3836000000e+02         
2.4491500000e+05         	0.0000000000e+00         	0.0000000000e+00         	0.0000000000e+00         	0.0000000000e+00         
2.4893000000e+05         	0.0000000000e+00         	0.0000000000e+00         	0.0000000000e+00         	0.0000000000e+00         
2.5294500000e+05         	0.0000000000e+00         	0.0000000000e+00         	0.0000000000e+00         	0.0000000000e+00         
2.5696000000e+05         	0.0000000000e+00         	0.0000000000e+00         	0.0000000000e+00         	0.0000000000e+00         
2.6097500000e+05         	0.0000000000e+00         	0.0000000000e+00         	0.0000000000e+00         	0.0000000000e+00         
2.6499000000e+05         	0.0000000000e+00         	0.0000000000e+00         	0.0000000000e+00         	0.0000000000e+00         
2.6900500000e+05         	0.0000000000e+00         	0.0000000000e+00         	0.0000000000e+00         	0.0000000000e+00         
2.7302000000e+05         	0.0000000000e+00         	0.0000000000e+00         	0.0000000000e+00         	0.0000000000e+00         
2.7703500000e+05         	0.0000000000e+00         	0.0000000000e+00         	0.0000000000e+00         	0.0000000000e+00         
2.8105000000e+05         	0.0000000000e+00         	0.0000000000e+00         	0.0000000000e+00         	0.0000000000e+00         
2.8506500000e+05         	0.0000000000e+00         	0.0000000000e+00         	0.0000000000e+00         	0.0000000000e+00         
2.8908000000e+05         	0.0000000000e+00         	0.0000000000e+00         	0.0000000000e+00         	0.0000000000e+00         
2.9309500000e+05         	0.0000000000e+00         	0.0000000000e+00         	0.0000000000e+00         	0.0000000000e+00         
2.9711000000e+05         	0.0000000000e+00         	0.0000000000e+00         	0.0000000000e+00         	0.0000000000e+00         
3.0112500000e+05         	0.0000000000e+00         	0.0000000000e+00         	0.0000000000e+00         	0.0000000000e+00         
3.0514000000e+05         	0.0000000000e+00         	0.0000000000e+00         	0.0000000000e+00         	0.0000000000e+00         
3.0915500000e+05         	0.0000000000e+00         	0.0000000000e+00         	0.0000000000e+00         	0.0000000000e+00         
3.1317000000e+05         	0.0000000000e+00         	0.0000000000e+00         	0.0000000000e+00         	0.0000000000e+00         
3.1718500000e+05         	0.0000000000e+00         	0.0000000000e+00         	0.0000000000e+00         	0.0000000000e+00         
3.2120000000e+05         	0.0000000000e+00         	0.0000000000e+00         	0.0000000000e+00         	0.0000000000e+00         
3.2521500000e+05         	0.0000000000e+00         	0.0000000000e+00         	0.0000000000e+00         	0.0000000000e+00         
3.2923000000e+05         	0.0000000000e+00         	0.0000000000e+00         	0.0000000000e+00         	0.0000000000e+00         
