====== pysrim run =======
        SRIM-2013.00
======================================== 
       Ion and Recoil PHONONS        
 See SRIM Outputs\TDATA.txt for calc. details
======================================== 
--------------------------------------------------------------------
    Recoil/Damage Calculations made with Kinchin-Pease Estimates    
--------------------------------------------------------------------
 See file :  SRIM Outputs\TDATA.txt calculation data
 Ion    =  H   Energy = 1200 keV
============= TARGET MATERIAL ======================================
Layer  1 : None
Layer Width =     1.E+05 AAA ;
  Layer # 1- Density = 7.403E22 atoms/cm3 = 6.3 g/cm3
  Layer # 1-  Y = 7.69 Atomic Percent = 13.3 Mass Percent
  Layer # 1- Ba = 15.3 Atomic Percent = 41.2 Mass Percent
  Layer # 1- Cu = 23.0 Atomic Percent = 28.6 Mass Percent
  Layer # 1-  O = 53.8 Atomic Percent = 16.8 Mass Percent
====================================================================
 Total Ions calculated =50000.00
========================================================
  Table Units are  >>>> Phonons /(Angstrom-Ion)  <<<<  
========================================================
  DEPTH       PHONONS     PHONONS    
  (Ang.)      by ION      by RECOILS 
-----------  -----------  -----------
140001.E-02  991333.E-09  248706.E-09
280001.E-02  922552.E-09  894430.E-09
420001.E-02  889283.E-09  117796.E-08
560001.E-02  869463.E-09  221793.E-08
700001.E-02  867655.E-09  384429.E-08
840001.E-02  844957.E-09  116531.E-08
980001.E-02  815990.E-09  147388.E-08
112000.E-01  804660.E-09  167142.E-08
126000.E-01  806106.E-09  221607.E-08
140000.E-01  807606.E-09  205750.E-08
154000.E-01  816530.E-09  283150.E-08
168000.E-01  821612.E-09  256013.E-08
182000.E-01  837391.E-09  259981.E-08
196000.E-01  836351.E-09  229783.E-08
210000.E-01  846126.E-09  193036.E-08
224000.E-01  847573.E-09  223338.E-08
238000.E-01  852435.E-09  343525.E-08
252000.E-01  856533.E-09  229726.E-08
266000.E-01  868564.E-09  278376.E-08
280000.E-01  878472.E-09  248054.E-08
294000.E-01  887954.E-09  281738.E-08
308000.E-01  897496.E-09  305127.E-08
322000.E-01  906581.E-09  267788.E-08
336000.E-01  914380.E-09  261421.E-08
350000.E-01  920814.E-09  258236.E-08
364000.E-01  931501.E-09  241085.E-08
378000.E-01  944613.E-09  263629.E-08
392000.E-01  952494.E-09  291409.E-08
406000.E-01  968186.E-09  241756.E-08
420000.E-01  978025.E-09  233033.E-08
434000.E-01  994255.E-09  300481.E-08
448000.E-01  100796.E-08  248664.E-08
462000.E-01  100759.E-08  271074.E-08
476000.E-01  101589.E-08  296839.E-08
490000.E-01  104539.E-08  267785.E-08
504000.E-01  104235.E-08  273559.E-08
518000.E-01  106040.E-08  307854.E-08
532000.E-01  107528.E-08  297493.E-08
546000.E-01  108946.E-08  360796.E-08
560000.E-01  109659.E-08  386277.E-08
574000.E-01  110899.E-08  348628.E-08
588000.E-01  112411.E-08  387131.E-08
602000.E-01  114084.E-08  309746.E-08
616000.E-01  116764.E-08  281409.E-08
630000.E-01  117766.E-08  309776.E-08
644000.E-01  120116.E-08  324656.E-08
658000.E-01  121613.E-08  327606.E-08
672000.E-01  124502.E-08  353874.E-08
686000.E-01  126739.E-08  350685.E-08
700000.E-01  129178.E-08  370374.E-08
714000.E-01  130220.E-08  342305.E-08
728000.E-01  134464.E-08  452895.E-08
742000.E-01  136605.E-08  325018.E-08
756000.E-01  138699.E-08  410982.E-08
770000.E-01  140565.E-08  434573.E-08
784000.E-01  145001.E-08  390677.E-08
798000.E-01  149575.E-08  437011.E-08
812000.E-01  153070.E-08  435467.E-08
826000.E-01  154200.E-08  447576.E-08
840000.E-01  158034.E-08  464675.E-08
854000.E-01  160668.E-08  495099.E-08
868000.E-01  164740.E-08  466723.E-08
882000.E-01  170463.E-08  489488.E-08
896000.E-01  176624.E-08  442815.E-08
910000.E-01  185010.E-08  564291.E-08
924000.E-01  188571.E-08  601388.E-08
938000.E-01  197543.E-08  614401.E-08
952000.E-01  205680.E-08  603211.E-08
966000.E-01  216206.E-08  572862.E-08
980000.E-01  224713.E-08  605400.E-08
994000.E-01  235613.E-08  603912.E-08
100800.E+00  250308.E-08  687877.E-08
102200.E+00  266785.E-08  786460.E-08
103600.E+00  277480.E-08  864027.E-08
105000.E+00  301153.E-08  923301.E-08
106400.E+00  332697.E-08  915296.E-08
107800.E+00  361674.E-08  103867.E-07
109200.E+00  405127.E-08  115346.E-07
110600.E+00  467901.E-08  133066.E-07
112000.E+00  556764.E-08  149729.E-07
113400.E+00  691791.E-08  186911.E-07
114800.E+00  923440.E-08  229874.E-07
116200.E+00  125849.E-07  308829.E-07
117600.E+00  175058.E-07  393855.E-07
119000.E+00  224926.E-07  476513.E-07
120400.E+00  246069.E-07  501580.E-07
121800.E+00  224856.E-07  428923.E-07
123200.E+00  171306.E-07  320018.E-07
124600.E+00  105640.E-07  191031.E-07
126000.E+00  535881.E-08  942858.E-08
127400.E+00  206551.E-08  350350.E-08
128800.E+00  699939.E-09  117101.E-08
130200.E+00  165579.E-09  265684.E-09
131600.E+00  374404.E-10  614236.E-10
133000.E+00  598540.E-11  797506.E-11
134400.E+00  000000.E+00  000000.E+00
135800.E+00  000000.E+00  000000.E+00
137200.E+00  000000.E+00  000000.E+00
138600.E+00  000000.E+00  000000.E+00
140000.E+00  000000.E+00  000000.E+00
