====== pysrim run =======
        SRIM-2013.00
======================================== 
       Ion and Recoil PHONONS        
 See SRIM Outputs\TDATA.txt for calc. details
======================================== 
--------------------------------------------------------------------
    Recoil/Damage Calculations made with Kinchin-Pease Estimates    
--------------------------------------------------------------------
 See file :  SRIM Outputs\TDATA.txt calculation data
 Ion    =  H   Energy = 1200 keV
============= TARGET MATERIAL ======================================
Layer  1 : None
Layer Width =     1.E+05 AAA ;
  Layer # 1- Density = 7.403E22 atoms/cm3 = 6.3 g/cm3
  Layer # 1-  Y = 7.69 Atomic Percent = 13.3 Mass Percent
  Layer # 1- Ba = 15.3 Atomic Percent = 41.2 Mass Percent
  Layer # 1- Cu = 23.0 Atomic Percent = 28.6 Mass Percent
  Layer # 1-  O = 53.8 Atomic Percent = 16.8 Mass Percent
====================================================================
 Total Ions calculated =50000.00
========================================================
  Table Units are  >>>> Phonons /(Angstrom-Ion)  <<<<  
========================================================
  DEPTH       PHONONS     PHONONS    
  (Ang.)      by ION      by RECOILS 
-----------  -----------  -----------
140001.E-02  100654.E-08  305052.E-09
280001.E-02  935366.E-09  831169.E-09
420001.E-02  889714.E-09  118804.E-08
560001.E-02  866201.E-09  189951.E-08
700001.E-02  862706.E-09  254477.E-08
840001.E-02  845035.E-09  162469.E-08
980001.E-02  817503.E-09  189240.E-08
112000.E-01  802152.E-09  177049.E-08
126000.E-01  801062.E-09  195066.E-08
140000.E-01  807388.E-09  235435.E-08
154000.E-01  820572.E-09  258368.E-08
168000.E-01  826068.E-09  275052.E-08
182000.E-01  839138.E-09  217775.E-08
196000.E-01  843056.E-09  254660.E-08
210000.E-01  849702.E-09  200053.E-08
224000.E-01  850699.E-09  232984.E-08
238000.E-01  862703.E-09  232735.E-08
252000.E-01  867796.E-09  231028.E-08
266000.E-01  877890.E-09  249177.E-08
280000.E-01  884805.E-09  249242.E-08
294000.E-01  896932.E-09  321285.E-08
308000.E-01  904197.E-09  303198.E-08
322000.E-01  913910.E-09  225149.E-08
336000.E-01  926417.E-09  320597.E-08
350000.E-01  928034.E-09  229515.E-08
364000.E-01  940881.E-09  274885.E-08
378000.E-01  945994.E-09  294226.E-08
392000.E-01  948832.E-09  236876.E-08
406000.E-01  958214.E-09  269448.E-08
420000.E-01  971097.E-09  233000.E-08
434000.E-01  987804.E-09  306575.E-08
448000.E-01  100424.E-08  323500.E-08
462000.E-01  101504.E-08  312907.E-08
476000.E-01  101773.E-08  285749.E-08
490000.E-01  103001.E-08  287928.E-08
504000.E-01  103852.E-08  268444.E-08
518000.E-01  105519.E-08  325904.E-08
532000.E-01  108106.E-08  296061.E-08
546000.E-01  110082.E-08  297732.E-08
560000.E-01  111571.E-08  312330.E-08
574000.E-01  112514.E-08  306588.E-08
588000.E-01  113399.E-08  306787.E-08
602000.E-01  115014.E-08  305934.E-08
616000.E-01  116997.E-08  301266.E-08
630000.E-01  119380.E-08  348872.E-08
644000.E-01  120943.E-08  347785.E-08
658000.E-01  122213.E-08  309435.E-08
672000.E-01  124376.E-08  305374.E-08
686000.E-01  125979.E-08  355425.E-08
700000.E-01  127711.E-08  436476.E-08
714000.E-01  129447.E-08  400839.E-08
728000.E-01  132343.E-08  372711.E-08
742000.E-01  135871.E-08  369103.E-08
756000.E-01  139399.E-08  401096.E-08
770000.E-01  142470.E-08  394494.E-08
784000.E-01  146938.E-08  389803.E-08
798000.E-01  148007.E-08  463896.E-08
812000.E-01  151041.E-08  406751.E-08
826000.E-01  155562.E-08  483932.E-08
840000.E-01  158238.E-08  440996.E-08
854000.E-01  162172.E-08  473091.E-08
868000.E-01  167003.E-08  472608.E-08
882000.E-01  171777.E-08  511015.E-08
896000.E-01  177148.E-08  526423.E-08
910000.E-01  183302.E-08  529061.E-08
924000.E-01  190983.E-08  653304.E-08
938000.E-01  198966.E-08  533175.E-08
952000.E-01  205751.E-08  570415.E-08
966000.E-01  215424.E-08  625608.E-08
980000.E-01  228218.E-08  618102.E-08
994000.E-01  237683.E-08  744892.E-08
100800.E+00  250690.E-08  694448.E-08
102200.E+00  264719.E-08  789964.E-08
103600.E+00  280083.E-08  788350.E-08
105000.E+00  302934.E-08  921829.E-08
106400.E+00  329930.E-08  907994.E-08
107800.E+00  364431.E-08  101559.E-07
109200.E+00  409993.E-08  115748.E-07
110600.E+00  468012.E-08  123583.E-07
112000.E+00  550992.E-08  152232.E-07
113400.E+00  692993.E-08  189821.E-07
114800.E+00  931153.E-08  245658.E-07
116200.E+00  128902.E-07  311830.E-07
117600.E+00  176966.E-07  398763.E-07
119000.E+00  224238.E-07  471575.E-07
120400.E+00  243150.E-07  493083.E-07
121800.E+00  226004.E-07  438325.E-07
123200.E+00  172928.E-07  321053.E-07
124600.E+00  104906.E-07  193172.E-07
126000.E+00  518623.E-08  915391.E-08
127400.E+00  194590.E-08  330170.E-08
128800.E+00  643796.E-09  107486.E-08
130200.E+00  144661.E-09  238795.E-09
131600.E+00  186162.E-10  325341.E-10
133000.E+00  648207.E-11  642006.E-11
134400.E+00  700761.E-12  783745.E-12
135800.E+00  280140.E-11  576755.E-11
137200.E+00  000000.E+00  000000.E+00
138600.E+00  000000.E+00  000000.E+00
140000.E+00  000000.E+00  000000.E+00
