depth_A                  	phonons_eV-Aion          	ionizations_eV-Aion      	frenkelpairs_vac-Aion    	implantedIons_-cm        
4.0150100000e+03         	2.3277900000e-03         	7.5609550740e+00         	9.7024100000e-06         	0.0000000000e+00         
8.0300100000e+03         	4.1231300000e-03         	7.6342679330e+00         	3.4228600000e-05         	0.0000000000e+00         
1.2045000000e+04         	3.4672600000e-03         	7.7271738730e+00         	2.5954000000e-05         	0.0000000000e+00         
1.6060000000e+04         	5.2427600000e-03         	7.8314033000e+00         	5.3093400000e-05         	1.2453000000e+00         
2.0075000000e+04         	6.8141800000e-03         	7.8967420800e+00         	5.5838100000e-05         	3.7360000000e+00         
2.4090000000e+04         	1.3537480000e-03         	6.0952232980e+00         	1.0888350000e-05         	2.4907000000e+00         
2.8105000000e+04         	2.0730790000e-03         	6.1294503540e+00         	2.8886920000e-05         	0.0000000000e+00         
3.2120000000e+04         	2.2824930000e-03         	6.1779890710e+00         	3.0149600000e-05         	3.7360000000e+00         
3.6135000000e+04         	2.8615610000e-03         	6.2407183100e+00         	4.2755200000e-05         	0.0000000000e+00         
4.0150000000e+04         	5.5028300000e-03         	6.3539113400e+00         	8.5211500000e-05         	0.0000000000e+00         
4.4165000000e+04         	2.8517300000e-03         	7.9223854510e+00         	1.6047350000e-05         	2.4907000000e+00         
4.8180000000e+04         	3.8119800000e-03         	8.8472878560e+00         	2.4256110000e-05         	2.4907000000e+00         
5.2195000000e+04         	4.4998100000e-03         	8.9791407620e+00         	3.6006300000e-05         	0.0000000000e+00         
5.6210000000e+04         	5.4997700000e-03         	9.1333080900e+00         	4.8662300000e-05         	3.7360000000e+00         
6.0225000000e+04         	5.0254200000e-03         	9.3078685700e+00         	4.0959400000e-05         	1.2453000000e+00         
6.4240000000e+04         	5.0251500000e-03         	9.4809790050e+00         	3.9568800000e-05         	1.2453000000e+00         
6.8255000000e+04         	5.0019800000e-03         	9.6775632310e+00         	3.8082500000e-05         	1.2453000000e+00         
