# Ic =  nan A, n =  nan , Tavg = 25.85 K, 20Kafterstep14
#idx    t_s     iHTS_A                vHTS_V                tHTS_K  tTAR_K
    0  966.52       -1.77779800e-01        2.52919800e-07  25.8973  19.8084
    1  966.77        6.19220100e-03        2.22673520e-07  25.8973  19.8084
    2  967.20        2.61641700e-01        1.33236630e-07  25.8973  19.8084
    3  967.45        4.67206700e-01       -3.13198000e-08  25.8481  20.0096
    4  967.70        6.23642700e-01       -1.09228440e-07  25.8481  20.0096
    5  967.98        8.62263800e-01       -1.87632920e-07  25.8930  20.1855
    6  968.23        1.07417800e+00       -2.30460980e-07  25.8930  20.1855
    7  968.48        1.19575200e+00       -2.56740420e-07  25.8930  20.1855
    8  968.73        1.41840100e+00       -2.69880140e-07  25.8930  20.1855
    9  969.11        1.66272300e+00       -3.23244770e-07  25.8930  20.1855
   10  969.36        1.82822700e+00       -4.28672450e-07  25.8657  19.7429
   11  969.62        2.02565100e+00       -4.36543890e-07  25.8657  19.7429
   12  969.99        2.20126600e+00       -3.53181030e-07  25.8657  19.7429
   13  970.31        2.46811300e+00       -1.55899250e-07  25.8669  20.2824
   14  970.55        2.62280100e+00       -1.21686380e-07  25.8669  20.2824
   15  970.91        2.86558800e+00       -1.49701270e-07  25.8669  20.2824
   16  971.24        3.07075500e+00       -2.68950450e-07  25.8669  20.2824
   17  971.61        3.25938800e+00       -3.27893260e-07  25.8669  20.2824
   18  971.86        3.43261600e+00       -3.77972960e-07  25.8790  20.2692
   19  972.14        3.65879300e+00       -3.61237770e-07  25.8497  20.0016
   20  972.39        3.82446200e+00       -3.67311140e-07  25.8497  20.0016
   21  972.65        4.03248300e+00       -4.21543130e-07  25.8497  20.0016
   22  973.04        4.26691800e+00       -4.60900290e-07  25.8497  20.0016
   23  973.32        4.48349900e+00       -5.14884670e-07  25.8880  20.1902
   24  973.57        4.69214800e+00       -5.10360150e-07  25.8880  20.1902
   25  973.82        4.84112200e+00       -4.78874420e-07  25.8880  20.1902
   26  974.14        5.06870900e+00       -4.61334140e-07  25.8711  19.7493
   27  974.39        5.30365000e+00       -4.59412770e-07  25.8711  19.7493
   28  974.64        5.49973800e+00       -4.09704990e-07  25.8711  19.7493
   29  975.03        5.69909200e+00       -3.62538380e-07  25.8711  19.7493
   30  975.30        5.89478700e+00       -2.94732510e-07  25.8633  20.2790
   31  975.54        6.03625400e+00       -2.82026660e-07  25.8633  20.2790
   32  975.79        6.23855900e+00       -2.58598300e-07  25.8633  20.2790
   33  976.12        6.43213700e+00       -2.86551180e-07  25.8957  19.8283
   34  976.49        6.63842500e+00       -3.11467050e-07  25.8957  19.8283
   35  976.74        6.84129600e+00       -3.29875040e-07  25.8957  19.8283
   36  977.11        7.06881500e+00       -3.79830740e-07  25.8957  19.8283
   37  977.39        7.25534100e+00       -3.98114770e-07  25.8461  19.9830
   38  977.64        7.45258000e+00       -4.02081480e-07  25.8461  19.9830
   39  977.95        7.63777600e+00       -3.83239320e-07  25.8461  19.9830
   40  978.30        7.88619000e+00       -3.66690090e-07  25.8893  20.2023
   41  978.55        8.05284500e+00       -3.43881430e-07  25.8893  20.2023
   42  978.80        8.23635800e+00       -2.71551070e-07  25.8893  20.2023
   43  979.08        8.53495800e+00       -2.21471440e-07  25.8893  20.2023
   44  979.43        8.69220300e+00       -1.43500930e-07  25.8655  19.7399
   45  979.68        8.87968300e+00       -1.60793270e-07  25.8655  19.7399
   46  979.95        9.09551500e+00       -2.05108790e-07  25.8613  20.2735
   47  980.28        9.33286100e+00       -3.20391110e-07  25.8613  20.2735
   48  980.54        9.49747500e+00       -4.30591090e-07  25.8613  20.2735
   49  980.78        9.68550700e+00       -6.07977120e-07  25.8613  20.2735
   50  981.25        9.94121000e+00       -1.07245331e-06  25.8613  20.2735
   51  981.50        1.00996000e+01       -1.17540166e-06  25.8877  19.8308
   52  981.75        1.02851600e+01       -1.13883361e-06  25.8877  19.8308
   53  982.15        1.05377800e+01       -1.07995286e-06  25.8877  19.8308
   54  982.40        1.06912700e+01       -1.10976511e-06  25.8450  19.9663
   55  982.64        1.08874700e+01       -1.21401504e-06  25.8450  19.9663
   56  983.05        1.10777500e+01       -1.37361288e-06  25.8450  19.9663
   57  983.36        1.12915400e+01       -1.46807001e-06  25.8800  20.2018
   58  983.61        1.14906600e+01       -1.44185258e-06  25.8800  20.2018
   59  983.94        1.16670000e+01       -1.30735684e-06  25.8800  20.2018
   60  984.28        1.19149900e+01       -1.29142853e-06  25.8666  19.7384
   61  984.52        1.20807100e+01       -1.34336757e-06  25.8666  19.7384
   62  984.76        1.22669400e+01       -1.34262381e-06  25.8666  19.7384
   63  985.23        1.25245900e+01       -1.27698724e-06  25.8666  19.7384
   64  985.47        1.26826800e+01       -1.23539883e-06  25.8550  20.2721
   65  985.72        1.28641200e+01       -1.26490119e-06  25.8550  20.2721
   66  986.12        1.31213100e+01       -1.35960626e-06  25.8550  20.2721
   67  986.39        1.32818100e+01       -1.41929277e-06  25.8924  19.8495
   68  986.63        1.34750300e+01       -1.45778220e-06  25.8924  19.8495
   69  987.27        1.36485600e+01       -1.44079975e-06  25.8924  19.8495
   70  987.52        1.38692400e+01       -1.35675519e-06  25.8411  19.9495
   71  987.77        1.40547600e+01       -1.29911402e-06  25.8411  19.9495
   72  988.23        1.43131700e+01       -1.22839511e-06  25.8411  19.9495
   73  988.48        1.44573200e+01       -1.11137733e-06  25.8825  20.2180
   74  988.73        1.46375700e+01       -1.04896371e-06  25.8825  20.2180
   75  989.14        1.48970200e+01       -1.02008114e-06  25.8825  20.2180
   76  989.41        1.50461600e+01       -9.42730400e-07  25.8642  19.7342
   77  989.66        1.52343600e+01       -8.60111170e-07  25.8642  19.7342
   78  989.95        1.54304800e+01       -8.15237400e-07  25.8642  19.7342
   79  990.29        1.56830000e+01       -8.01477470e-07  25.8570  20.2725
   80  990.54        1.58457900e+01       -7.96395130e-07  25.8570  20.2725
   81  990.78        1.60312400e+01       -8.14431240e-07  25.8570  20.2725
   82  991.17        1.62854200e+01       -8.37425720e-07  25.8570  20.2725
   83  991.42        1.64446100e+01       -8.76658890e-07  25.8894  19.8577
   84  991.67        1.66364400e+01       -9.42853240e-07  25.8894  19.8577
   85  992.25        1.68271700e+01       -1.00694029e-06  25.8894  19.8577
   86  992.49        1.70388800e+01       -9.19610840e-07  25.8467  19.9376
   87  992.74        1.72190100e+01       -9.31696890e-07  25.8467  19.9376
   88  993.08        1.74713400e+01       -9.74772800e-07  25.8467  19.9376
   89  993.42        1.76342600e+01       -9.67273260e-07  25.8753  20.2150
   90  993.66        1.78290000e+01       -9.24259320e-07  25.8753  20.2150
   91  994.19        1.80731900e+01       -7.25800220e-07  25.8753  20.2150
   92  994.44        1.82221200e+01       -5.33539090e-07  25.8657  19.7335
   93  994.69        1.84206100e+01       -4.57304020e-07  25.8657  19.7335
   94  995.19        1.86256600e+01       -3.19709010e-07  25.8657  19.7335
   95  995.45        1.88259400e+01       -2.05046550e-07  25.8491  20.2573
   96  995.69        1.90345400e+01       -1.93580480e-07  25.8491  20.2573
   97  995.96        1.92257200e+01       -3.23242340e-07  25.8863  19.8661
   98  996.25        1.94642100e+01       -4.57056610e-07  25.8863  19.8661
   99  996.49        1.96331600e+01       -4.59349860e-07  25.8863  19.8661
  100  996.73        1.98204200e+01       -4.79555260e-07  25.8863  19.8661
