====== pysrim run =======
        SRIM-2013.00
======================================== 
       Ion and Recoil PHONONS        
 See SRIM Outputs\TDATA.txt for calc. details
======================================== 
--------------------------------------------------------------------
    Recoil/Damage Calculations made with Kinchin-Pease Estimates    
--------------------------------------------------------------------
 See file :  SRIM Outputs\TDATA.txt calculation data
 Ion    =  H   Energy = 1200 keV
============= TARGET MATERIAL ======================================
Layer  1 : None
Layer Width =     1.E+05 AAA ;
  Layer # 1- Density = 7.403E22 atoms/cm3 = 6.3 g/cm3
  Layer # 1-  Y = 7.69 Atomic Percent = 13.3 Mass Percent
  Layer # 1- Ba = 15.3 Atomic Percent = 41.2 Mass Percent
  Layer # 1- Cu = 23.0 Atomic Percent = 28.6 Mass Percent
  Layer # 1-  O = 53.8 Atomic Percent = 16.8 Mass Percent
====================================================================
 Total Ions calculated =50000.00
========================================================
  Table Units are  >>>> Phonons /(Angstrom-Ion)  <<<<  
========================================================
  DEPTH       PHONONS     PHONONS    
  (Ang.)      by ION      by RECOILS 
-----------  -----------  -----------
140001.E-02  101015.E-08  234612.E-09
280001.E-02  933752.E-09  648063.E-09
420001.E-02  894538.E-09  137373.E-08
560001.E-02  872125.E-09  215260.E-08
700001.E-02  860238.E-09  266546.E-08
840001.E-02  844188.E-09  131922.E-08
980001.E-02  816176.E-09  170616.E-08
112000.E-01  803055.E-09  221787.E-08
126000.E-01  802855.E-09  246222.E-08
140000.E-01  810103.E-09  254184.E-08
154000.E-01  813314.E-09  215587.E-08
168000.E-01  817817.E-09  204705.E-08
182000.E-01  824708.E-09  277726.E-08
196000.E-01  832843.E-09  241400.E-08
210000.E-01  842623.E-09  206901.E-08
224000.E-01  854004.E-09  236658.E-08
238000.E-01  858162.E-09  204543.E-08
252000.E-01  872381.E-09  275623.E-08
266000.E-01  874660.E-09  266986.E-08
280000.E-01  889387.E-09  276806.E-08
294000.E-01  896052.E-09  280635.E-08
308000.E-01  900314.E-09  248608.E-08
322000.E-01  910671.E-09  230970.E-08
336000.E-01  917906.E-09  275751.E-08
350000.E-01  924529.E-09  234786.E-08
364000.E-01  926251.E-09  250403.E-08
378000.E-01  934827.E-09  260196.E-08
392000.E-01  947299.E-09  268494.E-08
406000.E-01  959660.E-09  227706.E-08
420000.E-01  973041.E-09  284404.E-08
434000.E-01  988776.E-09  294829.E-08
448000.E-01  100157.E-08  281546.E-08
462000.E-01  100967.E-08  227951.E-08
476000.E-01  102773.E-08  304681.E-08
490000.E-01  103481.E-08  336583.E-08
504000.E-01  105327.E-08  280343.E-08
518000.E-01  106410.E-08  250542.E-08
532000.E-01  109117.E-08  320494.E-08
546000.E-01  109642.E-08  292515.E-08
560000.E-01  110139.E-08  285780.E-08
574000.E-01  111742.E-08  294051.E-08
588000.E-01  112979.E-08  344872.E-08
602000.E-01  115483.E-08  339140.E-08
616000.E-01  115876.E-08  309211.E-08
630000.E-01  117864.E-08  335800.E-08
644000.E-01  120181.E-08  308237.E-08
658000.E-01  121824.E-08  350614.E-08
672000.E-01  123775.E-08  322495.E-08
686000.E-01  126352.E-08  325709.E-08
700000.E-01  127769.E-08  372829.E-08
714000.E-01  132094.E-08  325832.E-08
728000.E-01  134105.E-08  365891.E-08
742000.E-01  137152.E-08  390041.E-08
756000.E-01  139289.E-08  415224.E-08
770000.E-01  140887.E-08  409080.E-08
784000.E-01  143478.E-08  406544.E-08
798000.E-01  148287.E-08  516055.E-08
812000.E-01  151404.E-08  424214.E-08
826000.E-01  155963.E-08  442696.E-08
840000.E-01  159804.E-08  402581.E-08
854000.E-01  165131.E-08  473190.E-08
868000.E-01  168538.E-08  436796.E-08
882000.E-01  173103.E-08  483352.E-08
896000.E-01  178546.E-08  489472.E-08
910000.E-01  185156.E-08  528307.E-08
924000.E-01  191492.E-08  507390.E-08
938000.E-01  199049.E-08  583587.E-08
952000.E-01  208819.E-08  579898.E-08
966000.E-01  218352.E-08  636938.E-08
980000.E-01  224601.E-08  600500.E-08
994000.E-01  234184.E-08  638010.E-08
100800.E+00  252475.E-08  738015.E-08
102200.E+00  263277.E-08  765425.E-08
103600.E+00  276739.E-08  807248.E-08
105000.E+00  300821.E-08  838738.E-08
106400.E+00  326130.E-08  921908.E-08
107800.E+00  357867.E-08  101629.E-07
109200.E+00  408080.E-08  116300.E-07
110600.E+00  471903.E-08  133055.E-07
112000.E+00  553405.E-08  147294.E-07
113400.E+00  703943.E-08  186821.E-07
114800.E+00  917108.E-08  231487.E-07
116200.E+00  127586.E-07  307037.E-07
117600.E+00  174925.E-07  392207.E-07
119000.E+00  218997.E-07  468116.E-07
120400.E+00  246875.E-07  506293.E-07
121800.E+00  225282.E-07  435768.E-07
123200.E+00  173918.E-07  322984.E-07
124600.E+00  109486.E-07  198078.E-07
126000.E+00  522390.E-08  915410.E-08
127400.E+00  201634.E-08  345528.E-08
128800.E+00  639084.E-09  107741.E-08
130200.E+00  153885.E-09  257101.E-09
131600.E+00  251248.E-10  357848.E-10
133000.E+00  258995.E-11  525997.E-11
134400.E+00  000000.E+00  000000.E+00
135800.E+00  000000.E+00  000000.E+00
137200.E+00  000000.E+00  000000.E+00
138600.E+00  000000.E+00  000000.E+00
140000.E+00  000000.E+00  000000.E+00
