====== pysrim run =======
        SRIM-2013.00
==========================================
    Ion and Target VACANCY production     
  See SRIM Outputs\TDATA.txt for calc. details
==========================================
--------------------------------------------------------------------
    Recoil/Damage Calculations made with Kinchin-Pease Estimates    
--------------------------------------------------------------------
 See file :  SRIM Outputs\TDATA.txt for calculation data
 Ion    =  H   Energy = 1200 keV
============= TARGET MATERIAL ======================================
Layer  1 : None
Layer Width =     1.E+05 A ;
  Layer # 1- Density = 7.403E22 atoms/cm3 = 6.3 g/cm3
  Layer # 1-  Y = 7.69 Atomic Percent = 13.3 Mass Percent
  Layer # 1- Ba = 15.3 Atomic Percent = 41.2 Mass Percent
  Layer # 1- Cu = 23.0 Atomic Percent = 28.6 Mass Percent
  Layer # 1-  O = 53.8 Atomic Percent = 16.8 Mass Percent
====================================================================
 Total Ions calculated =50000.00
 Total Target Vacancies     = 19 /Ion

==========================================================
  Table Units are  >>>> Vacancies/(Angstrom-Ion)  <<<<  
==========================================================
   TARGET     VACANCIES     VACANCIES 
   DEPTH         by            by     
   (Ang.)       IONS         RECOILS  
-----------  -----------  ------------
140001.E-02  1642.86E-09  1585.42E-09  
280001.E-02  4714.29E-09  5480.50E-09  
420001.E-02  9885.71E-09  1539.70E-08  
560001.E-02  1305.71E-08  2545.44E-08  
700001.E-02  1854.29E-08  3406.84E-08  
840001.E-02  8757.14E-09  1575.23E-08  
980001.E-02  1081.43E-08  2571.61E-08  
112000.E-01  1340.00E-08  3435.89E-08  
126000.E-01  1531.43E-08  4100.59E-08  
140000.E-01  1505.71E-08  4251.27E-08  
154000.E-01  1587.14E-08  2825.25E-08  
168000.E-01  1698.57E-08  2503.33E-08  
182000.E-01  1615.71E-08  5122.59E-08  
196000.E-01  1527.14E-08  2931.99E-08  
210000.E-01  1615.71E-08  2605.53E-08  
224000.E-01  1650.00E-08  3255.02E-08  
238000.E-01  1592.86E-08  2471.35E-08  
252000.E-01  1658.57E-08  4924.89E-08  
266000.E-01  1701.43E-08  3990.85E-08  
280000.E-01  1778.57E-08  4617.01E-08  
294000.E-01  1742.86E-08  4553.22E-08  
308000.E-01  1645.71E-08  3497.02E-08  
322000.E-01  1764.29E-08  2966.97E-08  
336000.E-01  1791.43E-08  4037.46E-08  
350000.E-01  1811.43E-08  3028.47E-08  
364000.E-01  1747.14E-08  3080.22E-08  
378000.E-01  1927.14E-08  4018.81E-08  
392000.E-01  1845.71E-08  4289.40E-08  
406000.E-01  1834.29E-08  2944.90E-08  
420000.E-01  1941.43E-08  4204.15E-08  
434000.E-01  1914.29E-08  4425.13E-08  
448000.E-01  1977.14E-08  4102.72E-08  
462000.E-01  2000.00E-08  2471.04E-08  
476000.E-01  1992.86E-08  4295.92E-08  
490000.E-01  1967.14E-08  5841.71E-08  
504000.E-01  1967.14E-08  4004.47E-08  
518000.E-01  2044.29E-08  2918.45E-08  
532000.E-01  2152.86E-08  4775.90E-08  
546000.E-01  2162.86E-08  4224.85E-08  
560000.E-01  2231.43E-08  3944.47E-08  
574000.E-01  2200.00E-08  4199.88E-08  
588000.E-01  2262.86E-08  5684.38E-08  
602000.E-01  2312.86E-08  5242.10E-08  
616000.E-01  2272.86E-08  4015.96E-08  
630000.E-01  2357.14E-08  5182.18E-08  
644000.E-01  2378.57E-08  3730.57E-08  
658000.E-01  2557.14E-08  4677.36E-08  
672000.E-01  2464.29E-08  4639.14E-08  
686000.E-01  2597.14E-08  4171.26E-08  
700000.E-01  2668.57E-08  5639.73E-08  
714000.E-01  2705.71E-08  3944.66E-08  
728000.E-01  2675.71E-08  5147.28E-08  
742000.E-01  2760.00E-08  5650.51E-08  
756000.E-01  2868.57E-08  6199.10E-08  
770000.E-01  2780.00E-08  6234.90E-08  
784000.E-01  2898.57E-08  5695.27E-08  
798000.E-01  3105.71E-08  9842.24E-08  
812000.E-01  3180.00E-08  5580.21E-08  
826000.E-01  3148.57E-08  6527.85E-08  
840000.E-01  3241.43E-08  5101.36E-08  
854000.E-01  3424.29E-08  6985.04E-08  
868000.E-01  3555.71E-08  5294.42E-08  
882000.E-01  3570.00E-08  6905.27E-08  
896000.E-01  3775.71E-08  6605.00E-08  
910000.E-01  3947.14E-08  7422.26E-08  
924000.E-01  4078.57E-08  6596.18E-08  
938000.E-01  4332.86E-08  8438.80E-08  
952000.E-01  4432.86E-08  7954.40E-08  
966000.E-01  4755.71E-08  9208.88E-08  
980000.E-01  4892.86E-08  7999.51E-08  
994000.E-01  5141.43E-08  9035.85E-08  
100800.E+00  5655.71E-08  1123.46E-07  
102200.E+00  5950.00E-08  1099.44E-07  
103600.E+00  6501.43E-08  1174.04E-07  
105000.E+00  7051.43E-08  1145.62E-07  
