====== pysrim run =======
        SRIM-2013.00
==========================================
    Ion and Target VACANCY production     
  See SRIM Outputs\TDATA.txt for calc. details
==========================================
--------------------------------------------------------------------
    Recoil/Damage Calculations made with Kinchin-Pease Estimates    
--------------------------------------------------------------------
 See file :  SRIM Outputs\TDATA.txt for calculation data
 Ion    =  H   Energy = 1200 keV
============= TARGET MATERIAL ======================================
Layer  1 : None
Layer Width =     1.E+05 A ;
  Layer # 1- Density = 7.403E22 atoms/cm3 = 6.3 g/cm3
  Layer # 1-  Y = 7.69 Atomic Percent = 13.3 Mass Percent
  Layer # 1- Ba = 15.3 Atomic Percent = 41.2 Mass Percent
  Layer # 1- Cu = 23.0 Atomic Percent = 28.6 Mass Percent
  Layer # 1-  O = 53.8 Atomic Percent = 16.8 Mass Percent
====================================================================
 Total Ions calculated =50000.00
 Total Target Vacancies     = 20 /Ion

==========================================================
  Table Units are  >>>> Vacancies/(Angstrom-Ion)  <<<<  
==========================================================
   TARGET     VACANCIES     VACANCIES 
   DEPTH         by            by     
   (Ang.)       IONS         RECOILS  
-----------  -----------  ------------
140001.E-02  1942.86E-09  2571.05E-09  
280001.E-02  4957.14E-09  1178.99E-08  
420001.E-02  8885.71E-09  2012.04E-08  
560001.E-02  1374.29E-08  3494.26E-08  
700001.E-02  1944.29E-08  3824.64E-08  
840001.E-02  8757.14E-09  1343.44E-08  
980001.E-02  1191.43E-08  2321.87E-08  
112000.E-01  1315.71E-08  3531.86E-08  
126000.E-01  1488.57E-08  2689.47E-08  
140000.E-01  1528.57E-08  4412.86E-08  
154000.E-01  1565.71E-08  3448.54E-08  
168000.E-01  1500.00E-08  2700.82E-08  
182000.E-01  1518.57E-08  3729.17E-08  
196000.E-01  1592.86E-08  5829.33E-08  
210000.E-01  1627.14E-08  3232.90E-08  
224000.E-01  1684.29E-08  3061.04E-08  
238000.E-01  1647.14E-08  3003.24E-08  
252000.E-01  1657.14E-08  3437.93E-08  
266000.E-01  1644.29E-08  3950.07E-08  
280000.E-01  1700.00E-08  3510.39E-08  
294000.E-01  1687.14E-08  2725.26E-08  
308000.E-01  1685.71E-08  3534.87E-08  
322000.E-01  1730.00E-08  2668.26E-08  
336000.E-01  1842.86E-08  8263.91E-08  
350000.E-01  1855.71E-08  4079.28E-08  
364000.E-01  1811.43E-08  4969.97E-08  
378000.E-01  1821.43E-08  2871.20E-08  
392000.E-01  1764.29E-08  3212.56E-08  
406000.E-01  1810.00E-08  3886.00E-08  
420000.E-01  1905.71E-08  4650.13E-08  
434000.E-01  1902.86E-08  4322.49E-08  
448000.E-01  1932.86E-08  3427.46E-08  
462000.E-01  2050.00E-08  3730.84E-08  
476000.E-01  1930.00E-08  4722.71E-08  
490000.E-01  2000.00E-08  3944.32E-08  
504000.E-01  2052.86E-08  4094.06E-08  
518000.E-01  2180.00E-08  5161.88E-08  
532000.E-01  2092.86E-08  4437.60E-08  
546000.E-01  2055.71E-08  3868.45E-08  
560000.E-01  2127.14E-08  3963.95E-08  
574000.E-01  2211.43E-08  3826.03E-08  
588000.E-01  2262.86E-08  4255.90E-08  
602000.E-01  2320.00E-08  5237.44E-08  
616000.E-01  2290.00E-08  4396.65E-08  
630000.E-01  2338.57E-08  5915.21E-08  
644000.E-01  2424.29E-08  4838.77E-08  
658000.E-01  2415.71E-08  3719.23E-08  
672000.E-01  2522.86E-08  7931.41E-08  
686000.E-01  2460.00E-08  4472.54E-08  
700000.E-01  2561.43E-08  6256.86E-08  
714000.E-01  2635.71E-08  4009.96E-08  
728000.E-01  2718.57E-08  4883.65E-08  
742000.E-01  2772.86E-08  5201.62E-08  
756000.E-01  2881.43E-08  5917.67E-08  
770000.E-01  2808.57E-08  5457.24E-08  
784000.E-01  2857.14E-08  6173.25E-08  
798000.E-01  3054.29E-08  5512.28E-08  
812000.E-01  3181.43E-08  5369.35E-08  
826000.E-01  3215.71E-08  5697.18E-08  
840000.E-01  3278.57E-08  6726.03E-08  
854000.E-01  3274.29E-08  6329.84E-08  
868000.E-01  3661.43E-08  6867.59E-08  
882000.E-01  3578.57E-08  5251.51E-08  
896000.E-01  3730.00E-08  6946.66E-08  
910000.E-01  4001.43E-08  7397.47E-08  
924000.E-01  4068.57E-08  7231.52E-08  
938000.E-01  4157.14E-08  7323.94E-08  
952000.E-01  4451.43E-08  7823.88E-08  
966000.E-01  4652.86E-08  7855.18E-08  
980000.E-01  4974.29E-08  8416.94E-08  
994000.E-01  5220.00E-08  1006.04E-07  
100800.E+00  5650.00E-08  1000.58E-07  
102200.E+00  5880.00E-08  1180.00E-07  
103600.E+00  6282.86E-08  1323.47E-07  
105000.E+00  6921.43E-08  1108.76E-07  
