# Ic = 67.42 A, n = 31.71 , Tavg = 25.68 K, 20Ktargetstep3
#idx    t_s     iHTS_A                vHTS_V                tHTS_K  tTAR_K
    0  5711.46        6.00478600e+01        1.54962870e-07  25.7700  19.7599
    1  5711.71        6.05614400e+01        2.59150970e-07  25.7700  19.7599
    2  5711.99        6.10299800e+01        1.96551370e-07  25.7700  19.7599
    3  5712.29        6.15751400e+01        6.45342700e-08  25.7720  20.2004
    4  5712.55        6.20919600e+01        4.31512700e-08  25.7720  20.2004
    5  5712.79        6.25517600e+01        6.21127000e-09  25.7720  20.2004
    6  5713.09        6.30799800e+01        8.76527700e-08  25.7784  20.0843
    7  5713.44        6.36027300e+01        1.58247770e-07  25.7784  20.0843
    8  5713.69        6.40608900e+01        7.99052700e-08  25.7784  20.0843
    9  5713.95        6.45373700e+01        1.46967470e-07  25.7784  20.0843
   10  5714.30        6.50856800e+01        2.98694170e-07  25.7630  19.8339
   11  5714.54        6.55583000e+01        3.13321370e-07  25.7630  19.8339
   12  5714.79        6.60716400e+01        2.28346970e-07  25.7630  19.8339
   13  5715.10        6.65913000e+01        4.11311470e-07  25.7630  19.8339
   14  5715.40        6.70769100e+01        4.23087670e-07  25.7934  20.3340
   15  5715.69        6.75827700e+01        3.31915270e-07  25.7934  20.3340
   16  5715.93        6.80805300e+01        4.20856370e-07  25.7934  20.3340
   17  5716.19        6.85770100e+01        5.11904770e-07  25.7931  19.7862
   18  5716.47        6.91155400e+01        5.18226770e-07  25.7931  19.7862
   19  5716.73        6.95779600e+01        7.78975970e-07  25.7931  19.7862
   20  5717.00        7.01034100e+01        9.63625070e-07  25.7931  19.7862
   21  5717.28        7.06324500e+01        1.12181177e-06  25.7787  20.1932
   22  5717.53        7.11109500e+01        1.38281187e-06  25.7787  20.1932
   23  5717.78        7.16070400e+01        1.57154067e-06  25.7787  20.1932
   24  5718.04        7.21548900e+01        1.88788617e-06  25.7787  20.1932
   25  5718.32        7.26627100e+01        2.33711647e-06  25.8170  20.1404
   26  5718.58        7.31356700e+01        2.69133157e-06  25.8170  20.1404
   27  5718.83        7.36390700e+01        4.32158897e-06  25.8170  20.1404
   28  5719.11        7.41829300e+01        4.41269947e-06  25.7987  19.8623
   29  5719.39        7.46782700e+01        5.82342407e-06  25.7987  19.8623
   30  5719.64        7.51409600e+01        7.24852797e-06  25.7987  19.8623
   31  5719.88        7.56444100e+01        8.49234067e-06  25.7987  19.8623
   32  5720.14        7.61873500e+01        1.04617520e-05  25.8287  20.3714
   33  5720.43        7.67024800e+01        1.26266480e-05  25.8287  20.3714
   34  5720.68        7.71564300e+01        1.46285988e-05  25.8287  20.3714
   35  5720.94        7.76589300e+01        1.70037925e-05  25.8287  20.3714
   36  5721.24        7.82078500e+01        2.28749004e-05  25.6824  19.7588
