====== pysrim run =======
        SRIM-2013.00
==========================================
    Ion and Target VACANCY production     
  See SRIM Outputs\TDATA.txt for calc. details
==========================================
--------------------------------------------------------------------
    Recoil/Damage Calculations made with Kinchin-Pease Estimates    
--------------------------------------------------------------------
 See file :  SRIM Outputs\TDATA.txt for calculation data
 Ion    =  H   Energy = 2400 keV
============= TARGET MATERIAL ======================================
Layer  1 : None
Layer Width =     4.E+05 A ;
  Layer # 1- Density = 7.403E22 atoms/cm3 = 6.3 g/cm3
  Layer # 1-  Y = 7.69 Atomic Percent = 13.3 Mass Percent
  Layer # 1- Ba = 15.3 Atomic Percent = 41.2 Mass Percent
  Layer # 1- Cu = 23.0 Atomic Percent = 28.6 Mass Percent
  Layer # 1-  O = 53.8 Atomic Percent = 16.8 Mass Percent
====================================================================
 Total Ions calculated =50000.00
 Total Target Vacancies     = 27 /Ion

==========================================================
  Table Units are  >>>> Vacancies/(Angstrom-Ion)  <<<<  
==========================================================
   TARGET     VACANCIES     VACANCIES 
   DEPTH         by            by     
   (Ang.)       IONS         RECOILS  
-----------  -----------  ------------
400001.E-02  1320.00E-09  2535.02E-09  
800001.E-02  4465.00E-09  7488.79E-09  
120000.E-01  8295.00E-09  2417.99E-08  
160000.E-01  5275.00E-09  1055.28E-08  
200000.E-01  6535.00E-09  1984.44E-08  
240000.E-01  7300.00E-09  2058.31E-08  
280000.E-01  7565.00E-09  2215.45E-08  
320000.E-01  7885.00E-09  3346.50E-08  
360000.E-01  7510.00E-09  1752.12E-08  
400000.E-01  7970.00E-09  1808.53E-08  
440000.E-01  7540.00E-09  1605.54E-08  
480000.E-01  7810.00E-09  1240.09E-08  
520000.E-01  8205.00E-09  2544.20E-08  
560000.E-01  7825.00E-09  2460.40E-08  
600000.E-01  8150.00E-09  1646.26E-08  
640000.E-01  8485.00E-09  1698.83E-08  
680000.E-01  7940.00E-09  1648.05E-08  
720000.E-01  8260.00E-09  1869.65E-08  
760000.E-01  8155.00E-09  1907.19E-08  
800000.E-01  8360.00E-09  1609.06E-08  
840000.E-01  8450.00E-09  2313.19E-08  
880000.E-01  8660.00E-09  3467.81E-08  
920000.E-01  8445.00E-09  2568.82E-08  
960000.E-01  8960.00E-09  1541.75E-08  
100000.E+00  9395.00E-09  1829.57E-08  
104000.E+00  9190.00E-09  3501.95E-08  
108000.E+00  9280.00E-09  2066.32E-08  
112000.E+00  8995.00E-09  1739.45E-08  
116000.E+00  9415.00E-09  2252.86E-08  
120000.E+00  9405.00E-09  1646.35E-08  
124000.E+00  9370.00E-09  3349.92E-08  
128000.E+00  9935.00E-09  2663.44E-08  
132000.E+00  9685.00E-09  3451.76E-08  
136000.E+00  9475.00E-09  1887.70E-08  
140000.E+00  9860.00E-09  2786.21E-08  
144000.E+00  1012.00E-08  2171.18E-08  
148000.E+00  1054.00E-08  2161.43E-08  
152000.E+00  1039.00E-08  1997.16E-08  
156000.E+00  1043.50E-08  2500.89E-08  
160000.E+00  1046.00E-08  3413.44E-08  
164000.E+00  1126.00E-08  2723.97E-08  
168000.E+00  1133.00E-08  3335.54E-08  
172000.E+00  1109.50E-08  2178.02E-08  
176000.E+00  1093.00E-08  1828.45E-08  
180000.E+00  1166.50E-08  2759.65E-08  
184000.E+00  1172.00E-08  3960.03E-08  
188000.E+00  1193.50E-08  2249.03E-08  
192000.E+00  1196.00E-08  2946.58E-08  
196000.E+00  1291.00E-08  2387.80E-08  
200000.E+00  1284.00E-08  2350.78E-08  
204000.E+00  1279.00E-08  2620.00E-08  
208000.E+00  1257.50E-08  3771.41E-08  
212000.E+00  1378.50E-08  3593.19E-08  
216000.E+00  1353.00E-08  3875.47E-08  
220000.E+00  1390.50E-08  2736.65E-08  
224000.E+00  1427.50E-08  3512.13E-08  
228000.E+00  1444.00E-08  2492.92E-08  
232000.E+00  1423.50E-08  3510.63E-08  
236000.E+00  1567.00E-08  2543.16E-08  
240000.E+00  1562.50E-08  3345.76E-08  
244000.E+00  1618.00E-08  3254.16E-08  
248000.E+00  1629.50E-08  3603.49E-08  
252000.E+00  1719.00E-08  3856.32E-08  
256000.E+00  1744.00E-08  3539.01E-08  
260000.E+00  1834.00E-08  4055.62E-08  
264000.E+00  1883.00E-08  3965.17E-08  
268000.E+00  1934.50E-08  4130.48E-08  
272000.E+00  2027.00E-08  3797.94E-08  
276000.E+00  2092.50E-08  5601.52E-08  
280000.E+00  2229.50E-08  4034.11E-08  
284000.E+00  2296.50E-08  6183.49E-08  
288000.E+00  2447.50E-08  5432.74E-08  
292000.E+00  2582.00E-08  4826.92E-08  
296000.E+00  2728.00E-08  5746.66E-08  
300000.E+00  2851.50E-08  5639.73E-08  
