# Ic =  nan A, n =  nan , Tavg = 80.54 K, 77Kpristine
#idx    t_s     iHTS_A                vHTS_V                tHTS_K  tTAR_K
    0   89.32       -1.53243000e-01       -1.16596070e-07  80.5204  77.0316
    1   89.57       -9.72231600e-02       -3.45923700e-08  80.5204  77.0316
    2   89.83       -1.09090600e-02        2.42530330e-07  80.5204  77.0316
    3   90.29        1.48065900e-01        2.58838030e-07  80.5204  77.0316
    4   90.63        2.02187900e-01        1.53472630e-07  80.5410  77.0528
    5   90.88        2.86242800e-01        1.58431030e-07  80.5410  77.0528
    6   91.16        4.32379800e-01        1.45601230e-07  80.4961  76.9983
    7   91.41        5.61321900e-01        4.03983000e-09  80.4961  76.9983
    8   91.67        6.07064600e-01       -7.90748700e-08  80.4961  76.9983
    9   91.92        6.95005600e-01        8.93857300e-08  80.4961  76.9983
   10   92.39        8.52832400e-01       -1.07585470e-07  80.5106  77.0145
   11   92.64        9.09681600e-01       -3.04990470e-07  80.5106  77.0145
   12   92.89        1.01221700e+00       -3.22778670e-07  80.5106  77.0145
   13   93.15        1.11740100e+00       -3.97340170e-07  80.5035  77.0056
   14   93.41        1.24733200e+00       -4.35085670e-07  80.5035  77.0056
   15   93.67        1.30583100e+00       -3.92815670e-07  80.5035  77.0056
   16   93.92        1.39145500e+00       -4.43452970e-07  80.5035  77.0056
   17   94.38        1.55466800e+00       -5.35988570e-07  80.5035  77.0056
   18   94.64        1.60393300e+00       -5.32703570e-07  80.5168  77.0236
   19   94.89        1.69134500e+00       -6.41167970e-07  80.5168  77.0236
   20   95.35        1.84520100e+00       -8.41424070e-07  80.5168  77.0236
   21   95.63        1.90584500e+00       -7.99500570e-07  80.5403  77.0451
   22   95.88        1.99624800e+00       -8.13172770e-07  80.5403  77.0451
   23   96.20        2.14555800e+00       -7.14625070e-07  80.4987  76.9954
   24   96.47        2.20534200e+00       -6.31138470e-07  80.4987  76.9954
   25   96.72        2.30190600e+00       -6.85246770e-07  80.4987  76.9954
   26   97.36        2.37732800e+00       -7.06567770e-07  80.4987  76.9954
   27   97.61        2.50219800e+00       -9.99049770e-07  80.5045  77.0071
   28   97.85        2.59753100e+00       -9.32607570e-07  80.5045  77.0071
   29   98.37        2.75155800e+00       -9.39797170e-07  80.5045  77.0071
   30   98.61        2.80664500e+00       -9.36884170e-07  80.5250  77.0313
   31   98.87        2.88835600e+00       -8.60835070e-07  80.5250  77.0313
   32   99.17        3.03894000e+00       -9.09799070e-07  80.5180  77.0270
   33   99.43        3.14986300e+00       -9.69547470e-07  80.5180  77.0270
   34   99.68        3.20326500e+00       -9.20831370e-07  80.5180  77.0270
   35   99.93        3.27814300e+00       -8.05363270e-07  80.5180  77.0270
   36  100.23        3.44452100e+00       -8.33502070e-07  80.5055  77.0100
   37  100.48        3.50786100e+00       -8.62942370e-07  80.5055  77.0100
   38  100.72        3.60997800e+00       -7.18839670e-07  80.5055  77.0100
   39  101.22        3.68398100e+00       -6.97704670e-07  80.5055  77.0100
   40  101.49        3.81790400e+00       -8.11596570e-07  80.4832  76.9775
   41  101.74        3.91124900e+00       -6.59650770e-07  80.4832  76.9775
   42  102.29        3.98365000e+00       -5.47784470e-07  80.4832  76.9775
   43  102.53        4.11589200e+00       -9.85856970e-07  80.5289  77.0316
   44  102.78        4.21356800e+00       -9.43710770e-07  80.5289  77.0316
   45  103.03        4.30642600e+00       -1.00432697e-06  80.5289  77.0316
   46  103.30        4.44865700e+00       -1.15834647e-06  80.5141  77.0168
   47  103.55        4.51586700e+00       -1.16807737e-06  80.5141  77.0168
   48  103.80        4.61318500e+00       -1.07864057e-06  80.5141  77.0168
   49  104.19        4.71314100e+00       -9.37512870e-07  80.5141  77.0168
   50  104.44        4.86287500e+00       -9.21955970e-07  80.5196  77.0225
   51  104.69        4.91615700e+00       -7.59817070e-07  80.5196  77.0225
   52  104.93        4.99913100e+00       -5.29872370e-07  80.5196  77.0225
   53  105.35        5.15978700e+00       -7.98492370e-07  80.5196  77.0225
   54  105.61        5.21649800e+00       -8.78198270e-07  80.5219  77.0242
   55  105.85        5.31509700e+00       -7.59135270e-07  80.5219  77.0242
   56  106.25        5.45325900e+00       -6.56620870e-07  80.5120  77.0119
   57  106.49        5.51824400e+00       -7.19034370e-07  80.5120  77.0119
   58  106.74        5.61511300e+00       -8.12251870e-07  80.5120  77.0119
   59  106.99        5.69386100e+00       -7.69113970e-07  80.5120  77.0119
   60  107.26        5.85886000e+00       -7.69791070e-07  80.5204  77.0253
   61  107.56        5.91906900e+00       -8.61692770e-07  80.5204  77.0253
   62  107.81        6.00127400e+00       -8.72596470e-07  80.5204  77.0253
   63  108.41        6.16330400e+00       -4.58200370e-07  80.5204  77.0253
   64  108.67        6.22109900e+00       -5.61458470e-07  80.5085  77.0060
   65  108.92        6.29405200e+00       -6.29636170e-07  80.5085  77.0060
   66  109.41        6.45803400e+00       -5.00780370e-07  80.5085  77.0060
   67  109.65        6.51658500e+00       -6.78476170e-07  80.5210  77.0255
   68  109.91        6.60310700e+00       -7.20064470e-07  80.5210  77.0255
   69  110.31        6.76496100e+00       -8.27103370e-07  80.5210  77.0255
   70  110.56        6.82103400e+00       -8.04728770e-07  80.5222  77.0254
   71  110.81        6.92467100e+00       -6.85665770e-07  80.5222  77.0254
   72  111.15        7.05961300e+00       -5.60032970e-07  80.5222  77.0254
   73  111.40        7.16071900e+00       -4.05269670e-07  80.4990  76.9962
   74  111.64        7.22893600e+00       -2.96433370e-07  80.4990  76.9962
   75  111.89        7.31560700e+00       -1.16320370e-07  80.4990  76.9962
   76  112.40        7.46686900e+00       -9.35738700e-08  80.4990  76.9962
   77  112.65        7.53074300e+00       -1.06341670e-07  80.5244  77.0246
   78  112.91        7.62137100e+00       -2.11645170e-07  80.5244  77.0246
   79  113.20        7.77621600e+00       -4.87879870e-07  80.5244  77.0246
   80  113.45        7.88296400e+00       -4.93325370e-07  80.5115  77.0080
   81  113.70        7.93962500e+00       -2.71929570e-07  80.5115  77.0080
   82  113.94        8.02536400e+00       -1.52866570e-07  80.5115  77.0080
   83  114.39        8.17974000e+00       -2.97155270e-07  80.5115  77.0080
   84  114.67        8.24100700e+00       -3.24736270e-07  80.5268  77.0231
   85  114.92        8.36047600e+00       -3.04344970e-07  80.5268  77.0231
   86  115.19        8.50860000e+00       -3.08559570e-07  80.5119  77.0124
   87  115.45        8.58290800e+00       -3.59878770e-07  80.5119  77.0124
   88  115.70        8.67286500e+00       -4.76648470e-07  80.5119  77.0124
   89  115.95        8.74279600e+00       -6.53910270e-07  80.5119  77.0124
   90  116.23        8.91789700e+00       -5.92488470e-07  80.5009  76.9935
   91  116.48        8.97469600e+00       -3.75869470e-07  80.5009  76.9935
   92  116.72        9.07763900e+00       -2.58170070e-07  80.5009  76.9935
   93  116.97        9.15119000e+00       -2.72673370e-07  80.5009  76.9935
   94  117.27        9.32326200e+00       -3.13827870e-07  80.5334  77.0270
   95  117.53        9.38250800e+00       -2.70875870e-07  80.5334  77.0270
   96  117.77        9.48171100e+00       -1.97801870e-07  80.5334  77.0270
   97  118.33        9.56583400e+00       -3.31615970e-07  80.5334  77.0270
   98  118.58        9.68540700e+00       -3.05708470e-07  80.5251  77.0174
   99  118.82        9.77024800e+00       -2.84015570e-07  80.5251  77.0174
  100  119.17        9.87250800e+00       -2.96700170e-07  80.5251  77.0174
  101  119.44        1.00129900e+01       -2.75362170e-07  80.5329  77.0289
  102  119.69        1.00805200e+01       -2.45483670e-07  80.5329  77.0289
  103  119.94        1.01538900e+01       -2.05444870e-07  80.5329  77.0289
  104  120.43        1.03224500e+01       -1.12041570e-07  80.5329  77.0289
  105  120.68        1.03826800e+01        1.00424730e-07  80.5467  77.0454
  106  120.93        1.04662700e+01        4.25445930e-07  80.5467  77.0454
  107  121.18        1.06149300e+01        7.17308130e-07  80.5059  76.9929
  108  121.45        1.07200600e+01        1.87031543e-06  80.5059  76.9929
  109  121.69        1.07745300e+01        1.84360223e-06  80.5059  76.9929
  110  121.94        1.08551900e+01        1.93396853e-06  80.5059  76.9929
  111  122.37        1.10182300e+01        3.40920803e-06  80.5059  76.9929
  112  122.65        1.10721800e+01        3.63896663e-06  80.5274  77.0181
  113  122.90        1.11547900e+01        4.85928383e-06  80.5274  77.0181
  114  123.37        1.13114800e+01        6.16432723e-06  80.5326  77.0265
  115  123.61        1.13712500e+01        6.77371113e-06  80.5326  77.0265
  116  123.86        1.14681000e+01        9.02425403e-06  80.5326  77.0265
  117  124.36        1.16149700e+01        1.06556202e-05  80.5326  77.0265
  118  124.60        1.16670900e+01        1.25522593e-05  80.5276  77.0195
  119  124.85        1.17515700e+01        1.54549672e-05  80.5276  77.0195
  120  125.30        1.18717100e+01        1.93224920e-05  80.5398  77.0371
  121  125.57        1.19638000e+01        2.07871316e-05  80.5398  77.0371
