# Ic = 1.78 A, n = 1.06 , Tavg = 80.37 K, 77Kpristine
#idx    t_s     iHTS_A                vHTS_V                tHTS_K  tTAR_K
    0  1099.59       -1.41057100e-01       -3.28789925e-07  80.3463  77.0615
    1  1099.84       -1.01348800e-01       -4.41654925e-07  80.3463  77.0615
    2  1100.08       -2.46053300e-03       -4.37564325e-07  80.3463  77.0615
    3  1100.43        1.36942800e-01       -3.88166525e-07  80.3463  77.0615
    4  1100.68        2.11598400e-01       -4.04157225e-07  80.3556  77.0714
    5  1100.93        3.56029500e-01       -3.69262725e-07  80.3556  77.0714
    6  1101.22        3.89595700e-01       -2.75239425e-07  80.3556  77.0714
    7  1101.57        5.36376800e-01       -1.84189525e-07  80.3547  77.0733
    8  1101.82        6.06494500e-01       -1.46557125e-07  80.3547  77.0733
    9  1102.07        6.82797100e-01       -2.56379825e-07  80.3547  77.0733
   10  1102.34        8.34770100e-01       -3.06645325e-07  80.3577  77.0746
   11  1102.59        9.42355300e-01       -3.98933125e-07  80.3577  77.0746
   12  1102.83        1.00619200e+00       -3.24247625e-07  80.3577  77.0746
   13  1103.08        1.09815000e+00       -1.63906125e-07  80.3577  77.0746
   14  1103.48        1.24514400e+00       -8.39523250e-08  80.3577  77.0746
   15  1103.73        1.30644800e+00       -4.67025250e-08  80.3545  77.0652
   16  1103.99        1.39926700e+00       -7.90322500e-09  80.3545  77.0652
   17  1104.43        1.54820700e+00        1.10005750e-08  80.3545  77.0652
   18  1104.67        1.66467800e+00       -2.00513250e-08  80.3719  77.0840
   19  1104.92        1.69760100e+00       -7.99856250e-08  80.3719  77.0840
   20  1105.17        1.81402900e+00       -6.38709250e-08  80.3719  77.0840
   21  1105.50        1.90058000e+00        1.31698750e-08  80.3544  77.0609
   22  1105.74        2.00302500e+00        4.30440750e-08  80.3544  77.0609
   23  1105.99        2.09784700e+00       -2.76128250e-08  80.3544  77.0609
   24  1106.23        2.22924100e+00       -1.57708225e-07  80.3544  77.0609
   25  1106.53        2.33413700e+00       -2.09771125e-07  80.3537  77.0611
   26  1106.79        2.45052900e+00       -2.52661025e-07  80.3537  77.0611
   27  1107.04        2.49506500e+00       -2.10638825e-07  80.3537  77.0611
   28  1107.32        2.63909500e+00       -1.89503725e-07  80.3622  77.0714
   29  1107.58        2.75098200e+00       -2.65492125e-07  80.3622  77.0714
   30  1107.84        2.79718400e+00       -3.36893925e-07  80.3622  77.0714
   31  1108.09        2.90043100e+00       -3.75507925e-07  80.3622  77.0714
   32  1108.36        3.04044900e+00       -4.35070325e-07  80.3530  77.0615
   33  1108.62        3.16427200e+00       -4.50937125e-07  80.3530  77.0615
   34  1108.87        3.26651100e+00       -3.96209125e-07  80.3530  77.0615
   35  1109.12        3.29969100e+00       -3.94597625e-07  80.3530  77.0615
   36  1109.41        3.43122800e+00       -3.60942625e-07  80.3557  77.0595
   37  1109.68        3.53659100e+00       -4.30731825e-07  80.3557  77.0595
   38  1109.92        3.60207200e+00       -4.26579125e-07  80.3557  77.0595
   39  1110.21        3.69037300e+00       -3.05656725e-07  80.3557  77.0595
   40  1110.50        3.84430300e+00       -1.83494825e-07  80.3493  77.0555
   41  1110.74        3.90904100e+00       -3.11296925e-07  80.3493  77.0555
   42  1110.99        4.00144300e+00       -3.13466225e-07  80.3493  77.0555
   43  1111.57        4.14206600e+00       -3.40241425e-07  80.3493  77.0555
   44  1111.81        4.21274600e+00       -2.96979625e-07  80.3669  77.0723
   45  1112.06        4.29105100e+00       -3.59145225e-07  80.3669  77.0723
   46  1112.34        4.44069800e+00       -4.60234125e-07  80.3602  77.0649
   47  1112.59        4.54387100e+00       -5.43039025e-07  80.3602  77.0649
