# Ic = 68.07 A, n = 11.88 , Tavg = 27.45 K, nz12c_target20k
#idx    t_s     iHTS_A                vHTS_V                tHTS_K  tTAR_K
    0  35198.67        6.00708900e+01        8.39771550e-07  27.3269  20.2664
    1  35198.92        6.05604000e+01        1.09711055e-06  27.3269  20.2664
    2  35199.17        6.10449800e+01        1.13473255e-06  27.3269  20.2664
    3  35199.51        6.15895900e+01        9.32121550e-07  27.3702  20.1378
    4  35199.76        6.20955300e+01        7.41347550e-07  27.3702  20.1378
    5  35200.01        6.25518000e+01        8.48696550e-07  27.3702  20.1378
    6  35200.32        6.31238700e+01        6.63625550e-07  27.3702  20.1378
    7  35200.58        6.35866100e+01        3.99715550e-07  27.3504  19.9121
    8  35200.83        6.41101000e+01        3.34079550e-07  27.3504  19.9121
    9  35201.08        6.46069100e+01        3.57321550e-07  27.3504  19.9121
   10  35201.50        6.50892300e+01        6.01707550e-07  27.3504  19.9121
   11  35201.76        6.56209500e+01        5.63899550e-07  27.3490  20.3815
   12  35202.01        6.60427800e+01        6.38027550e-07  27.3490  20.3815
   13  35202.28        6.66117300e+01        6.85008550e-07  27.3490  20.3815
   14  35202.56        6.71117800e+01        6.42363550e-07  27.3663  19.8489
   15  35202.82        6.76331800e+01        5.65937550e-07  27.3663  19.8489
   16  35203.07        6.80797300e+01        4.82324550e-07  27.3663  19.8489
   17  35203.47        6.86449000e+01        3.09215550e-07  27.3663  19.8489
   18  35203.75        6.91223600e+01        1.78624550e-07  27.3877  20.3194
   19  35204.00        6.95678700e+01        2.31865550e-07  27.3877  20.3194
   20  35204.37        7.01386300e+01        4.00511550e-07  27.3877  20.3194
   21  35204.69        7.06292800e+01        1.96908550e-07  27.4150  20.1857
   22  35204.95        7.11481800e+01        2.38063550e-07  27.4150  20.1857
   23  35205.21        7.16005600e+01        2.66573550e-07  27.4150  20.1857
   24  35205.47        7.21375600e+01        2.27836550e-07  27.3822  19.9434
   25  35205.73        7.26517200e+01        1.28607550e-07  27.3822  19.9434
   26  35205.97        7.31586900e+01        2.69734550e-07  27.3822  19.9434
   27  35206.21        7.36250100e+01        2.39922550e-07  27.3822  19.9434
   28  35206.54        7.41519300e+01        5.02645500e-08  27.3787  20.4095
   29  35206.80        7.47165000e+01        1.32263550e-07  27.3787  20.4095
   30  35207.06        7.51459700e+01        2.34840550e-07  27.3787  20.4095
   31  35207.31        7.57132300e+01        1.99263550e-07  27.3787  20.4095
   32  35207.57        7.61796200e+01        2.15378550e-07  27.4070  19.8887
   33  35207.82        7.66830600e+01        2.36203550e-07  27.4070  19.8887
   34  35208.07        7.71508800e+01        2.78721550e-07  27.4070  19.8887
   35  35208.35        7.77220600e+01        3.94490550e-07  27.3393  20.2756
   36  35208.66        7.81629400e+01        3.74204550e-07  27.3393  20.2756
   37  35208.91        7.86683600e+01        4.43850550e-07  27.3393  20.2756
   38  35209.17        7.91982200e+01        6.46709550e-07  27.3393  20.2756
   39  35209.52        7.97134000e+01        6.53155550e-07  27.4059  20.1841
   40  35209.77        8.02743900e+01        5.60248550e-07  27.4059  20.1841
   41  35210.02        8.07061900e+01        6.69084550e-07  27.4059  20.1841
   42  35210.28        8.12561500e+01        7.22821550e-07  27.4059  20.1841
   43  35210.61        8.17366900e+01        8.53288550e-07  27.4073  19.9714
   44  35210.86        8.22408400e+01        9.38882550e-07  27.4073  19.9714
   45  35211.11        8.26939500e+01        9.80098550e-07  27.4073  19.9714
   46  35211.40        8.32107700e+01        1.08323255e-06  27.3928  20.4280
   47  35211.66        8.37172500e+01        1.25373855e-06  27.3928  20.4280
   48  35211.91        8.42345800e+01        1.32383755e-06  27.3928  20.4280
   49  35212.16        8.47218700e+01        1.57739655e-06  27.3928  20.4280
   50  35212.46        8.52173200e+01        2.03536455e-06  27.3928  20.4280
   51  35212.73        8.57253000e+01        2.46327255e-06  27.4527  19.9368
   52  35212.99        8.62331500e+01        2.77682755e-06  27.4527  19.9368
   53  35213.25        8.66699100e+01        3.91991855e-06  27.4527  19.9368
   54  35213.56        8.72266100e+01        4.05398055e-06  27.4075  20.3430
   55  35213.84        8.77545400e+01        4.35941655e-06  27.4075  20.3430
   56  35214.08        8.82011500e+01        5.71125555e-06  27.4075  20.3430
   57  35214.38        8.87537600e+01        7.00090955e-06  27.4652  20.2475
   58  35214.66        8.92302900e+01        8.25928255e-06  27.4652  20.2475
   59  35214.90        8.97471400e+01        9.64545755e-06  27.4652  20.2475
   60  35215.15        9.02146600e+01        1.14743536e-05  27.4652  20.2475
   61  35215.39        9.07680300e+01        1.39349456e-05  27.4489  20.0161
   62  35215.70        9.12807500e+01        1.59611846e-05  27.4489  20.0161
   63  35215.95        9.17919800e+01        1.94086176e-05  27.4489  20.0161
   64  35216.21        9.22564800e+01        2.29880046e-05  27.4489  20.0161
