====== pysrim run =======
        SRIM-2013.00
=====================================
       LATERAL SPREAD OF IONS        
 See SRIM Outputs\TDATA.txt for calc. details   
Ì===================================Ê===================================
  NOTE : The Projected LATERAL Spread is based on a projection on a     
  plane- just the way the XY or XZ displays look on the screen.  The    
  Lateral Projected Range is defined as the average of the absolute     
  values of the projected lateral displacements from the X-axis.        
  One use of this range: If a mask covers half of a target, the lateral 
  range is the distance under the mask where the concentration drops to 
  25% (at the mask edge the concentration= 50% of the uniform value).   
                                                                        
  The Radial Range is the mean radial displacement range from the       
  X-axis a-uming cylindrical symmetry.                                 
========================================================================
--------------------------------------------------------------------
    Recoil/Damage Calculations made with Kinchin-Pease Estimates    
--------------------------------------------------------------------
 See file: SRIM Outputs\TDATA.txt for data about the calculation
 Ion    =  H   Energy = 600 keV
 Total Ions calculated =20000.00
============= TARGET MATERIAL ======================================
Layer  1 : None
Layer Width = 20000.E+00 AAA ;
  Layer # 1- Density = 5.846E22 atoms/cm3 = 10.47 g/cm3
  Layer # 1- Ag = 100  Atomic Percent = 100  Mass Percent
Layer  2 : None
Layer Width = 20000.E+00 AAA ;
  Layer # 2- Density = 7.403E22 atoms/cm3 = 6.3 g/cm3
  Layer # 2-  Y = 7.69 Atomic Percent = 13.3 Mass Percent
  Layer # 2- Ba = 15.3 Atomic Percent = 41.2 Mass Percent
  Layer # 2- Cu = 23.0 Atomic Percent = 28.6 Mass Percent
  Layer # 2-  O = 53.8 Atomic Percent = 16.8 Mass Percent
Layer  3 : None
Layer Width = 40000.E-02 AAA ;
  Layer # 3- Density = 8.142E22 atoms/cm3 = 6.54 g/cm3
  Layer # 3- La = 20   Atomic Percent = 57.4 Mass Percent
  Layer # 3- Mn = 20   Atomic Percent = 22.7 Mass Percent
  Layer # 3-  O = 60   Atomic Percent = 19.8 Mass Percent
Layer  4 : None
Layer Width = 50000.E-02 AAA ;
  Layer # 4- Density = 10.69E22 atoms/cm3 = 3.58 g/cm3
  Layer # 4- Mg = 50   Atomic Percent = 60.3 Mass Percent
  Layer # 4-  O = 50   Atomic Percent = 39.6 Mass Percent
Layer  5 : None
Layer Width = 10000.E-02 AAA ;
  Layer # 5- Density = 6.680E22 atoms/cm3 = 5.01 g/cm3
  Layer # 5-  Y = 40   Atomic Percent = 78.7 Mass Percent
  Layer # 5-  O = 60   Atomic Percent = 21.2 Mass Percent
Layer  6 : None
Layer Width = 50000.E-02 AAA ;
  Layer # 6- Density = 11.66E22 atoms/cm3 = 3.95 g/cm3
  Layer # 6- Al = 40   Atomic Percent = 52.9 Mass Percent
  Layer # 6-  O = 60   Atomic Percent = 47.0 Mass Percent
Layer  7 : None
Layer Width = 80000.E+00 AAA ;
  Layer # 7- Density = 7.709E22 atoms/cm3 = 8.89 g/cm3
  Layer # 7- Ni = 55.2 Atomic Percent = 46.7 Mass Percent
  Layer # 7- Mo = 17.0 Atomic Percent = 23.6 Mass Percent
  Layer # 7- Cr = 16.0 Atomic Percent = 12.0 Mass Percent
  Layer # 7- Fe = 7.03 Atomic Percent = 5.65 Mass Percent
  Layer # 7-  W = 4.52 Atomic Percent = 11.9 Mass Percent
====================================================================
 Ion Average Range = 379165.E-01 A   Straggling = 298306.E-02 A
 Ion Lateral Range = 379717.E-02 A   Straggling = 504013.E-02 A
 Ion Radial  Range = 595645.E-02 A   Straggling = 388612.E-02 A
====================================================================
                LATERAL     Projected      LATERAL        Radial    
  TARGET       PROJ.RANGE   Straggling      RADIAL      Straggling  
  DEPTH (A)   (Angstroms)   (Angstroms)   (Angstroms)   (Angstroms) 
------------ ------------- ------------- ------------- -------------
1215010.E-03 30100332.E-03 30100332.E-03 30302443.E-03 00000000.E+00 
2430010.E-03 10820740.E-03 11494656.E-03 18352797.E-03 36346706.E-04 
3645010.E-03 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
4860010.E-03 15139901.E-03 19164254.E-03 19325220.E-03 85448542.E-04 
6075010.E-03 11397425.E-03 13897537.E-03 16477597.E-03 74756383.E-04 
7290010.E-03 17789100.E-03 20533363.E-03 23387244.E-03 81809316.E-04 
8505010.E-03 19417277.E-03 19417277.E-03 24760827.E-03 00000000.E+00 
9720010.E-03 14624902.E-03 15401108.E-03 19613360.E-03 91211304.E-04 
1093501.E-02 18662888.E-03 20612049.E-03 23373448.E-03 59346386.E-04 
1215001.E-02 86798757.E-04 10653230.E-03 19247703.E-03 10156048.E-03 
1336501.E-02 16608296.E-03 18382247.E-03 18062961.E-03 76263162.E-04 
1458001.E-02 15717676.E-03 17405706.E-03 19944197.E-03 69252328.E-04 
1579501.E-02 11586664.E-03 14648969.E-03 21048252.E-03 70283912.E-04 
1701001.E-02 16435715.E-03 18889404.E-03 19807549.E-03 84778736.E-04 
1822501.E-02 10230087.E-03 13135325.E-03 17689414.E-03 83712401.E-04 
1944001.E-02 96809035.E-04 11856579.E-03 18538505.E-03 66956510.E-04 
2065501.E-02 68914586.E-04 10207107.E-03 17782953.E-03 62111775.E-04 
2187001.E-02 12525462.E-03 14400778.E-03 18888120.E-03 65611217.E-04 
2308501.E-02 13647612.E-03 15435259.E-03 20720803.E-03 41053932.E-04 
2430001.E-02 13931820.E-03 16359507.E-03 18649982.E-03 70957302.E-04 
2551501.E-02 12279248.E-03 13888361.E-03 18407765.E-03 62458549.E-04 
2673001.E-02 10660044.E-03 12565867.E-03 17189849.E-03 65108159.E-04 
2794501.E-02 10426067.E-03 12195220.E-03 17405554.E-03 50594957.E-04 
2916001.E-02 89628751.E-04 10650261.E-03 15092571.E-03 51633020.E-04 
3037501.E-02 88269929.E-04 10574818.E-03 14265475.E-03 57364368.E-04 
3159001.E-02 87939132.E-04 10383629.E-03 14127633.E-03 53366240.E-04 
3280501.E-02 88286506.E-04 10184590.E-03 13093205.E-03 46608897.E-04 
3402001.E-02 64663770.E-04 78033424.E-04 10621485.E-03 45824994.E-04 
3523501.E-02 59908171.E-04 72742833.E-04 94736375.E-04 41248882.E-04 
3645001.E-02 49291702.E-04 60616204.E-04 76948198.E-04 35654312.E-04 
3766501.E-02 40338931.E-04 50141237.E-04 63709793.E-04 31166961.E-04 
3888001.E-02 33328984.E-04 41657491.E-04 52962827.E-04 27122173.E-04 
4009501.E-02 29237476.E-04 36493364.E-04 45416937.E-04 23481504.E-04 
4131001.E-02 26765666.E-04 33270727.E-04 40960983.E-04 21082380.E-04 
4252501.E-02 23899442.E-04 29898302.E-04 36202537.E-04 19321231.E-04 
4374001.E-02 19064438.E-04 23538617.E-04 31222780.E-04 18331503.E-04 
4495501.E-02 33325928.E-04 33325928.E-04 35090132.E-04 00000000.E+00 
4617001.E-02 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
4738501.E-02 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
