====== pysrim run =======
        SRIM-2013.00
==========================================
    Ion and Target VACANCY production     
  See SRIM Outputs\TDATA.txt for calc. details
==========================================
--------------------------------------------------------------------
    Recoil/Damage Calculations made with Kinchin-Pease Estimates    
--------------------------------------------------------------------
 See file :  SRIM Outputs\TDATA.txt for calculation data
 Ion    =  H   Energy = 1200 keV
============= TARGET MATERIAL ======================================
Layer  1 : None
Layer Width =     1.E+05 A ;
  Layer # 1- Density = 7.403E22 atoms/cm3 = 6.3 g/cm3
  Layer # 1-  Y = 7.69 Atomic Percent = 13.3 Mass Percent
  Layer # 1- Ba = 15.3 Atomic Percent = 41.2 Mass Percent
  Layer # 1- Cu = 23.0 Atomic Percent = 28.6 Mass Percent
  Layer # 1-  O = 53.8 Atomic Percent = 16.8 Mass Percent
====================================================================
 Total Ions calculated =50000.00
 Total Target Vacancies     = 20 /Ion

==========================================================
  Table Units are  >>>> Vacancies/(Angstrom-Ion)  <<<<  
==========================================================
   TARGET     VACANCIES     VACANCIES 
   DEPTH         by            by     
   (Ang.)       IONS         RECOILS  
-----------  -----------  ------------
140001.E-02  1657.14E-09  3578.52E-09  
280001.E-02  5028.57E-09  7205.34E-09  
420001.E-02  8714.29E-09  1668.08E-08  
560001.E-02  1358.57E-08  2674.74E-08  
700001.E-02  1887.14E-08  3500.56E-08  
840001.E-02  8857.14E-09  1434.76E-08  
980001.E-02  1184.29E-08  2398.25E-08  
112000.E-01  1311.43E-08  3207.28E-08  
126000.E-01  1551.43E-08  3150.72E-08  
140000.E-01  1530.00E-08  1708.30E-08  
154000.E-01  1582.86E-08  2652.05E-08  
168000.E-01  1618.57E-08  3175.52E-08  
182000.E-01  1581.43E-08  2794.84E-08  
196000.E-01  1570.00E-08  5826.17E-08  
210000.E-01  1558.57E-08  3469.62E-08  
224000.E-01  1600.00E-08  2397.07E-08  
238000.E-01  1664.29E-08  3136.11E-08  
252000.E-01  1650.00E-08  4039.35E-08  
266000.E-01  1612.86E-08  3837.46E-08  
280000.E-01  1715.71E-08  2824.66E-08  
294000.E-01  1714.29E-08  5792.95E-08  
308000.E-01  1737.14E-08  3075.46E-08  
322000.E-01  1828.57E-08  4081.90E-08  
336000.E-01  1774.29E-08  3671.72E-08  
350000.E-01  1850.00E-08  2949.31E-08  
364000.E-01  1860.00E-08  3647.08E-08  
378000.E-01  1780.00E-08  5446.32E-08  
392000.E-01  1895.71E-08  6547.08E-08  
406000.E-01  1897.14E-08  2749.18E-08  
420000.E-01  1912.86E-08  3869.73E-08  
434000.E-01  1904.29E-08  4190.77E-08  
448000.E-01  1922.86E-08  2560.84E-08  
462000.E-01  1998.57E-08  3033.31E-08  
476000.E-01  2044.29E-08  4559.62E-08  
490000.E-01  2051.43E-08  3585.17E-08  
504000.E-01  2055.71E-08  3776.81E-08  
518000.E-01  2252.86E-08  7146.42E-08  
532000.E-01  2017.14E-08  4655.96E-08  
546000.E-01  2150.00E-08  3492.46E-08  
560000.E-01  2177.14E-08  3837.03E-08  
574000.E-01  2202.86E-08  4572.10E-08  
588000.E-01  2198.57E-08  4025.88E-08  
602000.E-01  2194.29E-08  4460.12E-08  
616000.E-01  2308.57E-08  4719.11E-08  
630000.E-01  2402.86E-08  5566.47E-08  
644000.E-01  2487.14E-08  4577.65E-08  
658000.E-01  2385.71E-08  4808.54E-08  
672000.E-01  2435.71E-08  5071.98E-08  
686000.E-01  2535.71E-08  4696.88E-08  
700000.E-01  2534.29E-08  3730.79E-08  
714000.E-01  2587.14E-08  4426.23E-08  
728000.E-01  2577.14E-08  8344.42E-08  
742000.E-01  2761.43E-08  6442.74E-08  
756000.E-01  2880.00E-08  5412.47E-08  
770000.E-01  2851.43E-08  6324.96E-08  
784000.E-01  2914.29E-08  6317.82E-08  
798000.E-01  3058.57E-08  1162.88E-07  
812000.E-01  3068.57E-08  7160.63E-08  
826000.E-01  3158.57E-08  7053.74E-08  
840000.E-01  3368.57E-08  6701.38E-08  
854000.E-01  3541.43E-08  5846.11E-08  
868000.E-01  3624.29E-08  7357.73E-08  
882000.E-01  3621.43E-08  6932.20E-08  
896000.E-01  3754.29E-08  5600.95E-08  
910000.E-01  3940.00E-08  8667.80E-08  
924000.E-01  4094.29E-08  8079.91E-08  
938000.E-01  4191.43E-08  9241.74E-08  
952000.E-01  4404.29E-08  9322.96E-08  
966000.E-01  4681.43E-08  7151.43E-08  
980000.E-01  4971.43E-08  9763.70E-08  
994000.E-01  5400.00E-08  9129.54E-08  
100800.E+00  5638.57E-08  9497.96E-08  
102200.E+00  5961.43E-08  1025.87E-07  
103600.E+00  6450.00E-08  9868.04E-08  
105000.E+00  7090.00E-08  1239.95E-07  
