====== pysrim run =======
        SRIM-2013.00
======================================== 
       Ion and Recoil PHONONS        
 See SRIM Outputs\TDATA.txt for calc. details
======================================== 
--------------------------------------------------------------------
    Recoil/Damage Calculations made with Kinchin-Pease Estimates    
--------------------------------------------------------------------
 See file :  SRIM Outputs\TDATA.txt calculation data
 Ion    =  H   Energy = 1200 keV
============= TARGET MATERIAL ======================================
Layer  1 : None
Layer Width =     1.E+05 AAA ;
  Layer # 1- Density = 7.403E22 atoms/cm3 = 6.3 g/cm3
  Layer # 1-  Y = 7.69 Atomic Percent = 13.3 Mass Percent
  Layer # 1- Ba = 15.3 Atomic Percent = 41.2 Mass Percent
  Layer # 1- Cu = 23.0 Atomic Percent = 28.6 Mass Percent
  Layer # 1-  O = 53.8 Atomic Percent = 16.8 Mass Percent
====================================================================
 Total Ions calculated =50000.00
========================================================
  Table Units are  >>>> Phonons /(Angstrom-Ion)  <<<<  
========================================================
  DEPTH       PHONONS     PHONONS    
  (Ang.)      by ION      by RECOILS 
-----------  -----------  -----------
140001.E-02  100180.E-08  305505.E-09
280001.E-02  934926.E-09  729134.E-09
420001.E-02  887899.E-09  146885.E-08
560001.E-02  863356.E-09  204627.E-08
700001.E-02  855520.E-09  266107.E-08
840001.E-02  838770.E-09  122715.E-08
980001.E-02  812403.E-09  179431.E-08
112000.E-01  804994.E-09  203248.E-08
126000.E-01  807117.E-09  215531.E-08
140000.E-01  811330.E-09  172493.E-08
154000.E-01  819952.E-09  202810.E-08
168000.E-01  827304.E-09  243861.E-08
182000.E-01  834240.E-09  217020.E-08
196000.E-01  836893.E-09  301227.E-08
210000.E-01  841244.E-09  243958.E-08
224000.E-01  849332.E-09  198001.E-08
238000.E-01  855942.E-09  235315.E-08
252000.E-01  859631.E-09  260060.E-08
266000.E-01  868174.E-09  256408.E-08
280000.E-01  877243.E-09  222540.E-08
294000.E-01  886088.E-09  314248.E-08
308000.E-01  902052.E-09  225677.E-08
322000.E-01  915944.E-09  267817.E-08
336000.E-01  919108.E-09  255044.E-08
350000.E-01  929877.E-09  231416.E-08
364000.E-01  940954.E-09  264700.E-08
378000.E-01  943026.E-09  318050.E-08
392000.E-01  953152.E-09  343266.E-08
406000.E-01  964964.E-09  234903.E-08
420000.E-01  974482.E-09  264400.E-08
434000.E-01  982673.E-09  286096.E-08
448000.E-01  994587.E-09  235817.E-08
462000.E-01  998859.E-09  247564.E-08
476000.E-01  102169.E-08  319938.E-08
490000.E-01  103316.E-08  270685.E-08
504000.E-01  105528.E-08  272631.E-08
518000.E-01  107503.E-08  400183.E-08
532000.E-01  108537.E-08  313353.E-08
546000.E-01  109972.E-08  277246.E-08
560000.E-01  110103.E-08  296166.E-08
574000.E-01  111410.E-08  307838.E-08
588000.E-01  113068.E-08  313887.E-08
602000.E-01  114145.E-08  312925.E-08
616000.E-01  117433.E-08  329302.E-08
630000.E-01  119898.E-08  352993.E-08
644000.E-01  121528.E-08  334506.E-08
658000.E-01  122888.E-08  342597.E-08
672000.E-01  124056.E-08  352110.E-08
686000.E-01  127691.E-08  323691.E-08
700000.E-01  128853.E-08  315077.E-08
714000.E-01  130252.E-08  340513.E-08
728000.E-01  133069.E-08  466652.E-08
742000.E-01  135342.E-08  401347.E-08
756000.E-01  138862.E-08  377763.E-08
770000.E-01  141739.E-08  422198.E-08
784000.E-01  144837.E-08  429158.E-08
798000.E-01  146883.E-08  571755.E-08
812000.E-01  150069.E-08  460676.E-08
826000.E-01  156789.E-08  452477.E-08
840000.E-01  158989.E-08  464388.E-08
854000.E-01  164159.E-08  458353.E-08
868000.E-01  170160.E-08  508228.E-08
882000.E-01  173350.E-08  485508.E-08
896000.E-01  178985.E-08  454047.E-08
910000.E-01  185258.E-08  551007.E-08
924000.E-01  191152.E-08  573757.E-08
938000.E-01  197156.E-08  584979.E-08
952000.E-01  203893.E-08  607924.E-08
966000.E-01  213269.E-08  551519.E-08
980000.E-01  224387.E-08  665000.E-08
994000.E-01  235060.E-08  652638.E-08
100800.E+00  249113.E-08  685510.E-08
102200.E+00  266701.E-08  739516.E-08
103600.E+00  281637.E-08  768010.E-08
105000.E+00  301729.E-08  871662.E-08
106400.E+00  329114.E-08  910921.E-08
107800.E+00  366042.E-08  101340.E-07
109200.E+00  406295.E-08  109213.E-07
110600.E+00  456334.E-08  128180.E-07
112000.E+00  555632.E-08  152127.E-07
113400.E+00  698548.E-08  180385.E-07
114800.E+00  926506.E-08  239476.E-07
116200.E+00  128359.E-07  304310.E-07
117600.E+00  176514.E-07  402714.E-07
119000.E+00  220994.E-07  470064.E-07
120400.E+00  241480.E-07  491864.E-07
121800.E+00  229712.E-07  440619.E-07
123200.E+00  171259.E-07  322502.E-07
124600.E+00  105529.E-07  191310.E-07
126000.E+00  524276.E-08  931691.E-08
127400.E+00  216161.E-08  373841.E-08
128800.E+00  690436.E-09  122931.E-08
130200.E+00  181783.E-09  314928.E-09
131600.E+00  352238.E-10  678856.E-10
133000.E+00  440501.E-11  486872.E-11
134400.E+00  000000.E+00  000000.E+00
135800.E+00  000000.E+00  000000.E+00
137200.E+00  000000.E+00  000000.E+00
138600.E+00  000000.E+00  000000.E+00
140000.E+00  000000.E+00  000000.E+00
