====== pysrim run =======
        SRIM-2013.00
==========================================
    Ion and Target VACANCY production     
  See SRIM Outputs\TDATA.txt for calc. details
==========================================
--------------------------------------------------------------------
    Recoil/Damage Calculations made with Kinchin-Pease Estimates    
--------------------------------------------------------------------
 See file :  SRIM Outputs\TDATA.txt for calculation data
 Ion    =  H   Energy = 150 keV
============= TARGET MATERIAL ======================================
Layer  1 : None
Layer Width =     2.E+04 A ;
  Layer # 1- Density = 5.846E22 atoms/cm3 = 10.47 g/cm3
  Layer # 1- Ag = 100  Atomic Percent = 100  Mass Percent
====================================================================
 Total Ions calculated =50000.00
 Total Target Vacancies     = 5 /Ion

==========================================================
  Table Units are  >>>> Vacancies/(Angstrom-Ion)  <<<<  
==========================================================
   TARGET     VACANCIES     VACANCIES 
   DEPTH         by            by     
   (Ang.)       IONS         RECOILS  
-----------  -----------  ------------
200010.E-03  1680.00E-08  2061.65E-08  
400010.E-03  3770.00E-08  3280.53E-08  
600010.E-03  6170.00E-08  8496.07E-08  
800010.E-03  9720.00E-08  1117.97E-07  
100001.E-02  1321.00E-07  1172.65E-07  
120001.E-02  1410.00E-07  1863.60E-07  
140001.E-02  9410.00E-08  1129.35E-07  
160001.E-02  1116.00E-07  1230.84E-07  
180001.E-02  1416.00E-07  1461.30E-07  
200001.E-02  1435.00E-07  1445.87E-07  
220001.E-02  1612.00E-07  1677.71E-07  
240001.E-02  1744.00E-07  1989.14E-07  
260001.E-02  1854.00E-07  1925.92E-07  
280001.E-02  1867.00E-07  2015.32E-07  
300001.E-02  1987.00E-07  2038.81E-07  
320001.E-02  2045.00E-07  1832.88E-07  
340001.E-02  2281.00E-07  2001.93E-07  
360001.E-02  2390.00E-07  2182.56E-07  
380001.E-02  2639.00E-07  2455.00E-07  
400001.E-02  2709.00E-07  2504.66E-07  
420001.E-02  2851.00E-07  2214.08E-07  
440001.E-02  3140.00E-07  2516.07E-07  
460001.E-02  3586.00E-07  2702.32E-07  
480001.E-02  3849.00E-07  3012.78E-07  
500001.E-02  4361.00E-07  2922.44E-07  
520001.E-02  4885.00E-07  3222.98E-07  
540001.E-02  5251.00E-07  3328.81E-07  
560001.E-02  6003.00E-07  3413.13E-07  
580001.E-02  6695.00E-07  3186.48E-07  
600001.E-02  7384.00E-07  3253.88E-07  
620001.E-02  8195.00E-07  3186.62E-07  
640001.E-02  8853.00E-07  3231.45E-07  
660001.E-02  9451.00E-07  3159.85E-07  
680001.E-02  9692.00E-07  2753.69E-07  
700001.E-02  9389.00E-07  2115.59E-07  
720001.E-02  9115.00E-07  1640.39E-07  
740001.E-02  8039.00E-07  1219.69E-07  
760001.E-02  6614.00E-07  8762.93E-08  
780001.E-02  4940.00E-07  4908.72E-08  
800001.E-02  3332.00E-07  3070.55E-08  
820001.E-02  2101.00E-07  1533.24E-08  
840001.E-02  1259.00E-07  7087.59E-09  
860001.E-02  5770.00E-08  2067.83E-09  
880001.E-02  2900.00E-08  1290.06E-09  
900001.E-02  1080.00E-08  2256.49E-10  
920001.E-02  3600.00E-09  1307.05E-10  
940001.E-02  1300.00E-09  0000.00E+00  
960001.E-02  4000.00E-10  4836.51E-11  
980001.E-02  0000.00E+00  0000.00E+00  
100000.E-01  1000.00E-10  0000.00E+00  
102000.E-01  0000.00E+00  0000.00E+00  
